Model,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
RandomForest,0.4565884338088664,0.38745732397913335,0.7883877895382728
KNN,0.29809366334607146,0.29237389023506016,0.7136830802270288
SVM,0.46237718523089505,0.42711671953942065,0.7938334100322135
NNET,0.3580101812259603,0.29091285491029706,0.7017180549163982
XGBoost,0.43005200992736614,0.3258435191964209,0.7496356803190674
GLMNET,0.39373307084059395,0.27962474665600784,0.7395689522932966
