Model,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC,mean_metric_rank
RandomForest,0.4322862676700288,0.38745732397913335,0.7883877895382728,1.6666666666666667
KNN,0.27964348270923856,0.29237389023506016,0.7136830802270288,5.0
SVM,0.33152967122936244,0.42711671953942065,0.7938334100322135,2.3333333333333335
NNET,0.3568777743592891,0.29091285491029706,0.7017180549163982,5.0
XGBoost,0.39476589712706933,0.3258435191964209,0.7496356803190674,2.6666666666666665
GLMNET,0.37608815294542186,0.27962474665600784,0.7395689522932966,4.333333333333333
