Model,Macro MCC,Macro AUPR,Macro ROC-AUC
RandomForest,0.32879922563989505,0.25175715902279694,0.6970244659059194
KNN,0.19797397503914488,0.18979493311536566,0.6095734677819575
SVM,0.15623078468245408,0.18973965031756407,0.45277050749200887
NNET,0.2833874193005757,0.28542203105286035,0.7121810593700315
XGBoost,0.33390890443591437,0.26170139849177393,0.7060092133904188
GLMNET,0.3894636025914686,0.2881713743292317,0.6855685021088449
