SampleID,BAC_P::Acetothermia,BAC_P::Acidobacteriota,BAC_P::Actinobacteriota,BAC_P::Armatimonadota,BAC_P::Bacteroidota,BAC_P::Bdellovibrionota,BAC_P::CK-2C2-2,BAC_P::Caldatribacteriota,BAC_P::Caldisericota,BAC_P::Calditrichota,BAC_P::Campilobacterota,BAC_P::Chloroflexi,BAC_P::Cloacimonadota,BAC_P::Coprothermobacterota,BAC_P::Cyanobacteria,BAC_P::Dadabacteria,BAC_P::Deinococcota,BAC_P::Dependentiae,BAC_P::Desulfobacterota,BAC_P::Elusimicrobiota,BAC_P::Fermentibacterota,BAC_P::Fibrobacterota,BAC_P::Firmicutes,BAC_P::Fusobacteriota,BAC_P::Gemmatimonadota,BAC_P::Halanaerobiaeota,BAC_P::Hydrogenedentes,BAC_P::Hydrothermae,BAC_P::LCP-89,BAC_P::Latescibacterota,BAC_P::MBNT15,BAC_P::Marinimicrobia_(SAR406_clade),BAC_P::Myxococcota,BAC_P::NB1-j,BAC_P::NKB15,BAC_P::Nitrospirota,BAC_P::Patescibacteria,BAC_P::Planctomycetota,BAC_P::Proteobacteria,BAC_P::Spirochaetota,BAC_P::Sumerlaeota,BAC_P::Sva0485,BAC_P::Synergistota,BAC_P::TA06,BAC_P::Thermotogota,BAC_P::Verrucomicrobiota,BAC_P::WPS-2,BAC_P::WS1,BAC_P::Zixibacteria,BAC_P::unidentified,ARC_P::Aenigmarchaeota,ARC_P::Asgardarchaeota,ARC_P::Crenarchaeota,ARC_P::Cryptomycota,ARC_P::Euryarchaeota,ARC_P::Halobacterota,ARC_P::Holozoa,ARC_P::Micrarchaeota,ARC_P::Mollusca,ARC_P::Nanoarchaeota,ARC_P::Thermoplasmatota,ARC_P::Vertebrata,ARC_P::unidentified
2-10,0.211,6.018,2.336,0.943,10.511,0.0,0.114,0.404,2.672,0.0,0.0,1.753,19.545,0.0,0.0,0.0,0.0,0.159,8.24,0.0,0.0,0.0,8.904,0.0,0.249,0.0,0.728,0.255,0.0,0.0,0.0,0.49,0.449,0.0,0.0,0.0,0.528,0.532,8.905000000000001,23.251,0.11,0.107,0.286,0.0,0.221,1.27,0.0,0.114,0.121,0.4390000000000001,0.0,0.0,0.158,0.0,36.2,56.997,0.0,0.0,0.0,0.0,5.394,0.0,1.253
3-10,0.524,2.86,2.347,1.271,9.562,0.0,0.135,0.54,2.451,0.0,0.0,1.752,18.347,0.0,0.0,0.0,0.0,0.0,9.212,0.0,0.0,0.0,10.678,0.0,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0.413,0.385,10.247,24.98,0.223,0.131,0.175,0.0,1.152,0.279,0.0,0.147,0.0,0.449,0.0,0.0,0.552,0.0,21.587,61.069,0.0,0.0,0.0,0.0,5.446,0.0,11.346
4-10,0.126,1.505,2.256,0.629,3.118,0.0,0.0,0.9380000000000001,0.654,0.0,0.0,0.249,33.025,13.986,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.0,23.234,0.0,0.0,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243,0.224,12.155,0.32,0.0,0.0,1.43,0.0,2.693,0.125,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0.0,5.491,90.824,0.0,0.0,0.0,0.0,3.098,0.0,0.573
1-11,1.105,2.539,2.725,0.547,13.88,0.271,0.401,0.0,1.702,0.0,0.0,2.095,3.242,0.0,0.0,0.113,0.0,0.305,8.957,0.0,0.0,0.0,15.887,0.0,0.753,0.0,0.11,0.0,0.0,0.241,0.0,0.122,0.305,0.133,0.0,0.0,0.131,1.009,27.967,2.247,0.261,0.0,0.195,0.558,5.246,1.829,0.0,0.108,0.146,4.463,0.0,0.115,2.204,0.0,18.857,70.743,0.0,0.0,0.0,0.355,3.306,0.0,4.418
2-11,7.904,1.749,1.247,0.401,12.153,0.101,0.0,0.172,2.133,1.046,0.0,1.359,9.595,0.0,0.0,0.138,0.0,0.108,5.311,0.0,0.0,0.0,4.322,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.402,0.0,0.0,0.22,0.126,1.777,25.453,8.217,0.163,0.129,0.26,1.166,6.714,1.576,0.0,0.0,0.0,4.675,0.0,0.0,8.575,0.0,20.16,66.186,0.0,0.0,0.0,0.0,3.653,0.0,1.426
3-11,2.743,3.026,0.896,0.397,20.232,0.0,0.0,0.0,1.037,0.0,0.162,0.595,9.524,0.0,0.0,0.0,0.0,0.162,7.578,0.0,0.103,0.0,6.273,0.0,0.362,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.55,0.0,1.278,28.679,5.548,0.0,0.0,0.255,1.825,4.12,1.922,0.0,0.0,0.0,1.626,0.0,0.0,4.543,0.0,10.221,56.424,0.0,0.194,0.0,1.371,2.149,0.0,25.097
4-11,4.199,2.346,2.143,1.02,13.133,0.0,0.0,0.289,1.639,0.0,0.0,1.025,16.385,0.0,0.0,0.0,0.0,0.0,6.098,0.0,0.0,0.0,12.035,0.0,0.165,0.0,0.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028,19.759,7.144000000000001,0.0,0.0,0.352,0.0,8.341999999999999,1.322,0.0,0.131,0.0,0.468,0.0,0.0,2.848,0.0,12.235,84.158,0.0,0.0,0.0,0.0,0.661,0.0,0.0
1-11b,13.999,2.12,3.502,0.275,13.382,0.0,0.0,0.216,1.021,0.0,0.0,1.985,0.6739999999999999,0.0,0.0,0.538,0.0,0.0,9.794,0.103,0.0,0.0,3.593,0.0,0.914,0.0,0.283,0.0,0.0,0.26,0.0,0.0,0.639,0.277,0.0,0.25,0.0,1.139,23.206,2.356,0.0,0.0,0.145,9.872,4.542999999999999,1.507,0.0,0.0,0.103,2.326,0.0,0.0,3.949,0.0,14.887,72.136,0.0,0.0,0.0,1.234,3.792,0.0,4.002
1-12,0.0,0.0,0.0,0.0,41.585,0.0,0.0,0.7870000000000001,0.0,0.0,0.0,0.0,2.621,0.0,0.0,0.0,0.0,0.68,0.577,0.0,0.0,0.127,49.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,2.884,0.0,0.0,0.753,0.0,0.0,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,93.785,0.0,0.0,0.0,0.0,3.816,0.0,2.059
2-12,0.0,0.0,0.183,0.0,29.873,0.0,0.0,1.387,0.0,0.0,0.0,0.0,2.156,0.0,0.0,0.0,0.0,1.498,0.318,0.0,0.0,0.0,57.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291,4.079,0.0,0.0,1.84,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,96.84800000000001,0.0,0.891,0.0,0.0,1.674,0.0,0.361
3-12,0.0,0.0,0.0,0.0,25.365,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.521,0.0,0.0,0.0,0.0,0.313,0.393,0.0,0.0,0.0,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,1.955,0.0,0.0,0.98,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,82.959,0.0,0.389,0.0,0.0,3.313,0.0,13.119
4-12,0.0,0.0,0.114,0.0,21.071,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.564,0.0,0.0,0.0,0.0,1.002,0.226,0.0,0.0,0.0,71.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.431,0.0,0.0,0.773,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358,89.318,0.0,0.0,0.0,0.0,10.149,0.0,0.175
1-13,0.0,0.0,0.523,0.0,22.835,0.0,0.0,1.232,0.303,0.0,0.0,7.771,5.811,0.0,0.0,0.0,0.0,0.0,1.053,0.0,0.0,0.0,43.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.612,0.0,0.0,0.0,0.0,0.0,0.0,1.571,0.541,0.0,0.0,5.873,0.0,4.598999999999999,1.181,0.0,0.496,0.0,1.156,0.0,0.0,0.652,0.0,13.639,80.908,0.0,0.0,0.0,0.491,1.39,0.0,2.921
2-13,0.0,0.0,0.618,0.0,25.762,0.0,0.0,1.407,0.249,0.0,0.146,7.858000000000001,2.201,0.0,0.0,0.0,0.0,0.0,1.155,0.0,0.0,0.0,44.025,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,0.152,0.143,2.539,1.409,0.0,0.0,3.428,0.0,5.042,0.897,0.0,0.0,0.0,0.926,0.0,0.0,0.93,0.0,16.736,79.711,0.0,0.0,0.0,0.0,2.066,0.0,0.558
3-13,0.0,0.0,0.398,0.0,17.183,0.0,0.0,0.667,0.738,0.0,0.0,28.39,2.951,0.0,0.0,0.0,0.0,0.0,0.5750000000000001,0.297,0.0,0.0,29.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.16,0.14,1.096,3.132,0.0,0.0,2.639,0.0,7.774,1.257,0.0,0.156,0.0,1.338,0.0,0.0,0.908,0.0,14.244,51.098,0.0,0.0,0.0,3.95,2.795,0.0,27.004
4-13,0.0,0.0,0.772,0.0,18.079,0.0,0.0,0.844,0.842,0.0,0.0,31.726,4.975,0.0,0.0,0.0,0.0,0.0,1.006,0.0,0.0,0.0,20.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.459,0.0,0.0,0.0,0.0,0.0,0.12,0.903,2.444,0.0,0.0,5.308,0.0,6.712,1.746,0.0,0.458,0.0,1.208,0.0,0.0,1.0,0.0,7.246,90.65599999999999,0.0,0.0,0.0,1.037,0.0,0.0,0.0
1-14,0.0,0.0,0.0,0.0,32.123,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.54899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.017,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,74.853,0.0,0.0,0.0,0.123,13.319,0.0,11.499
2-14,0.0,0.0,0.0,0.0,27.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.123,0.51,0.0,0.0,1.539,0.0,0.468,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,81.56700000000001,0.0,0.0,0.0,0.0,17.095,0.0,1.093
3-14,0.0,0.0,0.324,0.0,22.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,0.0,0.0,1.356,0.0,0.425,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.031,0.0,0.0,0.0,1.213,34.06,0.0,2.697
4-14,0.0,0.0,0.517,0.0,21.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.508999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.785,0.0,4.239,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,95.441,0.0,0.0,0.0,0.0,4.282999999999999,0.0,0.0
1-15,0.0,2.628,1.808,0.339,23.288,0.17,0.0,0.345,0.709,0.0,0.0,2.129,10.72,0.0,0.0,0.0,0.0,0.245,7.079,0.0,0.0,0.0,13.329,0.0,0.133,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.785,0.0,0.0,0.138,0.531,0.981,23.82,3.362,0.3070000000000001,0.0,1.185,0.0,4.011,1.067,0.0,0.0,0.0,0.192,0.0,0.0,0.658,0.0,25.136,66.15,0.0,0.0,0.0,0.215,2.94,0.0,4.752
2-15,0.0,2.23,1.414,0.327,28.936,0.178,0.0,0.665,0.536,0.0,0.116,1.867,15.279,0.0,0.0,0.0,0.0,0.316,7.941,0.0,0.0,0.133,14.034,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698,1.35,11.866,4.806,0.502,0.0,1.557,0.0,2.882,1.478,0.0,0.0,0.102,0.227,0.0,0.0,0.627,0.0,24.03,63.912,0.0,0.0,0.0,0.0,2.608,0.0,8.823
3-15,0.0,0.685,0.993,0.0,32.921,0.0,0.0,0.479,0.172,0.0,0.0,0.639,16.878,0.0,0.0,0.0,0.0,0.339,9.725,0.0,0.0,0.5930000000000001,17.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,10.216,1.188,0.389,0.0,2.526,0.0,2.08,1.1,0.0,0.0,0.0,0.23,0.0,0.0,0.328,0.0,13.991,57.399,0.0,0.0,0.0,0.0,1.333,0.0,26.948
4-15,0.0,0.768,1.449,0.119,27.127,0.0,0.0,0.798,0.233,0.0,0.0,0.962,11.229,0.0,0.0,0.0,0.0,0.712,13.032,0.0,0.0,0.266,20.31,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.153,0.646,6.846,1.713,0.226,0.0,5.995,0.0,5.288,1.112,0.0,0.126,0.0,0.17,0.0,0.0,0.0,0.0,14.451,83.899,0.0,0.0,0.0,0.0,1.651,0.0,0.0
1-16,0.0,0.646,0.728,0.0,23.096,2.001,0.0,0.633,0.5579999999999999,0.0,0.0,0.6529999999999999,10.038,0.687,0.0,0.0,0.0,0.376,1.434,0.0,0.0,0.0,4.923,0.0,0.103,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.16,0.464,47.077,1.969,0.0,0.0,0.422,0.0,0.298,2.709,0.104,0.0,0.0,0.129,0.0,0.0,0.408,0.0,1.147,92.09,0.0,0.0,0.0,0.246,2.568,0.0,3.538
2-16,0.0,3.02,0.803,0.16,25.922,0.0,0.0,1.814,2.548,0.0,0.149,2.026,15.55,2.406,0.0,0.0,0.0,0.0,6.197,0.0,0.0,0.0,6.181,0.114,0.152,0.0,0.492,0.0,0.0,0.0,0.0,0.239,0.4929999999999999,0.0,0.0,0.123,0.341,0.581,24.144,3.264,0.14,0.0,0.982,0.0,0.488,0.954,0.152,0.0,0.0,0.145,0.0,0.0,0.159,0.0,0.297,97.561,0.0,0.0,0.0,0.0,1.378,0.0,0.604
3-16,0.0,2.259,0.767,0.246,23.791,0.112,0.0,1.262,1.853,0.0,0.5660000000000001,1.422,25.498,1.013,0.0,0.0,0.0,0.0,0.633,0.0,0.0,0.0,15.674,0.817,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.279,0.131,9.919,9.182,0.0,0.0,1.041,0.0,0.395,1.445,0.0,0.157,0.0,0.202,0.0,0.0,0.0,0.0,8.628,83.457,0.0,0.0,0.0,0.0,5.457,0.0,2.458
4-16,0.0,5.015,0.873,0.6,16.64,0.611,0.0,0.6499999999999999,1.498,0.0,0.438,2.238,9.464,0.0,0.0,0.0,0.0,0.0,3.057,0.0,0.0,0.0,27.221,1.465,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.513,0.224,7.653,1.427,0.0,0.0,2.425,0.0,0.146,16.875,0.0,0.0,0.0,0.484,0.0,0.0,0.0,0.0,9.338,90.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-17,0.0,0.0,0.667,0.0,24.016,0.0,0.0,0.878,0.0,0.0,0.0,0.11,10.807,0.0,0.0,0.0,0.0,0.289,4.303,0.0,5.331,0.0,43.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,5.556999999999999,1.469,0.0,0.0,1.231,0.0,0.0,1.048,0.0,0.0,0.0,0.13,0.0,0.0,0.306,0.0,17.117,77.92699999999999,0.0,0.0,0.0,0.106,0.904,0.0,3.602
2-17,0.0,0.215,0.87,0.277,28.188,0.0,0.0,0.5469999999999999,0.0,0.0,0.229,0.222,16.382,0.0,0.0,0.0,0.0,0.254,3.049,0.0,1.235,0.128,36.004,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.878,6.226,1.787,0.0,0.0,1.182,0.0,0.142,1.109,0.0,0.0,0.0,0.3910000000000001,0.0,0.0,0.0,0.0,25.441,70.681,0.0,0.0,0.0,0.0,2.16,0.0,1.718
3-17,0.0,0.0,0.29,0.0,20.635,0.0,0.0,0.382,0.0,0.0,0.0,0.112,24.841,0.0,0.0,0.0,0.0,0.0,2.103,0.0,2.327,0.0,40.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.232,4.089,1.646,0.0,0.0,1.455,0.0,0.0,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,21.941,65.137,0.0,1.53,0.0,0.0,2.716,0.0,8.101
4-17,0.0,0.0,1.342,0.18,21.968,0.0,0.0,0.302,0.0,0.0,0.0,0.11,20.735,0.0,0.0,0.0,0.0,0.0,0.754,0.0,0.258,0.0,38.166,0.252,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.34,10.047,2.101,0.0,0.0,1.156,0.0,0.0,1.241,0.0,0.0,0.0,0.129,0.0,0.0,0.296,0.0,11.957,84.636,0.0,1.695,0.0,0.0,1.289,0.0,0.0
1-18,0.0,0.227,1.946,0.227,15.355,0.0,0.0,0.187,0.36,0.0,0.117,0.5740000000000001,25.796,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,34.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.227,0.541,11.01,3.11,0.0,0.0,1.132,0.0,0.17,1.405,0.0,0.0,0.0,0.784,0.0,0.0,6.974,0.0,4.568000000000001,84.661,0.0,0.0,0.0,0.0,0.921,0.0,2.843
2-18,0.0,0.195,0.809,0.142,17.765,0.0,0.0,0.179,0.601,0.0,0.468,0.432,26.281,0.0,0.0,0.0,0.0,0.0,4.849,0.0,0.0,0.0,21.323,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.205,0.432,0.588,15.237,1.992,0.0,0.0,1.172,0.0,1.895,1.928,0.0,0.0,0.0,2.828,0.0,0.0,3.668,0.0,19.111,71.005,0.0,0.0,0.0,0.0,1.894,0.0,4.321
3-18,0.0,0.0,0.9309999999999999,0.0,14.785,0.0,0.0,0.0,0.527,0.0,0.303,0.259,27.683,0.0,0.0,0.0,0.0,0.0,5.321999999999999,0.0,0.0,0.126,23.166,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.259,14.013,2.439,0.0,0.0,1.492,0.0,5.592,1.847,0.0,0.0,0.0,0.252,0.0,0.0,1.076,0.0,16.248,58.287,0.0,0.0,0.0,0.31,2.563,0.0,21.515
4-18,0.0,0.0,1.953,0.113,22.068,0.0,0.0,0.0,0.717,0.0,0.362,1.425,16.583,0.0,0.197,0.0,0.0,0.0,1.977,0.0,0.0,0.0,24.241,1.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.899,0.716,14.698,2.906,0.0,0.0,2.207,0.0,2.72,3.843,0.0,0.161,0.0,0.483,0.0,0.0,1.262,0.0,15.77,79.909,0.127,0.436,0.0,0.513,1.839,0.0,0.145
1-19,0.0,0.0,1.674,0.0,22.18,0.0,0.0,0.108,0.0,0.0,0.0,0.0,2.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.131,1.216,0.178,0.0,0.0,3.014,0.0,0.286,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,84.076,0.0,0.0,0.0,0.0,9.027,0.0,6.785
2-19,0.0,0.0,0.0,0.0,31.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.457,0.0,0.0,0.909,0.0,0.191,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,64.673,0.0,0.0,0.0,0.0,32.329,0.0,2.548
3-19,0.0,0.0,0.295,0.0,32.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7860000000000001,0.0,0.0,1.236,0.0,1.042,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.044,0.0,0.0,0.0,0.0,17.015,0.0,23.94
1-20,0.0,0.0,0.286,0.0,23.899,0.0,0.0,0.634,0.0,0.0,0.0,0.0,11.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351,0.0,61.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.138,0.0,0.0,0.7869999999999999,0.0,0.0,0.5349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477,93.319,0.0,0.0,0.0,0.0,1.814,0.0,4.379
2-20,0.0,0.0,0.168,0.0,18.957,0.0,0.0,0.24,0.0,0.0,0.0,0.0,8.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,0.0,0.288,0.169,0.0,0.0,0.734,0.0,0.0,1.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,88.509,0.0,0.0,0.0,0.0,6.229,0.0,4.945
3-20,0.0,0.0,0.0,0.0,9.931000000000001,0.0,0.0,0.42,0.0,0.0,0.0,0.0,21.441,0.0,0.0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,66.30199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.0,0.0,0.483,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.733,0.0,0.0,0.0,0.0,6.045,0.0,13.222
1-21,0.0,1.1,0.739,0.216,30.573,0.0,0.121,0.113,0.853,0.0,0.0,4.79,9.156,0.0,0.0,0.0,0.0,0.0,9.842,0.0,0.0,0.238,20.76,0.0,0.0,0.0,0.7909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.296,0.629,11.795,3.0,0.15,0.0,1.033,0.0,0.646,1.883,0.0,0.126,0.0,0.427,0.0,0.0,0.432,0.0,23.484,72.244,0.0,0.0,0.0,0.0,1.242,0.0,2.569
2-21,0.0,0.533,2.341,0.134,22.232,0.0,0.0,0.224,1.05,0.0,0.264,3.123,4.752,0.0,0.0,0.0,0.114,0.0,8.662,0.0,0.0,0.0,21.351,0.106,0.122,0.0,0.181,0.0,0.0,0.0,0.106,0.142,0.0,0.0,0.0,0.0,0.0,0.279,27.709,1.121,0.107,0.13,1.059,0.0,0.921,2.243,0.0,0.22,0.0,0.473,0.0,0.0,0.479,0.0,24.782,71.901,0.0,0.0,0.0,0.0,2.081,0.0,0.758
3-21,0.0,0.9510000000000001,1.652,0.285,30.479,0.0,0.0,0.0,0.556,0.0,0.403,1.574,2.743,0.0,0.0,0.0,0.208,0.0,5.179,0.0,0.0,0.174,20.028,0.574,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.226,0.48,0.725,26.688,2.293,0.0,0.17,1.204,0.0,0.254,1.844,0.0,0.191,0.0,0.181,0.0,0.0,0.276,0.0,17.478,73.81099999999999,0.0,0.0,0.0,0.0,0.524,0.0,7.911
4-21,0.0,1.05,1.175,0.333,31.799,0.11,0.0,0.105,0.881,0.0,0.0,1.388,10.358,0.0,0.0,0.0,0.0,0.0,6.479,0.0,0.0,0.0,15.594,0.246,0.0,0.0,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,1.73,0.61,19.437,1.872,0.0,0.256,1.369,0.0,0.999,2.635,0.0,0.0,0.0,0.229,0.0,0.255,0.829,0.0,15.542,80.361,0.0,0.0,0.0,1.84,0.95,0.0,0.224
1-22,0.0,0.0,0.252,0.15,22.929,0.0,0.0,1.527,0.0,0.0,0.0,0.0,19.223,0.0,0.0,0.0,0.0,1.048,0.878,0.0,0.0,0.0,46.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,4.273,0.0,0.0,1.681,0.0,0.0,0.625,0.0,0.0,0.0,0.436,0.0,0.0,0.516,0.0,0.26,92.55999999999999,0.0,0.228,0.0,0.0,4.188,0.0,2.236
2-22,0.0,0.0,0.215,0.0,26.191,0.0,0.0,1.515,0.0,0.0,0.0,0.102,6.180000000000001,0.0,0.0,0.0,0.0,0.964,0.463,0.0,0.0,0.0,56.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.0,0.0,0.215,0.133,0.173,4.707,0.0,0.0,1.448,0.0,0.0,0.14,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,8.396,75.68700000000001,0.0,0.0,0.0,0.0,2.68,0.0,13.237
3-22,0.0,0.0,0.725,0.0,31.264,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.327,0.0,0.0,0.0,62.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,1.611,0.203,0.0,0.0,1.312,0.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,27.544,0.0,0.0,0.0,0.0,0.0,0.0,72.127
4-22,0.0,0.0,0.245,0.0,33.912,0.0,0.0,0.126,0.0,0.0,0.0,0.0,1.537,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,57.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.391,3.717,0.0,0.0,0.8939999999999999,0.0,0.0,1.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366,97.68900000000001,0.0,0.0,0.0,0.0,1.882,0.0,0.0
