Model,feature,taxon,domain,taxonomic_level,scope,repeats,Macro MCC decrease mean,Macro AUPR decrease mean,Macro ROC-AUC decrease mean,Macro MCC decrease SD,Macro AUPR decrease SD,Macro ROC-AUC decrease SD
KNN,ARC_P::Micrarchaeota,Micrarchaeota,Archaea,Phylum,training_resubstitution,3,0.03661434954483563,0.0,0.0,0.005301849188403056,0.0,0.0
KNN,ARC_P::Mollusca,Mollusca,Archaea,Phylum,training_resubstitution,3,0.047866362835178644,0.0,0.0,0.006909418602356583,0.0,0.0
KNN,ARC_P::Nanoarchaeota,Nanoarchaeota,Archaea,Phylum,training_resubstitution,3,0.07219509524596075,0.0,0.0,0.02823059388251248,0.0,0.0
KNN,ARC_P::Thermoplasmatota,Thermoplasmatota,Archaea,Phylum,training_resubstitution,3,0.13100467288262077,0.0009616634178037561,0.0001891252955082597,0.010870647742689197,0.001665649899416442,0.00032757462081678374
KNN,ARC_P::Vertebrata,Vertebrata,Archaea,Phylum,training_resubstitution,3,0.03770436922552237,0.0,0.0,0.00395510204322989,0.0,0.0
KNN,ARC_P::unidentified,unidentified,Archaea,Phylum,training_resubstitution,3,0.06330456772308923,0.00026949335249737416,6.966213862765376e-05,0.014805058914440363,0.00023338808941376053,6.0329181733501394e-05
SVM,BAC_P::Acetothermia,Acetothermia,Bacteria,Phylum,training_resubstitution,3,-0.00019041970059391344,0.00019395810699956995,-0.011521677747394507,0.0005882358306320212,0.001106061487066305,0.01874313413143147
SVM,BAC_P::Acidobacteriota,Acidobacteriota,Bacteria,Phylum,training_resubstitution,3,-0.000522177315165249,0.006907239844641209,0.0008048275621624912,0.005958056524779639,0.014490544461899344,0.0015342925481186243
SVM,BAC_P::Actinobacteriota,Actinobacteriota,Bacteria,Phylum,training_resubstitution,3,0.003316009175892675,0.0047087737967323184,-0.012611335819427102,0.0018830365581198995,0.007952388968035448,0.0031696808911002862
SVM,BAC_P::Armatimonadota,Armatimonadota,Bacteria,Phylum,training_resubstitution,3,0.008672531949220977,0.008269723278854382,-0.0037902604075020587,0.006291650840998722,0.014687514122117551,0.008078068163957841
SVM,BAC_P::Bacteroidota,Bacteroidota,Bacteria,Phylum,training_resubstitution,3,0.005950036972810162,0.00968610966247846,-0.0016995582028464518,0.0043336978656468095,0.006994060449163118,0.005184353122245426
