SampleID,Aenigmarchaeota,Asgardarchaeota,Crenarchaeota,Cryptomycota,Euryarchaeota,Hadarchaeota,Halobacterota,Holozoa,Iainarchaeota,Micrarchaeota,Mollusca,Nanoarchaeota,Thermoplasmatota,Unclassified,Vertebrata,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
2-27,0.0,0.0,0.0,0.0,0.030847559149445942,0.0,0.8083258460616951,0.0,0.0,0.0,0.0,0.0,0.0637915543575921,0.09703504043126684,0.0,0,1,1,0,0
2-28,0.0,0.0,0.000810679349294709,0.0,0.12576338972058584,0.0,0.8253256228719668,0.0,0.0,0.004864076095768254,0.0,0.0,0.04296600551261957,0.000270226449764903,0.0,0,1,0,0,0
2-29,0.0003285732339188677,0.0,0.0035384809806647288,0.0,0.15447996967016303,0.0,0.8034879312523695,0.0,0.0,0.0,0.0,0.014103374194363706,0.022418804498925818,0.0016428661695943383,0.0,0,1,0,0,0
2-3,0.0,0.0,0.0,0.0,0.27643054669219314,0.0,0.711869814932993,0.0,0.0,0.0,0.0,0.0,0.01021059349074665,0.0014890448840672197,0.0,0,0,0,0,0
2-30,0.0,0.0,0.0,0.0,0.37235857724110777,0.0,0.5843286520540754,0.0,0.0,0.0,0.0,0.0,0.036487728048300305,0.006825042656516603,0.0,0,0,0,0,0
2-31,0.0,0.0,0.0,0.0,0.0019796380090497737,0.0,0.8369626696832579,0.0,0.0,0.0,0.0,0.0,0.13037330316742082,0.030684389140271492,0.0,1,0,1,0,1
2-32,0.0,0.0,0.0,0.0,0.1769737602589296,0.0,0.7665009825453705,0.0,0.0,0.0,0.0,0.010056640850768697,0.04022656340307479,0.006242052941856433,0.0,0,0,0,0,0
2-32',0.0,0.0,0.0,0.0,0.12386067708333333,0.0,0.6455891927083334,0.0,0.0,0.0,0.00927734375,0.0,0.12662760416666666,0.09464518229166667,0.0,0,1,0,1,0
2-33,0.0,0.0,0.008173823072943611,0.0,0.09849974133471288,0.0,0.37149508535954473,0.0,0.0,0.0,0.0,0.021262286601138127,0.030781169167097777,0.46978789446456287,0.0,0,0,0,0,0
2-34,0.0,0.0,0.0,0.0,0.09012345679012346,0.0,0.8814814814814815,0.0,0.0,0.0,0.0,0.005246913580246914,0.01728395061728395,0.005864197530864198,0.0,0,0,0,0,0
