mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__regressor__hidden_layer_sizes,param_model__regressor__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.021414709091186524,0.0019852971171158366,0.0020731449127197265,2.7426469614622788e-05,"(32,)",0.001,"{'model__regressor__hidden_layer_sizes': (32,), 'model__regressor__alpha': 0.001}",-0.47436450550012743,-0.2917910907516174,-0.2895776566726289,-0.41152323576580446,-1.2486160415366956,-0.5431745060453748,0.3597831615387665,12
0.028852319717407225,0.003687901759899843,0.002088594436645508,3.688186693059549e-05,"(64,)",0.001,"{'model__regressor__hidden_layer_sizes': (64,), 'model__regressor__alpha': 0.001}",-0.4567739020999449,-0.366281903376077,-0.20705291003322152,-0.4731141025650507,-0.684778933369207,-0.4376003502887002,0.15554069994819597,8
0.03167867660522461,0.01057529196294967,0.0020747661590576174,4.761652981614514e-05,"(32, 16)",0.001,"{'model__regressor__hidden_layer_sizes': (32, 16), 'model__regressor__alpha': 0.001}",-0.45833451541575476,-0.20171995262804174,-0.2608564012370161,-0.3514252218617794,-0.7682746912573657,-0.40812215647999145,0.19986732805228033,4
0.09107823371887207,0.01774920227474518,0.002049541473388672,1.5977674043509687e-05,"(32,)",0.01,"{'model__regressor__hidden_layer_sizes': (32,), 'model__regressor__alpha': 0.01}",-0.4433259807437427,-0.3290133137885724,-0.20657200595433287,-0.4291579985288931,-0.5129748355949353,-0.38420882692209524,0.10648693415367855,1
0.1268695831298828,0.05836511349599208,0.0022577762603759764,0.0002205204261391452,"(64,)",0.01,"{'model__regressor__hidden_layer_sizes': (64,), 'model__regressor__alpha': 0.01}",-0.4651766378012156,-0.3259167243739185,-0.19881934588000846,-0.4869289478575666,-0.7497504075319306,-0.44531841268892797,0.18429496918573962,9
0.20619416236877441,0.03350668990054033,0.0021192073822021485,4.4360876103235513e-05,"(32, 16)",0.01,"{'model__regressor__hidden_layer_sizes': (32, 16), 'model__regressor__alpha': 0.01}",-0.4462067056055443,-0.31316352511283796,-0.17817206196849517,-0.35704859698982117,-0.7729764948298213,-0.41351347690130397,0.19946252055528,6
0.14364008903503417,0.020541853722464705,0.0020829200744628905,6.8912455951789625e-06,"(32,)",0.1,"{'model__regressor__hidden_layer_sizes': (32,), 'model__regressor__alpha': 0.1}",-0.44719134098732677,-0.5050817729136612,-0.17205043187924907,-0.46904953237488384,-0.5427276481788178,-0.42722014526678775,0.1316545063440053,7
0.25058927536010744,0.08594183070642619,0.0021064281463623047,3.108780801972789e-05,"(64,)",0.1,"{'model__regressor__hidden_layer_sizes': (64,), 'model__regressor__alpha': 0.1}",-0.4513884174871395,-0.38869970987682545,-0.1670025162908543,-0.4434404289273982,-0.5990703735223939,-0.4099202892209222,0.1400573576875575,5
0.18230643272399902,0.046292720854333703,0.0021144390106201173,5.8063926429605105e-05,"(32, 16)",0.1,"{'model__regressor__hidden_layer_sizes': (32, 16), 'model__regressor__alpha': 0.1}",-0.447298574662923,-0.36522819641449217,-0.15762243145172364,-0.4077744731259086,-0.935020305579859,-0.4625887962469813,0.2564813841049787,11
0.11555871963500977,0.03802445323451026,0.002070045471191406,1.7985422794754327e-05,"(32,)",1.0,"{'model__regressor__hidden_layer_sizes': (32,), 'model__regressor__alpha': 1.0}",-0.43443769761215356,-0.4113363488288295,-0.17238859088594197,-0.40388356810117926,-0.6058229715100523,-0.4055738353876313,0.13809001475723315,3
0.2751577377319336,0.10482117638745429,0.0021912574768066405,0.00011215828291397552,"(64,)",1.0,"{'model__regressor__hidden_layer_sizes': (64,), 'model__regressor__alpha': 1.0}",-0.44683597792646673,-0.44850617472236903,-0.16947223760921418,-0.45877949282575103,-0.4853950258616839,-0.40179778178909703,0.11697921710234875,2
0.16014275550842286,0.04223144856949719,0.002241230010986328,0.00019810329290607535,"(32, 16)",1.0,"{'model__regressor__hidden_layer_sizes': (32, 16), 'model__regressor__alpha': 1.0}",-0.4399128510677453,-0.412819844077014,-0.17349749614898424,-0.38702209616264943,-0.8827135491688036,-0.4591931673250393,0.23182856147705289,10
