mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__regressor__kernel,param_model__regressor__gamma,param_model__regressor__epsilon,param_model__regressor__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005037641525268555,3.273708484661786e-05,0.0021155357360839845,1.8559565616575457e-05,rbf,scale,0.01,1.0,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 'scale', 'model__regressor__epsilon': 0.01, 'model__regressor__C': 1}",-0.45438179573092424,-0.053819998642423754,-0.16390118701600478,-0.06448402022836479,-0.29413152550108107,-0.20614370542375973,0.1512735366017476,7
0.005042505264282226,3.739583062846809e-05,0.0020951271057128907,1.6018889947752747e-05,rbf,0.01,0.2,100.0,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.01, 'model__regressor__epsilon': 0.2, 'model__regressor__C': 100}",-0.43456149846670467,-0.19732544909377062,-0.21567936321243658,-0.3302919633470763,-0.2845972909915228,-0.2924911130223022,0.0855941115166952,20
0.004964876174926758,6.223417294740111e-05,0.0021024703979492187,1.9176680831542925e-05,rbf,scale,0.01,0.1,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 'scale', 'model__regressor__epsilon': 0.01, 'model__regressor__C': 0.1}",-0.4660043976134331,-0.03008923123074414,-0.17261321030543592,-0.022948997813178506,-0.30511548108005065,-0.19935426360856848,0.1689806391299497,2
0.004904031753540039,5.1408043797096876e-05,0.0020875930786132812,3.074730890867385e-05,rbf,0.01,0.1,0.1,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.01, 'model__regressor__epsilon': 0.1, 'model__regressor__C': 0.1}",-0.4635869021247706,-0.035913544704068184,-0.1667318292760988,-0.03045015582293966,-0.30005421663053783,-0.199347329711683,0.16508486120787796,1
0.004986619949340821,5.1476023363318035e-05,0.002109861373901367,2.2456245897712436e-05,rbf,0.1,0.01,100.0,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.1, 'model__regressor__epsilon': 0.01, 'model__regressor__C': 100}",-0.448298341877121,-0.08919162878118546,-0.1487874889264182,-0.1170176469859021,-0.2918580003430546,-0.21903062138273627,0.13421357858970281,13
0.004927253723144532,6.572359177942435e-05,0.0020898818969726563,7.408030123114949e-06,rbf,scale,0.2,1.0,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 'scale', 'model__regressor__epsilon': 0.2, 'model__regressor__C': 1}",-0.4464810462472404,-0.0891606316722664,-0.1585476829043834,-0.10083852690941532,-0.2880249884417487,-0.21661057523501084,0.1348765410369763,11
0.005154943466186524,3.0484628771309658e-05,0.002118349075317383,1.7945175856765783e-05,rbf,0.01,0.01,10.0,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.01, 'model__regressor__epsilon': 0.01, 'model__regressor__C': 10}",-0.4371984691843927,-0.12878638887457114,-0.173686888290563,-0.1834223400304782,-0.2796257298332793,-0.24054396324265687,0.10992987121361902,16
0.004924583435058594,6.494644628816854e-05,0.0020953655242919923,1.6900228286764957e-05,rbf,0.1,0.1,0.1,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.1, 'model__regressor__epsilon': 0.1, 'model__regressor__C': 0.1}",-0.4640127012559242,-0.03774902107908509,-0.1649739816305544,-0.03405589513569406,-0.3015022405572219,-0.20045876793169595,0.16437396812472344,4
0.004993057250976563,5.227896992083207e-05,0.0021090030670166014,1.634056308760519e-05,rbf,0.1,0.01,1.0,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.1, 'model__regressor__epsilon': 0.01, 'model__regressor__C': 1}",-0.4592519873789962,-0.05036698388315821,-0.16043775940299215,-0.05539862006745069,-0.29761545969347336,-0.20461416208521413,0.15588373099464886,5
0.0049266815185546875,2.7777145826183504e-05,0.0020998001098632814,1.638364180540313e-05,rbf,0.01,0.01,0.1,"{'model__regressor__kernel': 'rbf', 'model__regressor__gamma': 0.01, 'model__regressor__epsilon': 0.01, 'model__regressor__C': 0.1}",-0.4663669582262121,-0.029791206440125798,-0.17353257394927327,-0.02239135573837278,-0.3049395461716318,-0.19940432810512315,0.16922073113166292,3
