Model,Macro MCC,Macro AUPR,Macro ROC-AUC,mean_metric_rank
RandomForest,0.14708052141067518,0.30979835936124966,0.7745954139297109,3.3333333333333335
KNN,0.21488272513261447,0.39124650545666845,0.6331141648405347,3.0
SVM,0.0577620750687509,0.14458727956483577,0.4918420957851497,6.0
NNET,0.20491983400866914,0.26672389951356906,0.6760522794530337,4.333333333333333
XGBoost,0.21366552019323257,0.280252834634197,0.7341619319243604,3.3333333333333335
GLMNET,0.42198713322182535,0.44126567126578414,0.7818289512974524,1.0
