Model,domain,feature,importance,taxonomic_level
XGBoost,Bacteria,BAC_O::Micavibrionales,0.0,Order
XGBoost,Bacteria,BAC_O::Microtrichales,0.0,Order
XGBoost,Bacteria,BAC_O::Monoglobales,0.0,Order
XGBoost,Bacteria,BAC_O::Moorellales,0.0,Order
XGBoost,Bacteria,BAC_O::Myxococcales,0.0,Order
XGBoost,Bacteria,BAC_O::NKB15,0.0,Order
XGBoost,Bacteria,BAC_O::Nannocystales,0.0,Order
XGBoost,Bacteria,BAC_O::Nitrosococcales,0.0,Order
XGBoost,Bacteria,BAC_O::Nitrospirales,0.0,Order
XGBoost,Bacteria,BAC_O::OLB14,0.0,Order
XGBoost,Bacteria,BAC_O::OPB41,0.0,Order
XGBoost,Bacteria,BAC_O::Obscuribacterales,0.0,Order
XGBoost,Bacteria,BAC_O::Oceanospirillales,0.0,Order
XGBoost,Bacteria,BAC_O::Omnitrophales,0.0,Order
XGBoost,Bacteria,BAC_O::PB19,0.0,Order
XGBoost,Bacteria,BAC_O::PLTA13,0.0,Order
XGBoost,Bacteria,BAC_O::PeM15,0.0,Order
XGBoost,Bacteria,BAC_O::Pedosphaerales,0.0,Order
XGBoost,Bacteria,BAC_O::Peptococcales,0.0,Order
XGBoost,Bacteria,BAC_O::Phycisphaerales,0.0,Order
XGBoost,Bacteria,BAC_O::Pla3_lineage,0.0,Order
XGBoost,Bacteria,BAC_O::Planctomycetales,0.0,Order
XGBoost,Bacteria,BAC_O::Polyangiales,0.0,Order
XGBoost,Bacteria,BAC_O::Propionibacteriales,0.0,Order
XGBoost,Bacteria,BAC_O::Proteinivoracales,0.0,Order
XGBoost,Bacteria,BAC_O::RBG-13-54-9,0.0,Order
XGBoost,Bacteria,BAC_O::RBG-16-55-12,0.0,Order
XGBoost,Bacteria,BAC_O::Reyranellales,0.0,Order
XGBoost,Bacteria,BAC_O::Rhodospirillales,0.0,Order
XGBoost,Bacteria,BAC_O::Rickettsiales,0.0,Order
XGBoost,Bacteria,BAC_O::Run-SP154,0.0,Order
XGBoost,Bacteria,BAC_O::SJA-15,0.0,Order
XGBoost,Bacteria,BAC_O::SJA-28,0.0,Order
XGBoost,Bacteria,BAC_O::SM1A07,0.0,Order
XGBoost,Bacteria,BAC_O::Saccharimonadales,0.0,Order
XGBoost,Bacteria,BAC_O::Solibacterales,0.0,Order
XGBoost,Bacteria,BAC_O::Solirubrobacterales,0.0,Order
XGBoost,Bacteria,BAC_O::Sphingomonadales,0.0,Order
XGBoost,Bacteria,BAC_O::Steroidobacterales,0.0,Order
XGBoost,Bacteria,BAC_O::Sumerlaeales,0.0,Order
XGBoost,Bacteria,BAC_O::Sva0485,0.0,Order
XGBoost,Bacteria,BAC_O::Symbiobacteriales,0.0,Order
XGBoost,Bacteria,BAC_O::Syntrophobacterales,0.0,Order
XGBoost,Bacteria,BAC_O::Syntrophorhabdales,0.0,Order
XGBoost,Bacteria,BAC_O::TA06,0.0,Order
XGBoost,Bacteria,BAC_O::Thermales,0.0,Order
XGBoost,Bacteria,BAC_O::Thermoanaerobaculales,0.0,Order
XGBoost,Bacteria,BAC_O::Thermotogales,0.0,Order
XGBoost,Bacteria,BAC_O::Thermovenabulales,0.0,Order
XGBoost,Bacteria,BAC_O::Verrucomicrobiales,0.0,Order
XGBoost,Bacteria,BAC_O::Vibrionales,0.0,Order
XGBoost,Bacteria,BAC_O::Vicinamibacterales,0.0,Order
XGBoost,Bacteria,BAC_O::WCHB1-81,0.0,Order
XGBoost,Bacteria,BAC_O::WPS-2,0.0,Order
XGBoost,Bacteria,BAC_O::WS1,0.0,Order
XGBoost,Bacteria,BAC_O::WWE3,0.0,Order
XGBoost,Bacteria,BAC_O::Zixibacteria,0.0,Order
XGBoost,Bacteria,BAC_O::c5LKS83,0.0,Order
