Taxon,mean_relative_abundance_percent,domain,rank,selected
Uruburuella,0.006192857142857143,BAC,Genus,False
Georgenia,0.006178571428571428,BAC,Genus,False
ADurb.Bin180,0.006150000000000002,BAC,Genus,False
MidBa8,0.006150000000000002,BAC,Genus,False
Rikenellaceae,0.006121428571428572,BAC,Genus,False
Conexibacter,0.006064285714285716,BAC,Genus,False
Sphingobium,0.006014285714285714,BAC,Genus,False
Azoarcus,0.006,BAC,Genus,False
NB1-j,0.005985714285714286,BAC,Genus,False
37-13,0.00592857142857143,BAC,Genus,False
Peptoniphilus,0.005914285714285716,BAC,Genus,False
C10-SB1A,0.005721428571428573,BAC,Genus,False
WD260,0.005714285714285714,BAC,Genus,False
LiUU-11-161,0.005700000000000001,BAC,Genus,False
Chryseolinea,0.005692857142857143,BAC,Genus,False
Delftia,0.005692857142857143,BAC,Genus,False
Izemoplasmataceae,0.005664285714285715,BAC,Genus,False
Candidatus_Berkiella,0.0056357142857142856,BAC,Genus,False
Clostridium_sensu_stricto_15,0.005557142857142858,BAC,Genus,False
SHA-4,0.005435714285714286,BAC,Genus,False
Janthinobacterium,0.005421428571428571,BAC,Genus,False
Kurthia,0.005364285714285715,BAC,Genus,False
Fimbriiglobus,0.0053071428571428575,BAC,Genus,False
BSV13,0.005235714285714286,BAC,Genus,False
Peredibacter,0.005178571428571429,BAC,Genus,False
Peptoclostridium,0.005064285714285714,BAC,Genus,False
Coxiella,0.005014285714285716,BAC,Genus,False
Negativicoccus,0.004957142857142857,BAC,Genus,False
Rubrobacter,0.004957142857142857,BAC,Genus,False
Cutibacterium,0.004921428571428572,BAC,Genus,False
Cloacimonadales,0.0048428571428571435,BAC,Genus,False
Anaeromyxobacter,0.004721428571428573,BAC,Genus,False
Wohlfahrtiimonas,0.004657142857142857,BAC,Genus,False
OM27_clade,0.0046500000000000005,BAC,Genus,False
Sulfurospirillum,0.004600000000000001,BAC,Genus,False
Natronincola,0.004585714285714286,BAC,Genus,False
Ignatzschineria,0.004535714285714286,BAC,Genus,False
Sphaerotilus,0.004514285714285715,BAC,Genus,False
Nannocystis,0.004507142857142858,BAC,Genus,False
Latescibacterota,0.0045000000000000005,BAC,Genus,False
Anaerocella,0.004492857142857144,BAC,Genus,False
Sphingopyxis,0.004485714285714286,BAC,Genus,False
KD1-131,0.0044714285714285715,BAC,Genus,False
Schlesneria,0.004357142857142857,BAC,Genus,False
Moorella,0.004350000000000001,BAC,Genus,False
Vitreoscilla,0.004350000000000001,BAC,Genus,False
Candidatus_Solibacter,0.004257142857142858,BAC,Genus,False
Cupriavidus,0.004235714285714285,BAC,Genus,False
Acetobacterium,0.004221428571428571,BAC,Genus,False
Candidatus_Magasanikbacteria,0.004207142857142858,BAC,Genus,False
RF39,0.004128571428571429,BAC,Genus,False
Romboutsia,0.004128571428571429,BAC,Genus,False
UCG-005,0.0041,BAC,Genus,False
SHA-41,0.004057142857142857,BAC,Genus,False
MAT-CR-H4-C10,0.004050000000000001,BAC,Genus,False
Rhizobacter,0.004028571428571428,BAC,Genus,False
Microvirgula,0.003999999999999999,BAC,Genus,False
Peptostreptococcus,0.0039642857142857145,BAC,Genus,False
Bradyrhizobium,0.003957142857142858,BAC,Genus,False
Acetobacteroides,0.0038714285714285717,BAC,Genus,False
Hyphomonas,0.003828571428571429,BAC,Genus,False
Parvimonas,0.0038214285714285715,BAC,Genus,False
Coprococcus,0.0038,BAC,Genus,False
P3OB-42,0.003792857142857143,BAC,Genus,False
SM1A07,0.0037142857142857142,BAC,Genus,False
Gemmata,0.0036357142857142864,BAC,Genus,False
Fusobacterium,0.003635714285714286,BAC,Genus,False
EBM-39,0.0036142857142857144,BAC,Genus,False
Thiobacillus,0.003592857142857143,BAC,Genus,False
Achromobacter,0.0035714285714285713,BAC,Genus,False
Aestuariimicrobium,0.0035499999999999998,BAC,Genus,False
Lacibacter,0.003514285714285714,BAC,Genus,False
GWE2-31-10,0.003485714285714286,BAC,Genus,False
Elstera,0.003457142857142857,BAC,Genus,False
Parapusillimonas,0.0033857142857142857,BAC,Genus,False
Aquicella,0.0033714285714285712,BAC,Genus,False
Hydrothermae,0.00335,BAC,Genus,False
Pelospora,0.0033357142857142856,BAC,Genus,False
A21b,0.0033,BAC,Genus,False
Gluconobacter,0.003264285714285714,BAC,Genus,False
Methyloglobulus,0.003257142857142857,BAC,Genus,False
Methylobacterium-Methylorubrum,0.0032142857142857142,BAC,Genus,False
Hypnocyclicus,0.0032071428571428576,BAC,Genus,False
Yangia,0.003185714285714286,BAC,Genus,False
Candidatus_Shapirobacteria,0.0031785714285714286,BAC,Genus,False
Turneriella,0.0031642857142857154,BAC,Genus,False
Afipia,0.003142857142857143,BAC,Genus,False
MM2,0.003092857142857143,BAC,Genus,False
IheB3-7,0.0030785714285714288,BAC,Genus,False
Brooklawnia,0.003071428571428571,BAC,Genus,False
Dehalobacter,0.0030571428571428577,BAC,Genus,False
C39,0.0030357142857142857,BAC,Genus,False
Pir4_lineage,0.003007142857142857,BAC,Genus,False
Amphibacillus,0.0029857142857142856,BAC,Genus,False
CAG-352,0.0029642857142857144,BAC,Genus,False
Lewinella,0.0029642857142857144,BAC,Genus,False
OM190,0.0029500000000000004,BAC,Genus,False
Anaerovibrio,0.0029214285714285718,BAC,Genus,False
Vogesella,0.0029214285714285718,BAC,Genus,False
Bradymonadales,0.0028142857142857145,BAC,Genus,False
Rudaea,0.0027928571428571434,BAC,Genus,False
Alkanindiges,0.0027785714285714284,BAC,Genus,False
Oscillibacter,0.0027714285714285714,BAC,Genus,False
UBA12409,0.0027714285714285714,BAC,Genus,False
Clostridium_sensu_stricto_12,0.0027642857142857143,BAC,Genus,False
Mitochondria,0.0027642857142857143,BAC,Genus,False
UCG-009,0.0027571428571428573,BAC,Genus,False
Dechlorobacter,0.0027500000000000003,BAC,Genus,False
Stella,0.0027357142857142858,BAC,Genus,False
Moraxellaceae,0.0026928571428571427,BAC,Genus,False
Brevundimonas,0.002635714285714286,BAC,Genus,False
Phreatobacter,0.0025642857142857143,BAC,Genus,False
Rhodovastum,0.00255,BAC,Genus,False
Rubellimicrobium,0.0025285714285714286,BAC,Genus,False
Erysipelothrix,0.002478571428571429,BAC,Genus,False
LD29,0.0024571428571428574,BAC,Genus,False
Williamwhitmania,0.0024571428571428574,BAC,Genus,False
alphaI_cluster,0.0024428571428571424,BAC,Genus,False
Anaerosporobacter,0.0024357142857142854,BAC,Genus,False
Prevotellaceae_UCG-001,0.0024214285714285718,BAC,Genus,False
SN8,0.0024214285714285718,BAC,Genus,False
Dongia,0.002392857142857143,BAC,Genus,False
Paludibaculum,0.0023928571428571428,BAC,Genus,False
Candidatus_Woesebacteria,0.002385714285714286,BAC,Genus,False
Undibacterium,0.002342857142857143,BAC,Genus,False
UASB-TL25,0.002328571428571429,BAC,Genus,False
Candidatus_Vogelbacteria,0.0023,BAC,Genus,False
LCP-89,0.0022571428571428577,BAC,Genus,False
CCM11a,0.0022500000000000003,BAC,Genus,False
Helcococcus,0.002242857142857143,BAC,Genus,False
R7C24,0.0022214285714285717,BAC,Genus,False
TC1,0.0022,BAC,Genus,False
Geothrix,0.002192857142857143,BAC,Genus,False
Polaromonas,0.0021928571428571427,BAC,Genus,False
Ralstonia,0.002185714285714286,BAC,Genus,False
Candidatus_Alysiosphaera,0.002157142857142857,BAC,Genus,False
ST-NAGAB-D1,0.002157142857142857,BAC,Genus,False
WS4,0.002157142857142857,BAC,Genus,False
Dietzia,0.002121428571428572,BAC,Genus,False
Tumebacillus,0.002092857142857143,BAC,Genus,False
4572-13,0.002085714285714286,BAC,Genus,False
Alcaligenes,0.0020785714285714288,BAC,Genus,False
Veillonella,0.0020785714285714283,BAC,Genus,False
Oligosphaera,0.0020642857142857147,BAC,Genus,False
JG30-KF-CM45,0.002057142857142857,BAC,Genus,False
Flavihumibacter,0.002042857142857143,BAC,Genus,False
053A03-B-DI-P58,0.0020285714285714286,BAC,Genus,False
Empedobacter,0.0020285714285714286,BAC,Genus,False
Nakamurella,0.002014285714285714,BAC,Genus,False
Anaerosalibacter,0.0019999999999999996,BAC,Genus,False
Thermogutta,0.001971428571428571,BAC,Genus,False
Trichloromonas,0.001942857142857143,BAC,Genus,False
Incertae_Sedis,0.0019357142857142858,BAC,Genus,False
Sulfurovum,0.0019071428571428573,BAC,Genus,False
Alistipes,0.0019071428571428568,BAC,Genus,False
HOC36,0.001892857142857143,BAC,Genus,False
Pseudochrobactrum,0.001892857142857143,BAC,Genus,False
Fluviicola,0.0018714285714285714,BAC,Genus,False
Lineage_IV,0.0018714285714285714,BAC,Genus,False
AB1,0.0018642857142857144,BAC,Genus,False
FCPU426,0.0018500000000000005,BAC,Genus,False
MSB-3C8,0.00185,BAC,Genus,False
KI89A_clade,0.0018428571428571428,BAC,Genus,False
JG30-KF-CM66,0.001828571428571429,BAC,Genus,False
Defluviimonas,0.0018285714285714285,BAC,Genus,False
Clostridium_sensu_stricto_5,0.0018214285714285715,BAC,Genus,False
Hafnia-Obesumbacterium,0.0018142857142857142,BAC,Genus,False
Hirschia,0.0018142857142857142,BAC,Genus,False
Acidaminobacter,0.001757142857142857,BAC,Genus,False
MBNT15,0.0017428571428571432,BAC,Genus,False
Pedobacter,0.0017214285714285715,BAC,Genus,False
GOUTB8,0.0017142857142857142,BAC,Genus,False
Prosthecobacter,0.001707142857142857,BAC,Genus,False
Anaeromusa-Anaeroarcus,0.0017,BAC,Genus,False
Pseudoscardovia,0.00165,BAC,Genus,False
Paenalcaligenes,0.0016499999999999998,BAC,Genus,False
Taibaiella,0.0016428571428571427,BAC,Genus,False
Ketobacter,0.0016357142857142857,BAC,Genus,False
Pla4_lineage,0.0016357142857142857,BAC,Genus,False
Desulfuribacillus,0.0016,BAC,Genus,False
Moheibacter,0.0015928571428571426,BAC,Genus,False
Arcobacteraceae,0.0015857142857142858,BAC,Genus,False
Selenomonas,0.0015714285714285715,BAC,Genus,False
VHS-B3-70,0.0015642857142857142,BAC,Genus,False
Blfdi19,0.0015214285714285711,BAC,Genus,False
Desulfuromonas,0.0015142857142857143,BAC,Genus,False
Leptolinea,0.0015142857142857143,BAC,Genus,False
Amb-16S-1323,0.0015,BAC,Genus,False
Deinococcus,0.0014714285714285714,BAC,Genus,False
Candidatus_Contendobacter,0.0014500000000000001,BAC,Genus,False
Candidatus_Dichloromethanomonas,0.0014357142857142856,BAC,Genus,False
Fimbriimonadales,0.0014357142857142856,BAC,Genus,False
Anaerobacterium,0.0014214285714285715,BAC,Genus,False
Inhella,0.0014214285714285715,BAC,Genus,False
Obscuribacteraceae,0.0014214285714285715,BAC,Genus,False
Chloroplast,0.0014142857142857143,BAC,Genus,False
Desulfobacterium,0.0013857142857142857,BAC,Genus,False
Mogibacterium,0.0013857142857142857,BAC,Genus,False
Filomicrobium,0.0013714285714285714,BAC,Genus,False
Candidatus_Yanofskybacteria,0.00135,BAC,Genus,False
Desulforhabdus,0.0013499999999999999,BAC,Genus,False
SG8-4,0.0013499999999999999,BAC,Genus,False
Anaerolinea,0.0013428571428571428,BAC,Genus,False
Schwartzia,0.0013142857142857142,BAC,Genus,False
Vibrio,0.0013071428571428572,BAC,Genus,False
Latescibacteraceae,0.0013,BAC,Genus,False
Candidatus_Protochlamydia,0.0012857142857142856,BAC,Genus,False
Erysipelotrichaceae_UCG-007,0.0012857142857142856,BAC,Genus,False
Victivallaceae,0.0012857142857142856,BAC,Genus,False
Xanthobacter,0.0012857142857142856,BAC,Genus,False
Candidatus_Hydrogenedens,0.0012642857142857143,BAC,Genus,False
Candidatus_Latescibacter,0.0012357142857142855,BAC,Genus,False
OLB17,0.0012285714285714287,BAC,Genus,False
Roseburia,0.0012285714285714285,BAC,Genus,False
GWC2-45-44,0.0012142857142857144,BAC,Genus,False
V2072-189E03,0.0011928571428571429,BAC,Genus,False
Anaerosphaera,0.0011857142857142858,BAC,Genus,False
Candidatus_Thiobios,0.0011714285714285715,BAC,Genus,False
Sphaerobacter,0.0011714285714285715,BAC,Genus,False
Subdoligranulum,0.0011714285714285713,BAC,Genus,False
Cedecea,0.0011642857142857143,BAC,Genus,False
Halioglobus,0.0011214285714285714,BAC,Genus,False
Succinivibrio,0.0011142857142857144,BAC,Genus,False
WCHB1-32,0.0011142857142857144,BAC,Genus,False
Desulforhopalus,0.0011,BAC,Genus,False
Calorithrix,0.0010928571428571428,BAC,Genus,False
Chujaibacter,0.0010928571428571428,BAC,Genus,False
vadinBE97,0.0010928571428571428,BAC,Genus,False
Desulforegula,0.0010642857142857142,BAC,Genus,False
Inquilinus,0.0010642857142857142,BAC,Genus,False
SGST604,0.0010642857142857142,BAC,Genus,False
Anaerostignum,0.0010571428571428572,BAC,Genus,False
SM2D12,0.0010571428571428572,BAC,Genus,False
Desulfuromonadaceae,0.0010500000000000002,BAC,Genus,False
Anaerolineaceae_UCG-001,0.001042857142857143,BAC,Genus,False
Dysgonomonas,0.0010285714285714286,BAC,Genus,False
Babeliaceae,0.0010142857142857143,BAC,Genus,False
Candidatus_Paracaedibacter,0.001014285714285714,BAC,Genus,False
Denitrobacterium,0.001014285714285714,BAC,Genus,False
Elizabethkingia,0.0010071428571428573,BAC,Genus,False
FW22,0.001,BAC,Genus,False
Gemmatimonas,0.000992857142857143,BAC,Genus,False
Marmoricola,0.0009928571428571428,BAC,Genus,False
Oblitimonas,0.0009642857142857142,BAC,Genus,False
Candidatus_Microthrix,0.0009571428571428573,BAC,Genus,False
Omnitrophales,0.0009428571428571429,BAC,Genus,False
Pleomorphomonas,0.0009428571428571429,BAC,Genus,False
CMW-169,0.0009357142857142857,BAC,Genus,False
Chishuiella,0.0009357142857142857,BAC,Genus,False
Faecalibacterium,0.0009285714285714286,BAC,Genus,False
A4b,0.0009071428571428571,BAC,Genus,False
Meniscus,0.0009,BAC,Genus,False
MSB-5E12,0.0008928571428571427,BAC,Genus,False
WS2,0.0008857142857142857,BAC,Genus,False
Sediminispirochaeta,0.0008785714285714285,BAC,Genus,False
Shewanella,0.0008785714285714285,BAC,Genus,False
Cetobacterium,0.0008714285714285714,BAC,Genus,False
Colidextribacter,0.0008714285714285714,BAC,Genus,False
LK-44f,0.0008714285714285714,BAC,Genus,False
SR-FBR-L83,0.0008714285714285714,BAC,Genus,False
Sediminibacterium,0.0008714285714285714,BAC,Genus,False
Planctopirus,0.0008642857142857142,BAC,Genus,False
Rhodopirellula,0.0008500000000000001,BAC,Genus,False
Azovibrio,0.000842857142857143,BAC,Genus,False
Burkholderia-Caballeronia-Paraburkholderia,0.0008357142857142858,BAC,Genus,False
MND1,0.0008357142857142858,BAC,Genus,False
Laribacter,0.0008285714285714285,BAC,Genus,False
Kosakonia,0.0008071428571428572,BAC,Genus,False
Desulfosporosinus,0.0008071428571428571,BAC,Genus,False
Hydrogenoanaerobacterium,0.000792857142857143,BAC,Genus,False
WOR-1,0.000792857142857143,BAC,Genus,False
Edaphobaculum,0.0007928571428571429,BAC,Genus,False
Turicibacter,0.0007928571428571428,BAC,Genus,False
Sulfuricurvum,0.0007857142857142857,BAC,Genus,False
Silvanigrella,0.0007785714285714285,BAC,Genus,False
Methylocella,0.0007714285714285715,BAC,Genus,False
AKIW659,0.0007428571428571429,BAC,Genus,False
Pseudoclavibacter,0.0007285714285714286,BAC,Genus,False
Methyloversatilis,0.0007214285714285714,BAC,Genus,False
Ga0077536,0.0007142857142857142,BAC,Genus,False
Verrucomicrobium,0.0007142857142857142,BAC,Genus,False
Intestinimonas,0.0007071428571428571,BAC,Genus,False
Pygmaiobacter,0.0006999999999999999,BAC,Genus,False
Runella,0.0006999999999999999,BAC,Genus,False
Gemmobacter,0.0006928571428571428,BAC,Genus,False
Luteitalea,0.0006928571428571428,BAC,Genus,False
KD3-93,0.0006714285714285714,BAC,Genus,False
Defluviitaleaceae_UCG-011,0.0006642857142857143,BAC,Genus,False
Verticiella,0.0006571428571428571,BAC,Genus,False
Dethiosulfovibrio,0.00065,BAC,Genus,False
Thiothrix,0.00065,BAC,Genus,False
Thiovirga,0.00065,BAC,Genus,False
VHS-B4-70,0.00065,BAC,Genus,False
Phaselicystis,0.0006428571428571429,BAC,Genus,False
Hespellia,0.0006285714285714286,BAC,Genus,False
Cellulosimicrobium,0.0006285714285714285,BAC,Genus,False
Clostridium_sensu_stricto_13,0.0006285714285714285,BAC,Genus,False
Gordonibacter,0.0006214285714285714,BAC,Genus,False
Stenotrophobacter,0.0006142857142857143,BAC,Genus,False
Vulgatibacter,0.0006142857142857142,BAC,Genus,False
KIST-JJY010,0.0006071428571428572,BAC,Genus,False
Duganella,0.0006,BAC,Genus,False
Labrys,0.0006,BAC,Genus,False
AKYG1722,0.0005928571428571428,BAC,Genus,False
BIrii41,0.0005785714285714286,BAC,Genus,False
Desulfobacter,0.0005785714285714286,BAC,Genus,False
Sporobacter,0.0005785714285714286,BAC,Genus,False
Cryomorpha,0.0005714285714285715,BAC,Genus,False
GWF2-44-16,0.0005714285714285715,BAC,Genus,False
PAUC34f,0.0005714285714285715,BAC,Genus,False
Pla1_lineage,0.0005714285714285715,BAC,Genus,False
Caedibacter,0.0005642857142857143,BAC,Genus,False
Erysipelotrichaceae_UCG-006,0.0005642857142857143,BAC,Genus,False
JGI_0000069-P22,0.0005642857142857143,BAC,Genus,False
Variovorax,0.0005642857142857143,BAC,Genus,False
Longimicrobiaceae,0.0005571428571428572,BAC,Genus,False
Trichlorobacter,0.0005571428571428572,BAC,Genus,False
Estrella,0.00055,BAC,Genus,False
MSBL9,0.00055,BAC,Genus,False
CPR2,0.0005428571428571429,BAC,Genus,False
Leucothrix,0.0005428571428571429,BAC,Genus,False
Ruminobacter,0.0005428571428571429,BAC,Genus,False
Nitratireductor,0.0005214285714285714,BAC,Genus,False
Sh765B-TzT-35,0.0005214285714285714,BAC,Genus,False
Aquitalea,0.000507142857142857,BAC,Genus,False
Lutibacter,0.000507142857142857,BAC,Genus,False
Dinghuibacter,0.0005,BAC,Genus,False
Leadbetterella,0.0004999999999999999,BAC,Genus,False
Sericytochromatia,0.0004928571428571429,BAC,Genus,False
oc32,0.0004928571428571429,BAC,Genus,False
Pedomicrobium,0.0004928571428571428,BAC,Genus,False
Escherichia-Shigella,0.00048571428571428577,BAC,Genus,False
Leptonema,0.00048571428571428577,BAC,Genus,False
Oceanobacter,0.00048571428571428577,BAC,Genus,False
Desulfococcus,0.0004714285714285714,BAC,Genus,False
Asticcacaulis,0.0004642857142857143,BAC,Genus,False
B122,0.00045714285714285713,BAC,Genus,False
Pediococcus,0.00045,BAC,Genus,False
Pseudobutyrivibrio,0.00045,BAC,Genus,False
Asteroleplasma,0.00044285714285714284,BAC,Genus,False
Candidatus_Abawacabacteria,0.00044285714285714284,BAC,Genus,False
GWB1-42-6,0.00044285714285714284,BAC,Genus,False
Geobacter,0.00044285714285714284,BAC,Genus,False
Niveibacterium,0.00044285714285714284,BAC,Genus,False
Roseovarius,0.00044285714285714284,BAC,Genus,False
Waddlia,0.00044285714285714284,BAC,Genus,False
Roseimicrobium,0.0004357142857142857,BAC,Genus,False
Propionimicrobium,0.00042857142857142855,BAC,Genus,False
Cohaesibacter,0.0004214285714285714,BAC,Genus,False
Lacihabitans,0.0004214285714285714,BAC,Genus,False
Oligotropha,0.0004214285714285714,BAC,Genus,False
Candidatus_Peribacteria,0.00041428571428571426,BAC,Genus,False
Hippea,0.00041428571428571426,BAC,Genus,False
Haliscomenobacter,0.0004,BAC,Genus,False
Aminobacter,0.0003928571428571429,BAC,Genus,False
Anaerostipes,0.0003928571428571429,BAC,Genus,False
Muribaculaceae,0.0003928571428571429,BAC,Genus,False
Pusillimonas,0.0003928571428571429,BAC,Genus,False
Advenella,0.0003857142857142857,BAC,Genus,False
GIF3,0.0003857142857142857,BAC,Genus,False
Azospirillum,0.0003785714285714286,BAC,Genus,False
B5-096,0.0003785714285714286,BAC,Genus,False
Gitt-GS-136,0.00037142857142857143,BAC,Genus,False
32-520,0.0003642857142857143,BAC,Genus,False
Desulfallas-Sporotomaculum,0.0003642857142857143,BAC,Genus,False
Elev-16S-1166,0.0003642857142857143,BAC,Genus,False
Polymorphobacter,0.0003642857142857143,BAC,Genus,False
Plasticicumulans,0.00035714285714285714,BAC,Genus,False
Thermoclostridium,0.00035,BAC,Genus,False
Collinsella,0.00034285714285714285,BAC,Genus,False
Herbaspirillum,0.00034285714285714285,BAC,Genus,False
UCG-008,0.00034285714285714285,BAC,Genus,False
Tyzzerella,0.0003357142857142857,BAC,Genus,False
Deferrisoma,0.00032857142857142856,BAC,Genus,False
Persicitalea,0.00032857142857142856,BAC,Genus,False
CCD24,0.0003214285714285714,BAC,Genus,False
Garciella,0.0003214285714285714,BAC,Genus,False
Sandaracinus,0.0003214285714285714,BAC,Genus,False
TRA3-20,0.00031428571428571427,BAC,Genus,False
Gracilibacteria,0.0003071428571428572,BAC,Genus,False
ADurb.Bin408,0.0003071428571428571,BAC,Genus,False
Agaricicola,0.0003071428571428571,BAC,Genus,False
Bellilinea,0.0003071428571428571,BAC,Genus,False
Frateuria,0.0003071428571428571,BAC,Genus,False
Luteolibacter,0.0003071428571428571,BAC,Genus,False
Erysipelotrichaceae_UCG-002,0.0002928571428571429,BAC,Genus,False
Lampropedia,0.0002928571428571429,BAC,Genus,False
Rs-M47,0.0002928571428571429,BAC,Genus,False
Tepidimonas,0.0002928571428571429,BAC,Genus,False
Acetonema,0.00029285714285714283,BAC,Genus,False
Candidatus_Jidaibacter,0.00029285714285714283,BAC,Genus,False
Margulisbacteria,0.00029285714285714283,BAC,Genus,False
Carnobacterium,0.00028571428571428574,BAC,Genus,False
Rheinheimera,0.00028571428571428574,BAC,Genus,False
Amaricoccus,0.0002785714285714286,BAC,Genus,False
Methyloceanibacter,0.0002785714285714286,BAC,Genus,False
Rhizorhapis,0.00027142857142857144,BAC,Genus,False
Steroidobacter,0.00027142857142857144,BAC,Genus,False
mle1-8,0.00027142857142857144,BAC,Genus,False
Candidatus_Collierbacteria,0.0002642857142857143,BAC,Genus,False
Massilia,0.0002642857142857143,BAC,Genus,False
Aequorivita,0.0002571428571428571,BAC,Genus,False
C-2,0.0002571428571428571,BAC,Genus,False
Desulfohalotomaculum,0.0002571428571428571,BAC,Genus,False
Lamprocystis,0.0002571428571428571,BAC,Genus,False
Nordella,0.0002571428571428571,BAC,Genus,False
Skermania,0.0002571428571428571,BAC,Genus,False
Termite_planctomycete_cluster,0.0002571428571428571,BAC,Genus,False
Nocardioides,0.00025,BAC,Genus,False
Propionicimonas,0.00025,BAC,Genus,False
Sporosarcina,0.00025,BAC,Genus,False
Tepidisphaeraceae,0.00025,BAC,Genus,False
CL500-3,0.0002357142857142857,BAC,Genus,False
Puniceicoccus,0.0002357142857142857,BAC,Genus,False
Pseudorhodoferax,0.00022857142857142857,BAC,Genus,False
TK10,0.00022857142857142857,BAC,Genus,False
11-24,0.00022142857142857142,BAC,Genus,False
Chryseomicrobium,0.00022142857142857142,BAC,Genus,False
1013-28-CG33,0.00021428571428571427,BAC,Genus,False
LD-RB-34,0.00021428571428571427,BAC,Genus,False
Mitsuokella,0.00021428571428571427,BAC,Genus,False
Oscillospiraceae,0.00021428571428571427,BAC,Genus,False
Sphingosinicella,0.00020714285714285716,BAC,Genus,False
Abditibacterium,0.00020714285714285713,BAC,Genus,False
Aliidiomarina,0.0002,BAC,Genus,False
DG-56,0.0002,BAC,Genus,False
Desulfatiglans,0.0002,BAC,Genus,False
Desulfatirhabdium,0.0002,BAC,Genus,False
Diaminobutyricimonas,0.0002,BAC,Genus,False
Intestinibacter,0.0002,BAC,Genus,False
Vicinamibacteraceae,0.0002,BAC,Genus,False
Bauldia,0.00019285714285714286,BAC,Genus,False
Sebaldella,0.00019285714285714286,BAC,Genus,False
Solobacterium,0.00019285714285714286,BAC,Genus,False
Xanthobacteraceae,0.00019285714285714286,BAC,Genus,False
Bacteriovorax,0.00018571428571428572,BAC,Genus,False
Dictyoglomus,0.00018571428571428572,BAC,Genus,False
Litorilinea,0.00018571428571428572,BAC,Genus,False
S-70,0.00018571428571428572,BAC,Genus,False
Singulisphaera,0.00018571428571428572,BAC,Genus,False
Tundrisphaera,0.00018571428571428572,BAC,Genus,False
Marinifilum,0.00017857142857142857,BAC,Genus,False
Pseudofulvimonas,0.00017857142857142857,BAC,Genus,False
S085,0.00017857142857142857,BAC,Genus,False
Atopococcus,0.00017142857142857143,BAC,Genus,False
Clostridium_sensu_stricto_7,0.00017142857142857143,BAC,Genus,False
Gammaproteobacteria,0.00017142857142857143,BAC,Genus,False
Pseudopedobacter,0.00017142857142857143,BAC,Genus,False
vadinHA49,0.00017142857142857143,BAC,Genus,False
Chthonobacter,0.00016428571428571428,BAC,Genus,False
Acetobacterales,0.00015714285714285713,BAC,Genus,False
Mobilitalea,0.00015714285714285713,BAC,Genus,False
Porphyrobacter,0.00015714285714285713,BAC,Genus,False
Proteinivoracales,0.00015714285714285713,BAC,Genus,False
SH3-11,0.00015714285714285713,BAC,Genus,False
Sandaracinobacter,0.00015714285714285713,BAC,Genus,False
Wenzhouxiangella,0.00015714285714285713,BAC,Genus,False
Altererythrobacter,0.00015000000000000001,BAC,Genus,False
Caldilineaceae,0.00015000000000000001,BAC,Genus,False
Caminicella,0.00015000000000000001,BAC,Genus,False
Paludicola,0.00015000000000000001,BAC,Genus,False
Phascolarctobacterium,0.00015000000000000001,BAC,Genus,False
Pseudorhodobacter,0.00015000000000000001,BAC,Genus,False
Alysiella,0.00014285714285714287,BAC,Genus,False
Chlorobium,0.00014285714285714287,BAC,Genus,False
Terrimicrobium,0.00014285714285714287,BAC,Genus,False
Candidatus_Megaira,0.00013571428571428572,BAC,Genus,False
Candidatus_Moranbacteria,0.00013571428571428572,BAC,Genus,False
Mangroviflexus,0.00013571428571428572,BAC,Genus,False
Methylococcaceae,0.00013571428571428572,BAC,Genus,False
Candidatus_Pacebacteria,0.00012857142857142858,BAC,Genus,False
Butyricicoccus,0.00012857142857142855,BAC,Genus,False
Candidatus_Gottesmanbacteria,0.00012857142857142855,BAC,Genus,False
Desulfatiferula,0.00012857142857142855,BAC,Genus,False
Oxobacter,0.00012857142857142855,BAC,Genus,False
Thermobacillus,0.00012857142857142855,BAC,Genus,False
Gaiella,0.00012142857142857144,BAC,Genus,False
Haloimpatiens,0.00012142857142857144,BAC,Genus,False
Marinobacter,0.00012142857142857144,BAC,Genus,False
Methylibium,0.00012142857142857144,BAC,Genus,False
Paenochrobactrum,0.00012142857142857144,BAC,Genus,False
Pseudoclostridium,0.00012142857142857144,BAC,Genus,False
Aminomonas,0.00011428571428571428,BAC,Genus,False
Anaerofilum,0.00011428571428571428,BAC,Genus,False
Catenisphaera,0.00011428571428571428,BAC,Genus,False
Family_XIII_UCG-001,0.00011428571428571428,BAC,Genus,False
SBYX-4944,0.00011428571428571428,BAC,Genus,False
Isosphaera,0.00010714285714285714,BAC,Genus,False
Veillonellales-Selenomonadales,0.00010714285714285714,BAC,Genus,False
Actinomarinales,0.0001,BAC,Genus,False
Chthoniobacter,0.0001,BAC,Genus,False
Pajaroellobacter,0.0001,BAC,Genus,False
Candidatus_Raymondbacteria,9.285714285714286e-05,BAC,Genus,False
Formivibrio,9.285714285714286e-05,BAC,Genus,False
Pectinatus,9.285714285714286e-05,BAC,Genus,False
SHA-26,9.285714285714286e-05,BAC,Genus,False
SM23-30,9.285714285714286e-05,BAC,Genus,False
EC3,8.571428571428571e-05,BAC,Genus,False
GIF9,8.571428571428571e-05,BAC,Genus,False
Larkinella,8.571428571428571e-05,BAC,Genus,False
Leptospiraceae,7.857142857142857e-05,BAC,Genus,False
OC31,7.857142857142857e-05,BAC,Genus,False
OM43_clade,7.857142857142857e-05,BAC,Genus,False
SM23-31,7.857142857142857e-05,BAC,Genus,False
