Model,Macro MCC,Macro AUPR,Macro ROC-AUC,mean_metric_rank
RandomForest,0.13441299397568474,0.21820976381028445,0.6173405314984889,3.6666666666666665
KNN,0.21311604694899455,0.21242686907703012,0.6457047031271879,3.0
SVM,0.052715383335862495,0.1528520749062908,0.41856667048246016,6.0
NNET,0.29598582950258445,0.30220431504158324,0.5668111003018794,2.0
XGBoost,0.2122191230199862,0.23825058350547482,0.6058792290282294,3.3333333333333335
GLMNET,0.2617913337183042,0.2828920562553819,0.5387492092182915,3.0
