Model,Macro MCC,Macro AUPR,Macro ROC-AUC
RandomForest,0.25382744530906043,0.21820976381028445,0.6173405314984889
KNN,0.23968464049301322,0.21242686907703012,0.6457047031271879
SVM,0.14225514340414055,0.1528520749062908,0.41856667048246016
NNET,0.3339443383240418,0.30220431504158324,0.5668111003018794
XGBoost,0.3206648200797298,0.23825058350547482,0.6058792290282294
GLMNET,0.33922179371480493,0.2828920562553819,0.5387492092182915
