target,positives,samples,MCC,AUPR,ROC-AUC,both_classes_present,Model,scope
warning_ammonia_toxicity,22,109,0.6532116824709556,0.5441780870152066,0.8986415882967607,True,GLMNET,CV_OOF_optimized
warning_biogas_quality,5,109,0.6569193560042513,0.5646813627681027,0.7461538461538461,True,GLMNET,CV_OOF_optimized
warning_acid_base_balance,5,29,0.34689095308660517,0.5229761904761905,0.925,True,RandomForest,test
warning_buffer_capacity,1,29,0.17034628596731172,0.16666666666666666,0.9285714285714286,True,RandomForest,test
warning_acid_accumulation,1,29,0.0,1.0,1.0,True,RandomForest,test
warning_ammonia_toxicity,4,29,0.7831560082980488,0.94375,0.99,True,RandomForest,test
warning_biogas_quality,2,29,0.09245003270420485,0.5424836601307189,0.7037037037037037,True,RandomForest,test
warning_acid_base_balance,5,29,-0.08625819491779428,0.39781609195402295,0.7416666666666667,True,KNN,test
warning_buffer_capacity,1,29,-0.03571428571428571,0.017241379310344827,0.39285714285714285,True,KNN,test
warning_acid_accumulation,1,29,0.0,0.25,0.9642857142857143,True,KNN,test
warning_ammonia_toxicity,4,29,0.5962847939999439,0.7098214285714285,0.94,True,KNN,test
warning_biogas_quality,2,29,-0.05143444998736397,0.034482758620689655,0.4444444444444444,True,KNN,test
warning_acid_base_balance,5,29,0.41403933560541256,0.7984126984126985,0.9333333333333333,True,SVM,test
warning_buffer_capacity,1,29,-0.22493385271060934,0.018518518518518517,0.0714285714285714,True,SVM,test
warning_acid_accumulation,1,29,0.0,0.018518518518518517,0.0714285714285714,True,SVM,test
warning_ammonia_toxicity,4,29,0.8763560920082657,0.94375,0.99,True,SVM,test
warning_biogas_quality,2,29,0.0,0.5363095238095238,0.6481481481481481,True,SVM,test
warning_acid_base_balance,5,29,0.2360293976249778,0.3088848188848189,0.6833333333333333,True,NNET,test
warning_buffer_capacity,1,29,0.0,1.0,1.0,True,NNET,test
warning_acid_accumulation,1,29,-0.03571428571428571,0.03333333333333333,0.5,True,NNET,test
warning_ammonia_toxicity,4,29,0.8763560920082657,0.8708333333333333,0.98,True,NNET,test
warning_biogas_quality,2,29,0.46296296296296297,0.3333333333333333,0.9444444444444444,True,NNET,test
warning_acid_base_balance,5,29,-0.08625819491779428,0.27922161172161175,0.7666666666666666,True,XGBoost,test
warning_buffer_capacity,1,29,0.10660035817780522,0.125,0.8928571428571429,True,XGBoost,test
warning_acid_accumulation,1,29,0.08625819491779428,1.0,1.0,True,XGBoost,test
warning_ammonia_toxicity,4,29,0.7091242083423347,0.9083333333333333,0.98,True,XGBoost,test
warning_biogas_quality,2,29,0.0,0.58125,0.8611111111111112,True,XGBoost,test
warning_acid_base_balance,5,29,0.14470719035407653,0.5168253968253969,0.8583333333333333,True,GLMNET,test
warning_buffer_capacity,1,29,0.2604940361258638,0.07142857142857142,0.7857142857142857,True,GLMNET,test
warning_acid_accumulation,1,29,0.6943650748294136,1.0,1.0,True,GLMNET,test
warning_ammonia_toxicity,4,29,0.7831560082980488,0.9083333333333333,0.98,True,GLMNET,test
warning_biogas_quality,2,29,-0.05143444998736397,0.1613095238095238,0.6296296296296297,True,GLMNET,test
