target,positives,samples,MCC,AUPR,ROC-AUC,both_classes_present,Model,scope
warning_acid_base_balance,15,109,0.4097303063003864,0.3987177985555216,0.7914893617021277,True,RandomForest,CV_OOF_optimized
warning_buffer_capacity,8,109,0.11289375088858944,0.07926735554873507,0.5383663366336633,True,RandomForest,CV_OOF_optimized
warning_acid_accumulation,3,109,0.0,0.01773922838647492,0.28930817610062887,True,RandomForest,CV_OOF_optimized
warning_ammonia_toxicity,22,109,0.6394015355442043,0.5459858398329929,0.8944618599791014,True,RandomForest,CV_OOF_optimized
warning_biogas_quality,5,109,0.10711163381212191,0.04933859672769774,0.573076923076923,True,RandomForest,CV_OOF_optimized
warning_acid_base_balance,15,109,0.3769669767661177,0.36582830838012076,0.7794326241134752,True,KNN,CV_OOF_optimized
warning_buffer_capacity,8,109,-0.02708148212341292,0.03669724770642202,0.42574257425742573,True,KNN,CV_OOF_optimized
warning_acid_accumulation,3,109,0.0,0.013761467889908258,0.4481132075471698,True,KNN,CV_OOF_optimized
warning_ammonia_toxicity,22,109,0.5169015004199669,0.4507389435480282,0.8252351097178684,True,KNN,CV_OOF_optimized
warning_biogas_quality,5,109,0.3316362074023944,0.19510837786067142,0.7500000000000001,True,KNN,CV_OOF_optimized
warning_acid_base_balance,15,109,0.13140021559386392,0.1401908091194616,0.4468085106382979,True,SVM,CV_OOF_optimized
warning_buffer_capacity,8,109,0.038477550389338686,0.06939199127291114,0.4919554455445545,True,SVM,CV_OOF_optimized
warning_acid_accumulation,3,109,0.0,0.016025677495667204,0.16352201257861632,True,SVM,CV_OOF_optimized
warning_ammonia_toxicity,22,109,0.5413979510375002,0.5126279939279316,0.8213166144200628,True,SVM,CV_OOF_optimized
warning_biogas_quality,5,109,0.0,0.026023902715482536,0.16923076923076927,True,SVM,CV_OOF_optimized
warning_acid_base_balance,15,109,0.3610693855719218,0.303149810935191,0.5709219858156028,True,NNET,CV_OOF_optimized
warning_buffer_capacity,8,109,0.0,0.04819788676223922,0.2957920792079208,True,NNET,CV_OOF_optimized
warning_acid_accumulation,3,109,0.0,0.024581004633131197,0.440251572327044,True,NNET,CV_OOF_optimized
warning_ammonia_toxicity,22,109,0.5413979510375002,0.4907768942515449,0.7520898641588298,True,NNET,CV_OOF_optimized
warning_biogas_quality,5,109,0.7672543550107871,0.6443159786258098,0.775,True,NNET,CV_OOF_optimized
warning_acid_base_balance,15,109,0.34695812313552543,0.3603976004958554,0.6858156028368794,True,XGBoost,CV_OOF_optimized
warning_buffer_capacity,8,109,0.16149506755988688,0.05915987697269613,0.4337871287128713,True,XGBoost,CV_OOF_optimized
warning_acid_accumulation,3,109,0.06458176499147496,0.018886514719848053,0.33018867924528306,True,XGBoost,CV_OOF_optimized
warning_ammonia_toxicity,22,109,0.5914354189755062,0.45898880308717516,0.8709508881922675,True,XGBoost,CV_OOF_optimized
warning_biogas_quality,5,109,0.43885372573625553,0.29382012225179927,0.7086538461538462,True,XGBoost,CV_OOF_optimized
warning_acid_base_balance,15,109,0.34506002973340105,0.23829741490066464,0.6468085106382978,True,GLMNET,CV_OOF_optimized
warning_buffer_capacity,8,109,0.04091790036541678,0.05207924539495492,0.2920792079207921,True,GLMNET,CV_OOF_optimized
warning_acid_accumulation,3,109,0.0,0.015224171197980458,0.11006289308176098,True,GLMNET,CV_OOF_optimized
