Model,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
RandomForest,0.5260248835311946,0.4661618476088506,0.8864887437834555
KNN,0.4017808466778276,0.4064872814431081,0.7875365399946851
SVM,0.3344648572769155,0.27206562103841386,0.7214228768839451
NNET,0.41292970412466073,0.2816987378276041,0.7895296306138719
XGBoost,0.4691562880051915,0.4434138268974526,0.8606165293648684
GLMNET,0.5550679674292345,0.4058541265275284,0.8705819824608027
