Model,FPR,TPR
RandomForest,0.0,0.0
RandomForest,0.0,0.07692307692307693
RandomForest,0.0,0.3076923076923077
RandomForest,0.023622047244094488,0.3076923076923077
RandomForest,0.023622047244094488,0.38461538461538464
RandomForest,0.05511811023622047,0.38461538461538464
RandomForest,0.05511811023622047,0.46153846153846156
RandomForest,0.06299212598425197,0.46153846153846156
RandomForest,0.06299212598425197,0.5384615384615384
RandomForest,0.09448818897637795,0.5384615384615384
RandomForest,0.09448818897637795,0.7692307692307693
RandomForest,0.18110236220472442,0.7692307692307693
RandomForest,0.18110236220472442,0.8461538461538461
RandomForest,0.3779527559055118,0.8461538461538461
RandomForest,0.3779527559055118,0.9230769230769231
RandomForest,0.5039370078740157,0.9230769230769231
RandomForest,0.5196850393700787,0.9230769230769231
RandomForest,0.5433070866141733,0.9230769230769231
RandomForest,0.5590551181102362,0.9230769230769231
RandomForest,0.6062992125984252,0.9230769230769231
RandomForest,0.6220472440944882,0.9230769230769231
RandomForest,0.6299212598425197,0.9230769230769231
RandomForest,0.6456692913385826,0.9230769230769231
RandomForest,0.6771653543307087,0.9230769230769231
RandomForest,0.6771653543307087,1.0
RandomForest,0.6929133858267716,1.0
RandomForest,0.7165354330708661,1.0
RandomForest,0.7401574803149606,1.0
RandomForest,0.7952755905511811,1.0
RandomForest,1.0,1.0
KNN,0.0,0.0
KNN,0.07086614173228346,0.38461538461538464
KNN,0.08661417322834646,0.46153846153846156
KNN,0.10236220472440945,0.46153846153846156
KNN,0.11023622047244094,0.46153846153846156
KNN,0.14173228346456693,0.46153846153846156
KNN,1.0,1.0
SVM,0.0,0.0
SVM,0.007874015748031496,0.0
SVM,0.023622047244094488,0.0
SVM,0.023622047244094488,0.3076923076923077
SVM,0.047244094488188976,0.3076923076923077
SVM,0.047244094488188976,0.38461538461538464
SVM,0.23622047244094488,0.38461538461538464
SVM,0.23622047244094488,0.5384615384615384
SVM,0.31496062992125984,0.5384615384615384
SVM,0.31496062992125984,0.6153846153846154
SVM,0.33858267716535434,0.6153846153846154
SVM,0.33858267716535434,0.8461538461538461
SVM,0.3779527559055118,0.8461538461538461
SVM,0.3779527559055118,0.9230769230769231
SVM,0.6299212598425197,0.9230769230769231
SVM,0.6299212598425197,1.0
SVM,1.0,1.0
NNET,0.0,0.0
NNET,0.0,0.07692307692307693
NNET,0.031496062992125984,0.07692307692307693
NNET,0.031496062992125984,0.23076923076923078
NNET,0.047244094488188976,0.23076923076923078
NNET,0.047244094488188976,0.38461538461538464
NNET,0.05511811023622047,0.38461538461538464
NNET,0.05511811023622047,0.46153846153846156
NNET,0.14173228346456693,0.46153846153846156
NNET,0.14173228346456693,0.5384615384615384
NNET,0.1732283464566929,0.5384615384615384
NNET,0.1732283464566929,0.6153846153846154
NNET,0.2440944881889764,0.6153846153846154
NNET,0.2440944881889764,0.6923076923076923
NNET,0.25196850393700787,0.6923076923076923
NNET,0.25196850393700787,0.7692307692307693
NNET,0.5905511811023622,0.7692307692307693
NNET,0.5905511811023622,0.8461538461538461
NNET,0.7322834645669292,0.8461538461538461
NNET,0.7322834645669292,0.9230769230769231
NNET,0.8346456692913385,0.9230769230769231
NNET,0.8346456692913385,1.0
NNET,1.0,1.0
XGBoost,0.0,0.0
