SampleID,BAC_O::0319-6G20,BAC_O::053A03-B-DI-P58,BAC_O::1-20,BAC_O::113B434,BAC_O::Absconditabacteriales_(SR1),BAC_O::Acetobacterales,BAC_O::Acetothermiia,BAC_O::Acholeplasmatales,BAC_O::Acidaminococcales,BAC_O::Acidobacteriae,BAC_O::Actinomarinales,BAC_O::Actinomycetales,BAC_O::Aeromonadales,BAC_O::Alteromonadales,BAC_O::Aminicenantales,BAC_O::Anaerolineales,BAC_O::Ardenticatenales,BAC_O::Arenicellales,BAC_O::B55-F-B-G02,BAC_O::BRH-c20a,BAC_O::Babeliales,BAC_O::Bacillales,BAC_O::Bacteriovoracales,BAC_O::Bacteroidales,BAC_O::Bacteroidetes_VC2.1_Bac22,BAC_O::Bdellovibrionales,BAC_O::Berkelbacteria,BAC_O::Bifidobacteriales,BAC_O::Blastocatellales,BAC_O::Brachyspirales,BAC_O::Bradymonadales,BAC_O::Bryobacterales,BAC_O::Burkholderiales,BAC_O::C10-SB1A,BAC_O::CCM19a,BAC_O::CK-2C2-2,BAC_O::Caldatribacteriales,BAC_O::Caldicoprobacterales,BAC_O::Caldilineales,BAC_O::Caldisericales,BAC_O::Calditrichales,BAC_O::Campylobacterales,BAC_O::Candidatus_Falkowbacteria,BAC_O::Candidatus_Magasanikbacteria,BAC_O::Candidatus_Peregrinibacteria,BAC_O::Candidatus_Shapirobacteria,BAC_O::Cardiobacteriales,BAC_O::Caulobacterales,BAC_O::Cellvibrionales,BAC_O::Chitinophagales,BAC_O::Chlamydiales,BAC_O::Christensenellales,BAC_O::Chthoniobacterales,BAC_O::Chthonomonadales,BAC_O::Cloacimonadales,BAC_O::Clostridia,BAC_O::Clostridia_UCG-014,BAC_O::Clostridiales,BAC_O::Competibacterales,BAC_O::Coprothermobacterales,BAC_O::Coriobacteriales,BAC_O::Corynebacteriales,BAC_O::Cytophagales,BAC_O::D8A-2,BAC_O::DS-100,BAC_O::DTU014,BAC_O::Dadabacteriales,BAC_O::Defluviicoccales,BAC_O::Deinococcales,BAC_O::Desulfitibacterales,BAC_O::Desulfitobacteriales,BAC_O::Desulfobacterales,BAC_O::Desulfobulbales,BAC_O::Desulfotomaculales,BAC_O::Desulfovibrionales,BAC_O::Desulfuromonadia,BAC_O::Dethiobacterales,BAC_O::Diplorickettsiales,BAC_O::Dongiales,BAC_O::Ectothiorhodospirales,BAC_O::Elsterales,BAC_O::Endomicrobiales,BAC_O::Enterobacterales,BAC_O::Erysipelotrichales,BAC_O::Eubacteriales,BAC_O::Fermentibacterales,BAC_O::Fibrobacterales,BAC_O::Fimbriimonadales,BAC_O::Flavobacteriales,BAC_O::Frankiales,BAC_O::Fusobacteriales,BAC_O::Gaiellales,BAC_O::Gammaproteobacteria_Incertae_Sedis,BAC_O::Gemmatales,BAC_O::Gemmatimonadales,BAC_O::Geobacterales,BAC_O::HOC36,BAC_O::Halanaerobiales,BAC_O::Haliangiales,BAC_O::Holophagales,BAC_O::Hydrogenedentiales,BAC_O::Hydrothermae,BAC_O::IMCC26256,BAC_O::Ignavibacteriales,BAC_O::Incertae_Sedis,BAC_O::Isosphaerales,BAC_O::Izemoplasmatales,BAC_O::JG36-GS-52,BAC_O::JS1,BAC_O::KD4-96,BAC_O::Kapabacteriales,BAC_O::Kosmotogales,BAC_O::LCP-89,BAC_O::LD1-PA32,BAC_O::LD1-PB3,BAC_O::Lachnospirales,BAC_O::Lactobacillales,BAC_O::Latescibacterales,BAC_O::Latescibacterota,BAC_O::Legionellales,BAC_O::Leptospirales,BAC_O::Limnochordales,BAC_O::Limnochordia,BAC_O::Lineage_IV,BAC_O::M55-D21,BAC_O::MAT-CR-H4-C10,BAC_O::MBA03,BAC_O::MBNT15,BAC_O::MD2902-B12,BAC_O::MSBL9,BAC_O::MVP-15,BAC_O::Marinimicrobia_(SAR406_clade),BAC_O::Methylococcales,BAC_O::Micavibrionales,BAC_O::Micrococcales,BAC_O::Micropepsales,BAC_O::Microtrichales,BAC_O::MidBa8,BAC_O::Monoglobales,BAC_O::Moorellales,BAC_O::Myxococcales,BAC_O::NB1-j,BAC_O::NKB15,BAC_O::Nannocystales,BAC_O::Nitrosococcales,BAC_O::Nitrospirales,BAC_O::OLB14,BAC_O::OM190,BAC_O::OPB41,BAC_O::Obscuribacterales,BAC_O::Oceanospirillales,BAC_O::Oligosphaerales,BAC_O::Omnitrophales,BAC_O::Oscillospirales,BAC_O::PB19,BAC_O::PLTA13,BAC_O::PeM15,BAC_O::Pedosphaerales,BAC_O::Peptococcales,BAC_O::Peptostreptococcales-Tissierellales,BAC_O::Petrotogales,BAC_O::Phycisphaerales,BAC_O::Pirellulales,BAC_O::Pla3_lineage,BAC_O::Planctomycetales,BAC_O::Polyangiales,BAC_O::Propionibacteriales,BAC_O::Proteinivoracales,BAC_O::Pseudomonadales,BAC_O::RBG-13-54-9,BAC_O::RBG-16-55-12,BAC_O::RF39,BAC_O::Reyranellales,BAC_O::Rhizobiales,BAC_O::Rhodobacterales,BAC_O::Rhodospirillales,BAC_O::Rickettsiales,BAC_O::Rubrobacterales,BAC_O::Run-SP154,BAC_O::SBR1031,BAC_O::SJA-15,BAC_O::SJA-28,BAC_O::SM1A07,BAC_O::Saccharimonadales,BAC_O::Solibacterales,BAC_O::Solirubrobacterales,BAC_O::Sphingobacteriales,BAC_O::Sphingomonadales,BAC_O::Spirochaetales,BAC_O::Steroidobacterales,BAC_O::Sumerlaeales,BAC_O::Sva0485,BAC_O::Symbiobacteriales,BAC_O::Synergistales,BAC_O::Syntrophales,BAC_O::Syntrophobacterales,BAC_O::Syntrophomonadales,BAC_O::Syntrophorhabdales,BAC_O::TA06,BAC_O::Thermacetogeniales,BAC_O::Thermales,BAC_O::Thermoanaerobacterales,BAC_O::Thermoanaerobaculales,BAC_O::Thermotogales,BAC_O::Thermovenabulales,BAC_O::UASB-TL25,BAC_O::VHS-B3-70,BAC_O::Veillonellales-Selenomonadales,BAC_O::Verrucomicrobiales,BAC_O::Vibrionales,BAC_O::Vicinamibacterales,BAC_O::WCHB1-41,BAC_O::WCHB1-81,BAC_O::WD260,BAC_O::WPS-2,BAC_O::WS1,BAC_O::WWE3,BAC_O::Xanthomonadales,BAC_O::Zixibacteria,BAC_O::c5LKS83,BAC_O::unidentified,ARC_O::Aenigmarchaeales,ARC_O::Bathyarchaeia,ARC_O::LKM11,ARC_O::Lokiarchaeia,ARC_O::Methanofastidiosales,ARC_O::Methanomassiliicoccales,ARC_O::Methanomethyliales,ARC_O::Methanomicrobiales,ARC_O::Methanosarciniales,ARC_O::Micrarchaeales,ARC_O::Nitrososphaerales,ARC_O::Odinarchaeia,ARC_O::Rhinosporideacae,ARC_O::Teleostei,ARC_O::Veneroida,ARC_O::Woesearchaeales,ARC_O::unidentified
1-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.157,0.0,0.0,0.103,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.107,0.0,0.204,0.0,7.872,1.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.056,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.127,0.0,7.699,0.0,0.0,25.796,7.402,0.197,0.173,1.424,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.307,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.059,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.651,0.635,0.627,0.0,0.0,0.0,1.675,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.895,0.0,0.2,0.0,1.282,0.0,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.508,0.0,0.0,0.0,0.221,0.201,10.376,0.17,0.0,0.127,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.123,0.0,0.0,0.0,0.0,0.0,0.267,0.33,0.0,0.227,0.0,0.0,2.322,0.133,0.54,0.0,0.0,0.0,0.0,1.132,0.864,0.0,2.576,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,1.26,0.0,1.138,0.0,0.0,4.568000000000001,0.921,0.0,25.287,59.374,0.0,5.836,0.0,0.0,0.0,0.0,0.0,2.843
2-18,0.0,0.0,0.0,0.316,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.256,0.0,0.0,0.217,0.0,0.388,0.0,0.0,0.0,0.49,0.0,9.048,2.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.498,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.0,0.468,0.0,0.0,0.0,0.0,0.0,0.119,0.258,1.862,0.0,3.782,0.0,0.0,26.281,3.059,0.109,0.406,0.386,0.0,0.0,0.136,0.0,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.133,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102,0.0,0.113,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.14,0.0,0.152,0.0,0.0,0.652,0.0,0.815,0.876,0.0,0.0,0.0,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.188,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885,0.0,0.0,0.0,0.446,0.0,6.199,1.856,0.0,0.121,0.0,0.333,0.0,0.0,0.0,0.5670000000000001,0.0,0.0,0.0,0.0,0.32,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.381,0.0,0.234,0.0,0.0,2.218,0.26,0.614,0.0,0.0,0.0,0.0,1.172,3.838,0.0,0.507,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.0,3.605,0.0,2.521,0.0,0.0,19.111,1.894,0.0,38.53,32.475,0.0,1.147,0.0,0.0,0.0,0.0,0.0,4.321
3-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.213,0.0,9.804,2.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.865,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.988,0.0,4.444,0.0,0.0,27.683,2.535,0.0,0.0,0.11,0.0,0.0,0.123,0.0,0.0,0.0,1.695,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.731,0.0,0.229,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.972,0.0,1.949,0.408,0.0,0.0,0.0,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.158,0.0,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.765,0.0,0.0,0.0,0.297,0.0,6.899,5.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.0,0.255,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.5650000000000001,0.0,0.901,0.0,0.0,0.0,0.0,1.492,4.826,0.0,0.404,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.0,0.866,0.0,1.061,0.0,0.0,16.248,2.563,0.0,27.277,30.987,0.0,0.0,0.0,0.0,0.0,0.0,0.31,21.538
4-18,0.0,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.358,0.0,0.0,0.0,0.537,0.0,0.0,0.392,0.0,0.0,0.0,0.121,0.0,0.0,0.0,16.266,0.9440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.512,0.0,0.0,0.0,0.0,0.0,0.198,0.717,0.0,0.362,0.0,0.0,0.264,0.0,0.0,0.0,0.0,1.888,0.0,4.371,0.0,0.0,16.583,2.361,0.45,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.603,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.109,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1.047,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.106,0.0,0.0,0.0,0.147,0.0,0.0,0.637,0.0,2.579,1.157,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.0,1.453,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.0,0.0,0.0,2.389,0.0,0.0,0.0,2.24,0.0,6.339,2.65,0.0,0.241,0.0,0.168,0.0,0.0,0.0,0.718,0.0,0.0,0.0,0.0,0.289,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.637,0.0,0.392,0.0,0.0,0.669,0.358,0.392,0.0,0.0,0.0,0.0,2.207,1.248,0.0,0.406,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.161,0.0,0.274,0.0,0.0,1.09,0.0,1.262,0.0,0.0,15.77,1.839,0.0,30.358,49.551,0.436,0.0,0.0,0.127,0.0,0.0,0.513,0.145
1-19,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.813,0.0,0.0,0.0,0.462,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.108,3.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025,0.0,0.0,2.645,19.851,0.0,1.117,0.0,0.0,1.212,0.0,0.0,0.383,0.0,1.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764,1.242,0.0,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,2.539,0.0,0.0,0.0,0.0,0.0,11.754,0.286,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.303,0.0,0.178,0.0,0.0,0.0,0.0,3.014,0.0,0.0,5.716,0.0,0.0,6.312,0.0,0.0,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603,0.0,0.0,0.0,0.0,0.111,9.027,0.0,83.435,0.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.785
2-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.754,0.0,0.0,0.756,34.018,0.0,0.769,0.0,0.0,0.0,0.0,0.0,0.389,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.103,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834,0.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.035,0.0,0.0,0.0,0.0,0.105,8.65,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.089,0.0,0.457,0.0,0.0,0.0,0.0,0.909,0.0,0.0,3.296,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.45,32.329,0.0,63.489,1.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.548
3-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.237,0.0,0.0,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.839,0.0,0.0,3.373,35.252,0.0,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,2.046,0.0,0.0,0.0,0.0,0.0,4.974,1.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.632,0.0,0.7860000000000001,0.0,0.0,0.0,0.0,1.236,0.0,0.0,1.05,0.0,0.0,1.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,17.015,0.0,59.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94
1-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,2.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,11.08,23.833,0.0,0.219,0.0,0.0,0.145,0.0,0.0,1.108,0.0,2.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.0,0.0,7.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,1.655,0.0,0.0,0.0,0.0,0.0,0.474,0.0,0.0,0.0,0.0,1.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.256,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.600999999999999,0.0,0.138,0.0,0.0,0.0,0.0,0.7869999999999999,0.0,0.0,7.688,0.0,0.0,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.477,1.814,0.0,54.252,39.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.379
2-20,0.0,0.0,0.0,0.0,0.467,0.0,0.0,1.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.169,1.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.946,18.103,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.677,0.0,6.809,0.0,0.0,0.0,0.264,0.0,0.0,0.0,0.366,0.0,0.0,6.545,0.0,0.0,0.0,0.0,0.0,0.128,0.239,1.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,2.341,0.133,0.0,0.0,0.0,0.0,0.591,0.0,0.0,0.464,0.0,4.281000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.552,0.0,0.0,0.0,0.0,0.156,14.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754,0.0,0.169,0.0,0.0,0.0,0.0,0.734,0.0,0.0,3.563,0.0,0.0,0.482,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.317,6.229,0.0,62.154,26.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.945
3-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643,0.0,0.0,21.441,35.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.0,5.444,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.32,0.129,0.0,1.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.132,2.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.607,0.0,0.0,0.0,0.103,0.0,7.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048,0.0,0.487,0.0,0.0,0.0,0.0,0.483,0.0,0.0,1.317,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362,0.0,0.0,0.0,0.0,0.0,6.045,0.0,64.32000000000001,16.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.222
