SampleID,BAC_O::0319-6G20,BAC_O::053A03-B-DI-P58,BAC_O::1-20,BAC_O::113B434,BAC_O::Absconditabacteriales_(SR1),BAC_O::Acetobacterales,BAC_O::Acetothermiia,BAC_O::Acholeplasmatales,BAC_O::Acidaminococcales,BAC_O::Acidobacteriae,BAC_O::Actinomarinales,BAC_O::Actinomycetales,BAC_O::Aeromonadales,BAC_O::Alteromonadales,BAC_O::Aminicenantales,BAC_O::Anaerolineales,BAC_O::Ardenticatenales,BAC_O::Arenicellales,BAC_O::B55-F-B-G02,BAC_O::BRH-c20a,BAC_O::Babeliales,BAC_O::Bacillales,BAC_O::Bacteriovoracales,BAC_O::Bacteroidales,BAC_O::Bacteroidetes_VC2.1_Bac22,BAC_O::Bdellovibrionales,BAC_O::Berkelbacteria,BAC_O::Bifidobacteriales,BAC_O::Blastocatellales,BAC_O::Brachyspirales,BAC_O::Bradymonadales,BAC_O::Bryobacterales,BAC_O::Burkholderiales,BAC_O::C10-SB1A,BAC_O::CCM19a,BAC_O::CK-2C2-2,BAC_O::Caldatribacteriales,BAC_O::Caldicoprobacterales,BAC_O::Caldilineales,BAC_O::Caldisericales,BAC_O::Calditrichales,BAC_O::Campylobacterales,BAC_O::Candidatus_Falkowbacteria,BAC_O::Candidatus_Magasanikbacteria,BAC_O::Candidatus_Peregrinibacteria,BAC_O::Candidatus_Shapirobacteria,BAC_O::Cardiobacteriales,BAC_O::Caulobacterales,BAC_O::Cellvibrionales,BAC_O::Chitinophagales,BAC_O::Chlamydiales,BAC_O::Christensenellales,BAC_O::Chthoniobacterales,BAC_O::Chthonomonadales,BAC_O::Cloacimonadales,BAC_O::Clostridia,BAC_O::Clostridia_UCG-014,BAC_O::Clostridiales,BAC_O::Competibacterales,BAC_O::Coprothermobacterales,BAC_O::Coriobacteriales,BAC_O::Corynebacteriales,BAC_O::Cytophagales,BAC_O::D8A-2,BAC_O::DS-100,BAC_O::DTU014,BAC_O::Dadabacteriales,BAC_O::Defluviicoccales,BAC_O::Deinococcales,BAC_O::Desulfitibacterales,BAC_O::Desulfitobacteriales,BAC_O::Desulfobacterales,BAC_O::Desulfobulbales,BAC_O::Desulfotomaculales,BAC_O::Desulfovibrionales,BAC_O::Desulfuromonadia,BAC_O::Dethiobacterales,BAC_O::Diplorickettsiales,BAC_O::Dongiales,BAC_O::Ectothiorhodospirales,BAC_O::Elsterales,BAC_O::Endomicrobiales,BAC_O::Enterobacterales,BAC_O::Erysipelotrichales,BAC_O::Eubacteriales,BAC_O::Fermentibacterales,BAC_O::Fibrobacterales,BAC_O::Fimbriimonadales,BAC_O::Flavobacteriales,BAC_O::Frankiales,BAC_O::Fusobacteriales,BAC_O::Gaiellales,BAC_O::Gammaproteobacteria_Incertae_Sedis,BAC_O::Gemmatales,BAC_O::Gemmatimonadales,BAC_O::Geobacterales,BAC_O::HOC36,BAC_O::Halanaerobiales,BAC_O::Haliangiales,BAC_O::Holophagales,BAC_O::Hydrogenedentiales,BAC_O::Hydrothermae,BAC_O::IMCC26256,BAC_O::Ignavibacteriales,BAC_O::Incertae_Sedis,BAC_O::Isosphaerales,BAC_O::Izemoplasmatales,BAC_O::JG36-GS-52,BAC_O::JS1,BAC_O::KD4-96,BAC_O::Kapabacteriales,BAC_O::Kosmotogales,BAC_O::LCP-89,BAC_O::LD1-PA32,BAC_O::LD1-PB3,BAC_O::Lachnospirales,BAC_O::Lactobacillales,BAC_O::Latescibacterales,BAC_O::Latescibacterota,BAC_O::Legionellales,BAC_O::Leptospirales,BAC_O::Limnochordales,BAC_O::Limnochordia,BAC_O::Lineage_IV,BAC_O::M55-D21,BAC_O::MAT-CR-H4-C10,BAC_O::MBA03,BAC_O::MBNT15,BAC_O::MD2902-B12,BAC_O::MSBL9,BAC_O::MVP-15,BAC_O::Marinimicrobia_(SAR406_clade),BAC_O::Methylococcales,BAC_O::Micavibrionales,BAC_O::Micrococcales,BAC_O::Micropepsales,BAC_O::Microtrichales,BAC_O::MidBa8,BAC_O::Monoglobales,BAC_O::Moorellales,BAC_O::Myxococcales,BAC_O::NB1-j,BAC_O::NKB15,BAC_O::Nannocystales,BAC_O::Nitrosococcales,BAC_O::Nitrospirales,BAC_O::OLB14,BAC_O::OM190,BAC_O::OPB41,BAC_O::Obscuribacterales,BAC_O::Oceanospirillales,BAC_O::Oligosphaerales,BAC_O::Omnitrophales,BAC_O::Oscillospirales,BAC_O::PB19,BAC_O::PLTA13,BAC_O::PeM15,BAC_O::Pedosphaerales,BAC_O::Peptococcales,BAC_O::Peptostreptococcales-Tissierellales,BAC_O::Petrotogales,BAC_O::Phycisphaerales,BAC_O::Pirellulales,BAC_O::Pla3_lineage,BAC_O::Planctomycetales,BAC_O::Polyangiales,BAC_O::Propionibacteriales,BAC_O::Proteinivoracales,BAC_O::Pseudomonadales,BAC_O::RBG-13-54-9,BAC_O::RBG-16-55-12,BAC_O::RF39,BAC_O::Reyranellales,BAC_O::Rhizobiales,BAC_O::Rhodobacterales,BAC_O::Rhodospirillales,BAC_O::Rickettsiales,BAC_O::Rubrobacterales,BAC_O::Run-SP154,BAC_O::SBR1031,BAC_O::SJA-15,BAC_O::SJA-28,BAC_O::SM1A07,BAC_O::Saccharimonadales,BAC_O::Solibacterales,BAC_O::Solirubrobacterales,BAC_O::Sphingobacteriales,BAC_O::Sphingomonadales,BAC_O::Spirochaetales,BAC_O::Steroidobacterales,BAC_O::Sumerlaeales,BAC_O::Sva0485,BAC_O::Symbiobacteriales,BAC_O::Synergistales,BAC_O::Syntrophales,BAC_O::Syntrophobacterales,BAC_O::Syntrophomonadales,BAC_O::Syntrophorhabdales,BAC_O::TA06,BAC_O::Thermacetogeniales,BAC_O::Thermales,BAC_O::Thermoanaerobacterales,BAC_O::Thermoanaerobaculales,BAC_O::Thermotogales,BAC_O::Thermovenabulales,BAC_O::UASB-TL25,BAC_O::VHS-B3-70,BAC_O::Veillonellales-Selenomonadales,BAC_O::Verrucomicrobiales,BAC_O::Vibrionales,BAC_O::Vicinamibacterales,BAC_O::WCHB1-41,BAC_O::WCHB1-81,BAC_O::WD260,BAC_O::WPS-2,BAC_O::WS1,BAC_O::WWE3,BAC_O::Xanthomonadales,BAC_O::Zixibacteria,BAC_O::c5LKS83,BAC_O::unidentified,ARC_O::Aenigmarchaeales,ARC_O::Bathyarchaeia,ARC_O::LKM11,ARC_O::Lokiarchaeia,ARC_O::Methanofastidiosales,ARC_O::Methanomassiliicoccales,ARC_O::Methanomethyliales,ARC_O::Methanomicrobiales,ARC_O::Methanosarciniales,ARC_O::Micrarchaeales,ARC_O::Nitrososphaerales,ARC_O::Odinarchaeia,ARC_O::Rhinosporideacae,ARC_O::Teleostei,ARC_O::Veneroida,ARC_O::Woesearchaeales,ARC_O::unidentified
1-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.285,0.0,0.0,0.0,0.802,4.585,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.0,1.209,0.0,0.0,5.811,17.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.0,1.385,0.0,0.0,0.0,0.0,0.0,0.0,0.133,1.156,0.292,0.569,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.43,0.0,0.0,4.497,0.0,0.0,1.003,0.218,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.428,0.0,0.0,0.0,0.0,0.17,7.257,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.545,0.0,0.0,0.0,0.0,0.0,0.0,6.313000000000001,0.0,0.541,0.0,0.0,0.0,0.0,5.873,0.0,0.0,2.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.108,0.0,0.0,0.496,0.0,0.0,0.0,0.0,1.861,0.0,0.652,0.0,0.0,13.639,1.39,0.0,46.933,33.975,0.0,0.0,0.0,0.0,0.0,0.0,0.491,2.921
2-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.568,0.0,0.0,0.0,1.066,3.831,0.0,0.249,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.488,0.0,0.0,2.201,6.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.424,0.221,0.791,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.162,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.341,0.0,0.0,4.846,0.0,0.0,0.738,0.4,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851,0.0,0.0,0.106,0.282,1.639,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.674,0.0,0.0,0.0,0.0,0.212,17.758,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.134,0.28,0.0,0.0,0.0,0.0,7.576000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11.464,0.0,1.127,0.0,0.0,0.0,0.0,3.428,0.0,0.0,1.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.157,0.0,0.0,0.0,0.0,0.103,0.0,0.0,1.27,0.0,0.93,0.0,0.0,16.736,2.066,0.0,41.757,37.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558
3-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937,0.0,0.0,0.0,0.408,1.686,0.0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582,0.0,3.91,0.0,0.0,2.951,12.84,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.178,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.111,0.219,0.341,0.0,0.0,0.0,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.259,0.0,0.0,7.733,0.0,0.0,0.912,0.126,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5189999999999999,0.0,0.0,0.14,0.171,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.0,0.0,0.0,0.0,0.0,4.295000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,28.312,0.0,0.0,0.0,0.0,0.0,0.0,3.766,0.0,2.924,0.0,0.0,0.0,0.0,2.639,0.167,0.0,1.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,1.464,0.0,0.908,0.0,0.0,14.244,2.795,0.0,29.427,21.671,0.0,0.0,0.0,0.0,0.0,0.0,3.95,27.004
4-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000001,0.0,0.0,0.0,0.498,1.354,0.0,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.013,0.0,2.622,0.0,0.0,4.975,5.598,0.0,0.0,0.0,0.0,0.492,0.0,0.0,0.186,0.0,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902,0.186,0.406,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.346,0.0,0.0,6.655,0.0,0.0,1.457,0.195,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.123,2.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980000000000001,0.0,0.0,0.0,0.0,0.0,4.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,31.375,0.0,0.0,0.0,0.0,0.0,0.0,1.586,0.0,2.294999999999999,0.0,0.0,0.0,0.0,5.308,0.34,0.0,1.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.458,0.0,0.0,0.0,0.0,1.531,0.0,1.0,0.0,0.0,7.246,0.0,0.0,45.467,45.189,0.0,0.0,0.0,0.0,0.0,0.0,1.037,0.0
1-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,1.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.418,0.0,0.0,0.646,7.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,1.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9349999999999999,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.463,0.0,0.0,0.0,0.0,0.0,32.104,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558,0.0,0.0,0.0,0.0,0.0,0.0,1.017,0.0,0.0,7.502,0.0,0.0,4.893,0.0,0.0,0.0,0.0,0.476,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021,0.0,0.118,0.0,0.0,0.0,13.319,0.0,74.428,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.123,11.499
2-14,0.0,0.0,0.0,0.0,0.221,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.117,0.0,0.0,0.963,6.294,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.579,0.0,0.7230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.9299999999999999,0.7090000000000001,0.0,0.0,0.0,0.0,0.112,0.912,0.0,0.0,0.0,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.761,0.0,0.0,0.0,0.0,0.126,39.027,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.682,0.0,0.51,0.0,0.0,0.0,0.0,1.539,0.0,0.0,5.170999999999999,0.0,0.0,2.484,0.0,0.123,0.0,0.0,0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.245,17.095,0.0,81.56700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093
3-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9219999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.0,0.0,6.794,20.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,3.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.211,0.0,0.0,0.0,0.0,0.201,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.759,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.0,8.774000000000001,0.0,0.0,0.0,0.0,0.0,9.926,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.298,0.0,1.473,0.0,0.0,0.0,0.0,1.356,0.0,0.0,6.757999999999999,0.0,0.0,2.132,0.0,0.0,0.0,0.0,0.327,0.0,0.0,0.11,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074,0.0,0.0,0.0,0.0,0.0,34.06,0.0,61.089,0.9420000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.213,2.697
4-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.445,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168,0.0,0.0,6.508999999999999,16.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.0,4.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.18,0.0,0.0,0.0,0.0,0.105,0.277,0.0,0.445,0.0,2.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.276,0.0,0.0,0.0,0.0,0.0,24.052,4.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,1.785,0.0,0.0,3.828,0.0,0.0,2.812,0.0,0.0,0.0,0.0,0.348,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.226,4.282999999999999,0.0,93.53,1.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-15,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.164,0.0,0.0,0.0,0.0,0.245,0.0,0.0,8.128,0.0,0.0,0.0,0.0,0.623,1.369,0.0,0.0,15.82,0.0,0.116,0.0,0.146,0.0,0.141,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.302,5.97,0.0,1.83,0.0,0.0,10.72,2.06,0.0,0.0,1.816,0.0,0.0,0.111,0.18,0.147,0.224,5.303,0.0,0.14,0.0,0.0,0.0,0.0,0.113,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.396,0.0,0.0,0.343,0.0,0.331,0.102,0.0,0.0,0.0,0.621,0.0,0.184,0.0,0.0,0.224,0.0,0.0,1.166,0.0,0.199,0.0,0.643,0.0,0.0,0.0,0.0,0.139,0.235,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.362,0.0,0.765,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.183,0.0,0.0,0.0,0.258,0.0,0.0,0.513,0.0,0.0,0.0,0.449,0.0,0.835,3.789,0.0,0.166,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993,0.433,0.0,0.0,0.0,0.0,0.9319999999999999,0.394,1.365,0.0,0.471,0.0,0.0,6.305,0.288,1.579,0.0,0.29,0.0,0.0,1.185,4.504,0.172,0.423,1.917,0.0,0.0,0.0,0.0,0.852,0.18,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.127,0.17,0.0,0.0,0.0,0.0,1.928,0.0,0.0,1.558,0.0,0.652,0.0,0.0,25.136,2.94,0.0,41.936,24.214,0.0,0.0,0.0,0.0,0.0,0.0,0.215,4.803
2-15,0.103,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.122,0.0,0.443,0.39,0.0,0.0,0.0,0.0,0.316,0.0,0.0,13.62,0.0,0.0,0.0,0.0,0.413,2.123,0.0,0.0,8.073,0.0,0.161,0.0,0.125,0.0,0.175,0.536,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.316,0.144,3.404,0.0,1.486,0.0,0.0,15.279,3.949,0.0,0.0,0.416,0.0,0.0,0.0,0.0,0.219,0.274,1.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.171,0.466,0.0,0.0,0.305,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.309,0.0,0.0,0.845,0.0,0.54,0.0,0.208,0.0,0.0,0.0,0.0,0.67,0.227,0.0,0.0,0.0,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.235,0.0,0.25,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,2.059,0.0,0.252,0.0,1.148,0.0,0.651,2.788,0.0,0.321,0.0,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614,0.211,0.0,0.0,0.0,0.0,0.509,0.413,1.139,0.0,0.5509999999999999,0.0,0.0,9.607,0.133,2.314,0.0,0.502,0.0,0.0,1.557,5.552,0.183,1.07,1.688,0.0,0.0,0.0,0.0,0.726,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.221,0.216,0.0,0.0,0.0,0.0,0.599,0.102,0.0,1.28,0.0,0.627,0.0,0.0,24.03,2.608,0.0,36.511,27.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.823
