fold,block,feature,training_samples_above_0_1_percent
1,BAC_O,BAC_O::Pseudomonadales,17
1,BAC_O,BAC_O::RBG-13-54-9,5
1,BAC_O,BAC_O::RBG-16-55-12,5
1,BAC_O,BAC_O::Reyranellales,1
1,BAC_O,BAC_O::Rhizobiales,51
1,BAC_O,BAC_O::Rhodobacterales,48
1,BAC_O,BAC_O::Run-SP154,9
1,BAC_O,BAC_O::SBR1031,36
1,BAC_O,BAC_O::SJA-15,19
1,BAC_O,BAC_O::SJA-28,38
1,BAC_O,BAC_O::Saccharimonadales,26
1,BAC_O,BAC_O::Solibacterales,2
1,BAC_O,BAC_O::Solirubrobacterales,4
1,BAC_O,BAC_O::Sphingobacteriales,83
1,BAC_O,BAC_O::Sphingomonadales,33
1,BAC_O,BAC_O::Spirochaetales,79
1,BAC_O,BAC_O::Steroidobacterales,3
1,BAC_O,BAC_O::Sumerlaeales,7
1,BAC_O,BAC_O::Sva0485,2
1,BAC_O,BAC_O::Symbiobacteriales,4
1,BAC_O,BAC_O::Synergistales,83
1,BAC_O,BAC_O::Syntrophales,47
1,BAC_O,BAC_O::Syntrophobacterales,21
1,BAC_O,BAC_O::Syntrophomonadales,79
1,BAC_O,BAC_O::Syntrophorhabdales,45
1,BAC_O,BAC_O::TA06,4
1,BAC_O,BAC_O::Thermacetogeniales,23
1,BAC_O,BAC_O::Thermales,3
1,BAC_O,BAC_O::Thermoanaerobacterales,12
1,BAC_O,BAC_O::Thermoanaerobaculales,16
1,BAC_O,BAC_O::Thermotogales,6
1,BAC_O,BAC_O::Thermovenabulales,17
1,BAC_O,BAC_O::Veillonellales-Selenomonadales,9
1,BAC_O,BAC_O::Verrucomicrobiales,3
1,BAC_O,BAC_O::Vibrionales,1
1,BAC_O,BAC_O::WCHB1-41,64
1,BAC_O,BAC_O::WCHB1-81,19
1,BAC_O,BAC_O::WPS-2,1
1,BAC_O,BAC_O::WS1,30
1,BAC_O,BAC_O::WWE3,1
1,BAC_O,BAC_O::Xanthomonadales,47
1,BAC_O,BAC_O::Zixibacteria,2
1,BAC_O,BAC_O::c5LKS83,3
1,BAC_O,BAC_O::unidentified,84
1,ARC_O,ARC_O::Aenigmarchaeales,2
1,ARC_O,ARC_O::Bathyarchaeia,35
1,ARC_O,ARC_O::Lokiarchaeia,1
1,ARC_O,ARC_O::Methanofastidiosales,76
1,ARC_O,ARC_O::Methanomassiliicoccales,82
1,ARC_O,ARC_O::Methanomethyliales,9
1,ARC_O,ARC_O::Methanomicrobiales,85
1,ARC_O,ARC_O::Methanosarciniales,83
1,ARC_O,ARC_O::Micrarchaeales,10
1,ARC_O,ARC_O::Nitrososphaerales,6
1,ARC_O,ARC_O::Rhinosporideacae,1
1,ARC_O,ARC_O::Teleostei,1
1,ARC_O,ARC_O::Veneroida,2
1,ARC_O,ARC_O::Woesearchaeales,29
1,ARC_O,ARC_O::unidentified,75
1,ARC_G,ARC_G::Aenigmarchaeales,2
1,ARC_G,ARC_G::Bathyarchaeia,35
1,ARC_G,ARC_G::Candidatus_Methanofastidiosum,76
1,ARC_G,ARC_G::Candidatus_Methanogranum,7
1,ARC_G,ARC_G::Candidatus_Methanomethylicus,9
1,ARC_G,ARC_G::Candidatus_Methanomethylophilus,1
1,ARC_G,ARC_G::Candidatus_Methanoplasma,31
1,ARC_G,ARC_G::Candidatus_Nitrocosmicus,2
1,ARC_G,ARC_G::Lokiarchaeia,1
1,ARC_G,ARC_G::Methanimicrococcus,6
1,ARC_G,ARC_G::Methanocorpusculum,15
1,ARC_G,ARC_G::Methanoculleus,78
1,ARC_G,ARC_G::Methanofollis,3
1,ARC_G,ARC_G::Methanogenium,2
1,ARC_G,ARC_G::Methanohalophilus,1
1,ARC_G,ARC_G::Methanolinea,61
1,ARC_G,ARC_G::Methanomassiliicoccus,71
1,ARC_G,ARC_G::Methanomethylovorans,35
1,ARC_G,ARC_G::Methanoregula,13
1,ARC_G,ARC_G::Methanosaeta,80
1,ARC_G,ARC_G::Methanosarcina,45
1,ARC_G,ARC_G::Methanosphaerula,35
1,ARC_G,ARC_G::Methanospirillum,75
1,ARC_G,ARC_G::Micrarchaeales,10
1,ARC_G,ARC_G::Nitrososphaeraceae,4
1,ARC_G,ARC_G::Rhinosporideacae,1
1,ARC_G,ARC_G::RumEn_M2,16
1,ARC_G,ARC_G::SCGC_AAA011-D5,27
1,ARC_G,ARC_G::Teleostei,1
1,ARC_G,ARC_G::Veneroida,2
1,ARC_G,ARC_G::Woesearchaeales,5
1,ARC_G,ARC_G::unidentified,80
2,BAC_P,BAC_P::Acetothermia,4
2,BAC_P,BAC_P::Acidobacteriota,48
2,BAC_P,BAC_P::Actinobacteriota,76
2,BAC_P,BAC_P::Armatimonadota,42
2,BAC_P,BAC_P::Bacteroidota,90
2,BAC_P,BAC_P::Bdellovibrionota,13
2,BAC_P,BAC_P::CK-2C2-2,5
2,BAC_P,BAC_P::Caldatribacteriota,69
2,BAC_P,BAC_P::Caldisericota,56
2,BAC_P,BAC_P::Campilobacterota,15
2,BAC_P,BAC_P::Chloroflexi,65
2,BAC_P,BAC_P::Cloacimonadota,89
2,BAC_P,BAC_P::Coprothermobacterota,4
2,BAC_P,BAC_P::Cyanobacteria,2
2,BAC_P,BAC_P::Dependentiae,24
2,BAC_P,BAC_P::Desulfobacterota,71
2,BAC_P,BAC_P::Elusimicrobiota,7
2,BAC_P,BAC_P::Fermentibacterota,11
2,BAC_P,BAC_P::Fibrobacterota,12
2,BAC_P,BAC_P::Firmicutes,90
2,BAC_P,BAC_P::Fusobacteriota,12
2,BAC_P,BAC_P::Gemmatimonadota,11
2,BAC_P,BAC_P::Halanaerobiaeota,2
2,BAC_P,BAC_P::Hydrogenedentes,45
2,BAC_P,BAC_P::Hydrothermae,1
2,BAC_P,BAC_P::Marinimicrobia_(SAR406_clade),23
2,BAC_P,BAC_P::Myxococcota,11
2,BAC_P,BAC_P::NKB15,5
2,BAC_P,BAC_P::Nitrospirota,5
2,BAC_P,BAC_P::Patescibacteria,50
2,BAC_P,BAC_P::Planctomycetota,62
2,BAC_P,BAC_P::Proteobacteria,75
2,BAC_P,BAC_P::Spirochaetota,87
2,BAC_P,BAC_P::Sumerlaeota,12
2,BAC_P,BAC_P::Sva0485,2
2,BAC_P,BAC_P::Synergistota,90
2,BAC_P,BAC_P::TA06,2
2,BAC_P,BAC_P::Thermotogota,69
2,BAC_P,BAC_P::Verrucomicrobiota,87
2,BAC_P,BAC_P::WPS-2,3
2,BAC_P,BAC_P::WS1,29
2,BAC_P,BAC_P::Zixibacteria,3
2,BAC_P,BAC_P::unidentified,55
2,BAC_O,BAC_O::0319-6G20,9
2,BAC_O,BAC_O::053A03-B-DI-P58,1
2,BAC_O,BAC_O::1-20,5
2,BAC_O,BAC_O::113B434,2
2,BAC_O,BAC_O::Absconditabacteriales_(SR1),8
2,BAC_O,BAC_O::Acetobacterales,9
2,BAC_O,BAC_O::Acetothermiia,4
2,BAC_O,BAC_O::Acholeplasmatales,53
2,BAC_O,BAC_O::Acidaminococcales,17
2,BAC_O,BAC_O::Actinomycetales,12
2,BAC_O,BAC_O::Aeromonadales,12
2,BAC_O,BAC_O::Aminicenantales,34
2,BAC_O,BAC_O::Anaerolineales,59
2,BAC_O,BAC_O::Arenicellales,1
2,BAC_O,BAC_O::B55-F-B-G02,5
2,BAC_O,BAC_O::BRH-c20a,6
2,BAC_O,BAC_O::Babeliales,24
2,BAC_O,BAC_O::Bacillales,10
2,BAC_O,BAC_O::Bacteriovoracales,1
2,BAC_O,BAC_O::Bacteroidales,90
2,BAC_O,BAC_O::Bacteroidetes_VC2.1_Bac22,11
2,BAC_O,BAC_O::Bdellovibrionales,2
2,BAC_O,BAC_O::Bifidobacteriales,3
2,BAC_O,BAC_O::Blastocatellales,7
2,BAC_O,BAC_O::Brachyspirales,20
2,BAC_O,BAC_O::Bradymonadales,1
2,BAC_O,BAC_O::Bryobacterales,2
2,BAC_O,BAC_O::Burkholderiales,68
2,BAC_O,BAC_O::C10-SB1A,2
2,BAC_O,BAC_O::CCM19a,2
2,BAC_O,BAC_O::CK-2C2-2,5
2,BAC_O,BAC_O::Caldatribacteriales,55
2,BAC_O,BAC_O::Caldicoprobacterales,47
2,BAC_O,BAC_O::Caldilineales,20
2,BAC_O,BAC_O::Caldisericales,56
2,BAC_O,BAC_O::Campylobacterales,15
2,BAC_O,BAC_O::Candidatus_Falkowbacteria,1
2,BAC_O,BAC_O::Candidatus_Peregrinibacteria,4
2,BAC_O,BAC_O::Candidatus_Shapirobacteria,1
2,BAC_O,BAC_O::Caulobacterales,30
2,BAC_O,BAC_O::Cellvibrionales,26
2,BAC_O,BAC_O::Chitinophagales,55
2,BAC_O,BAC_O::Chlamydiales,1
2,BAC_O,BAC_O::Christensenellales,88
2,BAC_O,BAC_O::Chthoniobacterales,1
2,BAC_O,BAC_O::Chthonomonadales,10
2,BAC_O,BAC_O::Cloacimonadales,89
2,BAC_O,BAC_O::Clostridia,90
2,BAC_O,BAC_O::Clostridia_UCG-014,14
2,BAC_O,BAC_O::Clostridiales,26
2,BAC_O,BAC_O::Competibacterales,31
2,BAC_O,BAC_O::Coprothermobacterales,4
2,BAC_O,BAC_O::Coriobacteriales,12
2,BAC_O,BAC_O::Corynebacteriales,27
2,BAC_O,BAC_O::Cytophagales,14
2,BAC_O,BAC_O::D8A-2,73
2,BAC_O,BAC_O::DS-100,16
2,BAC_O,BAC_O::DTU014,87
2,BAC_O,BAC_O::Defluviicoccales,6
2,BAC_O,BAC_O::Desulfitibacterales,6
2,BAC_O,BAC_O::Desulfitobacteriales,2
2,BAC_O,BAC_O::Desulfobulbales,26
2,BAC_O,BAC_O::Desulfotomaculales,61
2,BAC_O,BAC_O::Desulfovibrionales,37
2,BAC_O,BAC_O::Desulfuromonadia,8
2,BAC_O,BAC_O::Dethiobacterales,34
2,BAC_O,BAC_O::Diplorickettsiales,1
2,BAC_O,BAC_O::Dongiales,1
2,BAC_O,BAC_O::Ectothiorhodospirales,1
2,BAC_O,BAC_O::Elsterales,1
2,BAC_O,BAC_O::Endomicrobiales,7
2,BAC_O,BAC_O::Enterobacterales,10
2,BAC_O,BAC_O::Erysipelotrichales,16
2,BAC_O,BAC_O::Eubacteriales,16
2,BAC_O,BAC_O::Fermentibacterales,11
2,BAC_O,BAC_O::Fibrobacterales,12
2,BAC_O,BAC_O::Fimbriimonadales,12
2,BAC_O,BAC_O::Flavobacteriales,43
2,BAC_O,BAC_O::Frankiales,5
2,BAC_O,BAC_O::Fusobacteriales,12
2,BAC_O,BAC_O::Gaiellales,32
2,BAC_O,BAC_O::Gammaproteobacteria_Incertae_Sedis,3
2,BAC_O,BAC_O::Gemmatales,19
2,BAC_O,BAC_O::Gemmatimonadales,9
2,BAC_O,BAC_O::Geobacterales,11
2,BAC_O,BAC_O::HOC36,1
2,BAC_O,BAC_O::Halanaerobiales,2
2,BAC_O,BAC_O::Haliangiales,3
2,BAC_O,BAC_O::Holophagales,6
2,BAC_O,BAC_O::Hydrogenedentiales,45
2,BAC_O,BAC_O::Hydrothermae,1
2,BAC_O,BAC_O::IMCC26256,1
2,BAC_O,BAC_O::Ignavibacteriales,16
2,BAC_O,BAC_O::Incertae_Sedis,30
2,BAC_O,BAC_O::Isosphaerales,6
2,BAC_O,BAC_O::Izemoplasmatales,47
2,BAC_O,BAC_O::JG36-GS-52,2
2,BAC_O,BAC_O::JS1,43
2,BAC_O,BAC_O::Kapabacteriales,29
2,BAC_O,BAC_O::Kosmotogales,32
2,BAC_O,BAC_O::LD1-PA32,12
2,BAC_O,BAC_O::LD1-PB3,23
2,BAC_O,BAC_O::Lachnospirales,74
2,BAC_O,BAC_O::Lactobacillales,64
2,BAC_O,BAC_O::Leptospirales,47
2,BAC_O,BAC_O::Limnochordales,17
2,BAC_O,BAC_O::Limnochordia,7
2,BAC_O,BAC_O::M55-D21,10
2,BAC_O,BAC_O::MAT-CR-H4-C10,2
2,BAC_O,BAC_O::MBA03,40
2,BAC_O,BAC_O::MSBL9,8
2,BAC_O,BAC_O::MVP-15,38
2,BAC_O,BAC_O::Marinimicrobia_(SAR406_clade),23
2,BAC_O,BAC_O::Methylococcales,19
2,BAC_O,BAC_O::Micavibrionales,8
2,BAC_O,BAC_O::Micrococcales,52
2,BAC_O,BAC_O::Microtrichales,36
2,BAC_O,BAC_O::Monoglobales,9
2,BAC_O,BAC_O::Moorellales,1
2,BAC_O,BAC_O::Myxococcales,1
2,BAC_O,BAC_O::NKB15,5
2,BAC_O,BAC_O::Nannocystales,1
2,BAC_O,BAC_O::Nitrosococcales,4
2,BAC_O,BAC_O::Nitrospirales,5
2,BAC_O,BAC_O::OLB14,8
2,BAC_O,BAC_O::OPB41,5
2,BAC_O,BAC_O::Obscuribacterales,2
2,BAC_O,BAC_O::Oceanospirillales,3
2,BAC_O,BAC_O::Oligosphaerales,7
2,BAC_O,BAC_O::Omnitrophales,3
2,BAC_O,BAC_O::Oscillospirales,88
2,BAC_O,BAC_O::PB19,2
2,BAC_O,BAC_O::PLTA13,8
2,BAC_O,BAC_O::PeM15,17
2,BAC_O,BAC_O::Pedosphaerales,55
2,BAC_O,BAC_O::Peptococcales,18
2,BAC_O,BAC_O::Peptostreptococcales-Tissierellales,90
2,BAC_O,BAC_O::Petrotogales,64
2,BAC_O,BAC_O::Phycisphaerales,2
2,BAC_O,BAC_O::Pirellulales,34
2,BAC_O,BAC_O::Pla3_lineage,5
2,BAC_O,BAC_O::Planctomycetales,36
2,BAC_O,BAC_O::Polyangiales,1
2,BAC_O,BAC_O::Propionibacteriales,2
2,BAC_O,BAC_O::Proteinivoracales,2
2,BAC_O,BAC_O::Pseudomonadales,22
2,BAC_O,BAC_O::RBG-13-54-9,6
2,BAC_O,BAC_O::RBG-16-55-12,5
2,BAC_O,BAC_O::Reyranellales,1
2,BAC_O,BAC_O::Rhizobiales,55
2,BAC_O,BAC_O::Rhodobacterales,54
2,BAC_O,BAC_O::Rhodospirillales,1
2,BAC_O,BAC_O::Rickettsiales,1
2,BAC_O,BAC_O::Run-SP154,11
2,BAC_O,BAC_O::SBR1031,45
2,BAC_O,BAC_O::SJA-15,27
2,BAC_O,BAC_O::SJA-28,48
2,BAC_O,BAC_O::SM1A07,1
2,BAC_O,BAC_O::Saccharimonadales,30
2,BAC_O,BAC_O::Solirubrobacterales,4
2,BAC_O,BAC_O::Sphingobacteriales,90
2,BAC_O,BAC_O::Sphingomonadales,37
2,BAC_O,BAC_O::Spirochaetales,87
2,BAC_O,BAC_O::Steroidobacterales,3
2,BAC_O,BAC_O::Sumerlaeales,10
2,BAC_O,BAC_O::Sva0485,2
2,BAC_O,BAC_O::Symbiobacteriales,1
2,BAC_O,BAC_O::Synergistales,90
2,BAC_O,BAC_O::Syntrophales,62
2,BAC_O,BAC_O::Syntrophobacterales,25
2,BAC_O,BAC_O::Syntrophomonadales,87
2,BAC_O,BAC_O::Syntrophorhabdales,54
2,BAC_O,BAC_O::TA06,2
2,BAC_O,BAC_O::Thermacetogeniales,21
2,BAC_O,BAC_O::Thermoanaerobacterales,12
2,BAC_O,BAC_O::Thermoanaerobaculales,22
2,BAC_O,BAC_O::Thermotogales,9
2,BAC_O,BAC_O::Thermovenabulales,19
2,BAC_O,BAC_O::Veillonellales-Selenomonadales,14
2,BAC_O,BAC_O::Verrucomicrobiales,6
2,BAC_O,BAC_O::Vicinamibacterales,1
2,BAC_O,BAC_O::WCHB1-41,71
2,BAC_O,BAC_O::WCHB1-81,20
2,BAC_O,BAC_O::WPS-2,3
2,BAC_O,BAC_O::WS1,29
2,BAC_O,BAC_O::WWE3,1
2,BAC_O,BAC_O::Xanthomonadales,52
2,BAC_O,BAC_O::Zixibacteria,3
2,BAC_O,BAC_O::c5LKS83,1
2,BAC_O,BAC_O::unidentified,90
2,ARC_O,ARC_O::Aenigmarchaeales,2
2,ARC_O,ARC_O::Bathyarchaeia,46
2,ARC_O,ARC_O::Lokiarchaeia,1
2,ARC_O,ARC_O::Methanofastidiosales,82
2,ARC_O,ARC_O::Methanomassiliicoccales,85
2,ARC_O,ARC_O::Methanomethyliales,8
2,ARC_O,ARC_O::Methanomicrobiales,90
2,ARC_O,ARC_O::Methanosarciniales,87
2,ARC_O,ARC_O::Micrarchaeales,13
2,ARC_O,ARC_O::Nitrososphaerales,6
2,ARC_O,ARC_O::Rhinosporideacae,1
2,ARC_O,ARC_O::Woesearchaeales,33
2,ARC_O,ARC_O::unidentified,76
2,ARC_G,ARC_G::Aenigmarchaeales,2
2,ARC_G,ARC_G::Bathyarchaeia,46
2,ARC_G,ARC_G::Candidatus_Methanofastidiosum,82
2,ARC_G,ARC_G::Candidatus_Methanogranum,8
2,ARC_G,ARC_G::Candidatus_Methanomethylicus,8
2,ARC_G,ARC_G::Candidatus_Methanoplasma,33
2,ARC_G,ARC_G::Candidatus_Nitrocosmicus,6
2,ARC_G,ARC_G::Lokiarchaeia,1
2,ARC_G,ARC_G::Methanimicrococcus,6
2,ARC_G,ARC_G::Methanocorpusculum,18
2,ARC_G,ARC_G::Methanoculleus,83
2,ARC_G,ARC_G::Methanogenium,4
2,ARC_G,ARC_G::Methanohalophilus,1
2,ARC_G,ARC_G::Methanolinea,67
2,ARC_G,ARC_G::Methanomassiliicoccus,76
2,ARC_G,ARC_G::Methanomethylovorans,41
2,ARC_G,ARC_G::Methanoregula,17
2,ARC_G,ARC_G::Methanosaeta,86
2,ARC_G,ARC_G::Methanosarcina,39
2,ARC_G,ARC_G::Methanosphaerula,41
2,ARC_G,ARC_G::Methanospirillum,82
2,ARC_G,ARC_G::Micrarchaeales,13
2,ARC_G,ARC_G::Rhinosporideacae,1
2,ARC_G,ARC_G::RumEn_M2,16
2,ARC_G,ARC_G::SCGC_AAA011-D5,31
2,ARC_G,ARC_G::Woesearchaeales,3
2,ARC_G,ARC_G::unidentified,83
3,BAC_P,BAC_P::Acetothermia,4
3,BAC_P,BAC_P::Acidobacteriota,46
3,BAC_P,BAC_P::Actinobacteriota,74
3,BAC_P,BAC_P::Armatimonadota,43
3,BAC_P,BAC_P::Bacteroidota,86
3,BAC_P,BAC_P::Bdellovibrionota,10
3,BAC_P,BAC_P::CK-2C2-2,7
3,BAC_P,BAC_P::Caldatribacteriota,62
3,BAC_P,BAC_P::Caldisericota,49
3,BAC_P,BAC_P::Campilobacterota,14
3,BAC_P,BAC_P::Chloroflexi,58
3,BAC_P,BAC_P::Cloacimonadota,81
3,BAC_P,BAC_P::Coprothermobacterota,8
3,BAC_P,BAC_P::Cyanobacteria,2
3,BAC_P,BAC_P::Deinococcota,3
3,BAC_P,BAC_P::Dependentiae,15
3,BAC_P,BAC_P::Desulfobacterota,59
3,BAC_P,BAC_P::Elusimicrobiota,5
3,BAC_P,BAC_P::Fermentibacterota,7
3,BAC_P,BAC_P::Fibrobacterota,9
3,BAC_P,BAC_P::Firmicutes,86
3,BAC_P,BAC_P::Fusobacteriota,12
3,BAC_P,BAC_P::Gemmatimonadota,12
