SampleID,Round,Season,Site,No,HRT_d,T_C,Q_total_Tpy,substrate_type,substrate1_name,substrate1_Q,substrate1_pH,substrate1_ALK,substrate1_TS,substrate1_VS,substrate1_TSS,substrate1_VSS,substrate1_COD,substrate1_sCOD,substrate1_TC,substrate1_Protein,substrate1_Lipid,substrate1_TVFAs,substrate1_TVFAs_plus_EtOH,substrate1_EtOH,substrate1_HAc,substrate1_HPro,substrate1_i_HBut,substrate1_HBut,substrate1_i_HVal,substrate1_HVal,substrate1_i_HCap,substrate1_HCap,substrate2_name,substrate2_Q,substrate2_pH,substrate2_ALK,substrate2_TS,substrate2_VS,substrate2_TSS,substrate2_VSS,substrate2_COD,substrate2_sCOD,substrate2_TC,substrate2_Protein,substrate2_Lipid,substrate2_TVFAs,substrate2_TVFAs_plus_EtOH,substrate2_EtOH,substrate2_HAc,substrate2_HPro,substrate2_i_HBut,substrate2_HBut,substrate2_i_HVal,substrate2_HVal,substrate2_i_HCap,substrate2_HCap,substrate3_name,substrate3_Q,substrate3_pH,substrate3_ALK,substrate3_TS,substrate3_VS,substrate3_TSS,substrate3_VSS,substrate3_COD,substrate3_sCOD,substrate3_TC,substrate3_Protein,substrate3_Lipid,substrate3_TVFAs,substrate3_TVFAs_plus_EtOH,substrate3_EtOH,substrate3_HAc,substrate3_HPro,substrate3_i_HBut,substrate3_HBut,substrate3_i_HVal,substrate3_HVal,substrate3_i_HCap,substrate3_HCap,eff_pH,eff_ALK,eff_TS,eff_VS,eff_TSS,eff_VSS,eff_TC,eff_TKN,eff_TAN,eff_Lipid,eff_COD,eff_sCOD,eff_TVFAs,eff_TVFAs_plus_EtOH,eff_EtOH,eff_HAc,eff_HPro,eff_i_HBut,eff_HBut,eff_i_HVal,eff_HVal,eff_i_HCap,eff_HCap,eff_CO2,eff_CH4,eff_H2S,eff_O2
1-9,1,Summer,DGB,9,39,36.2,72778,FW,FW,72778,4.14,,24.53,21.75,18.6,17.7,43.49,15.6,18.4,7.685,3.83,2.49,5.63,3.14,2.39,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,13.856,45,26.05,42.7,24.8,8.1,6.940674,3.813673,2.52,50.3,16.3,0.05,0.05,0,0.04,0.01,0,0,0,0,0,0,36.8,59.5,0.068,0.3
2-9,2,Fall,DGB,9,39,36.2,72778,FW,FW,72778,4.46,0,35.48,31.02,24.4,17.7,334.51,107,67.11,31.334,3.13,3.46,16.34,12.89,2.61,0.67,0,0,0,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32,1.2428,47.6,26.4,26,17.3,5.67,8.197813,1.50803825,3.12,117.91,11.1,0.33,0.44,0.11,0.19,0.12,0,0,0,0.02,0,0,26.7,65,0.01,1.1
3-9,3,Winter,DGB,9,39,36.2,72778,FW,FW,72778,4.93,0.533,18.45,16.24,22.7,22.3,222.01,85.4,174.02,44.06,5.77,3.7,8.36,4.66,3.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,5.311,43.25,26.47,58.6,40.1,10.96,7.94152608,3.264335,2.53,51.03,10.9,0.07,0.07,0,0.07,0,0,0,0,0,0,0,43.1,60.9,0.032,0.1
4-9,4,Spring,DGB,9,39,36.2,72778,FW,FW,72778,4.75,0,181.25,162.13,115.3,110.5,287.64,110.6,122.91,12.69,4.35,0.69,0.69,0,0.69,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,3.674,61.78,36.98,55.9,35.5,7.64,7.3253,1.1399,3.45,45.1,9.6,0,0,0,0,0,0,0,0,0,0,0,38.93,60.47,0.085,0.1
1-10,1,Summer,DGC,10,22.3,36.6,182865,1SC/2SC,1SC,38863,6.77,1.414,27.95,16.25,29.2,17.5,17.76,0.2,4.79,7.098,4.15,0.48,0.48,0,0.39,0.09,0,0,0,0,0,0,2SC,144002,6.79,0.468,31.35,19.28,32.3,20.1,12.26,0.2,8.42,4.278,1.48,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.26,3.842,28.9,15.8,28.9,16.3,5.28,2.0864275,0.8472482,1.85,19.26,0.3,0,0,0,0,0,0,0,0,0,0,0,27.9,67.5,0.001,0.3
2-10,2,Fall,DGC,10,22.3,36.6,182865,MSC,MSC,182865,7.08,0.6265,26.43,16.9,27.4,15.9,37.8,1,4.12,7.765,2.77,0.04,0.04,0,0.01,0.01,0.01,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,0,32.9,17.9,27.6,16.1,3.39,1.9015565,0.6570927,2.6,36.9,0.8,0.02,0.02,0,0.01,0.01,0,0,0,0,0,0,36,54.3,0.056,1.8
3-10,3,Winter,DGC,10,22.3,36.6,182865,MSC,MSC,182865,7.2,1.466,31.55,19.37,35.1,22.8,32.26,0.7,10.44,12.87,3.25,0.02,0.02,0,0.01,0.01,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38,1.933,35.03,18.68,52.2,29.2,10.89,3.09002655,0.8324582,2.53,33.6,1,0,0.02,0.02,0,0,0,0,0,0,0,0,38.2,60.5,0.052,0.1
4-10,4,Spring,DGC,10,22.3,36.6,182865,MSC,MSC,182865,6.37,1.615,29.55,21.75,30.9,23,34.79,0.8,8.23,10.75,2.55,0.66,0.66,0,0.05,0.44,0.02,0.04,0.06,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,3.735,27.7,16.18,28.1,16.5,6.54,2.6579,1.35336,1.3,12.54,0.4,0,0,0,0,0,0,0,0,0,0,0,34.3,64.1,0.141,0.1
1-11,1,Summer,DGY,11,36,33,93343,(HM)1S/2S,(HM)1S,31628,6.67,0.6961,36.68,20.42,37.3,21.8,33.83,4.5,4.6,5.559,3.88,1.47,1.47,0,1.22,0.04,0.06,0.04,0.1,0,0,0.01,2S,61715,6.92,0.38149999999999995,36.58,22.63,36.8,23.4,0,0.9,10.55,3.995,1.68,0.08,0.08,0,0.06,0,0,0,0.03,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1.7731,36.4,19.08,35.6,20.1,4.88,1.63745,0.4426396,1.8,20.52,0.6,0,0,0,0,0,0,0,0,0,0,0,29.46,69.55,0.059,0
2-11,2,Fall,DGY,11,36,33,93343,(HM)1SC/2SC,(HM)1SC,31628,7.36,0.3108,12.97,5.38,12,5.3,16.13,0.3,1.15,2.694,0.78,0.06,0.08,0.02,0.03,0.01,0,0,0,0.01,0,0,2SC,61715,6.79,0.1105,29.88,20.92,26.6,19.4,44.01,0.3,5.1,11.436,2.1,0.03,0.04,0,0.01,0.01,0,0,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.37,0.4943,25.98,14.78,24.6,15.3,2.68,1.785348,0.3623518,1.77,43.86,0.3,0.03,0.03,0,0.01,0.01,0,0,0,0,0,0,28.1,70.5,0.107,0.1
3-11,3,Winter,DGY,11,36,33,93343,(HM)1SC/2SC,(HM)1SC,31628,6.35,0.505,27.55,19.92,26,20.4,38.68,0.6,10.17,17.25,5.48,0.01,0.01,0,0.01,0,0,0,0,0,0,0,2SC,61715,6.58,0.299,38.85,29,45.9,35.2,57.15,0.5,24.74,21.93,3,0.01,0.01,0,0.01,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.28,1.44,25.85,15.85,26.2,16.6,8.02,2.79370105,0.5345476,4.25,25.97,0.4,0.01,0.01,0,0.01,0,0,0,0,0,0,0,34,69.9,0.129,0.2
4-11,4,Spring,DGY,11,36,33,93343,(HM)1SC/2SC,(HM)1SC,31628,6.5,1.2725,12.03,8.03,10.8,7.9,62.08,1,10.44,5.17,1.25,0,0,0,0,0,0,0,0,0,0,0,2SC,61715,6.54,0.735,42.83,32.05,42.8,32.1,52.74,0.5,12.47,23.24,1.75,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.59,3.385,25.13,15.8,24.6,16.3,6.36,2.8658,1.1843,1.75,27.38,0.4,0,0,0,0,0,0,0,0,0,0,0,33.6,64.3,0.002,0.4
1-11b,1,Summer,DGYb,11b,40,35,93394,(HM)1S/2S,(HM)1S,46697,6.8,,36.35,20.77,33.7,19.2,,,,,,,,,,,,,,,,,2S,46697,7.18,,46.4,26.33,46.1,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47,,35.62,18.47,35,20,,,,,,,,,,,,,,,,,,29.67,68.91,0.066,0
1-12,1,Summer,USO,12,24,35~38,36812,FW+Aww,FW+Aww,36812,5.41,5.23,47.24,32.48,34.3,27.6,96.81,45.8,7.87,12.644,9.8,21.17,22.72,1.55,4.17,0.64,0.45,5.92,0.92,1.25,0.04,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,14.5875,20.71,9.85,12,8.7,1.95,5.239839,3.443926,1.48,15.94,2.6,2.3,2.3,0,2.1,0.08,0.02,0.03,0.03,0,0,0.04,29.8,68,1.347,0.2
2-12,2,Fall,USO,12,24,35~38,36812,FW+Aww,FW+Aww,36812,5.25,3.2,82.8,70.33,55.8,52.6,128.28,32.9,14.59,14.79,12.78,6.97,12.15,5.17,3.85,1.49,0.17,0.76,0.16,0.32,0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,13.73,23.33,11.8,15.6,11.6,1.95,4.088342,2.598791,1.37,23.24,5.2,1.3,1.44,0.14,1.06,0.18,0,0.04,0,0.03,0,0,32.7,68.6,0.514,0.2
3-12,3,Winter,USO,12,24,35~38,36812,FW+Aww,FW+Aww,36812,4.32,0,60.6,46.02,31.4,27.8,115.59,42.8,16.18,15.8,12.75,4.7,4.7,0,2.53,0.412,0,0.722,0.12,0.15,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,13.178,30.67,16.65,22.7,15.2,7.1,4.9028421,3.2696175,2.95,28.96,8.2,0,0.02,0.02,0,0,0,0,0,0,0,0,36.3,65.9,0.194,0.1
4-12,4,Spring,USO,12,24,35~38,36812,FW+Aww,FW+Aww,36812,5.53,4.3733,43,29.33,22.1,19.2,98.87,36.6,10.53,15.39,2.3,9.13,9.13,0,2.73,0.26,0.16,2.37,0.33,0.41,0,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,13.43,32.5,17.15,22.2,14.9,4.28,5.1529,2.551,2.65,26.37,7.5,0.15,0.15,0,0.07,0,0.02,0.02,0,0,0,0.03,33.1,68.1,0.571,0
1-13,1,Summer,USY,13,30,36~43,125460,1SC/FW,1SC,56007,6.02,1.242,51.83,37.05,52,38.8,58.15,1.8,13.45,16.771,3.65,5.69,5.8,0.11,3.76,1.24,0.14,0.32,0.14,0.07,0,0.02,FW,69453,3.71,,82.28,71.58,66.7,61.3,132.85,68.6,37.13,19.28,13.3,0.28,0.74,0.46,0.28,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.286,35.32,17.15,29.8,19,4.42,3.919315,2.598792,1.73,26.88,4.7,0.1,0.1,0,0.1,0,0,0,0,0,0,0,38.76,63.22,0.0224,0.22
2-13,2,Fall,USY,13,30,36~43,125460,1SC/FW,1SC,56007,4.14,,95.67,72.92,193.2,151.5,171.07,66.5,38.87,21.589,8.48,2.85,9.41,6.56,2.53,0.17,0,0.06,0,0.04,0.05,0,FW,69453,5.89,4.72,97.93,86.67,76.2,71.6,56.04,3.8,14.65,21.518,60.75,3.2,3.8,0.6,2.38,0.6,0,0.11,0.03,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.66,6.79866666666667,35.47,17.88,25.5,17.2,2.86,4.246805,2.324422,2.63,27.79,2.9,0.03,0.03,0,0.02,0.01,0,0,0,0,0,0,38.14,62.01,0.0259,0.11
3-13,3,Winter,USY,13,30,36~43,125460,1SC/FW,1SC,56007,5.74,1.3025,10.88,7.9,10,8.1,56.15,2.2,24.1,17.58,0,0,0,0,0,0,0,0,0,0,0,0,FW,69453,4.36,,115.1,101.67,101.6,90.7,169.88,66.9,79.19,25.75,0,0.93,0.93,0,0.93,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.31,5.812,36.47,20.4,31.1,21.2,7.64,3.6669009,1.7937996,0,32.11,2,0,0,0,0,0,0,0,0,0,0,0,38.42,61.41,0.02595,0.11
4-13,4,Spring,USY,13,30,36~43,125460,1SC/FW,1SC,56007,5.76,5.74,59.75,48.77,87.13,71.3,101.6,45.21,25.3,14.802999999999999,4.7,1.54,1.54,0,0.7,0.26,0.03,0.41,0.06,0.03,0,0.04,FW,69453,4.28,,74.88,42.62,43.300000000000004,45.4,43.196666666666665,4.3,9.466666666666667,19.279666666666667,8.45,0.33,0.33,0,0.28,0,0,0,0,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,7.29,7.298,25.534,11.77,18.4633333333333,12.33,2.4,3.9443403,2.239004533333333,3.5,18.39,3.36,0.15,0.15,0,0.11,0,0,0.02,0.01,0,0,0,38.7,60.8,0.026,0
1-14,1,Summer,USJ,14,8,35~40,131768,Fww,Fww,131768,3.25,,455,378.56,202,186.4,172.74,93.1,26.26,21.112,15.18,9.04,14.93,5.9,8.08,0.48,0,0.38,0.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,12.919,37.41,19.21,30.5,13.1,3.08,4.912349,1.3205235,1.95,32.15,3.1,0.17,0.17,0,0.14,0,0.04,0,0,0,0,0,35.1,62.4,0.218,0
2-14,2,Fall,USJ,14,8,35~40,131768,Fww,Fww,131768,3.71,,97.82,83.98,42.9,40.6,176.87,104.2,15.79,21.392,17.38,9.33,17.86,8.53,8.23,0.83,0,0.19,0.03,0.04,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,11.28,31.08,16.77,29.4,21.8,1.72,4.775014,3.4861825,1.67,36.88,13.4,0.66,0.76,0.1,0.42,0.17,0.03,0,0.02,0,0,0,38.8,62.7,0.037,0.1
3-14,3,Winter,USJ,14,8,35~40,131768,Fww,Fww,131768,3.52,,86.9,73.57,40,38.3,170.88,106.6,36.99,20.59,22.45,4.81,4.81,0,4.17,0.57,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,12.402,25.67,12.73,20.7,13.4,2.88,4.41703932,2.757254,0,25.94,7.6,0,0,0,0,0,0,0,0,0,0,0,39.7,63.5,0.159,0.1
4-14,4,Spring,USJ,14,8,35~40,131768,Fww,Fww,131768,3.33,,94.45,77.6,41.3,40.9,106.61,66.5,29.97,23.17,20.65,37.1,37.1,0,34.7,1.06,0,0.73,0.21,0.18,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,8.54,35.08,17.9,26.3,17.8,2.39,4.9741,2.6089,1.85,28.83,8.4,0.08,0.08,0,0.04,0,0.02,0,0,0,0,0.02,37.7,64.6,0.088,0.1
1-15,1,Summer,GSG,15,21.8,35,43070,MSC,MSC,43070,6.95,0.249,16.27,12.23,15.7,12.4,30.3,0.1,2.07,6.702,0.98,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,0.94,18.57,13.57,17.8,13.5,2.09,1.510679,0.3760852,1.15,42.73,0.3,0,0,0,0,0,0,0,0,0,0,0,,,,
2-15,2,Fall,GSG,15,21.8,35,43070,MSC,MSC,43070,5.41,0.2585,53.78,41.18,62.8,49.4,11.2,4.6,9.48,17.728,5.2,2.34,2.34,0,0.98,0.64,0.1,0.31,0.14,0.15,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,1.4755,29.3,20.03,15.1,14.1,4.47,1.806477,0.7331549,1.7,28.15,0.6,0.12,0.12,0,0.06,0.03,0,0.01,0.01,0.01,0,0,35,65.1,2.077,0
3-15,3,Winter,GSG,15,21.8,35,43070,MSC,MSC,43070,5.6,0.7725,50.8,42.73,49.4,42.2,70.77,2.2,20.79,14.14,0,0.02,0.02,0,0.01,0.01,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,2.7675,25.52,18.28,29.7,20.3,9.23,3.56731584,0.65445165,0,31.87,0.5,0,0,0,0,0,0,0,0,0,0,0,37.1,65.9,2.288,0.1
4-15,4,Spring,GSG,15,21.8,35,43070,MSC,MSC,43070,5.43,0.926,40.13,33.88,48.2,41.3,86.75,2.7,19.4,24.17,2.2,0.27,0.27,0,0.06,0,0.03,0.05,0.05,0.06,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,5.95,26.58,19.6,26.6,20.5,6.18,3.705,1.5117,2.25,32.9,0.5,0.06,0.06,0,0,0,0,0,0,0,0,0.06,33.4,64.7,2.729,0.1
1-16,1,Summer,GCG,16,31,35,36865,1S,1S,36865,5.23,0.43,19.1,15.35,18.1,15,25.88,1.7,10.56,5.652,1.75,0.98,0.99,0.01,0.5,0.28,0.02,0.1,0.02,0.05,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,1.61,18.5,14.37,18.5,13.6,3.01,1.325806,0.1669142,1.4,18.26,4.5,0.03,0.03,0,0.03,0,0,0,0,0,0,0,24,60,Over range,0
2-16,2,Fall,GCG,16,31,35,36865,1S,1S,36865,5.06,0.0004,27.22,23.73,30.8,23.5,38.96,1.8,14.47,7.639,4.6,1.1,1.15,0.06,0.44,0.32,0.1,0.15,0.01,0.05,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,0.4275,31,21.32,34,23.2,6.45,1.99135,0.26780225,4.2,39.45,0.6,0.02,0.02,0,0.01,0,0,0,0,0,0,0,38.6,61.3,1.612,0.2
3-16,3,Winter,GCG,16,31,35,36865,1S,1S,36865,6.03,0.45630000000000004,1.47,0.98,5.1,3.2,3.21,0.2,0.62,11.62,0.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,0.8275,13.55,9.42,10.4,7.1,2.79,1.38707744,0.18487335,1.28,14.94,1,0.01,0.01,0,0.01,0,0,0,0,0,0,0,39.2,60.5,1.588,0.2
4-16,4,Spring,GCG,16,31,35,36865,1S,1S,36865,5.77,0.127,27.43,24.8,26.5,25.2,27.98,1.7,28.5,12.08,5.15,0.37,0.37,0,0.16,0.13,0,0.05,0,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,2.35,14.53,10.53,14.1,14.1,3.94,1.7486,0.4974,1.75,8.39,0.6,0,0,0,0,0,0,0,0,0,0,0,37.2,65.4,1.386,0
1-17,1,Summer,MGY,17,30,37,25915,MS(AwwB3),MS(AwwB3),25915,7.3,6.38,46.15,32.43,45.5,34.1,48.73,3.6,16.95,15.252,3.75,3.22,3.24,0.05,1.63,0.61,0.19,0.32,0.23,0.13,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64,10.46,30.12,18.45,27.6,18.3,7.23,4.289062,2.376943,2.05,30.11,1.7,0.02,0.02,0,0.02,0,0,0,0,0,0,0,27.3,69.7,3.467,0.3
2-17,2,Fall,MGY,17,30,37,25915,MS(AwwB3),MS(AwwB3),25915,7.24,4.618,34.32,24.12,27.3,21.5,45.12,16.8,5.37,9.31,3.78,5.68,5.68,0,2.67,0.98,0.3,0.75,0.38,0.26,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.765000000000001,7.252,23.765,14.56,18.65,13.3,3.295,2.95093033333333,1.690361,2.085,18.85,3.35,0.015,0.015,0,0.01,0,0,0,0,0,0,0,27.3,69.2,3.467,0.3
3-17,3,Winter,MGY,17,30,37,25916,1S/2S/AwwB3,1S,11368,5.87,0.5388,10.27,8.07,9.5,7.4,13.09,0.3,3.44,4.19,1.72,0,0,0,0,0,0,0,0,0,0,0,2S,11368,6.15,0.365,8.82,6.57,8.2,6.2,7.72,0,1.26,4.41,0.88,0.01,0.01,0,0.01,0,0,0,0,0,0,0,AwwB3,3180,7.81,5.2125,42.22,25.53,37.9,24.2,42.79,1.8,9.96,3.73,5.33,0.02,0.02,0,0.02,0,0,0,0,0,0,0,7.845000000000001,7.0413,25.185,15.675,20.6,14.45,4.445,4.224144765,1.71932225,2.95,23.565,3,0.049999999999999996,0.049999999999999996,0,0.04,0.01,0,0,0,0,0,0,34.4,65.2,4.474,0.1
4-17,4,Spring,MGY,17,30,37,25915,MS(AwwB3),MS(AwwB3),25915,6.92,5.97,38.32,27.57,33.3,27,56.54,2.4,9.57,11.95,4.6,1.96,1.96,0,0.89,0.37,0.08,0.32,0.11,0.08,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5975,8.7458,29.6725,19.7475,27.9,20.65,5.6475,4.2,2.03182666666667,2.58,33.2,2.625,0.03,0.03,0,0,0,0,0,0,0,0,0.03,30.7,69.5,3.78,0.3
1-18,1,Summer,ADA,18,20,35,69497,1S/HM/Aww,1S,47085,5.06,0.2825,25.3,18.92,24.7,18.4,27.62,0.9,9.58,11.125,1.9,2.02,4.82,2.8,1.67,0.1,0.02,0.16,0.02,0.02,0.04,0,HM,15148,6.95,1.4275,26.6,18.98,21.6,14.3,30.84,0.2,6.64,8.484,1.75,5.41,5.41,0,2.77,1.37,0.15,0.61,0.22,0.27,0,0.02,Aww,7264,7.63,5.8,50.45,39.18,48.6,38.8,41.18,5.4,10.24,14.212,5.7,0.15,0.15,0,0.15,0,0,0,0,0,0,0,7.3,4.8175,23.58,16.72,23,16.8,5.25,2.281866,0.4067215,2,46.2,0.5,1.11,1.11,0,0.88,0.08,0.05,0.02,0.06,0.01,0,0,23.5,57.6,0.004,0
2-18,2,Fall,ADA,18,20,35,69497,1S/HM/Aww,1S,47085,5.34,0.046,21,15.97,21.8,16.9,22.13,1.5,0,4.783,2.3,0.87,0.88,0.01,0.43,0.17,0.02,0.1,0.03,0.04,0,0.07,HM,15148,6.48,0.09179999999999999,12.67,7.13,8.9,7.1,6.71,0.4,2.29,3.074,0.9,0.15,0.15,0,0.14,0,0,0,0,0,0,0.02,Aww,7264,8.47,0.7513,20.43,12.83,14.6,11.9,17.92,3.3,2.02,5.117,2.17,0.16,0.16,0,0.16,0,0,0,0,0,0,0,7.2,0.6613,13.88,9.35,13,9.3,1.91,1.130369,0.6444155,1.65,2.36,0.7,0.01,0.01,0,0.01,0,0,0,0,0,0,0,30.1,68.9,7.659,0
3-18,3,Winter,ADA,18,20,35,69497,1S/HM/Aww,1S,47085,5.44,0.5425,28.22,23.45,30.4,25.7,38.86,1.1,14.5,10.8,0,0.02,0.02,0,0.01,0,0,0,0,0,0.01,0.01,HM,15148,6.77,0.3775,14.2,8.98,10.9,8.5,12.15,0.1,3.18,5.4,0,0,0,0,0,0,0,0,0,0,0,0,Aww,7264,7.99,2.765,33.17,22.32,26.9,21.2,42.05,2.3,5.62,17.88,0,0.03,0.03,0,0.02,0,0,0,0.01,0,0,0,7.3,1.9875,17.52,11.85,14.7,11.1,2.57,2.73147834,0.4806795,0,16.65,0.3,0,0,0,0,0,0,0,0,0,0,0,34.4,65.2,6.513,0.1
4-18,4,Spring,ADA,18,20,35,69497,1S/HM/Aww,1S,47085,5.58,1.0332999999999999,34.45,27.95,22.5,18.8,37.9,1.1,15.8,11.96,3.35,0.45,0.45,0,0.21,0.13,0,0.06,0.02,0.03,0,0,HM,15148,7.06,0.7633,14.95,10.63,11.6,10.6,6.93,0.1,4.32,6.33,1.75,0,0,0,0,0,0,0,0,0,0,0,Aww,7264,8.26,4.3333,23.25,14.15,13.4,11.7,24.24,1.3,2.22,10.39,2.45,0.09,0.09,0,0.07,0,0,0,0.02,0,0,0,7.15,3.4067,22.23,15.75,21.5,17.3,3.76,2.3172,0.8769,3.3,26.08,0.5,0,0,0,0,0,0,0,0,0,0,0,34.2,66.1,7.982,0
1-19,1,Summer,ADP,19,33,37~39,21295,FW,FW,21295,3.75,,171.08,153.67,142.8,134.8,102.41,34.5,0,20.191,8.28,0.01,0.01,0,0.01,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,12.4575,17.7,8.98,12.4,8.8,1.51,4.162291,1.4552175,0.85,31.83,3.5,0.2,0.2,0.01,0.14,0.04,0.01,0,0,0,0,0,36.5,63.5,0,0
2-19,2,Fall,ADP,19,33,37~39,21295,FW,FW,21295,5.51,2.91,58.5,44.42,53.1,46.7,129.82,53,15.4,17.762,4.98,15.66,21.71,6.05,5.49,6.23,0.22,2.25,0,1.09,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,9.15,31.12,18.47,26.2,20.4,3.51,5.049683,2.324122,3.58,29.86,8.5,1.01,1.03,0.02,0.65,0.25,0.09,0.01,0,0.01,0.01,0,34,68.8,0.261,
3-19,3,Winter,ADP,19,33,37~39,21295,FW,FW,21295,5.32,2.9175,56.63,40.72,27,20.9,68.53,24.5,5.15,19.17,0,1.96,3.78,1.83,1.03,0.17,0,0.24,0,0.09,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,5.8538,30.88,19.05,28.1,19.8,4.79,5.13261165,1.3923604,0,35.4,4.8,0.09,0.09,0,0.04,0,0.03,0,0,0,0,0.03,37.2,64.3,0.141,
1-20,1,Summer,YCG,20,38,38,84678,FW+Fww+Aww,FW+Fww+Aww,84678,5.64,3.824,51.72,37.98,30.5,27,111.12,84.6,11.56,15.318,3.43,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,14.054,29.12,13.87,18.1,12.2,2.55,5.3396345,3.824237,2.15,34.39,6.3,0,0,0,0,0,0,0,0,0,0,0,36.98,63.02,0.09409999999999999,0
2-20,2,Fall,YCG,20,38,38,84678,FW+Fww+Aww,FW+Fww+Aww,84678,5.91,0.9628,42.43,29.75,26.6,22.2,105.48,57.6,13.25,10.894,3.77,17.01,19.54,2.53,3.88,0.47,0.11,3.61,0.37,0.8,0.02,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18,3.2575,27.88,14.02,16.7,11.3,2.67,4.76445,3.612954,1.55,17.88,4,0.48,0.52,0.05,0.16,0.01,0,0.06,0.01,0.02,0,0.22,28.4,70.69,0.1005,
