target,positives,samples,MCC,AUPR,ROC-AUC,both_classes_present,Model,scope
warning_biogas_quality,2,29,0.0,0.1477272727272727,0.7777777777777778,True,SVM,test
warning_acid_base_balance,5,29,-0.08625819491779428,0.266447728516694,0.5416666666666666,True,NNET,test
warning_buffer_capacity,1,29,-0.05143444998736397,0.038461538461538464,0.5714285714285714,True,NNET,test
warning_acid_accumulation,1,29,0.0,0.25,0.9642857142857143,True,NNET,test
warning_ammonia_toxicity,4,29,0.7831560082980488,0.5791666666666666,0.96,True,NNET,test
warning_biogas_quality,2,29,-0.05143444998736397,0.1537878787878788,0.7962962962962964,True,NNET,test
warning_acid_base_balance,5,29,-0.08625819491779428,0.3907323232323232,0.8583333333333333,True,XGBoost,test
warning_buffer_capacity,1,29,0.0,0.25,0.9642857142857143,True,XGBoost,test
warning_acid_accumulation,1,29,0.0,0.25,0.9642857142857143,True,XGBoost,test
warning_ammonia_toxicity,4,29,-0.07559289460184544,0.44166666666666665,0.9199999999999999,True,XGBoost,test
warning_biogas_quality,2,29,0.44095855184409843,0.41666666666666663,0.9629629629629629,True,XGBoost,test
warning_acid_base_balance,5,29,0.2360293976249778,0.5711688311688312,0.875,True,GLMNET,test
warning_buffer_capacity,1,29,0.0,0.038461538461538464,0.5714285714285714,True,GLMNET,test
warning_acid_accumulation,1,29,0.41403933560541256,1.0,1.0,True,GLMNET,test
warning_ammonia_toxicity,4,29,0.7831560082980488,0.54375,0.9500000000000001,True,GLMNET,test
warning_biogas_quality,2,29,0.0,0.1613095238095238,0.6296296296296297,True,GLMNET,test
