fold,feature
1,ARC_G::Nitrososphaeraceae
1,ARC_G::Rhinosporideacae
1,ARC_G::RumEn_M2
1,ARC_G::SCGC_AAA011-D5
1,ARC_G::Teleostei
1,ARC_G::Veneroida
1,ARC_G::Woesearchaeales
1,ARC_G::unidentified
2,BAC_G::009E01-B-SD-P15
2,BAC_G::0319-6G20
2,BAC_G::053A03-B-DI-P58
2,BAC_G::1-20
2,BAC_G::113B434
2,BAC_G::37-13
2,BAC_G::4572-13
2,BAC_G::67-14
2,BAC_G::A0839
2,BAC_G::A21b
2,BAC_G::AAP99
2,BAC_G::ADurb.Bin063-1
2,BAC_G::ADurb.Bin063-2
2,BAC_G::ADurb.Bin118
2,BAC_G::ADurb.Bin120
2,BAC_G::AKYH767
2,BAC_G::AUTHM297
2,BAC_G::Absconditabacteriales_(SR1)
2,BAC_G::Acetitomaculum
2,BAC_G::Acetivibrio
2,BAC_G::Acetoanaerobium
2,BAC_G::Acetobacterium
2,BAC_G::Acetobacteroides
2,BAC_G::Acetomicrobium
2,BAC_G::Acetothermiia
2,BAC_G::Acholeplasma
2,BAC_G::Acidaminococcus
2,BAC_G::Acidovorax
2,BAC_G::Acinetobacter
2,BAC_G::Actinomyces
2,BAC_G::Aeriscardovia
2,BAC_G::Aeromonas
2,BAC_G::Ahniella
2,BAC_G::Alistipes
2,BAC_G::Alkaliphilus
2,BAC_G::Alkanindiges
2,BAC_G::Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
2,BAC_G::Aminicenantales
2,BAC_G::Aminobacterium
2,BAC_G::Amnipila
2,BAC_G::Amphibacillus
2,BAC_G::Anaerobacterium
2,BAC_G::Anaerocolumna
2,BAC_G::Anaerofustis
2,BAC_G::Anaeromyxobacter
2,BAC_G::Anaerosphaera
2,BAC_G::Anaerosporobacter
2,BAC_G::Anaerovibrio
2,BAC_G::Anaerovorax
2,BAC_G::Aquabacterium
2,BAC_G::Aquicella
2,BAC_G::Aquimonas
2,BAC_G::Arcobacter
2,BAC_G::Arenimonas
2,BAC_G::Atopobium
2,BAC_G::Azospira
2,BAC_G::B1-7BS
2,BAC_G::B55-F-B-G02
2,BAC_G::BBMC-4
2,BAC_G::BD1-7_clade
2,BAC_G::BRH-c20a
2,BAC_G::BSV13
2,BAC_G::Babeliales
2,BAC_G::Bacteroidales_UCG-001
2,BAC_G::Bacteroides
2,BAC_G::Bacteroidetes_BD2-2
2,BAC_G::Bacteroidetes_VC2.1_Bac22
2,BAC_G::Bacteroidetes_vadinHA17
2,BAC_G::Bdellovibrio
2,BAC_G::Bifidobacterium
2,BAC_G::Blastopirellula
2,BAC_G::Brachymonas
2,BAC_G::Bradymonadales
2,BAC_G::Bradyrhizobium
2,BAC_G::Bryobacter
2,BAC_G::Burkholderia-Caballeronia-Paraburkholderia
2,BAC_G::Butyrivibrio
2,BAC_G::C1-B045
2,BAC_G::C10-SB1A
2,BAC_G::CAG-352
2,BAC_G::CCM19a
2,BAC_G::CI75cm.2.12
2,BAC_G::CK-2C2-2
2,BAC_G::Caldicoprobacter
2,BAC_G::Caldisericum
2,BAC_G::Candidatus_Accumulibacter
2,BAC_G::Candidatus_Anammoximicrobium
2,BAC_G::Candidatus_Berkiella
2,BAC_G::Candidatus_Caldatribacterium
2,BAC_G::Candidatus_Cloacimonas
2,BAC_G::Candidatus_Competibacter
2,BAC_G::Candidatus_Falkowbacteria
2,BAC_G::Candidatus_Obscuribacter
2,BAC_G::Candidatus_Omnitrophus
2,BAC_G::Candidatus_Peregrinibacteria
2,BAC_G::Candidatus_Saccharimonas
2,BAC_G::Candidatus_Shapirobacteria
2,BAC_G::Candidatus_Soleaferrea
2,BAC_G::Caproiciproducens
2,BAC_G::Chitinivorax
2,BAC_G::Chryseobacterium
2,BAC_G::Chthonomonadales
2,BAC_G::Chujaibacter
2,BAC_G::Cloacibacterium
2,BAC_G::Cloacimonadaceae
2,BAC_G::Clostridia_UCG-014
2,BAC_G::Clostridium_sensu_stricto_1
2,BAC_G::Clostridium_sensu_stricto_8
2,BAC_G::Comamonas
2,BAC_G::Coprothermobacter
2,BAC_G::Corynebacterium
2,BAC_G::Crassaminicella
2,BAC_G::Crenothrix
2,BAC_G::Cryptanaerobacter
2,BAC_G::D8A-2
2,BAC_G::DEV007
2,BAC_G::DEV114
2,BAC_G::DMER64
2,BAC_G::DS-100
2,BAC_G::DTU014
2,BAC_G::Dechloromonas
2,BAC_G::Defluviicoccus
2,BAC_G::Defluviitalea
2,BAC_G::Defluviitoga
2,BAC_G::Dehalobacter
2,BAC_G::Denitratisoma
2,BAC_G::Dermatophilus
2,BAC_G::Desulfitibacter
2,BAC_G::Desulfobulbus
2,BAC_G::Desulfomicrobium
2,BAC_G::Desulfovibrio
2,BAC_G::Dethiobacter
2,BAC_G::Devosia
2,BAC_G::Dietzia
2,BAC_G::Dokdonella
2,BAC_G::Dongia
2,BAC_G::Dysgonomonadaceae
2,BAC_G::EBM-39
2,BAC_G::Ellin6067
2,BAC_G::Elstera
2,BAC_G::Endomicrobium
2,BAC_G::Enhydrobacter
2,BAC_G::Enterococcus
2,BAC_G::Ercella
2,BAC_G::Erysipelothrix
2,BAC_G::Exilispira
2,BAC_G::F082
2,BAC_G::FTLpost3
2,BAC_G::Fastidiosipila
2,BAC_G::Fermentibacteraceae
2,BAC_G::Fermentimonas
2,BAC_G::Ferribacterium
2,BAC_G::Ferruginibacter
2,BAC_G::Fervidobacterium
2,BAC_G::Fibrobacter
2,BAC_G::Fimbriiglobus
2,BAC_G::Fimbriimonadaceae
2,BAC_G::Flavobacterium
2,BAC_G::Flexilinea
2,BAC_G::Fluviicola
2,BAC_G::Fonticella
2,BAC_G::Frisingicoccus
2,BAC_G::Fusibacter
2,BAC_G::GWE2-42-42
2,BAC_G::GZKB124
2,BAC_G::GZKB75
2,BAC_G::Galbitalea
2,BAC_G::Gallicola
2,BAC_G::Gelria
2,BAC_G::Georgenia
2,BAC_G::Gracilibacter
2,BAC_G::Guggenheimella
2,BAC_G::H1
2,BAC_G::HN-HF0106
2,BAC_G::HOC36
2,BAC_G::Hahella
2,BAC_G::Haliangium
2,BAC_G::Halocella
2,BAC_G::Halomonas
2,BAC_G::Helcococcus
2,BAC_G::Herbinix
2,BAC_G::Holophaga
2,BAC_G::Hungateiclostridiaceae
2,BAC_G::Hungateiclostridium
2,BAC_G::Hydrogenedensaceae
2,BAC_G::Hydrogenispora
2,BAC_G::Hydrogenophaga
2,BAC_G::Hydrothermae
2,BAC_G::Hyphomicrobium
2,BAC_G::Hypnocyclicus
2,BAC_G::IMCC26207
2,BAC_G::IMCC26256
2,BAC_G::Iamia
2,BAC_G::Ignavibacterium
2,BAC_G::Inhella
2,BAC_G::Irregularibacter
2,BAC_G::Izemoplasmataceae
2,BAC_G::Izemoplasmatales
2,BAC_G::JG36-GS-52
2,BAC_G::JGI-0000079-D21
2,BAC_G::JGI_0001001-H03
2,BAC_G::JS1
2,BAC_G::KCLunmb-38-53
2,BAC_G::Kapabacteriales
2,BAC_G::Keratinibaculum
2,BAC_G::LD1-PA32
2,BAC_G::LD1-PB3
2,BAC_G::LD29
2,BAC_G::LF045
2,BAC_G::LNR_A2-18
2,BAC_G::LWQ8
2,BAC_G::Lachnoclostridium
2,BAC_G::Lachnospira
2,BAC_G::Lachnospiraceae_UCG-004
2,BAC_G::Lactivibrio
2,BAC_G::Lactobacillus
2,BAC_G::Lactococcus
2,BAC_G::Lautropia
2,BAC_G::Lawsonella
2,BAC_G::Leeia
2,BAC_G::Lentimicrobiaceae
2,BAC_G::Lentimicrobium
2,BAC_G::Leptotrichia
2,BAC_G::LiUU-11-161
2,BAC_G::Limnobacter
2,BAC_G::Limnochordaceae
2,BAC_G::Limnochordia
2,BAC_G::Longilinea
2,BAC_G::Longivirga
2,BAC_G::Lutispora
2,BAC_G::M55-D21
2,BAC_G::MAT-CR-H4-C10
2,BAC_G::MBA03
2,BAC_G::MM2
2,BAC_G::MVP-15
2,BAC_G::Macellibacteroides
2,BAC_G::Marinilabiliaceae
2,BAC_G::Marinimicrobia_(SAR406_clade)
2,BAC_G::Mariniphaga
2,BAC_G::Megasphaera
2,BAC_G::Membranicola
2,BAC_G::Mesotoga
2,BAC_G::Methylocella
2,BAC_G::Methyloglobulus
2,BAC_G::Methyloparacoccus
2,BAC_G::Methylotenera
2,BAC_G::Methyloversatilis
2,BAC_G::MgMjR-022
2,BAC_G::Microbacterium
2,BAC_G::Monoglobus
2,BAC_G::Moorella
2,BAC_G::Moraxellaceae
2,BAC_G::Mycobacterium
2,BAC_G::NK-L14
2,BAC_G::NKB15
2,BAC_G::Nannocystis
2,BAC_G::Natronincola
2,BAC_G::Negativicoccus
2,BAC_G::Niabella
2,BAC_G::Nitrosomonas
2,BAC_G::Nitrospira
2,BAC_G::Novosphingobium
2,BAC_G::OLB12
2,BAC_G::OLB14
2,BAC_G::OLB8
2,BAC_G::OM27_clade
2,BAC_G::OPB41
2,BAC_G::Oligella
2,BAC_G::Olsenella
2,BAC_G::Ornithinibacter
2,BAC_G::PB19
2,BAC_G::PBS-18
2,BAC_G::PHOS-HE36
2,BAC_G::PLTA13
2,BAC_G::Paludibacter
2,BAC_G::Papillibacter
2,BAC_G::Parabacteroides
2,BAC_G::Paracoccus
2,BAC_G::PeH15
2,BAC_G::PeM15
2,BAC_G::Pedosphaeraceae
2,BAC_G::Pelotomaculum
2,BAC_G::Peptoclostridium
2,BAC_G::Peredibacter
2,BAC_G::Petrimonas
2,BAC_G::Phaeodactylibacter
2,BAC_G::Phenylobacterium
2,BAC_G::Pir4_lineage
