feature,taxon,domain,taxonomic_level,samples_above_0_1_percent,training_samples_above_0_1_percent,included_in_final_matrix
BAC_G::Candidatus_Solibacter,Candidatus_Solibacter,Bacteria,Genus,2,2,True
BAC_G::Caproiciproducens,Caproiciproducens,Bacteria,Genus,5,5,True
BAC_G::Caulobacter,Caulobacter,Bacteria,Genus,2,1,True
BAC_G::Cetobacterium,Cetobacterium,Bacteria,Genus,1,1,True
BAC_G::Chishuiella,Chishuiella,Bacteria,Genus,1,1,True
BAC_G::Chitinivorax,Chitinivorax,Bacteria,Genus,2,2,True
BAC_G::Chryseobacterium,Chryseobacterium,Bacteria,Genus,7,6,True
BAC_G::Chthonomonadales,Chthonomonadales,Bacteria,Genus,16,14,True
BAC_G::Chujaibacter,Chujaibacter,Bacteria,Genus,1,1,True
BAC_G::Cloacibacterium,Cloacibacterium,Bacteria,Genus,28,19,True
BAC_G::Cloacimonadaceae,Cloacimonadaceae,Bacteria,Genus,12,6,True
BAC_G::Cloacimonadales,Cloacimonadales,Bacteria,Genus,3,1,True
BAC_G::Clostridia_UCG-014,Clostridia_UCG-014,Bacteria,Genus,19,14,True
BAC_G::Clostridium_sensu_stricto_1,Clostridium_sensu_stricto_1,Bacteria,Genus,23,20,True
BAC_G::Clostridium_sensu_stricto_15,Clostridium_sensu_stricto_15,Bacteria,Genus,2,2,True
BAC_G::Clostridium_sensu_stricto_8,Clostridium_sensu_stricto_8,Bacteria,Genus,10,10,True
BAC_G::Comamonas,Comamonas,Bacteria,Genus,28,20,True
BAC_G::Coprothermobacter,Coprothermobacter,Bacteria,Genus,8,8,True
BAC_G::Corynebacterium,Corynebacterium,Bacteria,Genus,5,4,True
BAC_G::Crassaminicella,Crassaminicella,Bacteria,Genus,6,6,True
BAC_G::Crenothrix,Crenothrix,Bacteria,Genus,19,16,True
BAC_G::Cryptanaerobacter,Cryptanaerobacter,Bacteria,Genus,5,5,True
BAC_G::D8A-2,D8A-2,Bacteria,Genus,103,89,True
BAC_G::DEV007,DEV007,Bacteria,Genus,7,5,True
BAC_G::DEV114,DEV114,Bacteria,Genus,26,19,True
BAC_G::DMER64,DMER64,Bacteria,Genus,13,7,True
BAC_G::DS-100,DS-100,Bacteria,Genus,25,20,True
BAC_G::DTU014,DTU014,Bacteria,Genus,124,103,True
BAC_G::Dechloromonas,Dechloromonas,Bacteria,Genus,65,46,True
BAC_G::Defluviicoccus,Defluviicoccus,Bacteria,Genus,9,6,True
BAC_G::Defluviitalea,Defluviitalea,Bacteria,Genus,10,9,True
BAC_G::Defluviitoga,Defluviitoga,Bacteria,Genus,27,27,True
BAC_G::Dehalobacter,Dehalobacter,Bacteria,Genus,1,1,True
BAC_G::Delftia,Delftia,Bacteria,Genus,2,1,True
BAC_G::Denitratisoma,Denitratisoma,Bacteria,Genus,26,19,True
BAC_G::Denitrobacterium,Denitrobacterium,Bacteria,Genus,1,1,True
BAC_G::Dermatophilus,Dermatophilus,Bacteria,Genus,4,1,True
BAC_G::Desulfitibacter,Desulfitibacter,Bacteria,Genus,6,6,True
BAC_G::Desulfobulbus,Desulfobulbus,Bacteria,Genus,36,26,True
BAC_G::Desulfomicrobium,Desulfomicrobium,Bacteria,Genus,37,26,True
BAC_G::Desulfovibrio,Desulfovibrio,Bacteria,Genus,17,12,True
BAC_G::Dethiobacter,Dethiobacter,Bacteria,Genus,14,11,True
BAC_G::Devosia,Devosia,Bacteria,Genus,14,12,True
BAC_G::Dialister,Dialister,Bacteria,Genus,3,3,True
BAC_G::Dietzia,Dietzia,Bacteria,Genus,1,1,True
BAC_G::Dokdonella,Dokdonella,Bacteria,Genus,34,26,True
BAC_G::Dongia,Dongia,Bacteria,Genus,1,1,True
BAC_G::Dysgonomonadaceae,Dysgonomonadaceae,Bacteria,Genus,42,37,True
BAC_G::EBM-39,EBM-39,Bacteria,Genus,2,2,True
BAC_G::Ellin6067,Ellin6067,Bacteria,Genus,20,13,True
BAC_G::Elstera,Elstera,Bacteria,Genus,1,1,True
BAC_G::Empedobacter,Empedobacter,Bacteria,Genus,1,1,True
BAC_G::Endomicrobium,Endomicrobium,Bacteria,Genus,7,7,True
BAC_G::Enhydrobacter,Enhydrobacter,Bacteria,Genus,6,3,True
BAC_G::Enterococcus,Enterococcus,Bacteria,Genus,4,3,True
BAC_G::Ercella,Ercella,Bacteria,Genus,45,38,True
BAC_G::Erysipelothrix,Erysipelothrix,Bacteria,Genus,2,1,True
BAC_G::Erysipelotrichaceae_UCG-007,Erysipelotrichaceae_UCG-007,Bacteria,Genus,1,1,True
BAC_G::Exilispira,Exilispira,Bacteria,Genus,36,24,True
BAC_G::F082,F082,Bacteria,Genus,7,4,True
BAC_G::FTLpost3,FTLpost3,Bacteria,Genus,9,5,True
BAC_G::Fastidiosipila,Fastidiosipila,Bacteria,Genus,96,78,True
BAC_G::Fermentibacteraceae,Fermentibacteraceae,Bacteria,Genus,16,11,True
BAC_G::Fermentimonas,Fermentimonas,Bacteria,Genus,61,54,True
BAC_G::Ferribacterium,Ferribacterium,Bacteria,Genus,4,3,True
BAC_G::Ferruginibacter,Ferruginibacter,Bacteria,Genus,34,24,True
BAC_G::Fervidobacterium,Fervidobacterium,Bacteria,Genus,11,10,True
BAC_G::Fibrobacter,Fibrobacter,Bacteria,Genus,8,6,True
BAC_G::Filomicrobium,Filomicrobium,Bacteria,Genus,1,1,True
BAC_G::Fimbriiglobus,Fimbriiglobus,Bacteria,Genus,1,1,True
BAC_G::Fimbriimonadaceae,Fimbriimonadaceae,Bacteria,Genus,21,15,True
BAC_G::Flavobacterium,Flavobacterium,Bacteria,Genus,10,5,True
BAC_G::Flexilinea,Flexilinea,Bacteria,Genus,4,4,True
BAC_G::Fluviicola,Fluviicola,Bacteria,Genus,1,1,True
BAC_G::Fonticella,Fonticella,Bacteria,Genus,5,5,True
BAC_G::Frisingicoccus,Frisingicoccus,Bacteria,Genus,4,4,True
BAC_G::Fusibacter,Fusibacter,Bacteria,Genus,6,5,True
BAC_G::Fusobacterium,Fusobacterium,Bacteria,Genus,1,1,True
BAC_G::GWE2-31-10,GWE2-31-10,Bacteria,Genus,2,1,True
BAC_G::GWE2-42-42,GWE2-42-42,Bacteria,Genus,13,6,True
BAC_G::GZKB124,GZKB124,Bacteria,Genus,3,2,True
BAC_G::GZKB75,GZKB75,Bacteria,Genus,13,11,True
BAC_G::Galbitalea,Galbitalea,Bacteria,Genus,4,4,True
BAC_G::Gallicola,Gallicola,Bacteria,Genus,5,5,True
BAC_G::Gelria,Gelria,Bacteria,Genus,35,32,True
BAC_G::Georgenia,Georgenia,Bacteria,Genus,4,4,True
BAC_G::Globicatella,Globicatella,Bacteria,Genus,4,4,True
BAC_G::Gluconobacter,Gluconobacter,Bacteria,Genus,1,1,True
BAC_G::Gracilibacter,Gracilibacter,Bacteria,Genus,11,10,True
BAC_G::Guggenheimella,Guggenheimella,Bacteria,Genus,44,36,True
BAC_G::H1,H1,Bacteria,Genus,2,2,True
BAC_G::HN-HF0106,HN-HF0106,Bacteria,Genus,57,48,True
BAC_G::HOC36,HOC36,Bacteria,Genus,1,1,True
BAC_G::Hahella,Hahella,Bacteria,Genus,1,1,True
BAC_G::Haliangium,Haliangium,Bacteria,Genus,6,3,True
BAC_G::Halocella,Halocella,Bacteria,Genus,2,2,True
BAC_G::Halomonas,Halomonas,Bacteria,Genus,3,3,True
BAC_G::Helcococcus,Helcococcus,Bacteria,Genus,1,1,True
BAC_G::Herbinix,Herbinix,Bacteria,Genus,27,25,True
BAC_G::Holophaga,Holophaga,Bacteria,Genus,8,6,True
BAC_G::Hungateiclostridiaceae,Hungateiclostridiaceae,Bacteria,Genus,4,3,True
BAC_G::Hungateiclostridium,Hungateiclostridium,Bacteria,Genus,6,5,True
BAC_G::Hydrogenedensaceae,Hydrogenedensaceae,Bacteria,Genus,62,49,True
BAC_G::Hydrogenispora,Hydrogenispora,Bacteria,Genus,7,7,True
BAC_G::Hydrogenophaga,Hydrogenophaga,Bacteria,Genus,9,5,True
BAC_G::Hydrothermae,Hydrothermae,Bacteria,Genus,1,1,True
BAC_G::Hyphomicrobium,Hyphomicrobium,Bacteria,Genus,30,21,True
BAC_G::Hypnocyclicus,Hypnocyclicus,Bacteria,Genus,2,1,True
BAC_G::IMCC26207,IMCC26207,Bacteria,Genus,24,14,True
BAC_G::IMCC26256,IMCC26256,Bacteria,Genus,5,2,True
BAC_G::Iamia,Iamia,Bacteria,Genus,4,4,True
BAC_G::Ignatzschineria,Ignatzschineria,Bacteria,Genus,1,1,True
BAC_G::Ignavibacterium,Ignavibacterium,Bacteria,Genus,6,4,True
BAC_G::Inhella,Inhella,Bacteria,Genus,1,1,True
BAC_G::Irregularibacter,Irregularibacter,Bacteria,Genus,7,7,True
BAC_G::Izemoplasmataceae,Izemoplasmataceae,Bacteria,Genus,2,2,True
BAC_G::Izemoplasmatales,Izemoplasmatales,Bacteria,Genus,58,51,True
BAC_G::JG36-GS-52,JG36-GS-52,Bacteria,Genus,2,2,True
BAC_G::JGI-0000079-D21,JGI-0000079-D21,Bacteria,Genus,14,13,True
BAC_G::JGI_0001001-H03,JGI_0001001-H03,Bacteria,Genus,11,5,True
BAC_G::JS1,JS1,Bacteria,Genus,64,46,True
BAC_G::Janthinobacterium,Janthinobacterium,Bacteria,Genus,2,2,True
BAC_G::KCLunmb-38-53,KCLunmb-38-53,Bacteria,Genus,13,9,True
BAC_G::Kapabacteriales,Kapabacteriales,Bacteria,Genus,44,33,True
BAC_G::Keratinibaculum,Keratinibaculum,Bacteria,Genus,9,9,True
BAC_G::Koukoulia,Koukoulia,Bacteria,Genus,1,1,True
BAC_G::LD1-PA32,LD1-PA32,Bacteria,Genus,16,12,True
BAC_G::LD1-PB3,LD1-PB3,Bacteria,Genus,32,25,True
BAC_G::LD29,LD29,Bacteria,Genus,1,1,True
BAC_G::LF045,LF045,Bacteria,Genus,28,21,True
BAC_G::LNR_A2-18,LNR_A2-18,Bacteria,Genus,27,21,True
BAC_G::LWQ8,LWQ8,Bacteria,Genus,4,2,True
BAC_G::Lachnoclostridium,Lachnoclostridium,Bacteria,Genus,2,2,True
BAC_G::Lachnospira,Lachnospira,Bacteria,Genus,2,2,True
BAC_G::Lachnospiraceae_UCG-004,Lachnospiraceae_UCG-004,Bacteria,Genus,7,5,True
BAC_G::Lactivibrio,Lactivibrio,Bacteria,Genus,14,8,True
BAC_G::Lactobacillus,Lactobacillus,Bacteria,Genus,45,37,True
BAC_G::Lactococcus,Lactococcus,Bacteria,Genus,22,17,True
BAC_G::Lautropia,Lautropia,Bacteria,Genus,57,41,True
BAC_G::Lawsonella,Lawsonella,Bacteria,Genus,5,5,True
BAC_G::Leeia,Leeia,Bacteria,Genus,4,3,True
BAC_G::Lentimicrobiaceae,Lentimicrobiaceae,Bacteria,Genus,52,37,True
BAC_G::Lentimicrobium,Lentimicrobium,Bacteria,Genus,97,77,True
BAC_G::Leptotrichia,Leptotrichia,Bacteria,Genus,17,11,True
BAC_G::Leuconostoc,Leuconostoc,Bacteria,Genus,6,5,True
BAC_G::LiUU-11-161,LiUU-11-161,Bacteria,Genus,1,1,True
BAC_G::Limnobacter,Limnobacter,Bacteria,Genus,12,4,True
BAC_G::Limnochordaceae,Limnochordaceae,Bacteria,Genus,2,2,True
BAC_G::Limnochordia,Limnochordia,Bacteria,Genus,3,3,True
BAC_G::Longilinea,Longilinea,Bacteria,Genus,27,21,True
BAC_G::Longivirga,Longivirga,Bacteria,Genus,9,7,True
BAC_G::Luteimonas,Luteimonas,Bacteria,Genus,1,1,True
BAC_G::Lutispora,Lutispora,Bacteria,Genus,36,30,True
BAC_G::M55-D21,M55-D21,Bacteria,Genus,12,12,True
BAC_G::MAT-CR-H4-C10,MAT-CR-H4-C10,Bacteria,Genus,2,2,True
BAC_G::MBA03,MBA03,Bacteria,Genus,60,51,True
BAC_G::MM2,MM2,Bacteria,Genus,2,2,True
BAC_G::MVP-15,MVP-15,Bacteria,Genus,55,41,True
BAC_G::Macellibacteroides,Macellibacteroides,Bacteria,Genus,57,43,True
BAC_G::Marinilabiliaceae,Marinilabiliaceae,Bacteria,Genus,7,7,True
BAC_G::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Bacteria,Genus,30,24,True
BAC_G::Mariniphaga,Mariniphaga,Bacteria,Genus,21,15,True
BAC_G::Megasphaera,Megasphaera,Bacteria,Genus,3,2,True
BAC_G::Membranicola,Membranicola,Bacteria,Genus,4,4,True
BAC_G::Mesotoga,Mesotoga,Bacteria,Genus,47,34,True
BAC_G::Methylocella,Methylocella,Bacteria,Genus,1,1,True
BAC_G::Methyloglobulus,Methyloglobulus,Bacteria,Genus,1,1,True
BAC_G::Methyloparacoccus,Methyloparacoccus,Bacteria,Genus,6,4,True
BAC_G::Methylotenera,Methylotenera,Bacteria,Genus,25,15,True
BAC_G::Methyloversatilis,Methyloversatilis,Bacteria,Genus,1,1,True
BAC_G::MgMjR-022,MgMjR-022,Bacteria,Genus,24,23,True
BAC_G::Microbacterium,Microbacterium,Bacteria,Genus,48,38,True
BAC_G::Microvirgula,Microvirgula,Bacteria,Genus,1,1,True
BAC_G::Mogibacterium,Mogibacterium,Bacteria,Genus,1,1,True
BAC_G::Monoglobus,Monoglobus,Bacteria,Genus,12,10,True
BAC_G::Moorella,Moorella,Bacteria,Genus,1,1,True
BAC_G::Moraxellaceae,Moraxellaceae,Bacteria,Genus,2,1,True
BAC_G::Morganella,Morganella,Bacteria,Genus,1,1,True
BAC_G::Mycobacterium,Mycobacterium,Bacteria,Genus,27,21,True
BAC_G::Myroides,Myroides,Bacteria,Genus,1,1,True
BAC_G::NK-L14,NK-L14,Bacteria,Genus,2,2,True
BAC_G::NKB15,NKB15,Bacteria,Genus,6,6,True
BAC_G::Nannocystis,Nannocystis,Bacteria,Genus,1,1,True
BAC_G::Natronincola,Natronincola,Bacteria,Genus,1,1,True
BAC_G::Negativicoccus,Negativicoccus,Bacteria,Genus,3,3,True
BAC_G::Niabella,Niabella,Bacteria,Genus,10,4,True
BAC_G::Nitrosomonas,Nitrosomonas,Bacteria,Genus,14,11,True
BAC_G::Nitrospira,Nitrospira,Bacteria,Genus,15,7,True
BAC_G::Novosphingobium,Novosphingobium,Bacteria,Genus,39,26,True
BAC_G::OLB12,OLB12,Bacteria,Genus,9,9,True
BAC_G::OLB14,OLB14,Bacteria,Genus,14,10,True
BAC_G::OLB8,OLB8,Bacteria,Genus,37,26,True
BAC_G::OM27_clade,OM27_clade,Bacteria,Genus,1,1,True
BAC_G::OPB41,OPB41,Bacteria,Genus,9,7,True
BAC_G::Oligella,Oligella,Bacteria,Genus,5,3,True
BAC_G::Olsenella,Olsenella,Bacteria,Genus,8,7,True
BAC_G::Ornithinibacter,Ornithinibacter,Bacteria,Genus,8,8,True
BAC_G::Oscillospira,Oscillospira,Bacteria,Genus,2,2,True
BAC_G::PB19,PB19,Bacteria,Genus,2,2,True
BAC_G::PBS-18,PBS-18,Bacteria,Genus,4,2,True
BAC_G::PHOS-HE36,PHOS-HE36,Bacteria,Genus,21,15,True
BAC_G::PLTA13,PLTA13,Bacteria,Genus,12,11,True
BAC_G::Paludibacter,Paludibacter,Bacteria,Genus,60,42,True
BAC_G::Paludibaculum,Paludibaculum,Bacteria,Genus,1,1,True
BAC_G::Pantoea,Pantoea,Bacteria,Genus,3,3,True
BAC_G::Papillibacter,Papillibacter,Bacteria,Genus,47,37,True
BAC_G::Parabacteroides,Parabacteroides,Bacteria,Genus,14,11,True
BAC_G::Paracoccus,Paracoccus,Bacteria,Genus,24,18,True
BAC_G::PeH15,PeH15,Bacteria,Genus,8,7,True
BAC_G::PeM15,PeM15,Bacteria,Genus,22,17,True
BAC_G::Pedosphaeraceae,Pedosphaeraceae,Bacteria,Genus,24,15,True
BAC_G::Pelotomaculum,Pelotomaculum,Bacteria,Genus,72,59,True
BAC_G::Peptoclostridium,Peptoclostridium,Bacteria,Genus,3,2,True
BAC_G::Peptoniphilus,Peptoniphilus,Bacteria,Genus,3,3,True
BAC_G::Peptostreptococcus,Peptostreptococcus,Bacteria,Genus,2,2,True
BAC_G::Peredibacter,Peredibacter,Bacteria,Genus,1,1,True
BAC_G::Petrimonas,Petrimonas,Bacteria,Genus,45,36,True
BAC_G::Phaeodactylibacter,Phaeodactylibacter,Bacteria,Genus,4,4,True
BAC_G::Phenylobacterium,Phenylobacterium,Bacteria,Genus,2,1,True
BAC_G::Pir4_lineage,Pir4_lineage,Bacteria,Genus,1,1,True
BAC_G::Pirellula,Pirellula,Bacteria,Genus,10,6,True
BAC_G::Pla3_lineage,Pla3_lineage,Bacteria,Genus,6,5,True
BAC_G::Planctomicrobium,Planctomicrobium,Bacteria,Genus,8,3,True
BAC_G::Planctopirus,Planctopirus,Bacteria,Genus,1,1,True
BAC_G::Prevotella,Prevotella,Bacteria,Genus,46,37,True
BAC_G::Prevotellaceae_UCG-001,Prevotellaceae_UCG-001,Bacteria,Genus,1,1,True
BAC_G::Prevotellaceae_UCG-004,Prevotellaceae_UCG-004,Bacteria,Genus,2,1,True
BAC_G::Propionispira,Propionispira,Bacteria,Genus,2,2,True
BAC_G::Propionivibrio,Propionivibrio,Bacteria,Genus,14,6,True
BAC_G::Proteiniborus,Proteiniborus,Bacteria,Genus,7,6,True
BAC_G::Proteiniphilum,Proteiniphilum,Bacteria,Genus,84,71,True
BAC_G::Proteocatella,Proteocatella,Bacteria,Genus,4,3,True
BAC_G::Proteus,Proteus,Bacteria,Genus,1,1,True
BAC_G::Providencia,Providencia,Bacteria,Genus,2,1,True
BAC_G::Pseudarcobacter,Pseudarcobacter,Bacteria,Genus,6,2,True
BAC_G::Pseudobacteroides,Pseudobacteroides,Bacteria,Genus,7,6,True
BAC_G::Pseudomonas,Pseudomonas,Bacteria,Genus,22,15,True
BAC_G::Pseudoramibacter,Pseudoramibacter,Bacteria,Genus,3,2,True
BAC_G::Pseudoscardovia,Pseudoscardovia,Bacteria,Genus,1,1,True
BAC_G::Pseudoxanthomonas,Pseudoxanthomonas,Bacteria,Genus,3,3,True
BAC_G::Psychrobacter,Psychrobacter,Bacteria,Genus,4,3,True
BAC_G::RBG-13-54-9,RBG-13-54-9,Bacteria,Genus,12,6,True
BAC_G::RBG-16-49-21,RBG-16-49-21,Bacteria,Genus,51,39,True
BAC_G::RBG-16-55-12,RBG-16-55-12,Bacteria,Genus,8,5,True
BAC_G::Raoultibacter,Raoultibacter,Bacteria,Genus,1,1,True
BAC_G::Reyranella,Reyranella,Bacteria,Genus,4,1,True
BAC_G::Rhizobacter,Rhizobacter,Bacteria,Genus,1,1,True
BAC_G::Rhodanobacter,Rhodanobacter,Bacteria,Genus,10,2,True
BAC_G::Rhodobacter,Rhodobacter,Bacteria,Genus,49,41,True
BAC_G::Rhodoferax,Rhodoferax,Bacteria,Genus,4,1,True
BAC_G::Rivicola,Rivicola,Bacteria,Genus,6,4,True
BAC_G::Roseimarinus,Roseimarinus,Bacteria,Genus,16,8,True
BAC_G::Roseomonas,Roseomonas,Bacteria,Genus,3,2,True
BAC_G::Rubellimicrobium,Rubellimicrobium,Bacteria,Genus,1,1,True
BAC_G::Ruminiclostridium,Ruminiclostridium,Bacteria,Genus,45,38,True
