SampleID,Season,substrate_type,HRT_d,T_C,Q_total_Tpy,substrate_avg_pH,substrate_avg_ALK,substrate_avg_VS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_HAc,substrate_avg_HPro,BAC_P::Abditibacteriota,BAC_P::Acetothermia,BAC_P::Acidobacteriota,BAC_P::Actinobacteriota,BAC_P::Armatimonadota,BAC_P::Bacteroidota,BAC_P::Bdellovibrionota,BAC_P::Caldatribacteriota,BAC_P::Caldisericota,BAC_P::Campilobacterota,BAC_P::Chloroflexi,BAC_P::Cloacimonadota,BAC_P::Coprothermobacterota,BAC_P::Cyanobacteria,BAC_P::Deinococcota,BAC_P::Dependentiae,BAC_P::Desulfobacterota,BAC_P::Elusimicrobiota,BAC_P::Fermentibacterota,BAC_P::Fibrobacterota,BAC_P::Firmicutes,BAC_P::Fusobacteriota,BAC_P::Halanaerobiaeota,BAC_P::Marinimicrobia_(SAR406_clade),BAC_P::Patescibacteria,BAC_P::Planctomycetota,BAC_P::Proteobacteria,BAC_P::Spirochaetota,BAC_P::Synergistota,BAC_P::Thermotogota,BAC_P::Verrucomicrobiota,BAC_P::WS1,BAC_P::unidentified,BAC_G::009E01-B-SD-P15,BAC_G::113B434,BAC_G::AAP99,BAC_G::ADurb.Bin063-1,BAC_G::ADurb.Bin120,BAC_G::AKYH767,BAC_G::AUTHM297,BAC_G::Acetobacter,BAC_G::Acetomicrobium,BAC_G::Acetothermiia,BAC_G::Acholeplasma,BAC_G::Acidovorax,BAC_G::Acinetobacter,BAC_G::Actinomyces,BAC_G::Aeriscardovia,BAC_G::Alkaliphilus,BAC_G::Aminicenantales,BAC_G::Aminobacterium,BAC_G::Anaerococcus,BAC_G::Anaerofustis,BAC_G::Anaerostignum,BAC_G::Anaerovorax,BAC_G::Arenimonas,BAC_G::Atopobium,BAC_G::Azospira,BAC_G::BD1-7_clade,BAC_G::BRH-c20a,BAC_G::Babeliales,BAC_G::Bacillus,BAC_G::Bacteroidales_UCG-001,BAC_G::Bacteroides,BAC_G::Bacteroidetes_VC2.1_Bac22,BAC_G::Bacteroidetes_vadinHA17,BAC_G::Bdellovibrio,BAC_G::Bifidobacterium,BAC_G::Butyrivibrio,BAC_G::Caldicoprobacter,BAC_G::Caldisericum,BAC_G::Candidatus_Accumulibacter,BAC_G::Candidatus_Caldatribacterium,BAC_G::Candidatus_Cloacimonas,BAC_G::Candidatus_Competibacter,BAC_G::Candidatus_Omnitrophus,BAC_G::Candidatus_Soleaferrea,BAC_G::Caproiciproducens,BAC_G::Chthonomonadales,BAC_G::Cloacimonadaceae,BAC_G::Clostridia_UCG-014,BAC_G::Clostridium_sensu_stricto_1,BAC_G::Comamonas,BAC_G::Coprothermobacter,BAC_G::D8A-2,BAC_G::DEV114,BAC_G::DMER64,BAC_G::DTU014,BAC_G::Dechloromonas,BAC_G::Defluviitoga,BAC_G::Denitratisoma,BAC_G::Dialister,BAC_G::Dokdonella,BAC_G::Ellin6067,BAC_G::Endomicrobium,BAC_G::Ercella,BAC_G::Exilispira,BAC_G::Fastidiosipila,BAC_G::Fermentibacteraceae,BAC_G::Fermentimonas,BAC_G::Ferruginibacter,BAC_G::Fervidobacterium,BAC_G::Fonticella,BAC_G::Frisingicoccus,BAC_G::Gelria,BAC_G::Gracilibacter,BAC_G::Guggenheimella,BAC_G::HN-HF0106,BAC_G::Hahella,BAC_G::Halocella,BAC_G::Halomonas,BAC_G::Hungateiclostridiaceae,BAC_G::Hydrogenedensaceae,BAC_G::Irregularibacter,BAC_G::Izemoplasmatales,BAC_G::JS1,BAC_G::Kapabacteriales,BAC_G::Keratinibaculum,BAC_G::LD1-PA32,BAC_G::LD1-PB3,BAC_G::LNR_A2-18,BAC_G::Lactobacillus,BAC_G::Lautropia,BAC_G::Lawsonella,BAC_G::Lentimicrobiaceae,BAC_G::Lentimicrobium,BAC_G::Leptotrichia,BAC_G::Leuconostoc,BAC_G::Longilinea,BAC_G::Luteimonas,BAC_G::Lutispora,BAC_G::MBA03,BAC_G::MVP-15,BAC_G::Macellibacteroides,BAC_G::Marinimicrobia_(SAR406_clade),BAC_G::Mariniphaga,BAC_G::Megasphaera,BAC_G::Mesotoga,BAC_G::Methylotenera,BAC_G::MgMjR-022,BAC_G::Myroides,BAC_G::Nitrosomonas,BAC_G::OLB12,BAC_G::OLB8,BAC_G::Olsenella,BAC_G::Oscillospira,BAC_G::PB19,BAC_G::Paludibacter,BAC_G::Pantoea,BAC_G::Paracoccus,BAC_G::Pedosphaeraceae,BAC_G::Pelotomaculum,BAC_G::Petrimonas,BAC_G::Prevotella,BAC_G::Proteiniphilum,BAC_G::Proteocatella,BAC_G::Pseudomonas,BAC_G::Pseudoramibacter,BAC_G::RBG-16-49-21,BAC_G::Raoultibacter,BAC_G::Rhodobacter,BAC_G::Ruminiclostridium,BAC_G::Ruminococcus,BAC_G::SBR1031,BAC_G::SC-I-84,BAC_G::SC103,BAC_G::SJA-15,BAC_G::SJA-28,BAC_G::ST-12K33,BAC_G::Saccharofermentans,BAC_G::Sedimentibacter,BAC_G::Shuttleworthia,BAC_G::Simplicispira,BAC_G::Smithella,BAC_G::Sphaerochaeta,BAC_G::Stenotrophomonas,BAC_G::Sterolibacterium,BAC_G::Streptococcus,BAC_G::Sutterella,BAC_G::Syner-01,BAC_G::Syntrophaceticus,BAC_G::Syntrophobacter,BAC_G::Syntrophococcus,BAC_G::Syntrophomonas,BAC_G::Syntrophorhabdus,BAC_G::Syntrophus,BAC_G::TTA-B1,BAC_G::Tepidimicrobium,BAC_G::Terrimonas,BAC_G::Tetrasphaera,BAC_G::Thauera,BAC_G::Thermoanaerobaculum,BAC_G::Thermomonas,BAC_G::Thermovirga,BAC_G::Thermus,BAC_G::Tissierella,BAC_G::Treponema,BAC_G::Truepera,BAC_G::UCG-010,BAC_G::W27,BAC_G::W5,BAC_G::W5053,BAC_G::WCHB1-02,BAC_G::WCHB1-41,BAC_G::WCHB1-81,BAC_G::Zoogloea,BAC_G::p-251-o5,BAC_G::unidentified,ARC_P::Aenigmarchaeota,ARC_P::Asgardarchaeota,ARC_P::Crenarchaeota,ARC_P::Cryptomycota,ARC_P::Euryarchaeota,ARC_P::Hadarchaeota,ARC_P::Halobacterota,ARC_P::Holozoa,ARC_P::Iainarchaeota,ARC_P::Micrarchaeota,ARC_P::Mollusca,ARC_P::Nanoarchaeota,ARC_P::Thermoplasmatota,ARC_P::Vertebrata,ARC_P::unidentified,ARC_G::Aenigmarchaeales,ARC_G::Bathyarchaeia,ARC_G::Candidatus_Iainarchaeum,ARC_G::Candidatus_Methanofastidiosum,ARC_G::Candidatus_Methanogranum,ARC_G::Candidatus_Methanomethylicus,ARC_G::Candidatus_Methanomethylophilus,ARC_G::Candidatus_Methanoplasma,ARC_G::Candidatus_Nitrocosmicus,ARC_G::Hadarchaeales,ARC_G::LKM11,ARC_G::Lokiarchaeia,ARC_G::Marine_Benthic_Group_D_and_DHVEG-1,ARC_G::Methanimicrococcus,ARC_G::Methanocorpusculum,ARC_G::Methanoculleus,ARC_G::Methanofollis,ARC_G::Methanogenium,ARC_G::Methanolacinia,ARC_G::Methanolinea,ARC_G::Methanolobus,ARC_G::Methanomassiliicoccus,ARC_G::Methanomethylovorans,ARC_G::Methanoregula,ARC_G::Methanosaeta,ARC_G::Methanosarcina,ARC_G::Methanosphaerula,ARC_G::Methanospirillum,ARC_G::Micrarchaeales,ARC_G::Nitrososphaeraceae,ARC_G::Rhinosporideacae,ARC_G::RumEn_M2,ARC_G::SCGC_AAA011-D5,ARC_G::Teleostei,ARC_G::Veneroida,ARC_G::Woesearchaeales,ARC_G::unidentified
1-1,Summer,FW,36.3,38.0,40179.0,4.38,1.642,24.5,346.61,75.4,73.13,69.657,39.25,7.67,4.36,0.3,0.0,0.0,0.0,2.929,0.0,21.441,0.0,0.872,0.0,0.0,0.0,8.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.914,0.0,0.0,0.0,0.0,0.0,0.473,1.949,1.061,0.323,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002,0.0,0.0,2.326,0.0,3.408,0.0,0.0,1.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987,0.0,0.0,0.0,1.394,0.0,0.0,0.0,1.357,0.0,0.0,0.0,0.0,0.0,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.417000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346,1.109,0.0,0.0,8.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.724,0.0,0.0,0.204,0.0,0.159,0.0,95.725,0.0,0.0,0.0,0.0,0.0,1.399,0.0,2.511,0.0,0.204,0.0,0.159,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.99499999999999,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.34,2.239,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.526
2-1,Fall,FW,36.3,38.0,40179.0,4.48,0.0,28.8,58.82,81.8,57.9,47.374,33.75,4.63,3.96,0.32,0.0,0.0,0.0,2.223,0.0,19.316,0.0,1.322,0.0,0.0,0.0,5.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.059,0.0,0.0,0.0,0.0,0.0,4.667,1.338,0.842,0.141,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,1.319,0.0,2.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627,0.0,0.0,1.392,0.0,0.0,1.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496,0.0,0.0,0.0,5.275,0.0,1.144,0.0,0.0,0.0,0.0,0.0,24.842,0.0,0.0,0.0,0.0,0.674,0.0,91.614,0.0,0.0,0.0,0.0,0.0,1.742,0.0,5.971,0.0,0.0,0.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.659,0.0,0.0,0.0,0.0,0.0,1.742,0.183,0.0,0.0,6.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.971
3-1,Winter,FW,36.3,38.0,40179.0,4.86,0.91,17.7,47.78,10.6,30.16,12.47,5.75,0.21,0.2,0.0,0.0,0.0,0.0,2.66,0.0,19.81,0.0,0.223,0.0,0.0,0.0,8.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.363,0.0,0.0,0.0,0.0,0.0,0.451,1.593,0.467,0.105,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.185,0.0,0.0,2.403,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,2.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.905,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008,0.0,0.0,0.0,0.0,0.0,1.512,0.0,0.0,0.0,1.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.797,1.412,0.0,0.0,8.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.773,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.224,0.0,90.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.425,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,1.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.256
4-1,Spring,FW,36.3,38.0,40179.0,4.86,1.21,174.13,60.31,13.4,84.87,10.57,4.45,0.63,0.59,0.0,0.0,0.0,0.0,4.567,0.0,18.526,0.0,2.565,0.0,0.0,0.0,2.703,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0,60.36799999999999,0.0,0.0,0.0,0.0,0.0,8.444,0.469,1.068,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.0,2.579,0.0,0.0,3.458,0.0,1.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.673,0.0,0.0,0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7080000000000001,0.0,0.0,0.0,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.355,0.0,0.0,0.0,0.0,0.063,0.0,99.247,0.0,0.0,0.0,0.0,0.0,0.387,0.0,0.301,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.764,0.0,0.0,0.0,0.283,0.0,0.387,0.0,0.0,0.5650000000000001,41.59,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301
1-2,Summer,1SC/2SC/Fww,28.0,36.5,124985.0,4.241433359819136,,31.43159411129336,44.958518462215466,19.146981637796536,7.811241909029084,14.72916592391087,3.279976797215666,0.9762711525383044,0.5788549025883105,0.169068128175381,0.0,0.0,0.0,0.9410000000000001,0.0,33.63,0.0,0.0,0.0,0.0,1.965,11.439,0.0,0.0,0.0,0.0,3.026,0.0,0.0,0.0,33.759,0.0,0.0,0.0,0.0,0.0,3.836,0.0,2.847,5.744,0.0,0.0,1.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.165999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.076000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.647,1.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9750000000000001,0.0,1.668,0.0,0.0,8.557,0.0,4.765,0.0,0.0,1.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221,0.0,0.0,0.0,0.0,0.0,1.025,1.248,0.0,0.0,0.0,0.0,0.0,0.0,32.081,0.0,0.0,0.193,0.0,9.49,0.0,86.74900000000001,0.0,0.0,0.0,0.0,1.166,0.994,0.0,1.408,0.0,0.193,0.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073,0.0,0.0,0.0,38.497,0.0,0.679,1.352,0.0,40.099,0.057,0.222,5.449,0.0,0.0,0.0,0.0,1.123,0.0,0.0,0.043,1.723
2-2,Fall,MSC/Fww,28.0,36.5,124985.0,4.607741319921299,0.1293477417290074,27.14502356282754,58.79871776613194,19.46071368564228,6.230252830339641,11.85827776933232,4.220537264471736,3.516716085930312,2.761460095211425,0.6052559907188862,0.0,0.0,0.0,1.124,0.0,28.731,0.0,0.0,0.0,0.0,1.208,14.888,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,32.076,0.0,0.0,0.0,0.0,0.0,6.572,0.0,2.139,4.551,0.0,0.0,0.8310000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,6.325,0.0,0.0,1.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.264,0.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927,0.9510000000000001,0.0,0.0,0.0,0.0,0.0,0.658,3.35,1.59,0.0,0.0,0.0,0.0,0.0,30.575,0.0,0.0,0.0,0.0,12.678,0.0,84.20100000000001,0.0,0.0,0.0,0.0,1.789,0.914,0.0,0.418,0.0,0.0,0.0,12.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,34.939,0.0,0.914,3.316,0.0,37.655,0.0,1.776,6.097,0.0,0.0,0.0,0.0,1.789,0.0,0.0,0.0,0.418
3-2,Winter,MSC/Fww,28.0,36.5,124985.0,4.167396795169511,,38.12026059127095,78.12632851942233,12.60670000400048,13.928364363723649,17.767561627395292,4.590455094611354,1.163222146657599,1.0331399767972158,0.1300821698603832,0.0,0.0,0.0,0.0,0.0,20.418,0.0,0.0,0.0,0.0,1.917,22.348,0.0,0.0,0.0,0.0,3.412,0.834,0.0,0.0,32.486,0.0,0.0,0.0,0.0,0.0,4.015,0.0,2.853,6.63,0.9600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.572000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.805,1.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196,0.0,3.118,0.0,5.591,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.071,1.096,0.0,0.0,0.0,0.0,0.0,1.313,6.159,0.0,0.0,0.0,0.0,0.0,0.0,24.957,0.0,0.0,0.607,0.0,12.028,0.0,85.156,0.0,0.0,0.0,0.0,0.663,1.464,0.0,0.083,0.0,0.607,0.0,12.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.036,0.0,1.114,2.061,0.0,37.834,0.0,0.0,10.225,0.0,0.0,0.0,0.0,0.663,0.0,0.0,0.0,0.433
4-2,Spring,MSC/Fww,28.0,36.5,124985.0,4.144186949990515,,31.776919790374848,66.11658767052046,11.306131135736289,19.83080129615553,18.51553410409249,3.1504740568868264,1.8629756370764488,1.178086250350042,0.1924952594311317,0.0,0.0,0.0,2.108,0.0,25.538,0.0,0.0,0.0,0.0,1.003,15.025,0.0,0.0,0.0,0.0,4.018,0.0,0.0,0.0,28.355,0.0,0.0,0.0,0.0,0.0,6.472,0.0,2.741,9.699,0.0,0.0,0.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.523,0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.305,0.0,0.0,3.944,0.0,5.109,0.0,0.0,1.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.379,1.187,0.0,0.0,0.0,0.0,0.0,0.0,7.898,0.0,0.0,0.0,0.0,0.0,0.0,31.462,0.0,0.0,0.163,0.0,8.225,0.0,91.524,0.0,0.0,0.038,0.0,0.049,0.0,0.0,0.0,0.0,0.163,0.0,8.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,37.183,0.0,0.0,0.274,0.0,50.609,0.0,0.0,3.42,0.038,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.017
