Model,MCC_warning_acid_base_balance,AUPR_warning_acid_base_balance,MCC_warning_buffer_capacity,AUPR_warning_buffer_capacity,MCC_warning_acid_accumulation,AUPR_warning_acid_accumulation,MCC_warning_ammonia_toxicity,AUPR_warning_ammonia_toxicity,MCC_warning_biogas_quality,AUPR_warning_biogas_quality,Macro_MCC,Macro_AUPR,AUPR_evaluable_labels,Micro_AUPR
NNET,0.34506002973340105,0.4961926550032357,-0.09429042892502947,0.05069709461203024,-0.03283545516515592,0.032715558716479104,0.3237159383742574,0.41787778663392716,0.25288506223352675,0.3811413454270597,0.15890702925019995,0.2757248880785464,5,0.24113161206105316
GLMNET,0.14248439288811893,0.2932528581502424,-0.01030569887264147,0.07880444010265866,-0.03283545516515592,0.032582110412299095,0.3554272650691778,0.4106624021217459,0.20308550394802924,0.42893178893178896,0.1315712015735057,0.24884671994374702,5,0.21524246368294028
RandomForest,0.0,0.409919191277826,0.0,0.06278120187062493,0.0,0.027872433377020535,0.46262923019925517,0.6388618362790868,0.0,0.05367847230807059,0.09252584603985103,0.23862262702252574,5,0.42750556131880724
SVM,0.2583586382498927,0.42216198850443265,0.48577907366540085,0.37557863512611467,0.0,0.019529642579333158,-0.08459786616109806,0.3022839973528467,0.0,0.07123228623228622,0.13190796915083908,0.2381573099590027,5,0.30173531665079945
KNN,0.305878074058409,0.23879293699501483,-0.058246763437142086,0.07312850407747197,-0.06458176499147496,0.027522935779816515,0.6260187535773305,0.4958859992241996,0.0773548613943271,0.24974515800203875,0.17728463212028994,0.21701510681570832,5,0.21138749856275668
XGBoost,0.2635769166793125,0.2573815863652138,-0.07372813371717205,0.05432389566016614,-0.02830188679245283,0.04025900900900901,0.6283086314772851,0.5841231573143245,-0.02997722595912053,0.05406795730137179,0.15197566033757043,0.19803112113001706,5,0.31078873481010927
