scope,block,feature,taxon,training_top_count,evaluation_top_count
final_training_union,BAC_P,BAC_P::Abditibacteriota,Abditibacteriota,1,0
final_training_union,BAC_P,BAC_P::Acetothermia,Acetothermia,1,5
final_training_union,BAC_P,BAC_P::Acidobacteriota,Acidobacteriota,21,8
final_training_union,BAC_P,BAC_P::Actinobacteriota,Actinobacteriota,67,17
final_training_union,BAC_P,BAC_P::Armatimonadota,Armatimonadota,2,0
final_training_union,BAC_P,BAC_P::Bacteroidota,Bacteroidota,109,29
final_training_union,BAC_P,BAC_P::Bdellovibrionota,Bdellovibrionota,1,0
final_training_union,BAC_P,BAC_P::Caldatribacteriota,Caldatribacteriota,39,9
final_training_union,BAC_P,BAC_P::Caldisericota,Caldisericota,12,4
final_training_union,BAC_P,BAC_P::Campilobacterota,Campilobacterota,2,2
final_training_union,BAC_P,BAC_P::Chloroflexi,Chloroflexi,52,16
final_training_union,BAC_P,BAC_P::Cloacimonadota,Cloacimonadota,107,26
final_training_union,BAC_P,BAC_P::Coprothermobacterota,Coprothermobacterota,7,0
final_training_union,BAC_P,BAC_P::Cyanobacteria,Cyanobacteria,2,0
final_training_union,BAC_P,BAC_P::Deinococcota,Deinococcota,2,1
final_training_union,BAC_P,BAC_P::Dependentiae,Dependentiae,5,2
final_training_union,BAC_P,BAC_P::Desulfobacterota,Desulfobacterota,73,28
final_training_union,BAC_P,BAC_P::Elusimicrobiota,Elusimicrobiota,2,0
final_training_union,BAC_P,BAC_P::Fermentibacterota,Fermentibacterota,8,3
final_training_union,BAC_P,BAC_P::Fibrobacterota,Fibrobacterota,1,0
final_training_union,BAC_P,BAC_P::Firmicutes,Firmicutes,109,29
final_training_union,BAC_P,BAC_P::Fusobacteriota,Fusobacteriota,1,0
final_training_union,BAC_P,BAC_P::Halanaerobiaeota,Halanaerobiaeota,2,0
final_training_union,BAC_P,BAC_P::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),5,1
final_training_union,BAC_P,BAC_P::Patescibacteria,Patescibacteria,15,3
final_training_union,BAC_P,BAC_P::Planctomycetota,Planctomycetota,15,0
final_training_union,BAC_P,BAC_P::Proteobacteria,Proteobacteria,92,27
final_training_union,BAC_P,BAC_P::Spirochaetota,Spirochaetota,91,21
final_training_union,BAC_P,BAC_P::Synergistota,Synergistota,93,20
final_training_union,BAC_P,BAC_P::Thermotogota,Thermotogota,65,12
final_training_union,BAC_P,BAC_P::Verrucomicrobiota,Verrucomicrobiota,70,18
final_training_union,BAC_P,BAC_P::WS1,WS1,2,0
final_training_union,BAC_P,BAC_P::unidentified,unidentified,16,8
final_training_union,BAC_G,BAC_G::009E01-B-SD-P15,009E01-B-SD-P15,14,6
final_training_union,BAC_G,BAC_G::113B434,113B434,1,0
final_training_union,BAC_G,BAC_G::AAP99,AAP99,4,4
final_training_union,BAC_G,BAC_G::ADurb.Bin063-1,ADurb.Bin063-1,6,5
final_training_union,BAC_G,BAC_G::ADurb.Bin120,ADurb.Bin120,3,2
final_training_union,BAC_G,BAC_G::AKYH767,AKYH767,2,1
final_training_union,BAC_G,BAC_G::AUTHM297,AUTHM297,2,0
final_training_union,BAC_G,BAC_G::Acetobacter,Acetobacter,1,0
final_training_union,BAC_G,BAC_G::Acetomicrobium,Acetomicrobium,12,0
final_training_union,BAC_G,BAC_G::Acetothermiia,Acetothermiia,1,8
final_training_union,BAC_G,BAC_G::Acholeplasma,Acholeplasma,35,7
final_training_union,BAC_G,BAC_G::Acidovorax,Acidovorax,3,3
final_training_union,BAC_G,BAC_G::Acinetobacter,Acinetobacter,2,0
final_training_union,BAC_G,BAC_G::Actinomyces,Actinomyces,4,0
final_training_union,BAC_G,BAC_G::Aeriscardovia,Aeriscardovia,1,0
final_training_union,BAC_G,BAC_G::Alkaliphilus,Alkaliphilus,20,1
final_training_union,BAC_G,BAC_G::Aminicenantales,Aminicenantales,9,5
final_training_union,BAC_G,BAC_G::Aminobacterium,Aminobacterium,8,0
final_training_union,BAC_G,BAC_G::Anaerococcus,Anaerococcus,2,0
final_training_union,BAC_G,BAC_G::Anaerofustis,Anaerofustis,3,0
final_training_union,BAC_G,BAC_G::Anaerostignum,Anaerostignum,1,0
final_training_union,BAC_G,BAC_G::Anaerovorax,Anaerovorax,3,0
final_training_union,BAC_G,BAC_G::Arenimonas,Arenimonas,1,0
final_training_union,BAC_G,BAC_G::Atopobium,Atopobium,6,0
final_training_union,BAC_G,BAC_G::Azospira,Azospira,1,0
final_training_union,BAC_G,BAC_G::BD1-7_clade,BD1-7_clade,2,1
final_training_union,BAC_G,BAC_G::BRH-c20a,BRH-c20a,1,0
final_training_union,BAC_G,BAC_G::Babeliales,Babeliales,7,1
final_training_union,BAC_G,BAC_G::Bacillus,Bacillus,2,0
final_training_union,BAC_G,BAC_G::Bacteroidales_UCG-001,Bacteroidales_UCG-001,13,3
final_training_union,BAC_G,BAC_G::Bacteroides,Bacteroides,3,5
final_training_union,BAC_G,BAC_G::Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,5,0
final_training_union,BAC_G,BAC_G::Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,68,23
final_training_union,BAC_G,BAC_G::Bdellovibrio,Bdellovibrio,1,0
final_training_union,BAC_G,BAC_G::Bifidobacterium,Bifidobacterium,2,0
final_training_union,BAC_G,BAC_G::Butyrivibrio,Butyrivibrio,4,0
final_training_union,BAC_G,BAC_G::Caldicoprobacter,Caldicoprobacter,40,4
final_training_union,BAC_G,BAC_G::Caldisericum,Caldisericum,2,5
final_training_union,BAC_G,BAC_G::Candidatus_Accumulibacter,Candidatus_Accumulibacter,5,1
final_training_union,BAC_G,BAC_G::Candidatus_Caldatribacterium,Candidatus_Caldatribacterium,11,0
final_training_union,BAC_G,BAC_G::Candidatus_Cloacimonas,Candidatus_Cloacimonas,62,23
final_training_union,BAC_G,BAC_G::Candidatus_Competibacter,Candidatus_Competibacter,8,4
final_training_union,BAC_G,BAC_G::Candidatus_Omnitrophus,Candidatus_Omnitrophus,1,0
final_training_union,BAC_G,BAC_G::Candidatus_Soleaferrea,Candidatus_Soleaferrea,2,0
final_training_union,BAC_G,BAC_G::Caproiciproducens,Caproiciproducens,3,0
final_training_union,BAC_G,BAC_G::Chthonomonadales,Chthonomonadales,2,0
final_training_union,BAC_G,BAC_G::Cloacimonadaceae,Cloacimonadaceae,2,1
final_training_union,BAC_G,BAC_G::Clostridia_UCG-014,Clostridia_UCG-014,1,3
final_training_union,BAC_G,BAC_G::Clostridium_sensu_stricto_1,Clostridium_sensu_stricto_1,4,0
final_training_union,BAC_G,BAC_G::Comamonas,Comamonas,2,0
final_training_union,BAC_G,BAC_G::Coprothermobacter,Coprothermobacter,8,0
final_training_union,BAC_G,BAC_G::D8A-2,D8A-2,16,1
final_training_union,BAC_G,BAC_G::DEV114,DEV114,1,0
final_training_union,BAC_G,BAC_G::DMER64,DMER64,7,5
final_training_union,BAC_G,BAC_G::DTU014,DTU014,81,15
final_training_union,BAC_G,BAC_G::Dechloromonas,Dechloromonas,28,6
final_training_union,BAC_G,BAC_G::Defluviitoga,Defluviitoga,7,0
final_training_union,BAC_G,BAC_G::Denitratisoma,Denitratisoma,1,0
final_training_union,BAC_G,BAC_G::Dialister,Dialister,2,0
final_training_union,BAC_G,BAC_G::Dokdonella,Dokdonella,6,0
final_training_union,BAC_G,BAC_G::Ellin6067,Ellin6067,1,1
final_training_union,BAC_G,BAC_G::Endomicrobium,Endomicrobium,1,0
final_training_union,BAC_G,BAC_G::Ercella,Ercella,1,0
final_training_union,BAC_G,BAC_G::Exilispira,Exilispira,9,4
final_training_union,BAC_G,BAC_G::Fastidiosipila,Fastidiosipila,55,9
final_training_union,BAC_G,BAC_G::Fermentibacteraceae,Fermentibacteraceae,8,2
final_training_union,BAC_G,BAC_G::Fermentimonas,Fermentimonas,29,6
final_training_union,BAC_G,BAC_G::Ferruginibacter,Ferruginibacter,2,3
final_training_union,BAC_G,BAC_G::Fervidobacterium,Fervidobacterium,2,0
final_training_union,BAC_G,BAC_G::Fonticella,Fonticella,1,0
final_training_union,BAC_G,BAC_G::Frisingicoccus,Frisingicoccus,1,0
final_training_union,BAC_G,BAC_G::Gelria,Gelria,9,0
final_training_union,BAC_G,BAC_G::Gracilibacter,Gracilibacter,1,0
final_training_union,BAC_G,BAC_G::Guggenheimella,Guggenheimella,15,2
final_training_union,BAC_G,BAC_G::HN-HF0106,HN-HF0106,8,0
final_training_union,BAC_G,BAC_G::Hahella,Hahella,1,0
final_training_union,BAC_G,BAC_G::Halocella,Halocella,1,0
final_training_union,BAC_G,BAC_G::Halomonas,Halomonas,1,0
final_training_union,BAC_G,BAC_G::Hungateiclostridiaceae,Hungateiclostridiaceae,1,0
final_training_union,BAC_G,BAC_G::Hydrogenedensaceae,Hydrogenedensaceae,2,0
final_training_union,BAC_G,BAC_G::Irregularibacter,Irregularibacter,2,0
final_training_union,BAC_G,BAC_G::Izemoplasmatales,Izemoplasmatales,8,0
final_training_union,BAC_G,BAC_G::JS1,JS1,7,7
final_training_union,BAC_G,BAC_G::Kapabacteriales,Kapabacteriales,1,0
final_training_union,BAC_G,BAC_G::Keratinibaculum,Keratinibaculum,5,0
final_training_union,BAC_G,BAC_G::LD1-PA32,LD1-PA32,7,2
final_training_union,BAC_G,BAC_G::LD1-PB3,LD1-PB3,4,1
final_training_union,BAC_G,BAC_G::LNR_A2-18,LNR_A2-18,4,1
final_training_union,BAC_G,BAC_G::Lactobacillus,Lactobacillus,8,1
final_training_union,BAC_G,BAC_G::Lautropia,Lautropia,2,0
final_training_union,BAC_G,BAC_G::Lawsonella,Lawsonella,1,0
final_training_union,BAC_G,BAC_G::Lentimicrobiaceae,Lentimicrobiaceae,13,5
final_training_union,BAC_G,BAC_G::Lentimicrobium,Lentimicrobium,23,5
final_training_union,BAC_G,BAC_G::Leptotrichia,Leptotrichia,2,0
final_training_union,BAC_G,BAC_G::Leuconostoc,Leuconostoc,1,0
final_training_union,BAC_G,BAC_G::Longilinea,Longilinea,1,0
final_training_union,BAC_G,BAC_G::Luteimonas,Luteimonas,1,0
final_training_union,BAC_G,BAC_G::Lutispora,Lutispora,5,1
final_training_union,BAC_G,BAC_G::MBA03,MBA03,24,0
final_training_union,BAC_G,BAC_G::MVP-15,MVP-15,4,1
final_training_union,BAC_G,BAC_G::Macellibacteroides,Macellibacteroides,2,2
final_training_union,BAC_G,BAC_G::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),5,1
final_training_union,BAC_G,BAC_G::Mariniphaga,Mariniphaga,2,1
final_training_union,BAC_G,BAC_G::Megasphaera,Megasphaera,1,1
final_training_union,BAC_G,BAC_G::Mesotoga,Mesotoga,22,11
final_training_union,BAC_G,BAC_G::Methylotenera,Methylotenera,7,7
final_training_union,BAC_G,BAC_G::MgMjR-022,MgMjR-022,1,0
final_training_union,BAC_G,BAC_G::Myroides,Myroides,1,0
final_training_union,BAC_G,BAC_G::Nitrosomonas,Nitrosomonas,1,0
final_training_union,BAC_G,BAC_G::OLB12,OLB12,1,0
final_training_union,BAC_G,BAC_G::OLB8,OLB8,5,0
final_training_union,BAC_G,BAC_G::Olsenella,Olsenella,4,0
final_training_union,BAC_G,BAC_G::Oscillospira,Oscillospira,1,0
final_training_union,BAC_G,BAC_G::PB19,PB19,1,0
final_training_union,BAC_G,BAC_G::Paludibacter,Paludibacter,12,5
final_training_union,BAC_G,BAC_G::Pantoea,Pantoea,3,0
final_training_union,BAC_G,BAC_G::Paracoccus,Paracoccus,1,0
final_training_union,BAC_G,BAC_G::Pedosphaeraceae,Pedosphaeraceae,1,0
final_training_union,BAC_G,BAC_G::Pelotomaculum,Pelotomaculum,11,1
final_training_union,BAC_G,BAC_G::Petrimonas,Petrimonas,8,6
final_training_union,BAC_G,BAC_G::Prevotella,Prevotella,9,1
final_training_union,BAC_G,BAC_G::Proteiniphilum,Proteiniphilum,33,2
final_training_union,BAC_G,BAC_G::Proteocatella,Proteocatella,1,0
final_training_union,BAC_G,BAC_G::Pseudomonas,Pseudomonas,4,0
final_training_union,BAC_G,BAC_G::Pseudoramibacter,Pseudoramibacter,1,1
final_training_union,BAC_G,BAC_G::RBG-16-49-21,RBG-16-49-21,4,1
final_training_union,BAC_G,BAC_G::Raoultibacter,Raoultibacter,1,0
final_training_union,BAC_G,BAC_G::Rhodobacter,Rhodobacter,4,0
final_training_union,BAC_G,BAC_G::Ruminiclostridium,Ruminiclostridium,5,1
final_training_union,BAC_G,BAC_G::Ruminococcus,Ruminococcus,7,1
final_training_union,BAC_G,BAC_G::SBR1031,SBR1031,24,9
final_training_union,BAC_G,BAC_G::SC-I-84,SC-I-84,12,5
final_training_union,BAC_G,BAC_G::SC103,SC103,30,6
final_training_union,BAC_G,BAC_G::SJA-15,SJA-15,10,3
final_training_union,BAC_G,BAC_G::SJA-28,SJA-28,8,7
final_training_union,BAC_G,BAC_G::ST-12K33,ST-12K33,52,8
final_training_union,BAC_G,BAC_G::Saccharofermentans,Saccharofermentans,5,4
final_training_union,BAC_G,BAC_G::Sedimentibacter,Sedimentibacter,77,17
final_training_union,BAC_G,BAC_G::Shuttleworthia,Shuttleworthia,1,0
final_training_union,BAC_G,BAC_G::Simplicispira,Simplicispira,4,0
final_training_union,BAC_G,BAC_G::Smithella,Smithella,49,20
final_training_union,BAC_G,BAC_G::Sphaerochaeta,Sphaerochaeta,21,8
final_training_union,BAC_G,BAC_G::Stenotrophomonas,Stenotrophomonas,3,0
final_training_union,BAC_G,BAC_G::Sterolibacterium,Sterolibacterium,1,0
final_training_union,BAC_G,BAC_G::Streptococcus,Streptococcus,6,1
final_training_union,BAC_G,BAC_G::Sutterella,Sutterella,1,0
final_training_union,BAC_G,BAC_G::Syner-01,Syner-01,11,1
final_training_union,BAC_G,BAC_G::Syntrophaceticus,Syntrophaceticus,13,0
final_training_union,BAC_G,BAC_G::Syntrophobacter,Syntrophobacter,1,1
final_training_union,BAC_G,BAC_G::Syntrophococcus,Syntrophococcus,5,0
final_training_union,BAC_G,BAC_G::Syntrophomonas,Syntrophomonas,77,8
final_training_union,BAC_G,BAC_G::Syntrophorhabdus,Syntrophorhabdus,31,12
final_training_union,BAC_G,BAC_G::Syntrophus,Syntrophus,4,2
final_training_union,BAC_G,BAC_G::TTA-B1,TTA-B1,1,0
final_training_union,BAC_G,BAC_G::Tepidimicrobium,Tepidimicrobium,11,0
final_training_union,BAC_G,BAC_G::Terrimonas,Terrimonas,2,0
final_training_union,BAC_G,BAC_G::Tetrasphaera,Tetrasphaera,11,3
final_training_union,BAC_G,BAC_G::Thauera,Thauera,9,4
final_training_union,BAC_G,BAC_G::Thermoanaerobaculum,Thermoanaerobaculum,4,1
final_training_union,BAC_G,BAC_G::Thermomonas,Thermomonas,11,0
final_training_union,BAC_G,BAC_G::Thermovirga,Thermovirga,28,10
final_training_union,BAC_G,BAC_G::Thermus,Thermus,2,0
final_training_union,BAC_G,BAC_G::Tissierella,Tissierella,13,2
final_training_union,BAC_G,BAC_G::Treponema,Treponema,2,0
final_training_union,BAC_G,BAC_G::Truepera,Truepera,1,0
final_training_union,BAC_G,BAC_G::UCG-010,UCG-010,13,1
final_training_union,BAC_G,BAC_G::W27,W27,37,5
final_training_union,BAC_G,BAC_G::W5,W5,27,2
final_training_union,BAC_G,BAC_G::W5053,W5053,9,5
final_training_union,BAC_G,BAC_G::WCHB1-02,WCHB1-02,10,3
final_training_union,BAC_G,BAC_G::WCHB1-41,WCHB1-41,7,1
final_training_union,BAC_G,BAC_G::WCHB1-81,WCHB1-81,1,0
final_training_union,BAC_G,BAC_G::Zoogloea,Zoogloea,2,3
final_training_union,BAC_G,BAC_G::p-251-o5,p-251-o5,2,0
final_training_union,BAC_G,BAC_G::unidentified,unidentified,109,29
final_training_union,ARC_P,ARC_P::Aenigmarchaeota,Aenigmarchaeota,108,29
final_training_union,ARC_P,ARC_P::Asgardarchaeota,Asgardarchaeota,109,29
final_training_union,ARC_P,ARC_P::Crenarchaeota,Crenarchaeota,109,29
final_training_union,ARC_P,ARC_P::Cryptomycota,Cryptomycota,107,29
final_training_union,ARC_P,ARC_P::Euryarchaeota,Euryarchaeota,109,29
final_training_union,ARC_P,ARC_P::Hadarchaeota,Hadarchaeota,93,25
final_training_union,ARC_P,ARC_P::Halobacterota,Halobacterota,109,29
final_training_union,ARC_P,ARC_P::Holozoa,Holozoa,61,14
final_training_union,ARC_P,ARC_P::Iainarchaeota,Iainarchaeota,7,3
final_training_union,ARC_P,ARC_P::Micrarchaeota,Micrarchaeota,20,5
final_training_union,ARC_P,ARC_P::Mollusca,Mollusca,2,0
final_training_union,ARC_P,ARC_P::Nanoarchaeota,Nanoarchaeota,51,16
final_training_union,ARC_P,ARC_P::Thermoplasmatota,Thermoplasmatota,104,28
final_training_union,ARC_P,ARC_P::Vertebrata,Vertebrata,1,0
final_training_union,ARC_P,ARC_P::unidentified,unidentified,100,25
final_training_union,ARC_G,ARC_G::Aenigmarchaeales,Aenigmarchaeales,96,25
final_training_union,ARC_G,ARC_G::Bathyarchaeia,Bathyarchaeia,109,29
final_training_union,ARC_G,ARC_G::Candidatus_Iainarchaeum,Candidatus_Iainarchaeum,88,22
final_training_union,ARC_G,ARC_G::Candidatus_Methanofastidiosum,Candidatus_Methanofastidiosum,108,29
final_training_union,ARC_G,ARC_G::Candidatus_Methanogranum,Candidatus_Methanogranum,86,22
final_training_union,ARC_G,ARC_G::Candidatus_Methanomethylicus,Candidatus_Methanomethylicus,89,22
final_training_union,ARC_G,ARC_G::Candidatus_Methanomethylophilus,Candidatus_Methanomethylophilus,65,14
final_training_union,ARC_G,ARC_G::Candidatus_Methanoplasma,Candidatus_Methanoplasma,73,12
final_training_union,ARC_G,ARC_G::Candidatus_Nitrocosmicus,Candidatus_Nitrocosmicus,51,13
final_training_union,ARC_G,ARC_G::Hadarchaeales,Hadarchaeales,20,5
final_training_union,ARC_G,ARC_G::LKM11,LKM11,11,3
final_training_union,ARC_G,ARC_G::Lokiarchaeia,Lokiarchaeia,8,2
final_training_union,ARC_G,ARC_G::Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1,3,0
final_training_union,ARC_G,ARC_G::Methanimicrococcus,Methanimicrococcus,8,0
final_training_union,ARC_G,ARC_G::Methanocorpusculum,Methanocorpusculum,28,13
final_training_union,ARC_G,ARC_G::Methanoculleus,Methanoculleus,101,18
final_training_union,ARC_G,ARC_G::Methanofollis,Methanofollis,5,1
final_training_union,ARC_G,ARC_G::Methanogenium,Methanogenium,6,3
final_training_union,ARC_G,ARC_G::Methanolacinia,Methanolacinia,1,0
final_training_union,ARC_G,ARC_G::Methanolinea,Methanolinea,83,26
final_training_union,ARC_G,ARC_G::Methanolobus,Methanolobus,1,1
final_training_union,ARC_G,ARC_G::Methanomassiliicoccus,Methanomassiliicoccus,94,20
final_training_union,ARC_G,ARC_G::Methanomethylovorans,Methanomethylovorans,57,23
final_training_union,ARC_G,ARC_G::Methanoregula,Methanoregula,23,13
final_training_union,ARC_G,ARC_G::Methanosaeta,Methanosaeta,103,29
final_training_union,ARC_G,ARC_G::Methanosarcina,Methanosarcina,59,16
final_training_union,ARC_G,ARC_G::Methanosphaerula,Methanosphaerula,50,14
final_training_union,ARC_G,ARC_G::Methanospirillum,Methanospirillum,99,29
final_training_union,ARC_G,ARC_G::Micrarchaeales,Micrarchaeales,17,5
final_training_union,ARC_G,ARC_G::Nitrososphaeraceae,Nitrososphaeraceae,4,0
final_training_union,ARC_G,ARC_G::Rhinosporideacae,Rhinosporideacae,2,0
final_training_union,ARC_G,ARC_G::RumEn_M2,RumEn_M2,24,4
final_training_union,ARC_G,ARC_G::SCGC_AAA011-D5,SCGC_AAA011-D5,46,14
final_training_union,ARC_G,ARC_G::Teleostei,Teleostei,1,0
final_training_union,ARC_G,ARC_G::Veneroida,Veneroida,2,0
final_training_union,ARC_G,ARC_G::Woesearchaeales,Woesearchaeales,15,7
final_training_union,ARC_G,ARC_G::unidentified,unidentified,108,28
cv_1,BAC_P,BAC_P::Abditibacteriota,Abditibacteriota,1,0
cv_1,BAC_P,BAC_P::Acetothermia,Acetothermia,1,0
cv_1,BAC_P,BAC_P::Acidobacteriota,Acidobacteriota,14,7
cv_1,BAC_P,BAC_P::Actinobacteriota,Actinobacteriota,54,13
cv_1,BAC_P,BAC_P::Armatimonadota,Armatimonadota,1,1
cv_1,BAC_P,BAC_P::Bacteroidota,Bacteroidota,85,24
cv_1,BAC_P,BAC_P::Caldatribacteriota,Caldatribacteriota,31,8
cv_1,BAC_P,BAC_P::Caldisericota,Caldisericota,9,3
cv_1,BAC_P,BAC_P::Campilobacterota,Campilobacterota,2,0
cv_1,BAC_P,BAC_P::Chloroflexi,Chloroflexi,37,15
cv_1,BAC_P,BAC_P::Cloacimonadota,Cloacimonadota,84,23
cv_1,BAC_P,BAC_P::Coprothermobacterota,Coprothermobacterota,5,2
cv_1,BAC_P,BAC_P::Cyanobacteria,Cyanobacteria,2,0
cv_1,BAC_P,BAC_P::Deinococcota,Deinococcota,2,0
cv_1,BAC_P,BAC_P::Dependentiae,Dependentiae,5,0
cv_1,BAC_P,BAC_P::Desulfobacterota,Desulfobacterota,54,19
cv_1,BAC_P,BAC_P::Elusimicrobiota,Elusimicrobiota,2,0
cv_1,BAC_P,BAC_P::Fermentibacterota,Fermentibacterota,4,4
cv_1,BAC_P,BAC_P::Fibrobacterota,Fibrobacterota,1,0
cv_1,BAC_P,BAC_P::Firmicutes,Firmicutes,85,24
cv_1,BAC_P,BAC_P::Fusobacteriota,Fusobacteriota,1,0
cv_1,BAC_P,BAC_P::Halanaerobiaeota,Halanaerobiaeota,2,0
cv_1,BAC_P,BAC_P::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),5,0
cv_1,BAC_P,BAC_P::Patescibacteria,Patescibacteria,13,2
cv_1,BAC_P,BAC_P::Planctomycetota,Planctomycetota,13,2
cv_1,BAC_P,BAC_P::Proteobacteria,Proteobacteria,71,21
cv_1,BAC_P,BAC_P::Spirochaetota,Spirochaetota,71,20
cv_1,BAC_P,BAC_P::Synergistota,Synergistota,76,17
cv_1,BAC_P,BAC_P::Thermotogota,Thermotogota,50,15
cv_1,BAC_P,BAC_P::Verrucomicrobiota,Verrucomicrobiota,53,17
cv_1,BAC_P,BAC_P::WS1,WS1,2,0
cv_1,BAC_P,BAC_P::unidentified,unidentified,14,2
cv_1,BAC_G,BAC_G::009E01-B-SD-P15,009E01-B-SD-P15,10,4
cv_1,BAC_G,BAC_G::113B434,113B434,1,0
cv_1,BAC_G,BAC_G::AAP99,AAP99,4,0
cv_1,BAC_G,BAC_G::ADurb.Bin063-1,ADurb.Bin063-1,3,3
cv_1,BAC_G,BAC_G::ADurb.Bin120,ADurb.Bin120,3,0
cv_1,BAC_G,BAC_G::Acetobacter,Acetobacter,1,0
cv_1,BAC_G,BAC_G::Acetomicrobium,Acetomicrobium,12,0
cv_1,BAC_G,BAC_G::Acetothermiia,Acetothermiia,1,0
cv_1,BAC_G,BAC_G::Acholeplasma,Acholeplasma,31,4
cv_1,BAC_G,BAC_G::Acidovorax,Acidovorax,1,2
cv_1,BAC_G,BAC_G::Acinetobacter,Acinetobacter,2,0
cv_1,BAC_G,BAC_G::Actinomyces,Actinomyces,4,0
cv_1,BAC_G,BAC_G::Aeriscardovia,Aeriscardovia,1,0
cv_1,BAC_G,BAC_G::Alkaliphilus,Alkaliphilus,18,2
cv_1,BAC_G,BAC_G::Aminicenantales,Aminicenantales,6,3
cv_1,BAC_G,BAC_G::Aminobacterium,Aminobacterium,7,1
cv_1,BAC_G,BAC_G::Anaerococcus,Anaerococcus,2,0
cv_1,BAC_G,BAC_G::Anaerofustis,Anaerofustis,3,0
cv_1,BAC_G,BAC_G::Anaerostignum,Anaerostignum,1,0
cv_1,BAC_G,BAC_G::Anaerovorax,Anaerovorax,2,1
cv_1,BAC_G,BAC_G::Atopobium,Atopobium,6,0
cv_1,BAC_G,BAC_G::BD1-7_clade,BD1-7_clade,1,1
cv_1,BAC_G,BAC_G::BRH-c20a,BRH-c20a,1,0
cv_1,BAC_G,BAC_G::Babeliales,Babeliales,6,1
cv_1,BAC_G,BAC_G::Bacillus,Bacillus,2,0
cv_1,BAC_G,BAC_G::Bacteroidales_UCG-001,Bacteroidales_UCG-001,9,4
cv_1,BAC_G,BAC_G::Bacteroides,Bacteroides,1,2
cv_1,BAC_G,BAC_G::Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,5,0
cv_1,BAC_G,BAC_G::Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,54,14
cv_1,BAC_G,BAC_G::Bifidobacterium,Bifidobacterium,2,0
cv_1,BAC_G,BAC_G::Butyrivibrio,Butyrivibrio,3,1
cv_1,BAC_G,BAC_G::Caldicoprobacter,Caldicoprobacter,32,8
cv_1,BAC_G,BAC_G::Caldisericum,Caldisericum,2,0
cv_1,BAC_G,BAC_G::Candidatus_Accumulibacter,Candidatus_Accumulibacter,4,1
cv_1,BAC_G,BAC_G::Candidatus_Caldatribacterium,Candidatus_Caldatribacterium,9,2
cv_1,BAC_G,BAC_G::Candidatus_Cloacimonas,Candidatus_Cloacimonas,47,15
cv_1,BAC_G,BAC_G::Candidatus_Competibacter,Candidatus_Competibacter,7,1
cv_1,BAC_G,BAC_G::Candidatus_Omnitrophus,Candidatus_Omnitrophus,1,0
cv_1,BAC_G,BAC_G::Candidatus_Soleaferrea,Candidatus_Soleaferrea,2,0
cv_1,BAC_G,BAC_G::Caproiciproducens,Caproiciproducens,3,0
cv_1,BAC_G,BAC_G::Chthonomonadales,Chthonomonadales,2,0
cv_1,BAC_G,BAC_G::Cloacimonadaceae,Cloacimonadaceae,2,0
cv_1,BAC_G,BAC_G::Clostridia_UCG-014,Clostridia_UCG-014,1,0
cv_1,BAC_G,BAC_G::Clostridium_sensu_stricto_1,Clostridium_sensu_stricto_1,4,0
cv_1,BAC_G,BAC_G::Comamonas,Comamonas,1,1
cv_1,BAC_G,BAC_G::Coprothermobacter,Coprothermobacter,5,3
cv_1,BAC_G,BAC_G::D8A-2,D8A-2,13,3
cv_1,BAC_G,BAC_G::DEV114,DEV114,1,0
cv_1,BAC_G,BAC_G::DMER64,DMER64,7,0
cv_1,BAC_G,BAC_G::DTU014,DTU014,62,19
cv_1,BAC_G,BAC_G::Dechloromonas,Dechloromonas,19,9
cv_1,BAC_G,BAC_G::Defluviitoga,Defluviitoga,6,1
cv_1,BAC_G,BAC_G::Denitratisoma,Denitratisoma,1,0
cv_1,BAC_G,BAC_G::Dialister,Dialister,2,0
cv_1,BAC_G,BAC_G::Dokdonella,Dokdonella,4,2
cv_1,BAC_G,BAC_G::Ellin6067,Ellin6067,1,0
cv_1,BAC_G,BAC_G::Ercella,Ercella,1,0
cv_1,BAC_G,BAC_G::Exilispira,Exilispira,6,3
cv_1,BAC_G,BAC_G::Fastidiosipila,Fastidiosipila,47,8
cv_1,BAC_G,BAC_G::Fermentibacteraceae,Fermentibacteraceae,3,5
cv_1,BAC_G,BAC_G::Fermentimonas,Fermentimonas,23,6
cv_1,BAC_G,BAC_G::Ferruginibacter,Ferruginibacter,2,0
cv_1,BAC_G,BAC_G::Fervidobacterium,Fervidobacterium,2,0
cv_1,BAC_G,BAC_G::Fonticella,Fonticella,1,0
cv_1,BAC_G,BAC_G::Frisingicoccus,Frisingicoccus,1,0
cv_1,BAC_G,BAC_G::Gelria,Gelria,4,5
cv_1,BAC_G,BAC_G::Guggenheimella,Guggenheimella,15,0
cv_1,BAC_G,BAC_G::HN-HF0106,HN-HF0106,5,3
