scope,block,feature,taxon,training_top_count,evaluation_top_count
cv_5,BAC_G,BAC_G::Butyrivibrio,Butyrivibrio,3,1
cv_5,BAC_G,BAC_G::Caldicoprobacter,Caldicoprobacter,28,12
cv_5,BAC_G,BAC_G::Caldisericum,Caldisericum,2,0
cv_5,BAC_G,BAC_G::Candidatus_Accumulibacter,Candidatus_Accumulibacter,5,0
cv_5,BAC_G,BAC_G::Candidatus_Caldatribacterium,Candidatus_Caldatribacterium,9,2
cv_5,BAC_G,BAC_G::Candidatus_Cloacimonas,Candidatus_Cloacimonas,50,12
cv_5,BAC_G,BAC_G::Candidatus_Competibacter,Candidatus_Competibacter,8,0
cv_5,BAC_G,BAC_G::Candidatus_Omnitrophus,Candidatus_Omnitrophus,1,0
cv_5,BAC_G,BAC_G::Candidatus_Soleaferrea,Candidatus_Soleaferrea,1,1
cv_5,BAC_G,BAC_G::Caproiciproducens,Caproiciproducens,3,0
cv_5,BAC_G,BAC_G::Cloacimonadaceae,Cloacimonadaceae,2,0
cv_5,BAC_G,BAC_G::Clostridia_UCG-014,Clostridia_UCG-014,1,0
cv_5,BAC_G,BAC_G::Clostridium_sensu_stricto_1,Clostridium_sensu_stricto_1,2,2
cv_5,BAC_G,BAC_G::Comamonas,Comamonas,2,0
cv_5,BAC_G,BAC_G::Coprothermobacter,Coprothermobacter,7,1
cv_5,BAC_G,BAC_G::D8A-2,D8A-2,14,2
cv_5,BAC_G,BAC_G::DEV114,DEV114,1,0
cv_5,BAC_G,BAC_G::DMER64,DMER64,5,2
cv_5,BAC_G,BAC_G::DTU014,DTU014,65,16
cv_5,BAC_G,BAC_G::Dechloromonas,Dechloromonas,27,1
cv_5,BAC_G,BAC_G::Defluviitoga,Defluviitoga,4,3
cv_5,BAC_G,BAC_G::Denitratisoma,Denitratisoma,1,0
cv_5,BAC_G,BAC_G::Dialister,Dialister,2,0
cv_5,BAC_G,BAC_G::Dokdonella,Dokdonella,4,2
cv_5,BAC_G,BAC_G::Ellin6067,Ellin6067,1,0
cv_5,BAC_G,BAC_G::Endomicrobium,Endomicrobium,1,0
cv_5,BAC_G,BAC_G::Ercella,Ercella,1,0
cv_5,BAC_G,BAC_G::Exilispira,Exilispira,6,3
cv_5,BAC_G,BAC_G::Fastidiosipila,Fastidiosipila,44,11
cv_5,BAC_G,BAC_G::Fermentibacteraceae,Fermentibacteraceae,8,0
cv_5,BAC_G,BAC_G::Fermentimonas,Fermentimonas,19,10
cv_5,BAC_G,BAC_G::Frisingicoccus,Frisingicoccus,1,0
cv_5,BAC_G,BAC_G::Gelria,Gelria,8,1
cv_5,BAC_G,BAC_G::Gracilibacter,Gracilibacter,1,0
cv_5,BAC_G,BAC_G::Guggenheimella,Guggenheimella,9,6
cv_5,BAC_G,BAC_G::HN-HF0106,HN-HF0106,6,2
cv_5,BAC_G,BAC_G::Hahella,Hahella,1,0
cv_5,BAC_G,BAC_G::Halomonas,Halomonas,1,0
cv_5,BAC_G,BAC_G::Hungateiclostridiaceae,Hungateiclostridiaceae,1,0
cv_5,BAC_G,BAC_G::Irregularibacter,Irregularibacter,2,0
cv_5,BAC_G,BAC_G::Izemoplasmatales,Izemoplasmatales,6,2
cv_5,BAC_G,BAC_G::JS1,JS1,4,3
cv_5,BAC_G,BAC_G::Kapabacteriales,Kapabacteriales,1,0
cv_5,BAC_G,BAC_G::Keratinibaculum,Keratinibaculum,5,0
cv_5,BAC_G,BAC_G::LD1-PA32,LD1-PA32,3,4
cv_5,BAC_G,BAC_G::LD1-PB3,LD1-PB3,4,0
cv_5,BAC_G,BAC_G::LNR_A2-18,LNR_A2-18,4,0
cv_5,BAC_G,BAC_G::Lactobacillus,Lactobacillus,6,2
cv_5,BAC_G,BAC_G::Lautropia,Lautropia,2,0
cv_5,BAC_G,BAC_G::Lawsonella,Lawsonella,1,0
cv_5,BAC_G,BAC_G::Lentimicrobiaceae,Lentimicrobiaceae,7,6
cv_5,BAC_G,BAC_G::Lentimicrobium,Lentimicrobium,17,6
cv_5,BAC_G,BAC_G::Leptotrichia,Leptotrichia,2,0
cv_5,BAC_G,BAC_G::Leuconostoc,Leuconostoc,1,0
cv_5,BAC_G,BAC_G::Longilinea,Longilinea,1,0
cv_5,BAC_G,BAC_G::Luteimonas,Luteimonas,1,0
cv_5,BAC_G,BAC_G::Lutispora,Lutispora,5,0
cv_5,BAC_G,BAC_G::MBA03,MBA03,17,7
cv_5,BAC_G,BAC_G::MVP-15,MVP-15,3,1
cv_5,BAC_G,BAC_G::Macellibacteroides,Macellibacteroides,2,0
cv_5,BAC_G,BAC_G::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),5,0
cv_5,BAC_G,BAC_G::Mariniphaga,Mariniphaga,2,0
cv_5,BAC_G,BAC_G::Megasphaera,Megasphaera,1,0
cv_5,BAC_G,BAC_G::Mesotoga,Mesotoga,16,6
cv_5,BAC_G,BAC_G::Methylotenera,Methylotenera,4,3
cv_5,BAC_G,BAC_G::MgMjR-022,MgMjR-022,1,0
cv_5,BAC_G,BAC_G::Myroides,Myroides,1,0
cv_5,BAC_G,BAC_G::Nitrosomonas,Nitrosomonas,1,0
cv_5,BAC_G,BAC_G::OLB12,OLB12,1,0
cv_5,BAC_G,BAC_G::OLB8,OLB8,5,0
cv_5,BAC_G,BAC_G::Olsenella,Olsenella,3,1
cv_5,BAC_G,BAC_G::Oscillospira,Oscillospira,1,0
cv_5,BAC_G,BAC_G::PB19,PB19,1,0
cv_5,BAC_G,BAC_G::Paludibacter,Paludibacter,11,1
cv_5,BAC_G,BAC_G::Pantoea,Pantoea,3,0
cv_5,BAC_G,BAC_G::Pedosphaeraceae,Pedosphaeraceae,1,0
cv_5,BAC_G,BAC_G::Pelotomaculum,Pelotomaculum,8,3
cv_5,BAC_G,BAC_G::Petrimonas,Petrimonas,8,0
cv_5,BAC_G,BAC_G::Prevotella,Prevotella,9,0
cv_5,BAC_G,BAC_G::Proteiniphilum,Proteiniphilum,21,12
cv_5,BAC_G,BAC_G::Proteocatella,Proteocatella,1,0
cv_5,BAC_G,BAC_G::Pseudomonas,Pseudomonas,4,0
cv_5,BAC_G,BAC_G::Pseudoramibacter,Pseudoramibacter,1,0
cv_5,BAC_G,BAC_G::RBG-16-49-21,RBG-16-49-21,4,0
cv_5,BAC_G,BAC_G::Raoultibacter,Raoultibacter,1,0
cv_5,BAC_G,BAC_G::Rhodobacter,Rhodobacter,2,2
cv_5,BAC_G,BAC_G::Ruminiclostridium,Ruminiclostridium,4,1
cv_5,BAC_G,BAC_G::Ruminococcus,Ruminococcus,7,0
cv_5,BAC_G,BAC_G::SBR1031,SBR1031,20,4
cv_5,BAC_G,BAC_G::SC-I-84,SC-I-84,8,4
cv_5,BAC_G,BAC_G::SC103,SC103,22,8
cv_5,BAC_G,BAC_G::SJA-15,SJA-15,8,2
cv_5,BAC_G,BAC_G::SJA-28,SJA-28,6,2
cv_5,BAC_G,BAC_G::ST-12K33,ST-12K33,45,7
cv_5,BAC_G,BAC_G::Saccharofermentans,Saccharofermentans,5,0
cv_5,BAC_G,BAC_G::Sedimentibacter,Sedimentibacter,58,19
cv_5,BAC_G,BAC_G::Simplicispira,Simplicispira,4,0
cv_5,BAC_G,BAC_G::Smithella,Smithella,41,8
cv_5,BAC_G,BAC_G::Sphaerochaeta,Sphaerochaeta,19,2
cv_5,BAC_G,BAC_G::Stenotrophomonas,Stenotrophomonas,3,0
cv_5,BAC_G,BAC_G::Sterolibacterium,Sterolibacterium,1,0
cv_5,BAC_G,BAC_G::Streptococcus,Streptococcus,6,0
cv_5,BAC_G,BAC_G::Sutterella,Sutterella,1,0
cv_5,BAC_G,BAC_G::Syner-01,Syner-01,5,6
cv_5,BAC_G,BAC_G::Syntrophaceticus,Syntrophaceticus,6,7
cv_5,BAC_G,BAC_G::Syntrophobacter,Syntrophobacter,1,0
cv_5,BAC_G,BAC_G::Syntrophococcus,Syntrophococcus,5,0
cv_5,BAC_G,BAC_G::Syntrophomonas,Syntrophomonas,62,15
cv_5,BAC_G,BAC_G::Syntrophorhabdus,Syntrophorhabdus,24,7
cv_5,BAC_G,BAC_G::Syntrophus,Syntrophus,3,1
cv_5,BAC_G,BAC_G::TTA-B1,TTA-B1,1,0
cv_5,BAC_G,BAC_G::Tepidimicrobium,Tepidimicrobium,5,6
cv_5,BAC_G,BAC_G::Terrimonas,Terrimonas,2,0
cv_5,BAC_G,BAC_G::Tetrasphaera,Tetrasphaera,10,1
cv_5,BAC_G,BAC_G::Thauera,Thauera,6,3
cv_5,BAC_G,BAC_G::Thermoanaerobaculum,Thermoanaerobaculum,4,0
cv_5,BAC_G,BAC_G::Thermomonas,Thermomonas,11,0
cv_5,BAC_G,BAC_G::Thermovirga,Thermovirga,26,2
cv_5,BAC_G,BAC_G::Thermus,Thermus,2,0
cv_5,BAC_G,BAC_G::Tissierella,Tissierella,8,5
cv_5,BAC_G,BAC_G::Treponema,Treponema,2,0
cv_5,BAC_G,BAC_G::Truepera,Truepera,1,0
cv_5,BAC_G,BAC_G::UCG-010,UCG-010,13,0
cv_5,BAC_G,BAC_G::W27,W27,28,9
cv_5,BAC_G,BAC_G::W5,W5,20,7
cv_5,BAC_G,BAC_G::W5053,W5053,6,3
cv_5,BAC_G,BAC_G::WCHB1-02,WCHB1-02,7,3
cv_5,BAC_G,BAC_G::WCHB1-41,WCHB1-41,7,0
cv_5,BAC_G,BAC_G::Zoogloea,Zoogloea,1,1
cv_5,BAC_G,BAC_G::p-251-o5,p-251-o5,2,0
cv_5,BAC_G,BAC_G::unidentified,unidentified,86,23
cv_5,ARC_P,ARC_P::Aenigmarchaeota,Aenigmarchaeota,85,23
cv_5,ARC_P,ARC_P::Asgardarchaeota,Asgardarchaeota,86,23
cv_5,ARC_P,ARC_P::Crenarchaeota,Crenarchaeota,86,23
cv_5,ARC_P,ARC_P::Cryptomycota,Cryptomycota,84,23
cv_5,ARC_P,ARC_P::Euryarchaeota,Euryarchaeota,86,23
cv_5,ARC_P,ARC_P::Hadarchaeota,Hadarchaeota,75,18
cv_5,ARC_P,ARC_P::Halobacterota,Halobacterota,86,23
cv_5,ARC_P,ARC_P::Holozoa,Holozoa,46,15
cv_5,ARC_P,ARC_P::Iainarchaeota,Iainarchaeota,6,1
cv_5,ARC_P,ARC_P::Micrarchaeota,Micrarchaeota,15,5
cv_5,ARC_P,ARC_P::Mollusca,Mollusca,2,0
cv_5,ARC_P,ARC_P::Nanoarchaeota,Nanoarchaeota,42,9
cv_5,ARC_P,ARC_P::Thermoplasmatota,Thermoplasmatota,82,22
cv_5,ARC_P,ARC_P::Vertebrata,Vertebrata,1,0
cv_5,ARC_P,ARC_P::unidentified,unidentified,78,22
cv_5,ARC_G,ARC_G::Aenigmarchaeales,Aenigmarchaeales,76,20
cv_5,ARC_G,ARC_G::Bathyarchaeia,Bathyarchaeia,86,23
cv_5,ARC_G,ARC_G::Candidatus_Iainarchaeum,Candidatus_Iainarchaeum,69,19
cv_5,ARC_G,ARC_G::Candidatus_Methanofastidiosum,Candidatus_Methanofastidiosum,85,23
cv_5,ARC_G,ARC_G::Candidatus_Methanogranum,Candidatus_Methanogranum,68,18
cv_5,ARC_G,ARC_G::Candidatus_Methanomethylicus,Candidatus_Methanomethylicus,67,22
cv_5,ARC_G,ARC_G::Candidatus_Methanomethylophilus,Candidatus_Methanomethylophilus,52,13
cv_5,ARC_G,ARC_G::Candidatus_Methanoplasma,Candidatus_Methanoplasma,60,13
cv_5,ARC_G,ARC_G::Candidatus_Nitrocosmicus,Candidatus_Nitrocosmicus,41,10
cv_5,ARC_G,ARC_G::Hadarchaeales,Hadarchaeales,14,6
cv_5,ARC_G,ARC_G::LKM11,LKM11,5,6
cv_5,ARC_G,ARC_G::Lokiarchaeia,Lokiarchaeia,3,5
cv_5,ARC_G,ARC_G::Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1,2,1
cv_5,ARC_G,ARC_G::Methanimicrococcus,Methanimicrococcus,2,6
cv_5,ARC_G,ARC_G::Methanocorpusculum,Methanocorpusculum,25,3
cv_5,ARC_G,ARC_G::Methanoculleus,Methanoculleus,78,23
cv_5,ARC_G,ARC_G::Methanofollis,Methanofollis,5,0
cv_5,ARC_G,ARC_G::Methanogenium,Methanogenium,6,0
cv_5,ARC_G,ARC_G::Methanolacinia,Methanolacinia,1,0
cv_5,ARC_G,ARC_G::Methanolinea,Methanolinea,65,18
cv_5,ARC_G,ARC_G::Methanolobus,Methanolobus,1,0
cv_5,ARC_G,ARC_G::Methanomassiliicoccus,Methanomassiliicoccus,74,20
cv_5,ARC_G,ARC_G::Methanomethylovorans,Methanomethylovorans,44,13
cv_5,ARC_G,ARC_G::Methanoregula,Methanoregula,16,7
cv_5,ARC_G,ARC_G::Methanosaeta,Methanosaeta,83,20
cv_5,ARC_G,ARC_G::Methanosarcina,Methanosarcina,49,10
cv_5,ARC_G,ARC_G::Methanosphaerula,Methanosphaerula,41,9
cv_5,ARC_G,ARC_G::Methanospirillum,Methanospirillum,82,17
cv_5,ARC_G,ARC_G::Micrarchaeales,Micrarchaeales,12,5
cv_5,ARC_G,ARC_G::Nitrososphaeraceae,Nitrososphaeraceae,4,0
cv_5,ARC_G,ARC_G::Rhinosporideacae,Rhinosporideacae,2,0
cv_5,ARC_G,ARC_G::RumEn_M2,RumEn_M2,20,4
cv_5,ARC_G,ARC_G::SCGC_AAA011-D5,SCGC_AAA011-D5,39,7
cv_5,ARC_G,ARC_G::Teleostei,Teleostei,1,0
cv_5,ARC_G,ARC_G::Veneroida,Veneroida,2,0
cv_5,ARC_G,ARC_G::Woesearchaeales,Woesearchaeales,11,4
cv_5,ARC_G,ARC_G::unidentified,unidentified,85,23
