SampleID,BAC_C::ABY1,BAC_C::Acetothermiia,BAC_C::Acidimicrobiia,BAC_C::Acidobacteriae,BAC_C::Actinobacteria,BAC_C::Alphaproteobacteria,BAC_C::Aminicenantia,BAC_C::Anaerolineae,BAC_C::BRH-c20a,BAC_C::Babeliae,BAC_C::Bacilli,BAC_C::Bacteroidia,BAC_C::Bdellovibrionia,BAC_C::Berkelbacteria,BAC_C::Blastocatellia,BAC_C::Brachyspirae,BAC_C::CK-2C2-2,BAC_C::Caldatribacteriia,BAC_C::Caldisericia,BAC_C::Calditrichia,BAC_C::Campylobacteria,BAC_C::Chlamydiae,BAC_C::Chthonomonadetes,BAC_C::Cloacimonadia,BAC_C::Clostridia,BAC_C::Coprothermobacteria,BAC_C::Coriobacteriia,BAC_C::D8A-2,BAC_C::Dadabacteriia,BAC_C::Deinococci,BAC_C::Desulfitobacteriia,BAC_C::Desulfobacteria,BAC_C::Desulfobulbia,BAC_C::Desulfotomaculia,BAC_C::Desulfovibrionia,BAC_C::Desulfuromonadia,BAC_C::Dethiobacteria,BAC_C::Elusimicrobia,BAC_C::Endomicrobia,BAC_C::Fermentibacteria,BAC_C::Fibrobacteria,BAC_C::Fimbriimonadia,BAC_C::Fusobacteriia,BAC_C::Gammaproteobacteria,BAC_C::Gemmatimonadetes,BAC_C::Gracilibacteria,BAC_C::Halanaerobiia,BAC_C::Holophagae,BAC_C::Hydrogenedentia,BAC_C::Hydrothermae,BAC_C::Ignavibacteria,BAC_C::Incertae_Sedis,BAC_C::JS1,BAC_C::KD4-96,BAC_C::Kapabacteria,BAC_C::Kiritimatiellae,BAC_C::LCP-89,BAC_C::Latescibacteria,BAC_C::Latescibacterota,BAC_C::Lentisphaeria,BAC_C::Leptospirae,BAC_C::Limnochordia,BAC_C::MBNT15,BAC_C::MD2902-B12,BAC_C::MVP-15,BAC_C::Marinimicrobia_(SAR406_clade),BAC_C::Microgenomatia,BAC_C::Moorellia,BAC_C::Myxococcia,BAC_C::NB1-j,BAC_C::NKB15,BAC_C::Negativicutes,BAC_C::Nitrospiria,BAC_C::OLB14,BAC_C::OM190,BAC_C::Oligoflexia,BAC_C::Omnitrophia,BAC_C::Parcubacteria,BAC_C::Phycisphaerae,BAC_C::Pla3_lineage,BAC_C::Planctomycetes,BAC_C::Polyangia,BAC_C::RBG-16-55-12,BAC_C::Rubrobacteria,BAC_C::SJA-28,BAC_C::Saccharimonadia,BAC_C::Spirochaetia,BAC_C::Sumerlaeia,BAC_C::Sva0485,BAC_C::Symbiobacteriia,BAC_C::Synergistia,BAC_C::Syntrophia,BAC_C::Syntrophobacteria,BAC_C::Syntrophomonadia,BAC_C::Syntrophorhabdia,BAC_C::TA06,BAC_C::Thermacetogenia,BAC_C::Thermoanaerobacteria,BAC_C::Thermoanaerobaculia,BAC_C::Thermoleophilia,BAC_C::Thermotogae,BAC_C::Thermovenabulia,BAC_C::Vampirivibrionia,BAC_C::Verrucomicrobiae,BAC_C::Vicinamibacteria,BAC_C::WCHB1-81,BAC_C::WPS-2,BAC_C::WS1,BAC_C::WWE3,BAC_C::Zixibacteria,BAC_C::c5LKS83,BAC_C::unidentified,ARC_C::Actinopterygii,ARC_C::Aenigmarchaeia,ARC_C::Bathyarchaeia,ARC_C::Bivalvia,ARC_C::Ichthyosporea,ARC_C::LKM11,ARC_C::Lokiarchaeia,ARC_C::Methanomethylicia,ARC_C::Methanomicrobia,ARC_C::Methanosarcinia,ARC_C::Micrarchaeia,ARC_C::Nanoarchaeia,ARC_C::Nitrososphaeria,ARC_C::Odinarchaeia,ARC_C::Thermococci,ARC_C::Thermoplasmata,ARC_C::unidentified
3-3,0.0,0.0,0.285,0.0,1.514,2.326,0.183,1.102,0.0,0.892,1.133,22.943,0.0,0.0,0.0,0.0,0.0,0.167,0.5990000000000001,0.0,0.0,0.0,0.0,17.619,9.035,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.583,0.0,0.0,0.0,0.0,0.257,0.0,0.0,4.244,0.224,0.0,0.151,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542,0.0,0.0,0.0,0.505,0.0,1.719,0.0,0.0,0.0,8.109,4.887,0.143,0.122,1.483,0.0,0.0,0.0,0.0,0.224,3.502,0.0,0.0,1.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.468,0.0,0.0,0.513,0.0,0.0,0.0,0.0,0.0,32.886,35.8,0.0,0.213,0.0,0.0,24.799,1.011,4.723
4-3,0.0,0.0,0.341,0.0,3.388,3.1,0.0,1.136,0.0,1.089,1.484,24.211,0.0,0.0,0.0,0.0,0.0,0.13,0.462,0.0,0.112,0.0,0.0,10.101,9.348,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.993,0.0,0.0,0.0,0.0,0.17,0.0,0.132,3.824,0.118,0.0,0.0,0.395,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542,0.0,0.0,0.0,0.474,0.226,1.711,0.0,0.0,0.0,6.016,3.091,0.0,1.527,1.027,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.671,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.48,0.0,0.0,0.269,0.0,0.0,0.0,0.0,0.0,48.794,25.068,0.0,0.217,0.0,0.0,24.844,0.395,0.343
1-3b,0.0,0.0,0.366,0.0,1.701,2.307,0.166,2.004,0.0,1.804,0.63,22.688,0.0,0.0,0.0,0.0,0.0,0.147,0.797,0.0,0.0,0.0,0.0,18.009,8.618,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.153,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.637,0.0,0.0,0.0,0.0,0.423,0.0,0.0,4.231,0.182,0.0,0.19,0.262,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058,0.0,0.0,0.0,0.192,0.186,2.035,0.0,0.0,0.0,7.495,5.015,0.11,0.524,1.523,0.0,0.0,0.0,0.172,0.486,2.976,0.0,0.134,1.225,0.0,0.132,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.652,0.0,0.0,0.0,0.0,0.0,34.337,30.503,0.0,0.337,0.0,0.0,30.17,1.207,2.792
1-4,0.0,0.0,0.204,0.0,0.745,1.671,0.194,6.177,0.0,0.0,0.725,26.162,0.0,0.0,0.156,0.379,0.0,0.0,0.5710000000000001,0.0,0.0,0.0,0.0,8.251000000000001,15.119,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.381,0.14,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.592,0.0,0.417,0.0,0.5740000000000001,0.293,0.0,0.257,4.546,0.0,0.0,0.328,0.197,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.5720000000000001,0.0,0.0,0.0,1.105,0.169,4.453,0.0,0.0,0.0,0.77,3.484,0.0,1.66,0.706,0.0,0.0,0.0,0.636,0.0,0.996,0.0,0.0,1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,31.99,38.004,0.0,0.671,0.0,0.0,21.259,5.255,2.242
2-4,0.0,0.0,0.214,0.0,0.432,1.847,0.0,12.11,0.0,0.0,0.783,22.828,0.0,0.0,0.246,0.206,0.0,0.0,0.369,0.0,0.0,0.0,0.109,11.198,18.279,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.562,0.135,0.391,0.0,0.0,0.0,0.0,0.0,0.157,0.0,10.994,0.0,0.0,0.0,0.144,0.0,0.0,0.18,3.468,0.0,0.0,0.201,0.161,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.389,0.0,3.687,0.0,0.0,0.0,0.804,2.469,0.0,1.88,0.605,0.0,0.0,0.0,0.355,0.231,0.831,0.0,0.0,0.246,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.886,44.983,0.0,0.479,0.0,0.0,17.385,4.181,0.0
3-4,0.0,0.0,0.0,0.0,0.74,2.131,0.0,3.439,0.0,0.0,1.462,20.783,0.0,0.0,0.21,0.861,0.0,0.0,0.543,0.0,0.0,0.0,0.256,16.347,18.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.124,0.0,0.0,0.109,0.869,0.0,0.128,0.0,11.619,0.0,0.0,0.0,0.0,0.136,0.0,0.147,3.107,0.0,0.0,0.128,0.307,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0,0.0,0.606,0.0,3.025,0.0,0.0,0.0,1.524,4.069,0.0,0.7909999999999999,0.7749999999999999,0.0,0.0,0.0,0.128,0.0,1.288,0.0,0.0,0.6779999999999999,0.0,0.0,0.0,0.128,0.0,0.0,0.0,1.754,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,38.059,39.199,0.0,0.0,0.0,0.0,19.365,2.922,0.0
4-4,0.0,0.0,0.167,0.0,1.704,1.611,0.231,3.083,0.0,0.0,0.9480000000000001,21.568,0.0,0.0,0.0,0.349,0.0,0.0,0.33,0.0,0.0,0.0,0.296,17.499,16.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.155,0.189,0.0,0.0,0.827,0.296,0.0,0.0,0.0,13.719,0.0,0.0,0.0,0.0,0.235,0.0,0.19,2.404,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.365,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.0,0.0,0.163,0.182,3.505,0.0,0.0,0.0,1.32,3.191,0.0,2.281,0.6559999999999999,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495,0.0,0.0,0.324,0.0,0.0,0.0,0.0,0.0,50.36,23.356,0.164,0.0,0.0,0.0,22.429,3.184,0.136
1-5,0.0,0.0,0.375,0.0,0.88,2.037,0.611,0.743,0.0,0.204,0.489,25.123,0.0,0.0,0.0,0.357,0.0,0.0,0.347,0.0,0.0,1.169,0.0,23.733,10.845,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.111,0.187,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.912,0.0,0.0,0.0,0.0,0.608,0.0,0.111,0.529,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0,0.0,0.505,0.155,3.378,0.0,0.0,0.0,1.915,4.492,0.236,0.5700000000000001,1.309,0.0,0.0,0.0,0.217,0.149,1.221,0.0,0.0,0.5589999999999999,0.0,0.0,0.0,0.216,0.0,0.0,0.0,1.172,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,34.421,28.871,0.573,0.8340000000000001,0.0,0.0,28.474,2.979,3.001
2-5,0.0,0.0,0.528,0.0,1.18,3.425,0.5750000000000001,1.49,0.0,0.141,1.615,25.681,0.0,0.0,0.213,0.369,0.112,0.107,0.471,0.0,0.143,1.329,0.0,11.636,10.173,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.244,0.125,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.578,0.135,0.0,0.0,0.0,0.362,0.0,0.832,0.341,0.0,0.0,0.182,0.57,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.31,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.145,0.205,0.0,0.195,0.0,1.173,0.133,0.0,0.0,1.382,0.463,4.569999999999999,0.0,0.0,0.0,1.223,3.766,0.289,0.273,1.522,0.198,0.0,0.0,0.216,0.224,2.479,0.0,0.0,0.351,0.0,0.239,0.0,0.0,0.0,0.104,0.0,1.527,0.0,0.0,1.281,0.0,0.0,0.0,0.0,1.695,39.2,33.689,1.659,1.87,0.0,0.0,16.19,3.539,0.8750000000000001
3-5,0.0,0.0,0.15,0.0,0.729,2.77,0.158,0.793,0.0,0.0,3.536,24.81,0.0,0.0,0.0,0.0,0.0,0.144,0.3099999999999999,0.0,0.0,1.621,0.0,20.842,11.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.369,0.0,0.0,0.0,0.0,0.404,0.0,0.123,0.364,0.0,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.302,0.0,0.0,0.0,0.251,0.0,2.034,0.0,0.0,0.0,3.897,4.033,0.334,0.193,0.883,0.0,0.0,0.0,0.152,0.185,6.935,0.0,0.0,0.31,0.0,0.0,0.0,0.257,0.0,0.0,0.0,1.023,0.0,0.202,0.65,0.0,0.0,0.0,0.0,0.672,36.51,28.592,1.198,1.388,0.0,0.0,27.607,2.834,0.347
4-5,0.0,0.0,0.265,0.0,1.506,2.689,0.0,1.193,0.0,0.0,2.122,23.989,0.0,0.0,0.0,0.0,0.0,0.138,0.38,0.0,0.0,1.098,0.0,6.262,12.33,0.0,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.146,0.0,0.112,0.0,0.0,0.471,0.0,0.181,0.341,0.141,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.713,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.232,0.0,0.0,0.478,0.0,0.9420000000000001,0.0,0.0,0.0,6.037,3.211,0.351,0.319,0.9530000000000001,0.0,0.0,0.0,0.0,0.145,10.748,0.0,0.0,0.793,0.0,0.0,0.0,0.442,0.0,0.0,0.0,0.761,0.0,0.129,0.582,0.0,0.0,0.0,0.0,0.0,48.583,25.939,0.437,0.0,0.0,0.0,22.945,1.202,0.104
1-6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.497,27.253,0.0,0.0,0.0,0.0,0.0,0.237,0.0,0.0,0.0,0.0,0.0,3.842,33.412,0.0,0.0,0.8170000000000001,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,6.064,0.0,0.0,4.523,0.125,0.0,0.0,0.8939999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.518000000000001,0.696,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,7.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.173,0.0,0.0,0.0,1.087,1.996,0.0,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.379,0.0,0.0,0.0,0.0,0.0,52.74299999999999,17.172,0.111,0.264,0.39,0.0,22.894,1.491,4.547
2-6,0.0,0.0,0.0,0.0,0.638,0.202,0.0,0.27,0.0,0.0,6.48,31.789,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.9410000000000001,31.634,0.0,0.0,0.8669999999999999,0.0,0.0,0.0,0.0,0.221,0.635,0.115,0.0,6.12,0.0,0.0,1.863,0.0,0.0,0.0,1.213,0.0,0.101,0.0,0.0,0.0,0.0,0.0,3.043,0.39,0.0,0.0,0.925,0.0,0.0,0.0,0.204,0.0,6.119999999999999,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.567,1.153,0.0,2.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.161,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,35.873,43.974,0.0,0.0,0.732,0.0,16.611,2.46,0.0
3-6,0.0,0.0,0.0,0.0,0.246,0.0,0.0,0.48,0.0,0.0,1.859,37.754,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,0.0,0.0,0.327,22.289,0.0,0.0,0.8710000000000001,0.0,0.0,0.0,0.0,0.144,0.591,0.0,0.0,8.272,0.0,0.0,4.843,0.0,0.0,0.0,0.5820000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.422,0.416,0.0,0.0,0.965,0.0,0.0,0.0,0.0,0.0,6.627999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.149,0.0,2.875,0.0,0.0,0.0,0.904,1.152,0.0,1.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.0,1.132,0.0,0.0,0.0,0.0,0.0,34.775,30.483,0.0,0.575,0.0,0.0,22.913,3.853,6.218
4-6,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.259,0.0,0.0,1.331,34.538,0.0,0.0,0.0,0.0,0.0,0.715,0.0,0.0,0.0,0.0,0.0,0.452,23.688,0.0,0.0,0.7450000000000001,0.0,0.0,0.0,0.0,0.211,0.645,0.0,0.0,10.315,0.0,0.0,6.461,0.0,0.0,0.0,0.5479999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.335,0.508,0.0,0.0,0.6890000000000001,0.0,0.0,0.0,0.0,0.0,8.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.0,0.0,0.0,0.348,0.404,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.122,0.0,0.0,0.0,0.17,0.0,0.0,0.412,0.0,0.0,0.0,0.0,0.0,48.181,28.162,0.0,0.0,0.137,0.0,22.222,0.488,0.398
1-7,0.0,0.0,0.521,0.0,0.901,2.408,1.126,4.939,0.0,0.117,0.0,29.366,0.0,0.0,0.9119999999999999,3.184,0.0,0.0,3.581,0.0,0.0,0.162,0.167,1.838,3.219,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.0,19.406,0.238,0.0,0.0,1.119,0.264,0.0,0.669,4.258,0.0,0.0,0.229,0.125,0.0,0.0,0.0,0.0,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.14,0.253,0.318,0.0,0.0,0.287,0.0,0.0,0.0,1.528,0.308,0.0,0.0,1.135,0.239,1.381,0.0,0.0,0.0,0.5,5.787,0.291,0.236,1.683,0.187,0.0,0.0,1.03,0.404,0.333,0.0,0.0,0.605,0.123,0.111,0.0,0.0,0.0,0.0,0.0,1.585,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.436,36.269,36.739,0.0,2.73,0.0,0.0,14.823,4.179,4.345
2-7,0.0,0.0,0.474,0.135,0.344,0.977,0.727,2.961,0.0,0.0,0.0,21.873,0.0,0.0,0.365,4.525,0.247,0.167,3.834,0.0,0.0,0.23,0.317,6.957,3.512,0.0,0.48,0.138,0.0,0.0,0.0,0.0,0.204,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,10.044,0.11,0.0,0.0,0.274,0.0,0.0,0.308,4.323,0.0,0.0,0.253,0.123,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.267,0.104,0.0,0.198,1.127,0.0,0.173,0.0,0.521,0.0,0.0,0.0,0.564,0.0,14.91,0.0,0.0,0.0,0.791,5.401,0.227,1.041,1.374,0.127,0.0,0.0,0.935,0.212,0.811,0.0,0.0,2.088,0.0,0.0,0.0,0.0,0.0,0.0,0.101,2.7,0.0,0.0,1.197,0.0,0.0,0.0,0.0,3.099,52.097,12.221,0.0,1.978,0.0,0.0,12.901,15.838,0.6679999999999999
3-7,0.0,0.0,0.232,0.155,0.65,1.547,0.915,4.335,0.0,0.0,0.179,12.375,0.0,0.0,0.425,2.425,0.196,0.242,1.581,0.0,0.0,0.0,0.6759999999999999,18.477,5.66,0.0,0.123,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,8.429,0.0,0.0,0.0,0.179,0.345,0.0,0.35,8.333,0.0,0.0,0.824,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.461,0.0,10.237,0.178,0.0,0.0,0.642,3.994,0.374,0.9710000000000001,1.749,0.0,0.0,0.0,0.227,0.118,2.813,0.0,0.0,3.886,0.0,0.205,0.0,0.157,0.0,0.0,0.152,2.745,0.0,0.0,0.886,0.0,0.0,0.0,0.0,3.828,36.29,33.392,0.0,1.4,0.0,0.0,20.705,2.078,1.421
4-7,0.0,0.0,0.308,0.17,1.251,1.245,0.816,1.89,0.0,0.0,0.0,24.162,0.0,0.0,0.185,0.566,0.0,0.693,0.56,0.0,0.0,0.0,0.202,16.988,12.459,0.0,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.315,0.0,0.0,0.0,0.108,0.505,0.0,0.217,3.328,0.0,0.0,0.802,0.238,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8980000000000001,0.0,0.0,0.0,0.308,0.147,5.032999999999999,0.112,0.0,0.0,1.356,3.448,0.267,1.189,1.89,0.0,0.0,0.0,0.388,0.125,2.789,0.0,0.0,0.492,0.0,0.302,0.0,0.414,0.0,0.0,0.0,0.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.771,33.154,0.0,0.0,0.0,0.0,23.193,0.881,0.0
1-8,0.0,0.0,0.148,0.0,0.359,0.745,0.3700000000000001,9.76,0.0,0.0,0.515,22.525,0.0,0.0,0.33,0.594,0.196,0.17,0.707,0.0,0.0,0.609,0.0,9.119,16.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.138,0.0,5.109,0.0,0.0,0.0,0.249,0.351,0.0,0.13,6.48,0.0,0.0,0.8190000000000001,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.606,0.0,1.324,0.0,0.0,0.0,2.624,7.517,0.308,1.913,1.32,0.0,0.0,0.0,0.206,0.287,3.179,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.139,0.0,0.0,0.533,0.0,0.0,0.0,0.0,0.275,56.38,21.116,0.0,0.163,0.0,0.0,13.683,4.691,3.11
2-8,0.0,0.0,0.0,0.0,0.156,0.167,0.225,18.24,0.0,0.0,1.061,20.184,0.0,0.0,0.117,0.26,0.214,0.101,0.389,0.0,0.0,0.0,0.299,10.937,11.609,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.776,0.0,0.0,0.0,0.0,0.361,0.0,0.0,5.022,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.222,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.136,0.0,12.289,0.0,0.0,0.0,1.192,1.134,0.0,1.298,0.987,0.0,0.0,0.0,0.109,0.128,3.771,0.0,0.0,0.757,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.553,0.0,0.0,0.942,0.0,0.0,0.0,0.0,0.197,56.383,13.896,0.0,0.548,0.0,0.0,16.493,11.266,0.274
3-8,0.0,0.0,0.0,0.0,0.28,0.0,0.0,23.722,0.0,0.0,1.684,18.306,0.0,0.0,0.138,0.224,0.0,0.103,0.7619999999999999,0.0,0.0,0.0,0.456,15.162,10.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.0,0.263,0.0,0.0,0.0,0.0,0.245,0.0,0.0,3.553,0.0,0.0,0.0,0.318,0.168,0.0,0.0,1.753,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.345,0.0,0.0,0.0,0.336,0.198,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.0,0.0,0.0,0.0,0.155,3.562,0.0,0.0,0.0,2.669,2.869,0.0,1.886,0.564,0.0,0.0,0.0,0.0,0.0,5.779,0.0,0.0,0.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.792,29.351,0.0,0.552,0.0,0.0,18.247,3.133,0.925
