Model,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
RandomForest,0.4715128358045391,0.3945887218410125,0.796153551158153
KNN,0.3288673382743747,0.2507879433019752,0.7511313084828961
SVM,0.40282972856170934,0.3266499088960023,0.7502684460806873
NNET,0.3491727361247663,0.2839665346175266,0.758360177941402
XGBoost,0.34727414526816247,0.3340911090307273,0.7603543488265071
GLMNET,0.3928758951586122,0.2938680174498082,0.7806220279183925
