fold,block,feature,training_samples_above_0_1_percent
4,BAC_C,BAC_C::Kiritimatiellae,67
4,BAC_C,BAC_C::LCP-89,0
4,BAC_C,BAC_C::Latescibacteria,0
4,BAC_C,BAC_C::Latescibacterota,0
4,BAC_C,BAC_C::Lentisphaeria,10
4,BAC_C,BAC_C::Leptospirae,39
4,BAC_C,BAC_C::Limnochordia,49
4,BAC_C,BAC_C::MBNT15,0
4,BAC_C,BAC_C::MD2902-B12,0
4,BAC_C,BAC_C::MVP-15,30
4,BAC_C,BAC_C::Marinimicrobia_(SAR406_clade),22
4,BAC_C,BAC_C::Microgenomatia,1
4,BAC_C,BAC_C::Moorellia,4
4,BAC_C,BAC_C::Myxococcia,1
4,BAC_C,BAC_C::NB1-j,0
4,BAC_C,BAC_C::NKB15,4
4,BAC_C,BAC_C::Negativicutes,30
4,BAC_C,BAC_C::Nitrospiria,5
4,BAC_C,BAC_C::OLB14,8
4,BAC_C,BAC_C::OM190,0
4,BAC_C,BAC_C::Oligoflexia,12
4,BAC_C,BAC_C::Omnitrophia,5
4,BAC_C,BAC_C::Parcubacteria,5
4,BAC_C,BAC_C::Phycisphaerae,15
4,BAC_C,BAC_C::Pla3_lineage,4
4,BAC_C,BAC_C::Planctomycetes,48
4,BAC_C,BAC_C::Polyangia,7
4,BAC_C,BAC_C::RBG-16-55-12,5
4,BAC_C,BAC_C::Rubrobacteria,0
4,BAC_C,BAC_C::SJA-28,40
4,BAC_C,BAC_C::Saccharimonadia,23
4,BAC_C,BAC_C::Spirochaetia,81
4,BAC_C,BAC_C::Sumerlaeia,11
4,BAC_C,BAC_C::Sva0485,2
4,BAC_C,BAC_C::Symbiobacteriia,4
4,BAC_C,BAC_C::Synergistia,87
4,BAC_C,BAC_C::Syntrophia,54
4,BAC_C,BAC_C::Syntrophobacteria,26
4,BAC_C,BAC_C::Syntrophomonadia,83
4,BAC_C,BAC_C::Syntrophorhabdia,47
4,BAC_C,BAC_C::TA06,4
4,BAC_C,BAC_C::Thermacetogenia,21
4,BAC_C,BAC_C::Thermoanaerobacteria,7
4,BAC_C,BAC_C::Thermoanaerobaculia,19
4,BAC_C,BAC_C::Thermoleophilia,36
4,BAC_C,BAC_C::Thermotogae,72
