mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__regressor__weights,param_model__regressor__p,param_model__regressor__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.008237218856811524,0.002466658559511517,0.006102657318115235,0.004988998818126024,uniform,1,3,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 3}",-0.46475937242358883,-0.04088349460916267,-0.1717971573541201,-0.13320241406877764,-0.3159223829013335,-0.22531296427139655,0.14893433012571056,18
0.0048672199249267575,6.793123975764832e-05,0.0026780128479003905,0.00012716171532415634,distance,1,3,"{'model__regressor__weights': 'distance', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 3}",-0.4648309878380307,-0.04043236976118755,-0.17184428872341442,-0.12536986142118806,-0.3153737119612739,-0.2235702439410189,0.1499953291376821,17
0.00506281852722168,0.0003633972822938033,0.002386808395385742,0.00013079470279730602,uniform,2,3,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 3}",-0.46811535878880356,-0.03772730221160386,-0.1759708557389972,-0.14889324670926313,-0.29615762022923214,-0.22537287673557999,0.14658441092473912,19
0.004856681823730469,4.3116627305622315e-05,0.003322935104370117,0.001371050931571728,distance,2,3,"{'model__regressor__weights': 'distance', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 3}",-0.4681657041779951,-0.036664688410014586,-0.17592947290108363,-0.15623502103466322,-0.29589911651109846,-0.22657880060697097,0.14611674093492316,20
0.004858827590942383,3.8092872881474106e-05,0.0023405075073242186,1.785269659787552e-05,uniform,1,5,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 5}",-0.45783098683062073,-0.03939458820427999,-0.17216502553925928,-0.10876180570739022,-0.3017320098702141,-0.21597688323035288,0.1486224800039229,12
0.004834699630737305,4.230257832316946e-05,0.0025511741638183593,8.171750801702662e-05,distance,1,5,"{'model__regressor__weights': 'distance', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 5}",-0.45790588317730024,-0.03906815697650482,-0.1721728972383221,-0.10316714702000007,-0.301895522095209,-0.21484192130146723,0.14956385661263077,10
0.004847812652587891,5.080372657958589e-05,0.0022938728332519533,4.48683242652807e-06,uniform,2,5,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 5}",-0.45771633200672274,-0.035227991462775415,-0.1734077409626957,-0.12893964536277358,-0.2998777140160333,-0.21903388476220015,0.14662084349343443,15
0.004887962341308593,5.35725220923486e-05,0.0024566650390625,3.001916201169116e-05,distance,2,5,"{'model__regressor__weights': 'distance', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 5}",-0.458642240942429,-0.03489772773104781,-0.1734553593088853,-0.13013375997113796,-0.29972828538251084,-0.2193714746672022,0.14684000769865746,16
0.005005598068237305,9.881292454796079e-05,0.002350521087646484,7.998081635567301e-06,uniform,1,7,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 7}",-0.4570466685169623,-0.03833810863315186,-0.1678203441828133,-0.10435588198633994,-0.30294698022881245,-0.21410159670961595,0.14966274757903347,7
0.004965782165527344,0.00012904397609875612,0.0024442672729492188,3.716822537138395e-05,distance,1,7,"{'model__regressor__weights': 'distance', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 7}",-0.45712039323046627,-0.038025441636258595,-0.16763440128779208,-0.09981602418199355,-0.30300333512818395,-0.21311991909293887,0.15045267749383787,5
