fold,block,feature,training_samples_above_0_1_percent
1,BAC_F,BAC_F::Candidatus_Shapirobacteria,0
1,BAC_F,BAC_F::Carnobacteriaceae,14
1,BAC_F,BAC_F::Caulobacteraceae,1
1,BAC_F,BAC_F::Chitinimonadaceae,0
1,BAC_F,BAC_F::Chitinophagaceae,36
1,BAC_F,BAC_F::Christensenellaceae,81
1,BAC_F,BAC_F::Chromobacteriaceae,1
1,BAC_F,BAC_F::Chthoniobacteraceae,0
1,BAC_F,BAC_F::Chthonomonadales,7
1,BAC_F,BAC_F::Cloacimonadaceae,60
1,BAC_F,BAC_F::Cloacimonadales,1
1,BAC_F,BAC_F::Clostridia_UCG-014,9
1,BAC_F,BAC_F::Clostridiaceae,18
1,BAC_F,BAC_F::Comamonadaceae,63
1,BAC_F,BAC_F::Competibacteraceae,29
1,BAC_F,BAC_F::Coprothermobacteraceae,5
1,BAC_F,BAC_F::Coriobacteriales_Incertae_Sedis,1
1,BAC_F,BAC_F::Corynebacteriaceae,5
1,BAC_F,BAC_F::Crocinitomicaceae,0
1,BAC_F,BAC_F::D8A-2,70
1,BAC_F,BAC_F::DEV007,2
1,BAC_F,BAC_F::DS-100,13
1,BAC_F,BAC_F::DTU014,82
1,BAC_F,BAC_F::Dadabacteriales,0
1,BAC_F,BAC_F::Defluviicoccaceae,5
1,BAC_F,BAC_F::Defluviitaleaceae,9
1,BAC_F,BAC_F::Deinococcaceae,0
1,BAC_F,BAC_F::Dermatophilaceae,1
1,BAC_F,BAC_F::Desulfitibacteraceae,6
1,BAC_F,BAC_F::Desulfobacteraceae,0
1,BAC_F,BAC_F::Desulfobulbaceae,21
1,BAC_F,BAC_F::Desulfocapsaceae,0
1,BAC_F,BAC_F::Desulfomicrobiaceae,22
1,BAC_F,BAC_F::Desulforegulaceae,0
1,BAC_F,BAC_F::Desulfosarcinaceae,0
1,BAC_F,BAC_F::Desulfotomaculales,53
1,BAC_F,BAC_F::Desulfovibrionaceae,7
1,BAC_F,BAC_F::Desulfuromonadaceae,0
1,BAC_F,BAC_F::Dethiobacteraceae,34
1,BAC_F,BAC_F::Devosiaceae,10
1,BAC_F,BAC_F::Dietziaceae,1
1,BAC_F,BAC_F::Diplorickettsiaceae,1
1,BAC_F,BAC_F::Dongiaceae,1
1,BAC_F,BAC_F::Dysgonomonadaceae,79
1,BAC_F,BAC_F::Eggerthellaceae,1
1,BAC_F,BAC_F::Elsteraceae,0
1,BAC_F,BAC_F::Endomicrobiaceae,5
1,BAC_F,BAC_F::Enterobacteriaceae,12
