SampleID,bc22acbc6a8407cc340e8bb6c6842074,7f90457e0b5af1edd82418cb3c9089b4,1a8e3305231911ff8307602f1d620be0,4194fdb699f4d5c9620e1e7cfb8b009b,fc0651422f017372960928f220b834d7,7029dd7b1fe970d81fbff18315097ae2,d2eae9eee73c95835ab2e47bc463c38e,381cc4167053f528de8e10567d4a509e,8995879a30350364c8d6147a828733ee,de0cc0fb4800458938f4508ae73d22a4,a4b21ca3dc01eada0962e57c2fded727,9b62d6c84b96aa64eaeff3b764d77da1,a2ff073fb23039e822fba8a653a34527,b980bbc29499a5ae07b6c0afaccc728a,d43d3c9dc33aa66b585a098fc7709276,88fa6e2c26361b8b7ca8a72ae1ed781f,19d2984a92774f1291ebc1812f80368c,29605d99f5fbd1bb2e4a490a00b4d349,87078040a976e7ceb82734c0713fd4e2,52856184ae551af1f787a0e2cabeb489,02bc9f1c8263ce565cfa8174b56af2de,5cb290154506065751d3f3dcb3bd6e49,7fb850c5cd377da752f7b081daed5032,39003a99b6f7d9f46b1d35054fb105a4,ff2ddcb0273425f900af1f8d1b4d90a8,5b100fa0f8a80a2787b1ce75da347c96,783749c187ad3cb6e60ccecdd73fd8ef,9d23b3373cdd04079b0a346a91fddab8,58de505db56b2250b12c7cd7ec5bfa50,1050f5391c721945e2d13b52590863c8,d939e81b4199d074f14d7056eaa88d14,c83d66ff9b2828b3f564019f4b9c54a4,9a4d00f3f8a14dc8f2ff7fabf04f6ebb,98eadfe35eb7a1fc42331d68785b272e,925f2beecb4475f754479219e21c2da2,6d34ed1cd41fa02613b0316716db2dfd,25f31a7f3499828c16d4648976563910,02fa96f8e560df1558be520ea8974c36,52e86b2d78a48335b0ca8ebd5a0a8e33,12041ed58f0b14a5efb2687b72fc5883,f564537bd84fc6fc7664934190ec6824,ca8d0a8123dfcdaed30eb0c534b00db9,023699ea1718b4d160d27803ec78b3b8,e5f52b2c18e6f178fcc24bed0ff62f5b,a6cdde7256831dcfab80f676aa3f4af1,c4a2579e95fee657cb355e865aa027af,457c4253db2b49c51b3eee5a91a8c3e2,a875c453fc275b8f21ef13228c53d599,42a47c900cdc49f94a53eed8c41f0e26,3b768ad6b26d688837b3511e5d2316d2,eb0898e38a817c5648a19a5e3db2c1be,327914bbcbfe425fb2d5caaf9d8688a1,d7c555c6a185de9a0a44e98fb0be730d,ebb611e11f12869b1c6a129b7874f35c,5a72697a45f01e085759fa49e855d45e,55b24a137213d3162da4cfe59b919eb1,db32f914db89e6f6b0fe7d66afc46ba1,314b1f98dcfc0e5d25ba5e55d8b6ee76,aa2edf44a5b107222a97023841eea577,286ed5db3cf03aacbcee204d7d08e47a,abb98aa85e9528ef54e3078ff40ac726,ed701a469132c0a7dd6f90e9c705bdd0,c17275cccc27dc9a4ab351a310c063c8,7d08e012440864f4bdcbe45b245d6018,50a53e82bd7a1073e097d99b1c09ea4d,3aeb85bc05fe3a36283129a1ffeabb08,fe290f48286b86b1ae833009c9bf64a2,f96d60fc409a6ea2fa0d7f4982a9074a,7f9baea74fd8c885613b0289b667b7ef,cc5fece67be5e3c11717192e70c80cda,808302d4e71aa7321e30e37e3c206b34,6a00550a934a2665f470eeec33616366,4640abb4e57a2e5406a094ea8c767b29,Group
1-33,0.0014416553595658073,0.0,0.0028833107191316145,0.005045793758480325,0.0,0.23414179104477612,0.013441316146540027,0.0005512211668928087,0.0007208276797829036,0.0005936227951153324,0.0,0.0,0.015179782903663501,0.0,0.00042401628222523747,0.006021031207598372,0.002544097693351425,0.0,0.0016536635006784261,0.0027137042062415195,0.0219640434192673,0.007165875169606513,0.016451831750339214,0.0006784260515603799,8.480325644504748e-05,0.0022048846675712347,0.01030359565807327,0.00033921302578018993,0.005809023066485753,0.02968113975576662,0.0,0.11804613297150611,0.0017384667571234734,0.0,0.0,0.002671302578018996,0.0,0.0,0.0,0.009752374491180462,0.0,0.0,0.11359396200814112,0.0,0.0016960651289009499,0.006445047489823609,0.0,0.2743809362279512,0.0,0.011066824966078697,0.006741858887381275,0.014882971506105834,0.018529511533242875,0.001484056987788331,0.0004664179104477612,0.0012720488466757124,0.00042401628222523747,0.0,0.005597014925373134,0.0011024423337856173,0.001992876526458616,0.0007632293080054274,0.007717096336499321,0.003095318860244233,0.0,0.0,0.004367367706919946,0.004240162822252374,0.0,0.0,0.00016960651289009497,0.0055546132971506105,0.00016960651289009497,Normal
1-34,0.0,0.0031049385306088197,0.0,0.002181848697184576,0.0014685520077203876,0.0,0.0,0.0,0.15646372676540932,0.0006713380606721772,0.003272773045776864,0.0,0.07909201527294088,0.0,0.0,0.0015524692653044098,0.001090924348592288,0.0,0.1398061511349809,0.0,0.07833675995468468,0.007174925523433894,0.0,0.0,0.000545462174296144,0.0,0.0031468971594008307,0.0,0.0022657659547685983,0.0,0.0,0.0,0.0,0.0,0.0015524692653044098,0.0,0.0,0.0028112281290647422,0.0,0.0,0.0,0.0031888557881928417,0.0,0.0,0.10762388285150841,0.0026433936138966978,0.0037343179624889857,0.2646750304200059,0.0,0.0,0.001720303780472454,0.0,0.0,0.0,0.003986069735241052,0.0,0.0,0.0031468971594008307,0.0,0.0,0.11488272563252633,0.0,0.0024336004699366423,0.0006713380606721772,0.0006293794318801662,0.0,0.0,0.006125959803633617,0.0,0.0,0.0,0.0,0.0,Normal
1-3b,0.0,0.0,0.00020327957717847947,0.002236075348963274,0.0036590323892126304,0.0,0.0,0.0004404390838867055,0.0,0.001050277815422144,0.0,0.0,0.012400054207887248,0.0,0.0,0.0034218728825044045,0.0018972760536658084,0.0,0.13894159100149073,0.001456836969779103,0.23377151375525138,0.0,0.006064507385824637,0.0025409947147309936,0.0004743190134164521,0.010265618647513214,0.006098387315354384,0.0001355197181189863,0.0030153137281474455,0.0,0.0,0.0912047702940778,0.0,0.0,0.004370510909337309,0.0,0.0007114785201246781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019311559831955549,0.0034896327415638974,0.003930071825450603,0.044823146767854725,0.09333920585445182,0.007555224285133487,0.0032185933053259248,0.001118037674481637,0.0,0.002303835208022767,0.0006775985905949315,0.0,0.0,0.0,0.0,0.0,0.2963477435966933,0.00037267922482721235,0.002913673939558206,0.01070605773139992,0.0,0.0,0.002303835208022767,0.0,0.0,0.0,0.0,0.0,0.0006098387315354384,Normal
1-4,0.006975789905621666,0.0,0.0051292572835453425,0.001436192039392696,0.006873204759950759,0.006462864177267132,0.000718096019696348,0.002872384078785392,0.0,0.0,0.0,0.0,0.0,0.0,0.0005129257283545343,0.0016413623307345096,0.0,0.0,0.0016413623307345096,0.012412802626179728,0.004308576118178088,0.01302831350020517,0.0038982355354944603,0.0010258514567090685,0.0,0.007899056216659827,0.006975789905621666,0.0012310217480508822,0.0,0.0,0.0,0.039905621665982764,0.0,0.0008206811653672548,0.0016413623307345096,0.0,0.0,0.0,0.0,0.05713992613869512,0.0002051702913418137,0.0,0.0,0.0038982355354944603,0.003385309807139926,0.003487894952810833,0.0,0.3415059499384489,0.0,0.03354534263438654,0.003487894952810833,0.08268362741075093,0.017439474764054164,0.004103405826836274,0.0,0.0005129257283545343,0.00030775543701272055,0.0002051702913418137,0.03457119409109561,0.0036930652441526466,0.21789084940500617,0.006360279031596225,0.0025646286417726713,0.02379975379565039,0.0,0.0,0.020106688551497744,0.01138695116947066,0.0,0.0,0.0,0.0,0.00030775543701272055,Normal
1-5,0.003321678321678322,0.0,0.010168997668997669,0.0020104895104895103,0.008682983682983684,0.12596153846153846,0.0002331002331002331,0.0013694638694638694,0.0008158508158508159,0.0009615384615384616,0.0,0.0,0.005361305361305362,0.0012529137529137529,0.0,0.002738927738927739,0.002097902097902098,0.0,0.01722027972027972,0.01046037296037296,0.03665501165501166,0.00474941724941725,0.007167832167832168,0.0006993006993006993,2.9137529137529138e-05,0.004020979020979021,0.00608974358974359,0.002127039627039627,0.0023892773892773894,0.004079254079254079,0.004516317016317016,0.011305361305361306,0.0,0.0,0.0,0.01078088578088578,0.014568764568764568,0.0,0.0,0.01113053613053613,0.00017482517482517483,0.0,0.002534965034965035,0.0,0.001048951048951049,0.004312354312354313,0.0,0.231002331002331,0.0,0.018648018648018648,0.0030885780885780887,0.047494172494172496,0.012062937062937063,0.0020396270396270395,0.0009324009324009324,0.0012529137529137529,0.0,0.0,0.003350815850815851,0.002127039627039627,0.2812645687645688,0.02365967365967366,0.003933566433566434,0.007721445221445221,0.0,0.0,0.02301864801864802,0.0039044289044289043,0.011305361305361306,0.0,0.0,0.00034965034965034965,0.0018065268065268066,Normal
1-7,0.111569468036345,0.0,0.0024805198306775593,0.0034511580252905173,0.0,0.06805252231119739,0.000323546064870986,0.0018603898730081695,0.0,0.000485319097306479,0.0,0.0,0.17102105745638868,0.0033433093370001886,0.00045835692523389686,0.004529644908193804,0.0026692550351856345,0.0,0.0,0.004071287982959907,8.08865162177465e-05,0.006605732157782631,0.003208498476637278,0.000970638194612958,0.0,0.003424195853217935,0.00808865162177465,0.004448758391976057,0.004071287982959907,0.06427781822103588,0.0011054490549758688,0.023834560112162635,0.0,5.392434414516433e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.392434414516433e-05,0.0,0.009059289816387608,0.00010784868829032866,0.0,0.004961039661355119,0.0,0.22642832106554503,0.0,0.03456550459705034,0.005662056135242255,0.027797999406832214,0.004340909703685729,0.0018873520450807518,0.0010784868829032868,0.010784868829032866,0.00010784868829032866,0.0,0.0,0.019250990859823666,0.11375340397422416,0.0028579902396937097,0.005742942651460001,0.0,0.0,0.0,0.0077111812127585,0.004907115317209955,0.019331877376041414,0.0,0.0,0.005122812693790612,0.0,Normal
1-8,0.010349351343472134,0.0,0.005733443467275642,0.0019678344103785045,0.001093241339099169,0.20482483844322433,0.0003887080316797046,0.0014576551187988921,0.0004615907876196492,0.0005101792915796123,0.0,0.0,0.005879208979155532,0.0,0.0002915310237597784,0.002307953938098246,0.0016034206306787815,0.0,0.004470142364316603,0.001676303386618726,0.0005344735435595938,0.006340799766775181,0.005806326223215587,0.0002915310237597784,0.0,0.001311889606919003,0.005806326223215587,0.002623779213838006,0.002672367717797969,0.0398668674991497,0.003352606773237452,0.015766969535008016,0.0,9.717700791992614e-05,0.0,0.008988873232593168,0.002137894174238375,2.4294251979981536e-05,0.0,0.06311646664399204,9.717700791992614e-05,0.0022350711821583014,0.00791992614547398,0.0006559448034595015,0.0006316505514795199,0.004445848112336621,0.0,0.19714785481755018,0.0,0.043073708760507264,0.0035469607890773044,0.13675234439531606,0.009280404256352947,0.001311889606919003,0.00043729653563966765,0.005150381419756086,0.0008988873232593169,0.0,0.02754968174529906,0.005198969923716048,0.11097614304455566,0.002478013701958117,0.0037899033088771195,0.0,0.0,0.0,0.02609202662650017,0.004372965356396676,0.00036441377969972303,0.0,0.0,0.002988192993537729,0.0008502988192993538,Normal
1-9,0.0,0.022981323335416234,0.0,0.004721238630840797,0.0,0.0006248698187877526,0.0,0.0,0.3281260848434354,0.0,0.0,0.0,0.0,0.0,0.0,0.0047906686107061025,0.0037492189127265154,0.0,0.001319169617440811,0.0,0.0,0.0,0.0,0.0,0.034506699993057,0.0,0.010136777060334652,0.0,0.004443518711379574,0.0,0.002221759355689787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036797889328612095,0.007498437825453031,0.0,0.003540928973130598,0.0,0.0,0.006873568006665278,0.0,0.0,0.012566826355620358,0.0032632090536693745,0.0,0.0,0.0,0.0,0.0,0.0022911893355550927,0.0,0.007776157744914254,0.0,0.5329445254460876,0.0,0.0019440394362285635,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-1,0.0,0.020016142050040354,0.0,0.0,0.0,0.0,0.0,0.0,0.01549636803874092,0.0,0.0,0.0,0.0,0.0,0.0,0.0037126715092816787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010976594027441486,0.0,0.009846650524616626,0.0,0.0,0.0,0.0,0.0,0.0778046811945117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020984665052461663,0.0,0.0,0.0,0.005004035512510089,0.0,0.0,0.0,0.0,0.005972558514931396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00774818401937046,0.0,0.0,0.0,0.8413236481033092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-10,0.033037872683319904,0.0,0.0069836153639538006,0.0028203062046736503,0.0,0.0059092130002686,0.0,0.0018802041364491002,0.0,0.0,0.0,0.0,0.0,0.035052377115229655,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.007117915659414451,0.0,0.0,0.0,0.0,0.0,0.004834810636583401,0.0,0.0,0.0,0.0,0.0,0.0036261079774375505,0.0,0.0,0.0056406124093473006,0.0,0.0,0.06728444802578566,0.00040290088638195,0.0,0.0,0.027262959978511952,0.0,0.0,0.0,0.23233951114692453,0.0,0.0397528874563524,0.0,0.06647864625302176,0.0,0.0032232070910556,0.0,0.0012087026591458502,0.0005372011818426001,0.0,0.015041633091592801,0.0102068224550094,0.39484286865431106,0.005237711522965351,0.00416330915928015,0.0,0.0,0.0,0.010072522159548751,0.0,0.008192318023099651,0.0,0.0,0.0,0.0,Normal
2-11,0.0,0.0,0.006136475208640157,0.0,0.0,0.057928325969563085,0.0,0.0004909180166912126,0.0,0.0,0.0,0.0,0.0,0.14212076583210603,0.007609229258713795,0.001718213058419244,0.0,0.0,0.0,0.021845851742758958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004172803141875307,0.0,0.0,0.06701030927835051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625920471281296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37628865979381443,0.0,0.03559155621011291,0.0,0.12911143838978892,0.015463917525773196,0.0,0.0,0.0022091310751104565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06971035837015219,0.0,Normal
2-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008473454256586787,0.0,0.0,0.0,0.0,0.02184562425526281,0.10989010989010989,0.0,0.0,0.0,0.0006619886137958427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01628491989937773,0.0,0.0,0.0,0.0,0.0,0.0,0.7812789620018535,0.001985965841387528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004236727128293393,0.0,0.0,0.026082351383556204,0.0,0.0,0.0018535681186283596,0.0,0.0,0.0,0.0,0.0,0.0022507612869058654,0.0,0.0,0.009400238315900967,0.015755329008341055,0.0,0.0,Normal
2-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031204992798847817,0.0,0.0,0.0,0.1526644263082093,0.0,0.0,0.0,0.0,0.0,0.3742198751800288,0.0,0.0,0.0,0.010801728276524244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07609217474795968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016562650024003842,0.0,0.0,0.13658185309649543,0.0,0.015362457993278924,0.0,0.0,0.0,0.002400384061449832,0.0,0.0,0.011041766682669226,0.0,0.0,0.0,0.0,0.0,0.0,0.1941910705712914,0.0,0.0,0.0,0.0,0.0,0.00528084493518963,0.0,0.0,0.0,0.0016802688430148825,0.0,0.0,Normal
2-14,0.0,0.06305187637969095,0.0,0.003863134657836645,0.0,0.0,0.0,0.0,0.6887417218543046,0.0,0.12072295805739515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03380242825607064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030353200883002206,0.0,0.006760485651214128,0.0,0.08002207505518764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-17,0.0,0.0,0.0,0.0027296082209377005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008349389852280027,0.0,0.0,0.0,0.0,0.0,0.0,0.22382787411689145,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.036127167630057806,0.00674373795761079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008349389852280027,0.0,0.0,0.0,0.0,0.0,0.0,0.3209698137443802,0.005138086062941554,0.00947334617854849,0.08060372511239564,0.0,0.0020873474630700066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010597302504816955,0.0,0.0,0.2591522157996146,0.0,0.0024084778420038534,0.0,0.0,0.0,0.00449582530507386,0.0006422607578676942,0.0,0.0072254335260115606,0.008188824662813102,0.0,0.0,Normal
2-18,0.0,0.0,0.01247800351943689,0.005279155335146377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004799232122860342,0.003199488081906895,0.0,0.11470164773636218,0.003839385698288274,0.0,0.015357542793153095,0.030235162374020158,0.0,0.005599104143337066,0.07278835386338185,0.009598464245720684,0.004319308910574308,0.005599104143337066,0.0,0.0,0.0,0.0,0.0,0.0,0.08926571748520237,0.0033594624860022394,0.0,0.0,0.05039193729003359,0.0,0.0,0.0,0.0,0.0,0.0060790273556231,0.0,0.3642617181251,0.0,0.0167973124300112,0.007678771396576548,0.020156774916013438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05199168133098704,0.0,0.007678771396576548,0.048312270036794114,0.0,0.0,0.035674292113261875,0.0060790273556231,0.0,0.0,0.0,0.0,0.004479283314669653,Normal
2-2,0.0,0.0,0.0,0.0,0.01877998629198081,0.0,0.0,0.0010966415352981493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06360520904729267,0.0,0.35736806031528445,0.0,0.0,0.009184372858122002,0.0,0.009458533241946539,0.004386566141192597,0.0,0.0,0.0,0.0,0.3440712816997944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03481836874571624,0.0,0.0,0.004386566141192597,0.0,0.0,0.006854009595613434,0.0,0.008498971898560657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13310486634681287,0.0,0.0,0.004386566141192597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-20,0.0,0.037954581546768305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030649515642369382,0.0,0.0,0.0,0.0,0.0,0.0,0.10385898046688899,0.06542798157852946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007781483245990154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15626488804192473,0.0,0.0,0.014927743369858663,0.0,0.0,0.0,0.0,0.0,0.0,0.5616960457360648,0.0,0.0,0.0,0.0,0.0,0.0034937271716690486,0.0,0.0,0.0,0.0,0.0,0.0026996982690169922,0.0,0.0,0.0,0.015245354930919485,0.0,0.0,Normal
2-21,0.0,0.0,0.016671658181092144,0.0015972846161525407,0.0,0.24388539482879107,0.0,0.0007986423080762703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015972846161525407,0.001896775481681142,0.0,0.013077767794748927,0.0032943995208146153,0.0035938903863432167,0.0,0.014575222122391934,0.0,0.0011979634621144056,0.0,0.01607267645003494,0.0,0.014874712987920535,0.0,0.0008984725965858042,0.0,0.0,0.001996605770190676,0.0001996605770190676,0.0,0.0,0.002296096635719277,0.0,0.0,0.0,0.008086253369272238,0.000998302885095338,0.0,0.32744334631127087,0.0,0.011680143755615454,0.0,0.042028551462513726,0.009184386542877109,0.0,0.0,0.002296096635719277,0.0015972846161525407,0.0001996605770190676,0.0,0.0,0.24188878905860037,0.0,0.0,0.0,0.0,0.0,0.006888289907157832,0.008585404811819906,0.0,0.0,0.0,0.0,0.0005989817310572028,Normal
2-22,0.0,0.0,0.0,0.010867078471745596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028597574925646307,0.026996110729810112,0.0,0.0,0.01555708075955159,0.011324639670555936,0.0,0.3289865019446351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028140013726835965,0.0,0.012582932967284374,0.0,0.0,0.0,0.002745367192862045,0.0,0.0,0.0,0.0,0.0073209791809654545,0.0,0.0,0.0,0.0,0.0,0.0,0.3798901853122855,0.015213909860443834,0.011896591169068863,0.0,0.0,0.0,0.022534889041409288,0.0,0.0,0.0,0.0,0.0,0.0,0.01532830016014642,0.0,0.0,0.0867078471745596,0.0,0.020475863646762755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005719514985129262,0.0,0.0,Warning
2-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005382131324004305,0.012271259418729818,0.0,0.0,0.0,0.15554359526372444,0.04025834230355221,0.0,0.0,0.0,0.0,0.14316469321851452,0.0,0.0310010764262648,0.0,0.0,0.0,0.0016146393972012918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013993541442411195,0.0,0.0,0.0,0.00010764262648008612,0.0,0.08396124865446716,0.00010764262648008612,0.011948331539289559,0.0,0.010764262648008612,0.008503767491926804,0.0,0.0,0.0,0.0,0.014854682454251884,0.0,0.057158234660925726,0.010871905274488697,0.038428417653390744,0.0,0.0,0.0,0.00010764262648008612,0.030355220667384285,0.0,0.268783638320775,0.0,0.002045209903121636,0.0465016146393972,0.0,0.0,0.019590958019375673,0.0,0.0,0.0,0.0,0.0,0.010118406889128094,Normal
2-24,0.0,0.0,0.016821760916249106,0.0035790980672870437,0.0,0.013004056311142926,0.005010737294201861,0.0004772130756382725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032211882605583395,0.0033404915294679076,0.0,0.006442376521116679,0.0,0.0,0.014435695538057743,0.0,0.0,0.0025053686471009306,0.0,0.012526843235504653,0.0033404915294679076,0.0,0.14614650441422095,0.0,0.23633977570985445,0.0,0.0,0.0,0.0,0.025292293008828442,0.0,0.0,0.025888809353376282,0.0,0.0,0.0,0.0,0.0,0.005607253638749702,0.0,0.34335480792173706,0.0,0.010021474588403722,0.003937007874015748,0.04211405392507755,0.009305654974946313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016105941302791697,0.0023860653781913625,0.005368647100930566,0.0,0.0,0.0,0.04163684084943928,0.0,0.0,0.0,0.0,0.0,0.0017895490336435219,Normal
2-25,0.0,0.0,0.0,0.003621001810500905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12085093542546771,0.0,0.0,0.0,0.0,0.0,0.027308388654194327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016596258298129149,0.003922751961375981,0.0,0.0,0.04828002414001207,0.0,0.0,0.022933011466505733,0.5434520217260108,0.02172601086300543,0.004828002414001207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18602896801448401,0.0,0.004828002414001207,0.0,0.0,0.0,0.01056125528062764,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-27,0.0,0.02971968929415738,0.0,0.0,0.0,0.0,0.0,0.0,0.408983451536643,0.0,0.02093887200270179,0.0,0.0,0.0,0.0,0.0,0.0016886187098953055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08206686930091185,0.0,0.0037149611617696724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022627490712597096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034785545423843295,0.0,0.0,0.0,0.39547450185748056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-28,0.0,0.0,0.0,0.0,0.0,0.0022967386311437757,0.0,0.0,0.0,0.0,0.01515847496554892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20860948881160182,0.0,0.002952949668613426,0.002690465253625566,0.0009843165562044753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016405275936741256,0.0,0.0,0.0,0.0,0.0,0.03418859505216878,0.002756086357372531,0.0,0.0,0.008727606798346348,0.0,0.0,0.4217468337817442,0.0,0.0,0.03779775575825185,0.006955836997178292,0.0,0.0,0.0,0.0,0.0,0.05689349694861868,0.0,0.0,0.029070148959905506,0.0,0.0,0.14567885031826236,0.0,0.0,0.0,0.0,0.0010499376599514404,0.0036747818098300414,0.0017717698011680556,0.0,0.01345232626812783,0.0019030120086619858,0.0,0.0,Normal
2-30,0.0,0.0,0.0,0.0,0.0,0.0014767082829910056,0.0,0.0,0.0,0.0,0.0,0.0,0.11021613639414686,0.0,0.0,0.0,0.0,0.0,0.07007652033830045,0.002684924150892737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008323264867767485,0.0,0.0,0.01798899181098134,0.0,0.005504094509330111,0.0,0.0,0.014901329037454692,0.0,0.0,0.0,0.01664652973553497,0.0,0.0,0.0,0.06739159618740771,0.22875553765606121,0.03732044569740905,0.00469861726406229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3808564908041348,0.0,0.0,0.0,0.0,0.0014767082829910056,0.0316821049805343,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2-32,0.0,0.0,0.0009394081728511038,0.0,0.010216063879755754,0.005049318929074683,0.0,0.0,0.0,0.0,0.0,0.0,0.035227806481916396,0.0,0.0,0.0,0.0,0.0,0.17602160638797557,0.0,0.0,0.008924377642085486,0.0,0.0,0.0022310944105213715,0.0,0.004579614842649131,0.0011742602160638798,0.0,0.0,0.0,0.12353217472992015,0.0,0.0,0.006693283231564115,0.0,0.0,0.0,0.0,0.027360263034288398,0.0,0.0,0.0,0.0,0.0,0.0,0.00868952559887271,0.23156411460779708,0.05671676843588539,0.040864255519023014,0.0,0.009394081728511038,0.0,0.0,0.0,0.0003522780648191639,0.0025833724753405356,0.0,0.017026773132926255,0.0,0.17977923907937998,0.0,0.0,0.012212306247064349,0.0,0.0012916862376702678,0.032057303898543915,0.0,0.0,0.0,0.0,0.0,0.005519023015500235,Normal
2-32',0.0,0.0,0.0,0.00474129045557617,0.0,0.0,0.0,0.0,0.16481137909709337,0.0,0.0,0.05359719645433931,0.0,0.0,0.0,0.008348794063079777,0.007627293341579056,0.0,0.21923314780457637,0.02504638218923933,0.0,0.0,0.0,0.0,0.0,0.0,0.015769944341372914,0.0,0.007627293341579056,0.0,0.0,0.007936507936507936,0.12853019995877138,0.0,0.0,0.025458668315811173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006699649556792414,0.008658008658008658,0.07637600494743352,0.0,0.015873015873015872,0.012987012987012988,0.011956297670583385,0.0,0.0,0.013296227581941867,0.0,0.0,0.0,0.0,0.0,0.14780457637600494,0.0,0.009894867037724181,0.0,0.0,0.0,0.0006184291898577613,0.0,0.0,0.017831374974232116,0.0,0.0,0.00927643784786642,Warning
