Rank,Feature,Type,Micro-AUPR mean drop,Micro-AUPR SD,Micro-AUPR permutation p025,Micro-AUPR permutation p975,Multilabel MCC mean drop,Multilabel MCC SD,Multilabel MCC permutation p025,Multilabel MCC permutation p975,Share of positive metadata importance (%)
5,Season,Categorical,0.002640711836449398,0.0011799638964055173,0.000663744751617279,0.004816643020525591,0.009005970454591738,0.008552901835566196,-0.00743659194065327,0.022971530409532537,6.2518750536469945
11,substrate_type,Categorical,0.001139773874357238,0.0012322662542409097,-0.0014123594289817548,0.0034181614471374324,0.003362180639897794,0.0036557681511199666,0.0,0.007204672799780987,2.6984102367919025
