Model,Macro MCC,Macro AUPR,Macro ROC-AUC,mean_metric_rank
RandomForest,0.18698320483028613,0.2058580932427025,0.6057399106268242,2.6666666666666665
KNN,0.17354576492075863,0.24649755572614684,0.6243189721817651,2.6666666666666665
SVM,0.06223996913287559,0.15566077082487878,0.48547000529175693,6.0
NNET,0.1843422073928765,0.2619105355385118,0.5715367056779536,3.3333333333333335
XGBoost,0.1221867983330485,0.20009222820378994,0.5866293479879929,4.666666666666667
GLMNET,0.20467358218293263,0.26943699662939596,0.5998625105738982,1.6666666666666667
