Model,Macro MCC,Macro AUPR,Macro ROC-AUC
RandomForest,0.28956717129915804,0.2058580932427025,0.6057399106268242
KNN,0.24685458267970423,0.24649755572614684,0.6243189721817651
SVM,0.1839745002809883,0.15566077082487878,0.48547000529175693
NNET,0.24432378268756727,0.2619105355385118,0.5715367056779536
XGBoost,0.2475199807460225,0.20009222820378994,0.5866293479879929
GLMNET,0.34753170999825644,0.26943699662939596,0.5998625105738982
