Model,domain,feature,importance,taxonomic_level
RandomForest,Bacteria,BAC_C::Lentisphaeria,0.0023920214329081,Class
RandomForest,Bacteria,BAC_C::Campylobacteria,0.0023755315759448,Class
RandomForest,Bacteria,BAC_C::Desulfobulbia,0.0023012375044795,Class
RandomForest,Bacteria,BAC_C::Fimbriimonadia,0.0022453308432556,Class
RandomForest,Bacteria,BAC_C::Fibrobacteria,0.0021678327931943,Class
RandomForest,Bacteria,BAC_C::Fermentibacteria,0.0019642328584371,Class
RandomForest,Archaea,ARC_C::Nitrososphaeria,0.0016142102437486,Class
RandomForest,Bacteria,BAC_C::Brachyspirae,0.0015925652545896,Class
RandomForest,Bacteria,BAC_C::Oligoflexia,0.0014297421572144,Class
RandomForest,Bacteria,BAC_C::Babeliae,0.0012547380030709,Class
RandomForest,Bacteria,BAC_C::Ignavibacteria,0.001230903575557,Class
RandomForest,Bacteria,BAC_C::Thermoanaerobaculia,0.0010817521097065,Class
RandomForest,Bacteria,BAC_C::Holophagae,0.0010340502811709,Class
RandomForest,Bacteria,BAC_C::WCHB1-81,0.0009737084886868,Class
RandomForest,Bacteria,BAC_C::CK-2C2-2,0.0008768688329315,Class
RandomForest,Bacteria,BAC_C::Desulfuromonadia,0.0006033441180281,Class
RandomForest,Bacteria,BAC_C::Syntrophobacteria,0.0005197413029863,Class
RandomForest,Bacteria,BAC_C::Saccharimonadia,0.0005146008091906,Class
RandomForest,Bacteria,BAC_C::Phycisphaerae,0.0004598414320009,Class
RandomForest,Bacteria,BAC_C::Endomicrobia,0.0004126585737139,Class
RandomForest,Bacteria,BAC_C::Sumerlaeia,0.000113614736228,Class
RandomForest,Bacteria,BAC_C::Acidobacteriae,1.8489930133151086e-17,Class
RandomForest,Bacteria,BAC_C::OLB14,1.6124169519029012e-17,Class
RandomForest,Bacteria,BAC_C::Chlamydiae,1.6060592593880842e-17,Class
RandomForest,Bacteria,BAC_C::Gemmatimonadetes,1.1964529020625968e-17,Class
RandomForest,Archaea,ARC_C::Micrarchaeia,9.309249847027549e-18,Class
RandomForest,Bacteria,BAC_C::Parcubacteria,9.237310651333302e-18,Class
RandomForest,Bacteria,BAC_C::Nitrospiria,5.5804573132827424e-18,Class
RandomForest,Bacteria,BAC_C::Polyangia,4.397051282353515e-18,Class
RandomForest,Bacteria,BAC_C::Coprothermobacteria,1.323439753650564e-18,Class
RandomForest,Bacteria,BAC_C::Omnitrophia,7.772998912630723e-19,Class
RandomForest,Archaea,ARC_C::Actinopterygii,0.0,Class
RandomForest,Archaea,ARC_C::Aenigmarchaeia,0.0,Class
RandomForest,Archaea,ARC_C::Bivalvia,0.0,Class
RandomForest,Archaea,ARC_C::Ichthyosporea,0.0,Class
RandomForest,Archaea,ARC_C::Lokiarchaeia,0.0,Class
RandomForest,Bacteria,BAC_C::ABY1,0.0,Class
RandomForest,Bacteria,BAC_C::Acetothermiia,0.0,Class
RandomForest,Bacteria,BAC_C::BRH-c20a,0.0,Class
RandomForest,Bacteria,BAC_C::Bdellovibrionia,0.0,Class
RandomForest,Bacteria,BAC_C::Deinococci,0.0,Class
RandomForest,Bacteria,BAC_C::Desulfitobacteriia,0.0,Class
RandomForest,Bacteria,BAC_C::Halanaerobiia,0.0,Class
RandomForest,Bacteria,BAC_C::Hydrothermae,0.0,Class
RandomForest,Bacteria,BAC_C::Microgenomatia,0.0,Class
RandomForest,Bacteria,BAC_C::Moorellia,0.0,Class
RandomForest,Bacteria,BAC_C::Myxococcia,0.0,Class
RandomForest,Bacteria,BAC_C::NKB15,0.0,Class
RandomForest,Bacteria,BAC_C::Pla3_lineage,0.0,Class
RandomForest,Bacteria,BAC_C::RBG-16-55-12,0.0,Class
RandomForest,Bacteria,BAC_C::Sva0485,0.0,Class
RandomForest,Bacteria,BAC_C::Symbiobacteriia,0.0,Class
RandomForest,Bacteria,BAC_C::TA06,0.0,Class
RandomForest,Bacteria,BAC_C::Vampirivibrionia,0.0,Class
RandomForest,Bacteria,BAC_C::Vicinamibacteria,0.0,Class
RandomForest,Bacteria,BAC_C::WPS-2,0.0,Class
RandomForest,Bacteria,BAC_C::WWE3,0.0,Class
RandomForest,Bacteria,BAC_C::Zixibacteria,0.0,Class
RandomForest,Bacteria,BAC_C::c5LKS83,0.0,Class
XGBoost,Archaea,ARC_C::Thermoplasmata,0.0524675194174051,Class
XGBoost,Archaea,ARC_C::Methanomicrobia,0.0518174093216657,Class
XGBoost,Bacteria,BAC_C::Anaerolineae,0.051583194732666,Class
XGBoost,Bacteria,BAC_C::Bacilli,0.0504924498498439,Class
XGBoost,Bacteria,BAC_C::Spirochaetia,0.049304668046534,Class
XGBoost,Bacteria,BAC_C::Kiritimatiellae,0.044470128417015,Class
XGBoost,Bacteria,BAC_C::Coriobacteriia,0.0442203052341938,Class
XGBoost,Bacteria,BAC_C::Synergistia,0.0416230432689189,Class
XGBoost,Bacteria,BAC_C::Bacteroidia,0.0379934135824441,Class
XGBoost,Bacteria,BAC_C::Cloacimonadia,0.0379879267886281,Class
XGBoost,Bacteria,BAC_C::Clostridia,0.0363410737365484,Class
XGBoost,Bacteria,BAC_C::unidentified,0.0296335358172655,Class
XGBoost,Bacteria,BAC_C::Lentisphaeria,0.0271114166826009,Class
XGBoost,Bacteria,BAC_C::Thermotogae,0.0270558826625347,Class
XGBoost,Bacteria,BAC_C::D8A-2,0.0256064962595701,Class
XGBoost,Archaea,ARC_C::Thermococci,0.0249058865010738,Class
XGBoost,Bacteria,BAC_C::Alphaproteobacteria,0.0247874101623892,Class
XGBoost,Bacteria,BAC_C::Negativicutes,0.0238311491906642,Class
XGBoost,Bacteria,BAC_C::Limnochordia,0.0207909520715475,Class
XGBoost,Bacteria,BAC_C::Gammaproteobacteria,0.0197303052991628,Class
XGBoost,Bacteria,BAC_C::Caldatribacteriia,0.0182871611788868,Class
XGBoost,Bacteria,BAC_C::Incertae_Sedis,0.0181860298849642,Class
XGBoost,Bacteria,BAC_C::JS1,0.0176633676514029,Class
XGBoost,Bacteria,BAC_C::Dethiobacteria,0.0167051156982779,Class
XGBoost,Archaea,ARC_C::Methanosarcinia,0.0162463661283254,Class
XGBoost,Bacteria,BAC_C::Syntrophomonadia,0.0160263255238533,Class
XGBoost,Archaea,ARC_C::Bathyarchaeia,0.015834692493081,Class
XGBoost,Bacteria,BAC_C::Actinobacteria,0.0139392465353012,Class
XGBoost,Bacteria,BAC_C::Leptospirae,0.0120878212153911,Class
XGBoost,Bacteria,BAC_C::Bdellovibrionia,0.0096850730478763,Class
XGBoost,Bacteria,BAC_C::Desulfovibrionia,0.0095125612802803,Class
XGBoost,Bacteria,BAC_C::Endomicrobia,0.0094417966902256,Class
XGBoost,Bacteria,BAC_C::Thermoanaerobacteria,0.0082603611052036,Class
XGBoost,Bacteria,BAC_C::Thermoanaerobaculia,0.0081048920750617,Class
XGBoost,Bacteria,BAC_C::Syntrophia,0.0073091812431812,Class
XGBoost,Bacteria,BAC_C::Oligoflexia,0.0071778550744056,Class
XGBoost,Bacteria,BAC_C::Gracilibacteria,0.0071214646100997,Class
XGBoost,Bacteria,BAC_C::Fibrobacteria,0.0067943127825856,Class
XGBoost,Bacteria,BAC_C::Aminicenantia,0.0065029598772525,Class
XGBoost,Archaea,ARC_C::unidentified,0.0063921806402504,Class
XGBoost,Bacteria,BAC_C::Kapabacteria,0.0062897615134716,Class
XGBoost,Bacteria,BAC_C::CK-2C2-2,0.0053244482725858,Class
XGBoost,Bacteria,BAC_C::Halanaerobiia,0.0050063099712133,Class
XGBoost,Bacteria,BAC_C::Thermovenabulia,0.0047942525707185,Class
XGBoost,Bacteria,BAC_C::Marinimicrobia_(SAR406_clade),0.0044626016169786,Class
XGBoost,Bacteria,BAC_C::Planctomycetes,0.0040869362652301,Class
XGBoost,Archaea,ARC_C::Nitrososphaeria,0.0039226673543453,Class
XGBoost,Bacteria,BAC_C::WS1,0.0037738315761089,Class
XGBoost,Bacteria,BAC_C::Desulfotomaculia,0.003663095831871,Class
XGBoost,Archaea,ARC_C::Nanoarchaeia,0.0034349780529737,Class
XGBoost,Bacteria,BAC_C::Acidimicrobiia,0.0022081758826971,Class
XGBoost,Archaea,ARC_C::Actinopterygii,0.0,Class
XGBoost,Archaea,ARC_C::Aenigmarchaeia,0.0,Class
XGBoost,Archaea,ARC_C::Bivalvia,0.0,Class
XGBoost,Archaea,ARC_C::Ichthyosporea,0.0,Class
XGBoost,Archaea,ARC_C::Lokiarchaeia,0.0,Class
XGBoost,Archaea,ARC_C::Methanomethylicia,0.0,Class
XGBoost,Archaea,ARC_C::Micrarchaeia,0.0,Class
XGBoost,Bacteria,BAC_C::ABY1,0.0,Class
XGBoost,Bacteria,BAC_C::Acetothermiia,0.0,Class
XGBoost,Bacteria,BAC_C::Acidobacteriae,0.0,Class
XGBoost,Bacteria,BAC_C::BRH-c20a,0.0,Class
XGBoost,Bacteria,BAC_C::Babeliae,0.0,Class
XGBoost,Bacteria,BAC_C::Blastocatellia,0.0,Class
XGBoost,Bacteria,BAC_C::Brachyspirae,0.0,Class
XGBoost,Bacteria,BAC_C::Caldisericia,0.0,Class
XGBoost,Bacteria,BAC_C::Campylobacteria,0.0,Class
XGBoost,Bacteria,BAC_C::Chlamydiae,0.0,Class
XGBoost,Bacteria,BAC_C::Chthonomonadetes,0.0,Class
XGBoost,Bacteria,BAC_C::Coprothermobacteria,0.0,Class
XGBoost,Bacteria,BAC_C::Deinococci,0.0,Class
XGBoost,Bacteria,BAC_C::Desulfitobacteriia,0.0,Class
XGBoost,Bacteria,BAC_C::Desulfobulbia,0.0,Class
XGBoost,Bacteria,BAC_C::Desulfuromonadia,0.0,Class
XGBoost,Bacteria,BAC_C::Fermentibacteria,0.0,Class
XGBoost,Bacteria,BAC_C::Fimbriimonadia,0.0,Class
XGBoost,Bacteria,BAC_C::Fusobacteriia,0.0,Class
XGBoost,Bacteria,BAC_C::Gemmatimonadetes,0.0,Class
XGBoost,Bacteria,BAC_C::Holophagae,0.0,Class
XGBoost,Bacteria,BAC_C::Hydrogenedentia,0.0,Class
XGBoost,Bacteria,BAC_C::Hydrothermae,0.0,Class
XGBoost,Bacteria,BAC_C::Ignavibacteria,0.0,Class
XGBoost,Bacteria,BAC_C::MVP-15,0.0,Class
XGBoost,Bacteria,BAC_C::Microgenomatia,0.0,Class
XGBoost,Bacteria,BAC_C::Moorellia,0.0,Class
XGBoost,Bacteria,BAC_C::Myxococcia,0.0,Class
XGBoost,Bacteria,BAC_C::NKB15,0.0,Class
XGBoost,Bacteria,BAC_C::Nitrospiria,0.0,Class
XGBoost,Bacteria,BAC_C::OLB14,0.0,Class
XGBoost,Bacteria,BAC_C::Omnitrophia,0.0,Class
XGBoost,Bacteria,BAC_C::Parcubacteria,0.0,Class
XGBoost,Bacteria,BAC_C::Phycisphaerae,0.0,Class
XGBoost,Bacteria,BAC_C::Pla3_lineage,0.0,Class
XGBoost,Bacteria,BAC_C::Polyangia,0.0,Class
XGBoost,Bacteria,BAC_C::RBG-16-55-12,0.0,Class
XGBoost,Bacteria,BAC_C::SJA-28,0.0,Class
XGBoost,Bacteria,BAC_C::Saccharimonadia,0.0,Class
XGBoost,Bacteria,BAC_C::Sumerlaeia,0.0,Class
XGBoost,Bacteria,BAC_C::Sva0485,0.0,Class
XGBoost,Bacteria,BAC_C::Symbiobacteriia,0.0,Class
XGBoost,Bacteria,BAC_C::Syntrophobacteria,0.0,Class
XGBoost,Bacteria,BAC_C::Syntrophorhabdia,0.0,Class
XGBoost,Bacteria,BAC_C::TA06,0.0,Class
XGBoost,Bacteria,BAC_C::Thermacetogenia,0.0,Class
XGBoost,Bacteria,BAC_C::Thermoleophilia,0.0,Class
XGBoost,Bacteria,BAC_C::Vampirivibrionia,0.0,Class
XGBoost,Bacteria,BAC_C::Verrucomicrobiae,0.0,Class
XGBoost,Bacteria,BAC_C::Vicinamibacteria,0.0,Class
XGBoost,Bacteria,BAC_C::WCHB1-81,0.0,Class
XGBoost,Bacteria,BAC_C::WPS-2,0.0,Class
XGBoost,Bacteria,BAC_C::WWE3,0.0,Class
XGBoost,Bacteria,BAC_C::Zixibacteria,0.0,Class
XGBoost,Bacteria,BAC_C::c5LKS83,0.0,Class
