level,domain,model,flag,n_pos,prevalence,n_repeats_scored,auprc,auprc_lo,auprc_hi,auprc_lift,auprc_lift_lo,auprc_lift_hi,auroc,auroc_lo,auroc_hi,mcc,mcc_lo,mcc_hi,f2,f2_lo,f2_hi,precision,precision_lo,precision_hi,recall,recall_lo,recall_hi,threshold,threshold_lo,threshold_hi
Order,ARC,NNET,acid_accumulation,4.0,0.028985507246376812,5.0,0.04666463100629141,0.025331351070079562,0.06557006805039038,1.6099297697170534,0.8739316119177448,2.262167347738468,0.5682835820895523,0.30074626865671644,0.7218283582089553,-0.020074340809576922,-0.18400261837372517,0.05331911679747279,0.11241297622976358,0.06894310568943106,0.14084507042253522,0.025762969752204202,0.01663041902276352,0.031746031746031744,0.75,0.275,1.0,0.24397821029566907,0.1263684950638314,0.5019682175869294
Order,ARC,NNET,acid_base_balance,20.0,0.14492753623188406,5.0,0.22524175801098623,0.18907794825059784,0.2768882171067392,1.5541681302758046,1.304637842929125,1.9105286980365008,0.6551694915254237,0.5818644067796611,0.7281779661016948,0.15152779829886126,0.04256922092157767,0.2261958610004121,0.40585116037052915,0.2423605805958747,0.48717253839205055,0.21241844334527263,0.16066666666666668,0.26509977827051,0.58,0.27,0.965,0.3053896267000838,0.16443679343141318,0.36875399623157923
Order,ARC,NNET,ammonia_toxicity,26.0,0.18840579710144928,5.0,0.2745016510873783,0.2473044309984203,0.31053853504761036,1.4569703019253155,1.3126158260685385,1.6482429937142395,0.6622252747252747,0.6306662087912087,0.6988324175824177,0.16160501228209256,0.05884856916003504,0.28459762469453237,0.5083736682729971,0.43706189410887397,0.5660056160056159,0.25797018690517143,0.19311145510835911,0.3348888888888889,0.7153846153846154,0.5115384615384615,0.9807692307692307,0.4157112219150216,0.16337252755056464,0.5073004112119841
Order,ARC,NNET,biogas_quality,7.0,0.050724637681159424,5.0,0.05276392401735669,0.03839006863212836,0.07359270923484017,1.0402030734850318,0.7568327816048163,1.450827696343992,0.3592148309705562,0.2784078516902944,0.4937840785169029,-0.0624985911955588,-0.08337329565227562,-0.03812867328453283,0.15036078805623482,0.07950310559006211,0.19318089015924866,0.03992127327253119,0.025847323408299018,0.0471350696547547,0.5428571428571428,0.17142857142857143,0.8571428571428571,0.36668592208398004,0.08607870528865565,0.5366024103129851
Order,ARC,NNET,buffer_capacity,9.0,0.06521739130434782,5.0,0.0761937414954518,0.05472729244551558,0.09407928254117101,1.1683040362635944,0.8391518174979056,1.442548998964622,0.4887166236003445,0.3602067183462532,0.5749354005167958,0.04151195365897721,-0.09906163248244719,0.10939922240491849,0.2685176521317835,0.22227939284795473,0.3012082853855006,0.07000075345994242,0.05716691729323308,0.08237704918032786,0.9333333333333332,0.7888888888888889,1.0,0.1969897811042808,0.14925503102973534,0.3226799527281356
Order,ARC,NNET,MACRO,,,5.0,0.13507314112349286,0.12997417276679102,0.13828382238520656,1.3659150623333602,1.273864400148431,1.430613132304113,0.5467219605822302,0.5021222526460292,0.5690681697776956,0.05441436644695905,0.0018291554130430696,0.08862149681580263,0.28910324901226164,0.2513512777037983,0.31183717844867537,0.12121472534702438,0.09729189797894784,0.14320574980774703,0.7043150183150183,0.571017094017094,0.8644285714285715,,,
