Feature ID,Taxon
4640abb4e57a2e5406a094ea8c767b29,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
0f0d524a53cfea5e02ecae3a9392c5ec,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
f28904ec5741bc0ea948cd3e414c47b9,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__Methanoculleus_bourgensis
3313c15bf4c325986a33f98a82cf46fa,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__uncultured_Methanosaetaceae
eb71cf6ae8f75fe01339502de161724f,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
d939e81b4199d074f14d7056eaa88d14,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanosarcina
fcbf3bff176f502b94454a3fff27335a,d__Archaea; p__Euryarchaeota; c__Thermococci; o__Methanofastidiosales; f__Methanofastidiosaceae; g__Candidatus_Methanofastidiosum; s__uncultured_archaeon
25f31a7f3499828c16d4648976563910,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
78977f9f4a20502c6b3b7ebac9c44e8a,d__Archaea; p__Euryarchaeota; c__Thermococci; o__Methanofastidiosales; f__Methanofastidiosaceae; g__Candidatus_Methanofastidiosum; s__uncultured_archaeon
de0cc0fb4800458938f4508ae73d22a4,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
a48a8fe02519cf685d073a47c533af33,Unassigned
808302d4e71aa7321e30e37e3c206b34,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales
46ef601b31f67612ceb4218fe6f14f5d,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera
ed701a469132c0a7dd6f90e9c705bdd0,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
7e1358d4c75d76660cd41807786b38a1,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__uncultured_Methanosarcina
fa0e9ba7a7cc3ab1442cd4ff4e49ac2b,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__uncultured_Methanosarcina
286ed5db3cf03aacbcee204d7d08e47a,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanoregula
1ddf7a4f8fa50bc3afd457f1b0144ae0,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanosphaerula; s__Methanosphaerula_palustris
b504f1dda2ebda1a2ff31b1f16de527c,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__uncultured_Methanosarcina
a1890ac44801f26e8772e5a3e84d34db,Unassigned
a6e49c7c8ce5bf94df35dd2dd08fcf74,d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae; g__Candidatus_Methanoplasma; s__uncultured_archaeon
e9e066aa613990088946e27507ecb36a,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter
9cd63104a328eda7ade1ea0dc657204c,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Bacteroidales_bacterium
e38a4dcfdad80ca4feca3115643c4b08,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__Methanobrevibacter_smithii
eb8003671d38fc47a52f30974db4b7ca,d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SCGC_AAA011-D5; g__SCGC_AAA011-D5; s__uncultured_archaeon
95bd5ee831df2decc8e9c8691c7f5627,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea
16c2f15da415b4546ce1c002e9d4af2f,d__Archaea; p__Euryarchaeota; c__Thermococci; o__Methanofastidiosales; f__Methanofastidiosaceae; g__Candidatus_Methanofastidiosum; s__uncultured_archaeon
203a60382eb1a856f323cccb828f48fd,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium
ce31e22a2f8c840e92c16a1fbbbcc186,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
099328dc56fceaf0cd812aee79866a5e,d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae; g__Candidatus_Methanoplasma; s__unidentified_archaeon
044fa1aea9e14618c62190b82b523e4d,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea
0f054c888cd758145539bd5fadb60c3d,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
a82cf80abd91f7824232479cafe85f4d,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__uncultured_Methanosarcina
1a069831e8b5561500cb88287c1227db,Unassigned
35f4c5b9bf39641b4842bbb136951f90,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
53ad723ca65696d7f3932f070b6f5cd7,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
403f44e3acc590aac28fbbf90db56c82,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta
58b1b031e468354ea1c70580095e6b90,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
848d410ed3344d3265fb12d6cc553dd7,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
32489713762d0ccb0d68274dc27bf629,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
1b56b326fdb8b3dd34d17a7de131dc85,Unassigned
06a9ccb4ae3212e91a7a382c4bea0cdc,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea; s__uncultured_Methanomicrobiales
d2eae9eee73c95835ab2e47bc463c38e,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea; s__uncultured_archaeon
7715c65761ad81a3ff0d6a249d2d5f36,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium
5613ec0153ea4394645344b26057bba7,Unassigned
e792cc6ccb8d6654f1b43cff83398b53,d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__RBG-16-49-21; s__uncultured_Leptospira
e232bb18a861e3ba2b912313f539adb3,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanimicrococcus; s__uncultured_Methanimicrococcus
93a67cd1fd9452b87cb539138e9c8fc0,d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales
9d23b3373cdd04079b0a346a91fddab8,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum
5fa6f7b8d05fadd0770ba6fbf00a88ea,Unassigned
c0a0d277919200248fd43e91c3e112f8,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta
a2e9f87fcec7a48187baf0abe46f301e,d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales; s__metagenome
2f9ad6a434a81a86eee3bb0e82b1c045,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae
c87dff12927c6aa8b092636188e59ea9,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__Methanoculleus_bourgensis
6e4cf49bf16ac9591641f727c66dbc01,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__Methanoculleus_bourgensis
e5b7d868da4729572a6b64b4a19019b2,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea; s__uncultured_archaeon
569a35828f3224c474b99fb31ca069e5,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__DMER64
37ad070981bb47787992ab83eca8ffe2,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__IMCC26207; s__uncultured_bacterium
841e38f56113234569b82b4f0e482f83,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__Methanothrix_thermoacetophila
80f1d9e5685f6e6aee222b23f50cc940,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__uncultured_Methanosarcina
5c9aa988f0220c095e775d049adedf68,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanocorpusculaceae; g__Methanocorpusculum; s__uncultured_archaeon
f3b5832c6f2c8a6a78b5214aabfd050a,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium
d28c4299ee3cfff521842e88767648b2,d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta
a921c57baf7643bbdc48a4f7075f40a4,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
4750ce969c821602aaf6c14b59b54fb5,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea
935402cd99fb2dc7c971977c28251010,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium; s__anaerobic_digester
405a5d04bbfddd2c60d41d83991e424f,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
55b24a137213d3162da4cfe59b919eb1,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae
6f876bed71287a6487bfe5640a48c371,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea
be9a41b79221b8bac88367688262c956,d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus
39b9687e6adbed4e74cf9b79b26bc29b,d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium
