Model,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
RandomForest,0.45346564625284075,0.36194274251714265,0.7830955668047246
KNN,0.31814586633412684,0.3005465499859219,0.7300582911489493
SVM,0.47810005569167263,0.3661703441544442,0.7875824512962112
NNET,0.39373307084059395,0.2848967670306491,0.7356573094032829
XGBoost,0.3061457850962664,0.27840907037154505,0.7505368921613744
GLMNET,0.358019634379792,0.2679436377835762,0.7523009664058905
