Model,candidate,scope,params,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
KNN,0,fold_4,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 3}",0.4343037224065726,0.47779720279720284,0.764367816091954
KNN,0,fold_5,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 3}",0.30544013228568323,0.4039038922097393,0.806381118881119
KNN,0,pooled_OOF,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 3}",0.23213144557323387,0.2985408212796353,0.6810285319834332
KNN,1,fold_1,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 3}",0.050734628943184104,0.17222463209305316,0.5895895895895896
KNN,1,fold_2,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 3}",0.04752931878933584,0.20674342105263158,0.5080321285140562
KNN,1,fold_3,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 3}",0.3021005927145752,0.31775188127090304,0.7132009345794392
KNN,1,fold_4,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 3}",0.4343037224065726,0.49866287558595246,0.7679045092838196
KNN,1,fold_5,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 3}",0.30544013228568323,0.394303181148582,0.7989510489510491
KNN,1,pooled_OOF,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 3}",0.23213144557323387,0.2978372612071206,0.6804916398220587
KNN,2,fold_1,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 5}",0.05759377164875389,0.19955513876185121,0.6756756756756757
KNN,2,fold_2,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 5}",-0.0023028030197644817,0.19537296946238236,0.5978915662650603
KNN,2,fold_3,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 5}",0.33414991393410276,0.3173978044901958,0.7558411214953271
KNN,2,fold_4,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 5}",0.4801652979103488,0.5240846467971974,0.793103448275862
KNN,2,fold_5,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 5}",0.4238886474717655,0.38820303711740345,0.7919580419580421
KNN,2,pooled_OOF,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 5}",0.2603892964394395,0.3005465499859219,0.7300582911489493
KNN,3,fold_1,"{""weights"": ""uniform"", ""p"": 2, ""n_neighbors"": 15}",0.25756371316446414,0.2268999283214969,0.7222222222222222
KNN,3,fold_2,"{""weights"": ""uniform"", ""p"": 2, ""n_neighbors"": 15}",0.13126169592452405,0.14943566765213107,0.5843373493975903
KNN,3,fold_3,"{""weights"": ""uniform"", ""p"": 2, ""n_neighbors"": 15}",0.21459946899872787,0.43278222110137954,0.764018691588785
KNN,3,fold_4,"{""weights"": ""uniform"", ""p"": 2, ""n_neighbors"": 15}",0.38098026474095664,0.28595227514959953,0.7316534040671971
KNN,3,fold_5,"{""weights"": ""uniform"", ""p"": 2, ""n_neighbors"": 15}",0.22388275418952577,0.3574056219108291,0.7722902097902098
KNN,3,pooled_OOF,"{""weights"": ""uniform"", ""p"": 2, ""n_neighbors"": 15}",0.2424771093887028,0.26480101730474626,0.7156580763920848
KNN,4,fold_1,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 15}",0.3213591335956969,0.18263797561406503,0.7507507507507507
KNN,4,fold_2,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 15}",0.235092947199423,0.1635561333158428,0.6039156626506024
KNN,4,fold_3,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 15}",0.2352380506679271,0.20937388547442898,0.755841121495327
KNN,4,fold_4,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 15}",0.4093865842957829,0.3082358339895176,0.7347480106100795
