Model,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC,mean_metric_rank
RandomForest,0.3552260460259119,0.36194274251714265,0.7830955668047246,2.0
KNN,0.2603892964394395,0.3005465499859219,0.7300582911489493,4.666666666666667
SVM,0.33152967122936244,0.3661703441544442,0.7875824512962112,1.6666666666666667
NNET,0.3887717141576073,0.2848967670306491,0.7356573094032829,3.3333333333333335
XGBoost,0.2527476058516951,0.27840907037154505,0.7505368921613744,5.0
GLMNET,0.30268645949903167,0.2679436377835762,0.7523009664058905,4.333333333333333
