target,curve,x,y
warning_acid_base_balance,PR,1.0,0.13761467889908258
warning_acid_base_balance,PR,1.0,0.1388888888888889
warning_acid_base_balance,PR,1.0,0.14018691588785046
warning_acid_base_balance,PR,1.0,0.14150943396226415
warning_acid_base_balance,PR,0.9333333333333333,0.13333333333333333
warning_acid_base_balance,PR,0.9333333333333333,0.1346153846153846
warning_acid_base_balance,PR,0.9333333333333333,0.13592233009708737
warning_acid_base_balance,PR,0.9333333333333333,0.13725490196078433
warning_acid_base_balance,PR,0.8666666666666667,0.12871287128712872
warning_acid_base_balance,PR,0.8666666666666667,0.13
warning_acid_base_balance,PR,0.8666666666666667,0.13131313131313133
warning_acid_base_balance,PR,0.8666666666666667,0.1326530612244898
warning_acid_base_balance,PR,0.8666666666666667,0.13402061855670103
warning_acid_base_balance,PR,0.8666666666666667,0.13541666666666666
warning_acid_base_balance,PR,0.8,0.12631578947368421
warning_acid_base_balance,PR,0.8,0.1276595744680851
warning_acid_base_balance,PR,0.8,0.12903225806451613
warning_acid_base_balance,PR,0.8,0.13043478260869565
warning_acid_base_balance,PR,0.8,0.13186813186813187
warning_acid_base_balance,PR,0.8,0.13333333333333333
warning_acid_base_balance,PR,0.8,0.1348314606741573
warning_acid_base_balance,PR,0.8,0.13636363636363635
warning_acid_base_balance,PR,0.8,0.13793103448275862
warning_acid_base_balance,PR,0.8,0.13953488372093023
warning_acid_base_balance,PR,0.8,0.1411764705882353
warning_acid_base_balance,PR,0.8,0.14285714285714285
warning_acid_base_balance,PR,0.8,0.14457831325301204
warning_acid_base_balance,PR,0.8,0.14634146341463414
warning_acid_base_balance,PR,0.8,0.14814814814814814
warning_acid_base_balance,PR,0.8,0.15
warning_acid_base_balance,PR,0.8,0.1518987341772152
warning_acid_base_balance,PR,0.8,0.15384615384615385
warning_acid_base_balance,PR,0.8,0.15584415584415584
warning_acid_base_balance,PR,0.8,0.15789473684210525
warning_acid_base_balance,PR,0.8,0.16
warning_acid_base_balance,PR,0.8,0.16216216216216217
warning_acid_base_balance,PR,0.8,0.1643835616438356
warning_acid_base_balance,PR,0.8,0.16666666666666666
warning_acid_base_balance,PR,0.8,0.16901408450704225
warning_acid_base_balance,PR,0.8,0.17142857142857143
warning_acid_base_balance,PR,0.8,0.17391304347826086
warning_acid_base_balance,PR,0.8,0.17647058823529413
warning_acid_base_balance,PR,0.8,0.1791044776119403
warning_acid_base_balance,PR,0.8,0.18181818181818182
warning_acid_base_balance,PR,0.7333333333333333,0.16923076923076924
warning_acid_base_balance,PR,0.7333333333333333,0.171875
warning_acid_base_balance,PR,0.7333333333333333,0.1746031746031746
warning_acid_base_balance,PR,0.7333333333333333,0.1774193548387097
warning_acid_base_balance,PR,0.7333333333333333,0.18032786885245902
warning_acid_base_balance,PR,0.7333333333333333,0.18333333333333332
warning_acid_base_balance,PR,0.7333333333333333,0.1864406779661017
warning_acid_base_balance,PR,0.7333333333333333,0.1896551724137931
warning_acid_base_balance,PR,0.7333333333333333,0.19298245614035087
warning_acid_base_balance,PR,0.7333333333333333,0.19642857142857142
warning_acid_base_balance,PR,0.7333333333333333,0.2
warning_acid_base_balance,PR,0.7333333333333333,0.2037037037037037
warning_acid_base_balance,PR,0.6666666666666666,0.18867924528301888
warning_acid_base_balance,PR,0.6666666666666666,0.19230769230769232
warning_acid_base_balance,PR,0.6666666666666666,0.19607843137254902
warning_acid_base_balance,PR,0.6666666666666666,0.2
warning_acid_base_balance,PR,0.6666666666666666,0.20408163265306123
warning_acid_base_balance,PR,0.6666666666666666,0.20833333333333334
warning_acid_base_balance,PR,0.6666666666666666,0.2127659574468085
warning_acid_base_balance,PR,0.6666666666666666,0.21739130434782608
warning_acid_base_balance,PR,0.6666666666666666,0.2222222222222222
warning_acid_base_balance,PR,0.6666666666666666,0.22727272727272727
warning_acid_base_balance,PR,0.6666666666666666,0.23255813953488372
warning_acid_base_balance,PR,0.6666666666666666,0.23809523809523808
warning_acid_base_balance,PR,0.6666666666666666,0.24390243902439024
warning_acid_base_balance,PR,0.6666666666666666,0.25
warning_acid_base_balance,PR,0.6666666666666666,0.2564102564102564
warning_acid_base_balance,PR,0.6666666666666666,0.2631578947368421
warning_acid_base_balance,PR,0.6666666666666666,0.2702702702702703
warning_acid_base_balance,PR,0.6,0.25
warning_acid_base_balance,PR,0.6,0.2571428571428571
warning_acid_base_balance,PR,0.6,0.2647058823529412
warning_acid_base_balance,PR,0.6,0.2727272727272727
warning_acid_base_balance,PR,0.6,0.28125
warning_acid_base_balance,PR,0.5333333333333333,0.25806451612903225
warning_acid_base_balance,PR,0.5333333333333333,0.26666666666666666
warning_acid_base_balance,PR,0.5333333333333333,0.27586206896551724
warning_acid_base_balance,PR,0.5333333333333333,0.2857142857142857
warning_acid_base_balance,PR,0.5333333333333333,0.2962962962962963
warning_acid_base_balance,PR,0.5333333333333333,0.3076923076923077
warning_acid_base_balance,PR,0.5333333333333333,0.32
warning_acid_base_balance,PR,0.5333333333333333,0.3333333333333333
warning_acid_base_balance,PR,0.5333333333333333,0.34782608695652173
