domain,model,flag,n_pos,prevalence,n_repeats_scored,auprc,auprc_lo,auprc_hi,auprc_lift,auprc_lift_lo,auprc_lift_hi,auroc,auroc_lo,auroc_hi,mcc,mcc_lo,mcc_hi,f2,f2_lo,f2_hi,precision,precision_lo,precision_hi,recall,recall_lo,recall_hi,threshold,threshold_lo,threshold_hi
BAC,MetaDR,acid_accumulation,4.0,0.02857142857142857,5.0,0.07043086871822221,0.05975654629750555,0.0826364156327421,2.465080405137777,2.0914791204126946,2.8922745471459734,0.7374999999999999,0.7143382352941176,0.7727941176470589,0.0723809656210974,-0.057354622482138816,0.15087562649623104,0.15562117814620596,0.01724137931034483,0.2362604540023895,0.04126293995859213,0.004347826086956522,0.06369565217391304,0.55,0.05,0.975,0.06230236724249777,0.0049148117074083045,0.15551529013110912
BAC,MetaDR,acid_base_balance,21.0,0.15,5.0,0.34443831900766286,0.3104821653345228,0.4007805912627113,2.296255460051086,2.069881102230152,2.671870608418075,0.7558223289315726,0.7309723889555821,0.7864745898359343,0.3023726871801532,0.2046416049495759,0.4030034114407998,0.5285717331320076,0.3997293936956045,0.6367264314632736,0.30507599206464053,0.252027027027027,0.34773735581188997,0.6666666666666667,0.4333333333333333,0.8523809523809524,0.4374178155754979,0.11512859989642801,0.6549280683347329
BAC,MetaDR,ammonia_toxicity,26.0,0.18571428571428572,5.0,0.6018699250743729,0.5561960501689714,0.6631882725704151,3.240838058092777,2.9949018086021537,3.5710137753791584,0.9074898785425101,0.8929824561403508,0.9147435897435897,0.6464276128871684,0.6219254452779378,0.6762971293434465,0.8169013107017509,0.7814380044020544,0.849765581908439,0.5726573812506882,0.5584231423709586,0.5932746700188561,0.9153846153846154,0.85,0.9615384615384616,0.5224778900062628,0.41784849116011535,0.6696323681914029
BAC,MetaDR,biogas_quality,7.0,0.05,5.0,0.07557281547032982,0.06646231270329926,0.09281699941777916,1.511456309406596,1.329246254065985,1.8563399883555831,0.5748657357679914,0.5442534908700322,0.5984962406015037,0.058635624399960284,-0.0017357222835004008,0.12793388734013242,0.19854797332260438,0.1144927536231884,0.2743730886850153,0.06560179281307171,0.04978479196556672,0.08400315208825847,0.45714285714285713,0.15714285714285714,0.8285714285714285,0.19418244910974006,0.08149502920595247,0.3649899057356559
BAC,MetaDR,buffer_capacity,9.0,0.06428571428571428,5.0,0.08191780997178191,0.06604132105099152,0.11411108372707533,1.2742770440054965,1.0273094385709793,1.775061302421172,0.5234944868532654,0.4327396098388464,0.5709075487701442,0.02577280315543825,-0.09345113971615408,0.09878013861471123,0.1966570422357517,0.017543859649122806,0.2842775729131746,0.060702363590064125,0.006666666666666667,0.09315230224321133,0.6222222222222222,0.022222222222222223,1.0,0.1382701294972332,0.003096452597528697,0.35332808642830676
BAC,MetaDR,MACRO,,,5.0,0.23484594764847394,0.21933133912463346,0.25416885788776095,2.1575814553387462,1.984715469252198,2.282963219088006,0.699834486019068,0.6769820174827459,0.7102304473004291,0.22111793864876353,0.15368444240314222,0.2654100823732762,0.37925984750766406,0.30630235219309654,0.4307637394857065,0.20906009393541133,0.18176862136801825,0.22536776326529176,0.6422832722832722,0.41992063492063497,0.7977655677655677,,,
