Rank,Feature,Block,Taxon,CV folds containing feature,Multilabel MCC mean drop,Multilabel MCC SD,Micro-AUPR mean drop,Micro-AUPR SD
164,BAC_O::Verrucomicrobiales,BAC_O,Verrucomicrobiales,5,0.0,0.0,0.0,0.0
165,BAC_O::Hydrothermae,BAC_O,Hydrothermae,4,0.0,0.0,0.0,0.0
166,BAC_O::Haliangiales,BAC_O,Haliangiales,5,0.0,0.0,0.0,0.0
167,BAC_O::Desulfuromonadia,BAC_O,Desulfuromonadia,4,0.0,0.0,0.0,0.0
168,BAC_O::WWE3,BAC_O,WWE3,5,0.0,0.0,0.0,0.0
169,BAC_O::Ectothiorhodospirales,BAC_O,Ectothiorhodospirales,4,0.0,0.0,0.0,0.0
170,BAC_O::Diplorickettsiales,BAC_O,Diplorickettsiales,4,0.0,0.0,0.0,0.0
171,BAC_O::Candidatus_Falkowbacteria,BAC_O,Candidatus_Falkowbacteria,4,0.0,0.0,0.0,0.0
172,BAC_O::Dongiales,BAC_O,Dongiales,4,0.0,0.0,0.0,0.0
173,BAC_O::Deinococcales,BAC_O,Deinococcales,4,0.0,0.0,0.0,0.0
174,BAC_O::Defluviicoccales,BAC_O,Defluviicoccales,5,0.0,0.0,0.0,0.0
175,BAC_O::WPS-2,BAC_O,WPS-2,5,0.0,0.0,0.0,0.0
176,BAC_O::Vicinamibacterales,BAC_O,Vicinamibacterales,4,0.0,0.0,0.0,0.0
177,BAC_O::Elsterales,BAC_O,Elsterales,4,0.0,0.0,0.0,0.0
178,BAC_O::Vibrionales,BAC_O,Vibrionales,4,0.0,0.0,0.0,0.0
179,BAC_O::Geobacterales,BAC_O,Geobacterales,5,0.0,0.0,0.0,0.0
180,BAC_O::Phycisphaerales,BAC_O,Phycisphaerales,5,0.0,0.0,0.0,0.0
181,BAC_O::Nannocystales,BAC_O,Nannocystales,4,0.0,0.0,0.0,0.0
182,BAC_O::OPB41,BAC_O,OPB41,5,0.0,0.0,0.0,0.0
183,BAC_P::Deinococcota,BAC_P,Deinococcota,4,0.0,0.0,0.0,0.0
184,BAC_O::Reyranellales,BAC_O,Reyranellales,4,0.0,0.0,0.0,0.0
185,BAC_O::Rhodospirillales,BAC_O,Rhodospirillales,4,0.0,0.0,0.0,0.0
186,BAC_O::Moorellales,BAC_O,Moorellales,4,0.0,0.0,0.0,0.0
187,BAC_O::Micavibrionales,BAC_O,Micavibrionales,5,0.0,0.0,0.0,0.0
188,BAC_O::TA06,BAC_O,TA06,5,0.0,0.0,0.0,0.0
189,BAC_O::Solirubrobacterales,BAC_O,Solirubrobacterales,5,0.0,0.0,0.0,0.0
190,BAC_O::Oceanospirillales,BAC_O,Oceanospirillales,4,0.0,0.0,0.0,0.0
191,ARC_G::Methanogenium,ARC_G,Methanogenium,5,0.0,0.0,-9.574460781591742e-07,6.07665363841569e-06
192,BAC_O::Ignavibacteriales,BAC_O,Ignavibacteriales,5,0.0,0.0,-1.158808231901028e-06,3.6338689769197844e-05
193,BAC_P::NKB15,BAC_P,NKB15,5,0.0,0.0,-2.2443710376703524e-06,9.136155901709242e-06
194,BAC_O::Thermotogales,BAC_O,Thermotogales,5,0.0,0.0,-5.116497875810403e-06,9.040050938340493e-06
195,BAC_O::Gemmatimonadales,BAC_O,Gemmatimonadales,5,0.0,0.0,-6.920767572948794e-06,6.733477340136739e-05
196,BAC_P::Elusimicrobiota,BAC_P,Elusimicrobiota,5,0.0,0.0,-7.159275404614955e-06,8.052422422837236e-05
197,BAC_O::1-20,BAC_O,1-20,5,0.0,0.0,-8.269002333027853e-06,2.5231089120216848e-05
198,BAC_O::Run-SP154,BAC_O,Run-SP154,5,0.0,0.0,-9.181869174886467e-06,1.3207107925193832e-05
199,BAC_O::Holophagales,BAC_O,Holophagales,5,0.0003364056255724668,0.00128023264137283,-1.469228686317714e-05,0.00024054808402371777
200,BAC_O::Omnitrophales,BAC_O,Omnitrophales,5,0.0,0.0,-1.4762400375745167e-05,7.962477326352398e-05
201,BAC_O::RBG-13-54-9,BAC_O,RBG-13-54-9,5,0.0,0.0,-1.814982555155738e-05,0.00017002183846335538
202,BAC_O::Babeliales,BAC_O,Babeliales,5,0.0,0.0,-2.207835627743478e-05,0.0003529059015110011
203,BAC_P::Marinimicrobia_(SAR406_clade),BAC_P,Marinimicrobia_(SAR406_clade),5,0.0,0.0,-3.007445291135502e-05,0.00029679349222244667
204,BAC_O::NKB15,BAC_O,NKB15,5,0.0,0.0,-3.132544084953522e-05,0.0001597141911848606
205,ARC_O::Bathyarchaeia,ARC_O,Bathyarchaeia,5,0.004205070319655835,0.0019127133494656811,-3.509784799732296e-05,0.002302399590997026
206,BAC_O::Fermentibacterales,BAC_O,Fermentibacterales,5,0.0,0.0,-3.687407493177345e-05,0.00012982913382693148
207,BAC_O::Blastocatellales,BAC_O,Blastocatellales,5,0.0005046084383587002,0.0015397045455155668,-3.874263933329643e-05,0.00018727999929130123
208,BAC_O::Frankiales,BAC_O,Frankiales,5,0.0,0.0,-4.4486023351020255e-05,0.00010364746824407054
209,BAC_O::Pla3_lineage,BAC_O,Pla3_lineage,5,0.0,0.0,-4.724654489881575e-05,0.00013618279826691488
210,BAC_O::0319-6G20,BAC_O,0319-6G20,5,0.0,0.0,-4.8556218079820465e-05,7.229672992205211e-05
211,BAC_O::Nitrospirales,BAC_O,Nitrospirales,5,0.0,0.0,-5.071991669436023e-05,0.0001197842098684114
212,BAC_P::Nitrospirota,BAC_P,Nitrospirota,5,0.0,0.0,-5.144146990839945e-05,0.00011517963275132069
213,ARC_G::Methanimicrococcus,ARC_G,Methanimicrococcus,5,0.0,0.0,-5.176794207756667e-05,6.859204398541642e-05
214,BAC_O::Symbiobacteriales,BAC_O,Symbiobacteriales,5,0.0,0.0,-5.797173127951583e-05,0.00013235108133844507
215,BAC_O::Clostridia_UCG-014,BAC_O,Clostridia_UCG-014,5,0.0,0.0,-6.59685128508077e-05,0.0002087568246482325
216,BAC_O::Syntrophobacterales,BAC_O,Syntrophobacterales,5,0.0,0.0,-6.64027187375756e-05,0.00014517466093940445
217,BAC_O::Methylococcales,BAC_O,Methylococcales,5,0.0,0.0,-6.940547089015111e-05,7.24882001733788e-05
218,BAC_O::Cellvibrionales,BAC_O,Cellvibrionales,5,0.0,0.0,-7.123123183702303e-05,0.0003070313071286047
219,BAC_O::Bifidobacteriales,BAC_O,Bifidobacteriales,5,0.0,0.0,-7.272469200037546e-05,0.0006609025465378757
220,ARC_G::Candidatus_Nitrocosmicus,ARC_G,Candidatus_Nitrocosmicus,5,0.0,0.0,-8.258915869371886e-05,7.18899747974678e-05
221,BAC_O::PLTA13,BAC_O,PLTA13,5,0.0,0.0,-8.939769338643563e-05,2.4300987608123745e-05
222,BAC_O::LD1-PA32,BAC_O,LD1-PA32,5,0.0,0.0,-9.134587586312285e-05,7.094886126167854e-05
223,BAC_O::Aeromonadales,BAC_O,Aeromonadales,5,0.0,0.0,-9.534806095097826e-05,0.0002936275737472505
224,BAC_P::Bdellovibrionota,BAC_P,Bdellovibrionota,5,0.0,0.0,-0.00010101987416117897,7.80291180248742e-05
225,BAC_O::Coprothermobacterales,BAC_O,Coprothermobacterales,5,0.0,0.0,-0.00010501420659877099,0.00021485634775893046
226,BAC_P::Coprothermobacterota,BAC_P,Coprothermobacterota,5,0.0,0.0,-0.00011573923794520417,0.00024483131429073633
227,ARC_G::Methanosarcina,ARC_G,Methanosarcina,5,0.0,0.0,-0.0001357601514210697,0.0015324536871030177
228,BAC_O::Corynebacteriales,BAC_O,Corynebacteriales,5,0.0,0.0,-0.00013594518901210623,0.0008684811758430689
229,BAC_O::SJA-28,BAC_O,SJA-28,5,0.0,0.0,-0.00015334769714531922,0.001073845889193473
230,BAC_O::MSBL9,BAC_O,MSBL9,5,0.0,0.0,-0.0001569410398451802,0.0005632427257791575
231,BAC_O::Incertae_Sedis,BAC_O,Incertae_Sedis,5,-0.0025833520819092443,0.003227240920772419,-0.0001592743235633187,0.0018650108482363042
232,BAC_P::Armatimonadota,BAC_P,Armatimonadota,5,0.0,0.0,-0.00017336068328166476,0.0017874525695575235
233,BAC_O::Cytophagales,BAC_O,Cytophagales,5,0.0,0.0,-0.00019376586389176128,0.00033390050335201625
234,BAC_P::Acidobacteriota,BAC_P,Acidobacteriota,5,0.0,0.0,-0.00020121415305830818,0.0023603213781639857
235,ARC_G::SCGC_AAA011-D5,ARC_G,SCGC_AAA011-D5,5,-0.003091508160862988,0.002567357786906199,-0.0002108723898261833,0.0016484279061061134
236,BAC_O::Monoglobales,BAC_O,Monoglobales,5,0.0,0.0,-0.00021677333619678126,0.00022122990072353507
237,ARC_G::Micrarchaeales,ARC_G,Micrarchaeales,5,0.0,0.0,-0.00023940672970973836,0.00048671588245577835
238,BAC_P::Fermentibacterota,BAC_P,Fermentibacterota,5,0.0,0.0,-0.00024085950309085669,0.0002571033345415401
239,BAC_O::WCHB1-81,BAC_O,WCHB1-81,5,0.0,0.0,-0.0002453834251782157,0.0012368471022358811
240,ARC_G::Methanosphaerula,ARC_G,Methanosphaerula,5,0.0,0.0,-0.00026900503529541465,0.0021247745660317925
241,BAC_P::Myxococcota,BAC_P,Myxococcota,5,0.0,0.0,-0.0002928156804612799,0.00040963174050687043
242,BAC_P::CK-2C2-2,BAC_P,CK-2C2-2,5,0.0,0.0,-0.0003059434045498688,0.0001255665662382892
