SampleID,F00000,F00001,F00002,F00003,F00004,F00005,F00006,F00007,F00008,F00009,F00010,F00011,F00012,F00013,F00014,F00015,F00016,F00017,F00018,F00019,F00020,F00021,F00022,F00023,F00024,F00025,F00026,F00027,F00028,F00029,F00030,F00031,F00032,F00033,F00034,F00035,F00036,F00037,F00038,F00039,F00040,F00041,F00042,F00043,F00044,F00045,F00046,F00047,F00048,F00049,F00050,F00051,F00052,F00053,F00054,F00055,F00056,F00057,F00058,F00059,F00060,F00061,F00062,F00063,F00064,F00065,F00066,F00067,F00068,F00069,F00070,F00071,F00072,F00073,F00074,F00075,F00076,F00077,F00078,F00079,F00080,F00081,F00082,F00083,F00084,F00085,F00086,F00087,F00088,F00089,F00090,F00091,F00092,F00093,F00094,F00095,F00096,F00097,F00098,F00099,F00100,F00101,F00102,F00103,F00104,F00105,F00106,F00107,F00108,F00109,F00110,F00111,F00112,F00113,F00114,F00115,F00116,F00117,F00118,F00119,F00120,F00121,F00122,F00123,F00124,F00125,F00126,F00127,F00128,F00129,F00130,F00131,F00132,F00133,F00134,F00135,F00136,F00137,F00138,F00139,F00140,F00141,F00142,F00143,F00144,F00145,F00146,F00147,F00148,F00149,F00150,F00151,F00152,F00153,F00154,F00155,F00156,F00157,F00158,F00159,F00160,F00161,F00162,F00163,F00164,F00165,F00166,F00167,F00168,F00169,F00170,F00171,F00172,F00173,F00174,F00175,F00176,F00177,F00178,F00179,F00180,F00181,F00182,F00183,F00184,F00185,F00186,F00187,F00188,F00189,F00190,F00191,F00192,F00193,F00194,F00195,F00196,F00197,F00198,F00199,F00200,F00201,F00202,F00203,F00204,F00205,F00206,F00207,F00208,F00209,F00210,F00211,F00212,F00213,F00214,F00215,F00216,F00217,F00218,F00219
1-6,0.0,0.0,0.001449625513409,0.0082145445759845,0.0,0.0,0.0,0.0,0.0,0.0038173471853104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031891761294998,0.0,0.0,0.0,0.0055568978014013,0.0,0.0013046629620681,0.0,0.0,0.0,0.0,0.0,0.0,0.0028509301763711,0.0,0.0,0.0,0.0,0.0,0.008891036482242,0.0,0.0,0.0,0.0066682773616815,0.0,0.0,0.0022710799710074,0.0,0.0,0.0,0.0,0.0,0.0,0.0005798502053636,0.0,0.0003057169061449,0.0,0.0,0.0,0.0,0.002995892727712,0.0036723846339695,0.0,0.0,0.0,0.0005798502053636,0.0,0.0,0.0380285093017637,0.0,0.0,0.0,0.0452283160183619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004348876540227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028026093259241,0.0,0.0,0.0,0.0066682773616815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060401063058709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342111621164531,0.0,0.0,0.0004832085044696,0.0008214544575984,0.0,0.0,0.0,0.0,0.001497946363856,0.0069582024643633,0.0023677216719014,0.0037207054844163997,0.0,0.0027542884754771,0.0,0.0,0.0,0.0019328340178787,0.0,0.0101473785938632,0.0035274220826286,0.0,0.0,0.0,0.0,0.15931384392365278,0.0013046629620681,0.0085527905291132,0.0012080212611741,0.0012563421116211,0.0019811548683256,0.0,0.0013046629620681,0.0,0.0147861802367721,0.0,0.0,0.0180719980671659,0.0,0.0182169606185067,0.0075863735201739,0.0057018603527422,0.0,0.0545059193041796,0.1671418216960614,0.0039623097366513,0.0009180961584923,0.0,0.0,0.0003865668035757,0.0095675283884996,0.0105822662478859,0.0275912056052184,0.0,0.0,0.0014979463638558998,0.0018845131674316,0.0009664170089393,0.0,0.0395747765160666,0.0097608117902874,0.0,0.0,0.0,0.0298139647257791,0.0080695820246435,0.0,0.39815805564047657,0.000687863038826,0.0031718129012533276,0.0016814429837969276,0.0023693060226229,0.0937404463466828,0.1584760012228674,0.0005732191990217,0.009209721797615155,0.001681442983797,0.0043182512992967,0.0068404157749922,0.0033628859675938,0.0,0.2253897890553346,0.020826964231121597,0.010814735554876,0.0,0.0002899251026818,0.0,0.0,0.0,0.0019811548683256,0.0,0.0,0.0026368083154998,0.0
1-7,0.0018872113676731,0.0,0.0041074600355239,0.0,0.0,0.0060834813499111,0.0,0.0,0.0025310834813499,0.0,0.0,0.0004662522202486,0.0,0.0003552397868561,0.0013321492007104,0.0,0.0,0.0,0.0,0.000177619893428,0.0,0.0,0.0,0.0,0.0015985790408525,0.0005772646536412,0.0011545293072824,0.0,0.0007104795737122,0.0,0.0,0.0,0.0,0.0003774422735346,0.0022424511545293,0.0012655417406749,0.0,0.0,0.0027309058614564,0.001443161634103,0.000222024866785,0.0,0.0,0.0,0.0,0.0001892863903085,0.0,0.0,0.0,0.0,0.0,0.0033969804618117,0.0,0.0,0.000222024866785,0.0,0.0,0.007082593250444,0.0,0.0004662522202486,0.0,0.0,0.0,0.0,0.0,0.0,0.0007992895204262,0.0023534635879218,0.0004884547069271,0.0,0.0,0.0,0.0004440497335701,0.0007104795737122,0.0023756660746003,0.0,0.0,0.0,0.0,0.0013099467140319,0.0,0.0032193605683836,0.0,0.0,0.0017539964476021,0.0,0.0009769094138543,0.0,0.0,0.0017317939609236,0.0297957371225577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019538188277087,0.0,0.0,0.0005550621669626,0.0,0.0191829484902308,0.0274200710479572,0.0010657193605683,0.0286634103019533,0.0155861456483124,0.0,0.0,0.0011989342806394,0.0023312611012433,0.0008214920071047,0.0156083481349908,0.0056394316163409005,0.008792184724689,0.0007992895204262,0.0025088809946713,0.0017539964476021,0.0,0.0033303730017761,0.0,0.0018650088809944,0.0036856127886323,0.0,0.0004218472468916,0.0,0.0063277087033746,0.0,0.0,0.0013099467140319,0.0021980461811722,0.0005106571936056,0.0009325044404973,0.0,0.0009103019538188,0.0,0.0,0.0,0.0009547069271758,0.0,0.0038410301953817998,0.0,0.0,0.0,0.0001110124333925,0.0,0.0007104795737122,0.0055284191829484,0.0003552397868561,0.0002442273534635,0.0660079928952042,0.0242895204262876,0.0003774422735346,0.0033081705150976,0.0,0.0005328596802841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003996447602131,0.0,0.0002442273534635,0.0,0.0,0.0,0.0,0.0,0.0020648312611012,0.0,0.0,0.0,0.0,0.0,0.0036190053285967,0.0,0.0,0.0173179396092361,0.0,0.0,0.0,0.0,0.0,0.0,0.0036190053285966002,0.0026920731066102,0.009927019580625399,0.0852419711022774,0.02075840747050273,0.1020463961974466,0.035733064126022306,0.3435758302311394,0.000778177382379479,0.004080173302206186,0.0132921109638882,0.0,0.0284139903674259,0.0029023913180641,0.0043535869770962,0.142322333690874,0.0205270574379034,0.010032178686352401,0.0,0.0,0.0,0.0,0.0008436944937833,0.0,0.0,0.0,0.0,0.0021536412078152
1-8,0.0011235140620469,0.0008335749492606,0.0432734125833574,0.0,0.0,0.0032980574079443,0.0,0.0,0.0002899391127863,0.0,0.0,0.0,0.0003624238909828,0.0019570890113076,0.002138300956799,0.0005436358364743,0.0,0.000507393447376,0.0,0.0,0.0,0.0,0.0001087271672948,0.0,0.0013047260075384,0.0012684836184401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027181791823717,0.0,0.0,0.0,0.0,0.0008698173383589,0.0009423021165555,0.0,0.0,0.0,0.0007248477819657,0.0006120075888941,0.0084807190489997,0.0,0.0,0.0,0.0,0.000761090171064,0.0,0.0,0.0,0.0,0.0,0.0013047260075384,0.0,0.0007248477819657,0.0,0.0021020585677007,0.0295375471151058,0.0,0.0,0.0,0.0010872716729486,0.0011235140620469,0.000761090171064,0.0056900550884314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046752681936793,0.0,0.0,0.0007973325601623,0.0,0.0,0.0007248477819657,0.0,0.0004349086691794,0.0,0.0,0.0011235140620469,0.0059437518121194,0.0,0.0,0.0,0.0,0.0009060597274572,0.0,0.0,0.0,0.0005798782255726,0.0,0.0003624238909828,0.0003261815018846,0.0,0.0100028993911278,0.0031530878515511,0.0,0.0115250797332558,0.0091330820527688,0.0,0.0,0.0006523630037692,0.0,0.0,0.058169034502754104,0.009459263554653399,0.0127210785734994,0.0022832705131922,0.0014496955639315,0.0004711510582777,0.0057262974775297,0.0200782835604522,0.0088069005508843,0.0006523630037692,0.07933458973615509,0.0023195129022905,0.0,0.0,0.0105465352276021,0.0,0.0,0.0015584227312264,0.0036604812989271002,0.0155117425340676,0.0011597564511452,0.0,0.0017033922876196,0.0,0.0,0.0,0.0190272542766017,0.0008335749492606,0.0084444766599013,0.0,0.0012684836184401,0.0,0.0297912438387938,0.0,0.0,0.0020658161786024,0.0,0.0024282400695853,0.034647723977964597,0.0155842273122642,0.0,0.0012684836184401,0.0,0.0014134531748332,0.005146419251957,0.0,0.0,0.0,0.0,0.0,0.0039504204117135,0.0,0.0,0.0009060597274572,0.0,0.0,0.0013772107857349,0.0,0.0,0.0,0.0004711510582777,0.0,0.056356915047839906,0.0,0.0169251957089009,0.0,0.0,0.0002899391127863,0.0572267323861986,0.0,0.0,0.060307335459553295,0.0010872716729486,0.007429689765149201,0.0018121194549144,0.0134459263554652,0.0,0.0,0.0022832705131921,0.0022848283318710003,0.0069768865133926,0.19182357861237442,0.0025296313674287463,0.0130561618964074,0.23619412880719648,0.18313307085007813,0.0011628144188986999,0.006181276647830247,0.0095269181337848,0.0,0.0373936636814296,0.0053244660233786,0.0027540341500233998,0.1306840204818538,0.0156877945286519,0.0062628776596828,0.0,0.0,0.0,0.0,0.0033342997970426,0.0,0.0,0.0,0.0009180113833411,0.0
1-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010883983537974,0.0036733444440665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093534233529471,0.0006802489711234,0.0,0.0,0.0,0.0028230332301622,0.0,0.0013264854936906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007482738682357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075167511309139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142614196796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107819461923063,0.0,0.0,0.0,0.0005441991768987,0.0,0.0,0.0057821162545491,0.0,0.0001700622427808,0.0,0.0040814938267405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129587428999013,0.0,0.00159858508214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075847760280262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082650249991496,0.0,0.0,0.0006462365225672,0.0,0.0,0.0,0.0,0.0,0.0,0.0015645726335838,0.1158463997823201,0.0016666099792523,0.0,0.0,0.0047957552464201,0.0,0.002380871398932,0.0,0.0010883983537974,0.0017006224278085,0.0,0.0,0.0,0.0,0.000612224074011,0.0,0.0,0.0277881704703921,0.0,0.1447909935036222,0.0,0.0009523485595728,0.001802659773477,0.0,0.0017006224278085,0.0664263120302027,0.0188088840515628,0.006360327880004,0.0079249005135878,0.0013264854936906,0.0,0.0012924730451345,0.0098636100812897,0.0490119383694432,0.030475153906329502,0.0,0.0033332199585047,0.0,0.0,0.0057140913574368,0.0,0.056936838883031096,0.00159858508214,0.0037073568926226,0.0015645726335838,0.0,0.0056800789088805,0.0034692697527294,0.0112241080235366,0.0,0.0,0.0,0.0,0.0033332199585048,0.0009523485595728,0.0,0.6012980790172928,0.0,0.0003920372871019,0.0,0.0,0.0020473058326436,0.004530208650956,0.0,0.0013939103541403,0.0,0.0,0.0144182602256392,0.0,0.0,0.0014374700527072,0.021692729886308902,0.009670253081848601,0.0,0.0030271079214992,0.0,0.0,0.0,0.0025169211931566,0.0,0.0,0.0,0.0
2-1,0.0,0.0,7.432319441089577e-05,0.0010962671175607,0.0,0.0,0.0,0.0,0.0,0.0026570542001895,0.0003530351734517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001412140693807,0.0,0.0,0.0,0.0,0.0013378174993961,0.0,0.0006503279510953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093275608985674,0.0,0.0,0.0,0.0,0.0,0.0,0.0002787119790408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025269886099704,0.0,0.0,0.0,0.0,0.0,0.0,0.0006317471524926,0.0,0.0,0.0,0.0,0.0010405247217525,0.0061130827402961,0.0,0.0,0.0005016815622735,0.0,0.0007989743399171,0.0028986045820249,0.0,0.0002043887846299,0.0,0.0002415503818354,0.0,0.0,0.0,0.0,0.0,0.0005388431594789,0.0,0.0,0.0004087775692599,0.0,0.0058715323584607,0.0,0.0016722718742451,0.0,0.0,0.0,0.0,0.0,0.0,0.0371615972054478,0.0,0.0007989743399171,0.0,0.0,0.0,0.0,0.0002043887846299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052750887233133106,0.0,0.0004087775692599,0.0019695646518887,0.0,0.0,0.0,0.0,0.0,0.0,0.0105167320091417,0.029190434604879197,0.000668908749698,0.0004273583678626,0.0,0.0769616678124825,0.0,0.0029915085750385,0.0,0.0018580798602723,0.0054813355878035,0.0001486463888217,0.0,0.0,0.0,0.0013378174993961,0.0,0.0,0.0024340846169568,0.0,0.0449655326185919,0.0,0.0001672271874245,0.0006317471524926,0.0240807149891301,0.0162953603745888,0.0215351455805568,0.0089931065237183,0.0046266188520782,0.0,0.0094390456901837,0.0011705903119716,0.0007060703469035,0.0037161597205447,0.15979486798342565,0.0791913636448093,0.0039019677065719,0.014530184507329999,0.0,0.0031401549638602,0.0014493022910124,0.0001672271874245,0.010665378397963499,0.0012820751035879,0.0074323194410895,0.0027871197904085,0.0,0.0108326055853879,0.0174659506865605,0.0109812519742098,0.0,0.0,0.0,0.0,0.0198071313105036,0.0,0.0,0.7552683338016296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695420061815115,0.0,0.0,0.0174206237707221,0.0,0.0,0.0067434672660859,0.0129249789266647,0.0084293340826073,0.0,0.0025455694085731,0.0,0.0,0.0,0.0010405247217525,0.0,0.0,0.0,0.0
2-10,0.0007594324968069,0.0,0.0,0.0,0.0,0.0059719009976181,0.0,0.0,0.0026580137388242,0.0,0.0,0.0,0.0,0.0011391487452103,0.0037626428250888,0.014084020849874,0.0,0.0028306120335531,0.0,0.0,0.0027615727156615,0.0,0.0,0.0,0.0,0.0008629914736442,0.0011736684041561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104939763195139,0.0,0.0,0.0,0.0002416376126203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00179502226518,0.0003106769305119,0.0,0.0,0.0,0.0,0.0025889744209327,0.0,0.0,0.0,0.0,0.0010701094273188,0.0,0.0,0.0,0.0017259829472884,0.0011391487452103,0.0,0.0,0.0,0.0,0.0004142359073492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041768787324381,0.0,0.0,0.0,0.0,0.0036245641893058,0.0,0.0008629914736442,0.0,0.0024508957851496,0.0012772273809934,0.0654492733611791,0.0,0.0,0.0,0.0,0.0042459180503296,0.0,0.0,0.0,0.0,0.0,0.0,0.0008629914736442,0.0,0.0062480582691842,0.0017259829472884,0.0,0.022886533881044897,0.0114605267699953,0.0,0.0,0.0,0.0,0.000448755566295,0.0187441748075528,0.0075252856501777,0.0260968621630017,0.0,0.0012427077220477,0.0,0.0,0.0016569436293969,0.0005523145431323,0.0484656011598604,0.1138803548620938,0.0783251061479512,0.0,0.0,0.14743346335738192,0.0,0.0,0.0173288687907763,0.0060754599744552995,0.0025544547619869,0.0036245641893057,0.0003797162484034,0.0,0.0,0.0,0.0,0.0,0.0,0.0024508957851495,0.0,0.0,0.0,0.0,0.0,0.0,0.0036245641893057,0.0,0.0002071179536746,0.00269253339777,0.03745382995616,0.0031067693051192,0.001346266698885,0.0,0.0059719009976181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006213538610238,0.0,0.0,0.0,0.0,0.0,0.031309330663812904,0.0054886257723773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194690876454139,0.0,0.0007594324968069,0.0,0.0,0.0,0.0019676205599088,0.0048327522524076,0.0027081922816519,0.0294515910629654,0.0095915143308506,0.0366734371473705,0.0363349131121642,0.1544798013992321,0.2600993003836604,0.0,0.0302414804784471,0.0189573459715639,0.0,0.0349808169713382,0.0,0.0,0.3513879485443464,0.005867749943579199,0.0,0.0002761572715661,0.0,0.0003797162484034,0.0,0.0,0.0,0.0025544547619869,0.0,0.0,0.0
2-11,0.0008489743472075,0.0,0.0,0.0,0.0,0.0027993208205222,0.0,0.0,0.0,0.0,0.0,0.000206507273645,0.0,0.0007801385893258,0.0015832224312789,0.0034417878940847,0.0,0.0012619888944977,0.0,0.000504795557799,0.0,0.0,0.0,0.0,0.0,0.0008260290945803,0.0003900692946629,0.0,0.0087880317562296,0.0,0.0,0.0,0.0,0.0003671240420357,0.0006883575788169,0.0,0.0,0.0078013858932586,0.0011472626313615,0.0012619888944977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006424670735624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001376715157633,0.0,0.0,0.0,0.0007113028314441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004130145472901,0.0,0.0,0.0,0.0,0.0014226056628883,0.0,0.000504795557799,0.0,0.0,0.0006654123261897,0.0077784406406314,0.0,0.0,0.0,0.0,0.0007342480840714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013078793997521,0.0,0.010554816208526399,0.004657886283327899,0.0236565554586753,0.0141113303657472,0.000206507273645,0.0,0.0,0.0,0.0,0.0059887109357072,0.0131476297554036,0.0129870129870129,0.0020191822311963,0.0,0.0,0.0041301454729016,0.0001606167683906,0.0669771924188885,0.0044972695149373,0.0922399155614702,0.0010325363682254,0.0,0.0,0.053577164884585304,0.0,0.0,0.0022027442522142,0.0032582258730668,0.0003900692946629,0.0006195218209352,0.0003212335367812,0.0,0.0,0.0,0.0,0.0,0.0002294525262723,0.0019274012206873,0.0,0.0,0.0,0.0,0.0,0.0021109632417052,0.0050938460832452,0.0,0.0002753430315267,0.002776375567895,0.009545225092928,0.0026157587995043,0.0016520581891604998,0.0005506860630535,0.0046808315359551,6.883575788169428e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006424670735624,0.0,0.0,0.0,0.0,0.0,0.0091092652930108,0.0016979486944151,0.0008260290945803,0.0,0.0,0.0,0.0005506860630535,0.0,0.0,0.0123445459134505,0.0,0.0002753430315267,0.0,0.0,0.0,0.0,0.0009637006103437,0.0,0.1007131675073925,0.0901026265437466,0.0,0.0,0.1401982953557139,0.3153591929031136,0.0,0.0154809532092537,0.0109584275526178,0.0,0.0255696642894415,0.0,0.0547921377630892,0.0,0.0029570360062619,0.0012176030614019,0.0,0.0,0.000504795557799,0.0,0.0007571933366986,0.0,0.0,0.0,0.0,0.0016979486944151
2-12,0.0,0.0,0.0,0.0030411102817173,0.0,0.0,0.0,0.0,0.0,0.0023499488540543,0.0022393630256282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103674214149456,0.0,0.0,0.0,0.002598766968013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004146968565978,0.0018523126261369,0.0,0.0,0.0,0.0,0.0,0.0016587874263913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143269925355164,0.0,0.0,0.0,0.0,0.0005529291421304,0.0003317574852782,0.0,0.0,0.0,0.0,0.0,0.0010782118271543,0.0111691686710348,0.0,0.0,0.0,0.0,0.0,0.0023499488540543,0.0,0.0,0.0009676259987282,0.0,0.0024052417682673,0.0003041110281717,0.0,0.0011335047413673,0.0,0.0023499488540543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003870503994913,0.0,0.0002764645710652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003317574852782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021564236543087,0.0,0.0,0.021177186143595497,0.0,0.0,0.0,0.0,0.0,0.0127726631832129,0.000691161427663,0.025877083851704098,0.0074645434187608,0.005142241021813,0.0,0.0017417267977108,0.0,0.015316137237013,0.000691161427663,0.0022117165685217,0.0347792430400044,0.0,0.0,0.0,0.0,0.12662077354786969,0.0,0.0161455309502087,0.0002488181139586,0.0,0.0041746150230847,0.0,0.0010782118271543,0.0030964031959303997,0.009869785187028201,0.0152331978656935,0.0042575543944041,0.0036493323380607998,0.0009123330845151,0.0014929086837521,0.0017417267977108,0.001962898454563,0.0017417267977108,0.0028199386248652,0.17179508445992608,0.0093721489591106,0.0294711232755521,0.0163667026070608,0.0,0.0041193221088717,0.0074645434187608,0.0016034945121782,0.0371844848082716,0.0026817063393326,0.0162837632357412,0.0037875646235933,0.0151779049514804,0.0,0.0,0.0025711205109065,0.0,0.0,0.0,0.0,0.0014652622266456,0.0038152110807,0.0,0.0124006742114134,0.0,0.0,0.0,0.0,0.1052251384541294,0.7566819166867325,0.0,0.0198651577173127,0.0,0.0,0.0,0.0006019744762822,0.0,0.0016855285335901,0.0018059234288466,0.0,0.0,0.0063586851345,0.0,0.0,0.0,0.0011887976555804,0.0,0.0,0.0,0.0
2-13,0.0,0.0,0.0,0.0002237386732296,0.0,0.0,0.0,0.0,0.0002237386732296,0.0109911623224074,0.0029925047544468,0.0,0.0004474773464593,0.0,0.0,0.0007551180221501,0.0,0.0,0.0,0.0021255173956818,0.0093690569414923,0.0,0.0015102360443002,0.0,0.0,0.0,0.0,0.0003915426781519,0.0,0.0005313793489204,0.0,0.0006432486855352,0.0,0.0006432486855352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003635753439982,0.0,0.0,0.0006432486855352,0.0,0.0142353730842376,0.0,0.0005873140172278,0.0,0.000950889361226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014462809917355,0.0,0.0,0.0,0.0083062982436514,0.0,0.0014822687101465,0.0007551180221501,0.0,0.0,0.0006991833538427,0.0,0.0,0.0022094193981429,0.0,0.0,0.0,0.0,0.0,0.0,0.0006152813513815,0.0,0.0,0.0,0.0003076406756907,0.0,0.0031043740910616,0.000950889361226,0.0006432486855352,0.0,0.0,0.0,0.0,0.0009788566953797,0.0,0.0,0.0,0.0,0.000475444680613,0.0,0.0004195100123056,0.0,0.0009788566953797,0.0070477682067345,0.0,0.0,0.0,0.003160308759369,0.0,0.0084741022485734,0.0,0.0005593466830741,0.0,0.000671216019689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087817429242643,0.0,0.048467390088376694,0.0,0.0,0.0220102919789685,0.0,0.0028247007495245,0.0,0.0100682402953349,0.0,0.00248909273968,0.0,0.072882872804564,0.0010347913636872,0.0034120147667524,0.0106555543125629,0.0076910168922698,0.0029925047544467,0.0,0.0,0.0088376775925718,0.0016221053809149998,0.0100123056270276,0.0012585300369168,0.0076350822239623,0.030232688220158798,0.0,0.0,0.0,0.0,0.1131838013200581,0.0231849200134243,0.0113827050005592,0.0,5.593466830741694e-05,0.0023212887347577,0.0,0.0090614162658015,0.0,0.0,0.0,0.0019297460566058,0.0018458440541447,0.0002517060073833,0.0061528135138157,0.0043629041279785,0.0030484394227541,0.0009788566953797,0.0204720886005145,0.0519073721892829,0.0,0.0072155722116567,0.0002237386732296,0.000475444680613,0.0017060073833762,0.1629097214453518,0.0236323973598835,0.014710817764850403,0.0,0.0016500727150687,0.001622105380915,0.0098165342879516,0.0015382033784538999,0.0032721780959838,0.0110470969907148,0.0199686765857478,0.0027128314129097,0.0,0.0,0.0015382033784539,0.0033560800984449,0.0013144647052242,0.012190082644628002,0.0,0.065495867768595,0.0,0.0,0.33987603305785113,0.2489669421487602,0.0,0.0150826446280991,0.0,0.0,0.0,0.009297520661157,0.0,0.1671487603305785,0.0,0.0020661157024793,0.0,0.0014263340418391,0.0009788566953797,0.0,0.0,0.0017060073833762,0.0,0.0,0.0,0.0
2-14,0.0,0.0,0.0001395705878247,0.0,0.0,0.0,0.0,0.0,0.0,0.0048617088092302,0.0034660029309823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046756146921305,0.00165158528926,0.0,0.0,0.0,0.0072576705668892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031170764614203,0.0,0.0007211147037614,0.0,0.0,0.0,0.0,0.0016050617599851,0.0,0.0,0.0,0.0,0.0,0.0,0.0016283235246225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016748470538975,0.0,0.0,0.0,0.0,0.0,0.0,0.0012328735257856,0.0,0.0,0.0,0.0,0.0141431528995789,0.0,0.0,0.0,0.000651329409849,0.0,0.0026983646979459,0.0220056293470422,0.0,0.0002326176463746,0.0,0.00669938821559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044662588103933,0.0,0.0007676382330363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005117588220242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096303705599106,0.0,0.0001395705878247,0.0018376794063597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439414734001718,0.0173532764195491,0.0,0.0,0.0780432203586962,0.0,0.0094210146781734,0.0006745911744864,0.0124683058456813,0.0135383470190048,0.0,0.0,0.0,0.0,0.0004652352927493,0.0,0.0,0.0022098676405592,0.0,0.053595105724719996,0.0,0.0023726999930214,0.00165158528926,0.0007443764683988,0.0,0.07613575565842409,0.006187629393565701,0.0008374235269487,0.0199353322943078,0.0027448882272208,0.0019307264649096,0.0001860941170997,0.0033962176370699,0.0093744911488985,0.0024192235222964,0.0031403382260578004,0.0036753588127194,0.0,0.0007443764683988,0.0324966851985391,0.0,0.0371490381260321,0.0032101235199702,0.0050245411616924,0.0040242852822815,0.0,0.002256391169834,0.0,0.0054199911605294,0.0,0.000302402940287,0.0,0.0,0.0035125264602572,0.0025820558747586,0.0,0.7564674397859051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975691347011596,0.0509589652096342,0.0,0.0,0.0024531668153434,0.008586083853702001,0.0,0.0,0.0049082323385051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
